state,year,chamber,district,actual_dem_margin,environment_baseline_margin,incumbency_balance,source_era,gap
MO,2016,senate,19.0,-2.435772872088031,1.451460885956645,0.0,historical_1994_2016,-3.887233758044676
MO,2016,senate,21.0,-43.11571518014685,-44.95670489117716,0.0,historical_1994_2016,1.8409897110303106
MO,2016,senate,23.0,-24.27748822674577,-22.442215606362787,0.0,historical_1994_2016,-1.8352726203829839
MO,2016,senate,25.0,-38.7089715536105,-57.280652940085325,-1.0,historical_1994_2016,18.571681386474822
MO,2016,senate,27.0,-48.87979432289208,-57.764055898602535,-1.0,historical_1994_2016,8.884261575710454
NC,2002,house,3.0,-0.8563005942632539,-26.122971172303032,1.0,historical_1994_2016,25.26667057803978
NC,2002,house,4.0,3.534894294157763,-10.53452813431008,0.0,historical_1994_2016,14.069422428467842
NC,2002,house,6.0,7.828994506806783,-9.018942606728864,0.0,historical_1994_2016,16.847937113535647
NC,2002,house,9.0,31.44193857965451,-13.963674863789835,1.0,historical_1994_2016,45.405613443444345
NC,2002,house,10.0,-1.85620038018562,-14.6640871484172,1.0,historical_1994_2016,12.807886768231581
NC,2002,house,11.0,-1.0331314570716068,-24.321500421902872,1.0,historical_1994_2016,23.288368964831264
NC,2002,house,13.0,-12.969390975071,-27.1923866531018,0.0,historical_1994_2016,14.222995678030799
NC,2002,house,14.0,-11.829347123464771,-16.323729507452256,0.0,historical_1994_2016,4.494382383987485
NC,2002,house,15.0,-41.62136610730324,-27.57535790007662,-1.0,historical_1994_2016,-14.046008207226617
NC,2002,house,16.0,-14.444332290299789,-9.15243525217529,0.0,historical_1994_2016,-5.2918970381245
NC,2002,house,17.0,-0.7811416685925584,-14.225177044502882,1.0,historical_1994_2016,13.444035375910323
NC,2002,house,18.0,52.98906130755533,26.65619406960424,1.0,historical_1994_2016,26.332867237951092
NC,2002,house,22.0,24.53356208449496,0.3488760233210082,1.0,historical_1994_2016,24.184686061173952
NC,2002,house,25.0,-18.56608352715138,-21.474427073579257,0.0,historical_1994_2016,2.9083435464278757
NC,2002,house,33.0,35.39105414595867,25.60291140955173,0.0,historical_1994_2016,9.78814273640694
NC,2002,house,34.0,-19.544180833177656,-12.752382394354516,0.0,historical_1994_2016,-6.79179843882314
NC,2002,house,35.0,9.08553076402975,-0.6949151521870447,1.0,historical_1994_2016,9.780445916216795
NC,2002,house,37.0,-23.462342683552293,-22.623818745266107,0.0,historical_1994_2016,-0.8385239382861869
NC,2002,house,39.0,-15.721434528773978,-21.022754564794184,-1.0,historical_1994_2016,5.301320036020206
NC,2002,house,41.0,1.361947998349154,-10.613464923929854,-1.0,historical_1994_2016,11.975412922279007
NC,2002,house,44.0,6.86838553874565,-8.060966572376515,0.0,historical_1994_2016,14.929352111122164
NC,2002,house,45.0,24.77106937761912,-8.856384784720623,1.0,historical_1994_2016,33.627454162339745
NC,2002,house,46.0,26.99577904202606,3.5072655114506524,1.0,historical_1994_2016,23.48851353057541
NC,2002,house,47.0,46.35720233139051,25.31661961042766,1.0,historical_1994_2016,21.04058272096285
NC,2002,house,49.0,7.9165220839736286,-3.466720030888266,0.0,historical_1994_2016,11.383242114861895
NC,2002,house,53.0,-23.53279264320837,-25.26646123830228,0.0,historical_1994_2016,1.73366859509391
NC,2002,house,55.0,10.809404418373624,-5.266025079670032,1.0,historical_1994_2016,16.075429498043658
NC,2002,house,59.0,12.06737849779087,0.2938060960446161,1.0,historical_1994_2016,11.773572401746254
NC,2002,house,62.0,-24.126788005512523,-9.387128538451435,0.0,historical_1994_2016,-14.739659467061088
NC,2002,house,63.0,0.6166168711461446,-2.286854265546667,0.0,historical_1994_2016,2.9034711366928114
NC,2002,house,67.0,-36.267308067347074,-33.426523879969075,-1.0,historical_1994_2016,-2.8407841873779986
NC,2002,house,68.0,14.045868539449138,-0.8563080831927694,1.0,historical_1994_2016,14.902176622641907
NC,2002,house,71.0,35.76898756411157,31.65342210413192,1.0,historical_1994_2016,4.115565459979649
NC,2002,house,72.0,9.56684742585526,33.053149269365626,0.0,historical_1994_2016,-23.48630184351037
NC,2002,house,74.0,-34.55288814341126,-30.56291659517996,-1.0,historical_1994_2016,-3.989971548231299
NC,2002,house,75.0,-18.60685017860895,-29.671388341206946,-1.0,historical_1994_2016,11.064538162597994
NC,2002,house,77.0,10.046195803417376,-16.547219657668403,1.0,historical_1994_2016,26.59341546108578
NC,2002,house,81.0,9.23317683881064,-1.829723952673814,1.0,historical_1994_2016,11.062900791484456
NC,2002,house,82.0,-21.40594489043177,-13.110158311345646,-1.0,historical_1994_2016,-8.295786579086123
NC,2002,house,83.0,-33.44302756067462,-25.86650210840276,-1.0,historical_1994_2016,-7.576525452271863
NC,2002,house,85.0,-16.311577048810733,-19.770918437380963,-1.0,historical_1994_2016,3.4593413885702304
NC,2002,house,86.0,18.19433817903596,-6.410777074738784,1.0,historical_1994_2016,24.605115253774745
NC,2002,house,87.0,-2.967966877315319,-22.73835773231254,-1.0,historical_1994_2016,19.77039085499722
NC,2002,house,90.0,5.502526670409882,-12.519744685322102,0.0,historical_1994_2016,18.022271355731984
NC,2002,house,91.0,-13.62094037809016,-29.221521420643587,-1.0,historical_1994_2016,15.600581042553427
NC,2002,house,93.0,-28.379101650953107,-20.611342624702413,0.0,historical_1994_2016,-7.767759026250694
NC,2002,house,96.0,-18.29459231603035,-23.49347889989159,-1.0,historical_1994_2016,5.198886583861238
NC,2002,house,97.0,-20.89301187624242,-23.349032969235395,-1.0,historical_1994_2016,2.4560210929929767
NC,2002,house,98.0,-15.830083093098184,-19.59116297038833,0.0,historical_1994_2016,3.761079877290145
NC,2002,house,100.0,21.74038323008212,13.520816289646206,1.0,historical_1994_2016,8.219566940435914
NC,2002,house,109.0,-11.284216656959812,-14.615356596097133,0.0,historical_1994_2016,3.331139939137321
NC,2002,house,111.0,-5.9351836823026565,-9.146467362532904,1.0,historical_1994_2016,3.211283680230248
NC,2002,house,112.0,17.854140395124002,-13.587532928992664,0.0,historical_1994_2016,31.441673324116664
NC,2002,house,114.0,27.62963340641411,12.271397488613635,1.0,historical_1994_2016,15.358235917800476
NC,2002,house,115.0,4.211737629459148,-0.4404873632025942,0.0,historical_1994_2016,4.6522249926617425
NC,2002,house,118.0,81.66670660500188,6.1613885578564185,-1.0,historical_1994_2016,75.50531804714547
NC,2002,house,119.0,10.106304805761036,5.591303472390395,1.0,historical_1994_2016,4.515001333370641
NC,2002,senate,1.0,33.25053445994096,-7.927756268623437,1.0,historical_1994_2016,41.17829072856439
NC,2002,senate,2.0,3.380298483734425,-21.527109400064163,1.0,historical_1994_2016,24.907407883798587
NC,2002,senate,3.0,34.96312552632251,25.343089783070003,0.0,historical_1994_2016,9.620035743252505
NC,2002,senate,5.0,2.942876297477865,-11.16662872853179,0.0,historical_1994_2016,14.109505026009655
NC,2002,senate,6.0,3.5540426777936385,-20.56140350877193,0.0,historical_1994_2016,24.11544618656557
NC,2002,senate,7.0,7.89185889773392,-5.359223039952476,1.0,historical_1994_2016,13.251081937686397
NC,2002,senate,8.0,15.190077970347028,0.2598683586562719,1.0,historical_1994_2016,14.930209611690756
NC,2002,senate,9.0,-32.81666731088864,-13.118056754734358,-1.0,historical_1994_2016,-19.698610556154282
NC,2002,senate,10.0,9.043439341571972,-8.871241863544116,1.0,historical_1994_2016,17.91468120511609
NC,2002,senate,11.0,22.815320017630548,-9.334320879176484,1.0,historical_1994_2016,32.14964089680703
NC,2002,senate,12.0,-15.330489467434804,-30.85577856111816,1.0,historical_1994_2016,15.525289093683357
NC,2002,senate,14.0,32.453997720241006,20.49538219028556,0.0,historical_1994_2016,11.958615529955445
NC,2002,senate,15.0,-14.384684895746176,-21.440620887526617,-1.0,historical_1994_2016,7.055935991780441
NC,2002,senate,16.0,0.9311059817691014,-6.033499177555178,1.0,historical_1994_2016,6.964605159324279
NC,2002,senate,17.0,-28.464017185821696,-23.0187950924427,0.0,historical_1994_2016,-5.4452220933789945
NC,2002,senate,18.0,16.217767479432837,2.0100480257015847,1.0,historical_1994_2016,14.207719453731253
NC,2002,senate,19.0,26.72366655067853,-8.716024867690333,1.0,historical_1994_2016,35.43969141836887
NC,2002,senate,21.0,33.327973630260885,26.640645845139183,1.0,historical_1994_2016,6.687327785121703
NC,2002,senate,22.0,-10.88418762625702,-22.78442945763759,0.0,historical_1994_2016,11.90024183138057
NC,2002,senate,23.0,35.881958417169685,21.96896217264792,1.0,historical_1994_2016,13.912996244521764
NC,2002,senate,24.0,-15.581690415772009,-15.74049129338003,-1.0,historical_1994_2016,0.1588008776080212
NC,2002,senate,25.0,15.254075698350652,1.623793836592603,1.0,historical_1994_2016,13.63028186175805
NC,2002,senate,27.0,15.252434334342524,2.3736211602146087,1.0,historical_1994_2016,12.878813174127917
NC,2002,senate,28.0,30.236344796960577,24.72164663716964,0.0,historical_1994_2016,5.514698159790935
NC,2002,senate,29.0,-31.76445757703673,-33.25709533215511,0.0,historical_1994_2016,1.4926377551183805
NC,2002,senate,30.0,-25.86005766733432,-24.147004009995094,-1.0,historical_1994_2016,-1.713053657339227
NC,2002,senate,34.0,-23.731013890691937,-34.21792824059973,0.0,historical_1994_2016,10.486914349907796
NC,2002,senate,35.0,-33.354361754558894,-33.33563482511303,0.0,historical_1994_2016,-0.01872692944586163
NC,2002,senate,36.0,-40.33176307740394,-32.4214999448127,-1.0,historical_1994_2016,-7.91026313259124
NC,2002,senate,39.0,-34.77763477763478,-19.307770265511795,-1.0,historical_1994_2016,-15.469864512122985
NC,2002,senate,40.0,-11.688989065439712,-18.82529699261194,1.0,historical_1994_2016,7.136307927172227
NC,2002,senate,41.0,-36.0478934505258,-27.32502821233377,0.0,historical_1994_2016,-8.722865238192028
NC,2002,senate,43.0,6.020188462936555,-26.731821604158828,1.0,historical_1994_2016,32.752010067095384
NC,2002,senate,45.0,-27.861477905105385,-16.541842059811817,-1.0,historical_1994_2016,-11.319635845293568
NC,2002,senate,46.0,7.573303681500641,-13.116647417917836,1.0,historical_1994_2016,20.689951099418476
NC,2002,senate,47.0,1.309796141466081,-7.64500486153145,0.0,historical_1994_2016,8.954801002997531
NC,2002,senate,48.0,-33.473538059457695,-21.583231141823266,0.0,historical_1994_2016,-11.89030691763443
NC,2002,senate,49.0,11.86791814645696,2.2637541234045715,1.0,historical_1994_2016,9.604164023052387
NC,2002,senate,50.0,-12.910745168809685,-8.953658075826763,0.0,historical_1994_2016,-3.9570870929829223
NC,2004,house,2.0,23.01495137175207,-12.144106330884926,1.0,historical_1994_2016,35.15905770263699
NC,2004,house,3.0,4.154210906092155,-30.13380972658947,0.0,historical_1994_2016,34.28802063268162
NC,2004,house,6.0,9.91039913114309,-21.73083888189985,1.0,historical_1994_2016,31.641238013042937
NC,2004,house,8.0,48.07441536990351,5.221942311736258,1.0,historical_1994_2016,42.852473058167256
NC,2004,house,10.0,-14.7539688808151,-29.026637634089425,-1.0,historical_1994_2016,14.272668753274326
NC,2004,house,12.0,28.98413000095029,0.7944074145807825,1.0,historical_1994_2016,28.18972258636951
NC,2004,house,13.0,-41.53159340659341,-35.72191799118472,-1.0,historical_1994_2016,-5.809675415408691
NC,2004,house,14.0,-21.56738151972465,-34.414609271956955,0.0,historical_1994_2016,12.847227752232307
NC,2004,house,17.0,-1.3834650198286562,-22.52141070401129,-1.0,historical_1994_2016,21.137945684182636
NC,2004,house,18.0,27.603105078277466,8.36741881285806,1.0,historical_1994_2016,19.235686265419403
NC,2004,house,23.0,31.86813186813187,-6.86093696169861,1.0,historical_1994_2016,38.72906882983048
NC,2004,house,34.0,2.187593646988313,-2.7738925744126988,-1.0,historical_1994_2016,4.961486221401012
NC,2004,house,38.0,33.02261007536692,14.704300108960409,1.0,historical_1994_2016,18.31830996640651
NC,2004,house,39.0,8.808290155440414,1.2933549059609477,-1.0,historical_1994_2016,7.514935249479466
NC,2004,house,40.0,-27.341728480248403,-16.375086561355715,-1.0,historical_1994_2016,-10.966641918892687
NC,2004,house,42.0,32.48674639378622,12.025275077285771,1.0,historical_1994_2016,20.46147131650045
NC,2004,house,44.0,16.7628096369189,-8.874960344515259,1.0,historical_1994_2016,25.637769981434158
NC,2004,house,45.0,20.31393171586789,-15.151350304489776,1.0,historical_1994_2016,35.46528202035767
NC,2004,house,49.0,13.316846522781775,-9.919526630278616,1.0,historical_1994_2016,23.23637315306039
NC,2004,house,51.0,-1.4775685193691626,-22.649833554623484,-1.0,historical_1994_2016,21.17226503525432
NC,2004,house,53.0,-17.770623742454728,-29.581238904798973,-1.0,historical_1994_2016,11.810615162344245
NC,2004,house,57.0,13.301265650052878,6.108312395169468,-1.0,historical_1994_2016,7.1929532548834105
NC,2004,house,58.0,34.051683036139984,13.41994445651148,1.0,historical_1994_2016,20.631738579628504
NC,2004,house,59.0,17.439364326679698,3.89187546984549,1.0,historical_1994_2016,13.547488856834208
NC,2004,house,63.0,9.774047772756616,-9.942868335995206,1.0,historical_1994_2016,19.71691610875182
NC,2004,house,65.0,5.295076374938407,-18.82920507715903,0.0,historical_1994_2016,24.12428145209744
NC,2004,house,67.0,-31.81548208275589,-41.81017976156178,0.0,historical_1994_2016,9.994697678805888
NC,2004,house,69.0,26.88683478416944,-11.918178230885813,1.0,historical_1994_2016,38.80501301505525
NC,2004,house,74.0,-25.88423484803602,-19.65896169245691,0.0,historical_1994_2016,-6.22527315557911
NC,2004,house,77.0,21.28990596117367,-20.06157257858636,1.0,historical_1994_2016,41.35147853976003
NC,2004,house,85.0,-32.17742267616655,-33.14366290281048,-1.0,historical_1994_2016,0.9662402266439329
NC,2004,house,87.0,-19.68072800185085,-36.29671693766639,-1.0,historical_1994_2016,16.61598893581554
NC,2004,house,88.0,-12.61062746089658,-32.405463031869154,0.0,historical_1994_2016,19.794835570972573
NC,2004,house,90.0,15.932732316227462,-30.03839230489806,1.0,historical_1994_2016,45.971124621125526
NC,2004,house,91.0,-14.750195558276369,-37.46051123107284,0.0,historical_1994_2016,22.710315672796476
NC,2004,house,93.0,-7.028734946941696,-11.89568143578239,-1.0,historical_1994_2016,4.866946488840694
NC,2004,house,97.0,-22.260952771512542,-36.010309977616494,-1.0,historical_1994_2016,13.749357206103952
NC,2004,house,103.0,-18.696588166220888,-11.741217776165946,-1.0,historical_1994_2016,-6.9553703900549415
NC,2004,house,107.0,36.403846934220674,21.28836788748197,1.0,historical_1994_2016,15.115479046738702
NC,2004,house,108.0,-37.4042624042624,-38.68756123254782,-1.0,historical_1994_2016,1.2832988282854245
NC,2004,house,109.0,-22.75060794379897,-29.39564937326818,0.0,historical_1994_2016,6.645041429469213
NC,2004,house,110.0,-26.97726683377993,-38.24250582401103,-1.0,historical_1994_2016,11.265238990231104
NC,2004,house,111.0,-10.891089108910892,-21.01927264115099,-1.0,historical_1994_2016,10.128183532240099
NC,2004,house,112.0,24.244004171011472,-31.900491158619616,1.0,historical_1994_2016,56.144495329631084
NC,2004,house,114.0,23.90436954617705,6.025057845451736,0.0,historical_1994_2016,17.879311700725317
NC,2004,house,115.0,23.42530698783828,3.3156215562377973,1.0,historical_1994_2016,20.109685431600482
NC,2004,house,116.0,-24.49112775412536,-11.184457187076294,-1.0,historical_1994_2016,-13.306670567049064
NC,2004,house,117.0,-36.330720065489125,-29.58728036546795,0.0,historical_1994_2016,-6.743439700021174
NC,2004,house,119.0,3.4818228366615465,-9.415401247693504,1.0,historical_1994_2016,12.89722408435505
NC,2004,senate,1.0,29.387103214214413,-17.44057568631895,1.0,historical_1994_2016,46.827678900533364
NC,2004,senate,2.0,10.667918734814949,-30.24212233549583,1.0,historical_1994_2016,40.910041070310776
NC,2004,senate,3.0,32.08671791237347,7.996059667634569,1.0,historical_1994_2016,24.090658244738904
NC,2004,senate,5.0,13.591248399807146,-15.878533018237052,0.0,historical_1994_2016,29.4697814180442
NC,2004,senate,6.0,-7.748268473765509,-36.873198847262245,1.0,historical_1994_2016,29.124930373496735
NC,2004,senate,7.0,13.734260294618114,2.413098316701306,0.0,historical_1994_2016,11.321161977916809
NC,2004,senate,8.0,8.5278276481149,-15.122400631745196,1.0,historical_1994_2016,23.650228279860094
NC,2004,senate,9.0,1.105048260017231,-12.084327076356535,0.0,historical_1994_2016,13.189375336373766
NC,2004,senate,10.0,23.944312483504884,-13.517092153918195,1.0,historical_1994_2016,37.46140463742308
NC,2004,senate,11.0,20.730371637334773,-12.145743039741424,1.0,historical_1994_2016,32.876114677076195
NC,2004,senate,14.0,28.226914556518324,13.692324601311327,1.0,historical_1994_2016,14.534589955206997
NC,2004,senate,16.0,22.0470218171553,7.3070761151812,0.0,historical_1994_2016,14.7399457019741
NC,2004,senate,17.0,-19.794300407113777,-13.542048625993,-1.0,historical_1994_2016,-6.252251781120776
NC,2004,senate,18.0,17.80006031363088,10.666014056647516,0.0,historical_1994_2016,7.134046256983364
NC,2004,senate,21.0,25.8058690744921,9.934236257238586,1.0,historical_1994_2016,15.871632817253515
NC,2004,senate,22.0,-3.4517825493215564,-28.99906719054753,-1.0,historical_1994_2016,25.547284641225975
NC,2004,senate,23.0,30.80473979773005,24.55739867092781,1.0,historical_1994_2016,6.24734112680224
NC,2004,senate,24.0,-15.876746731920925,-20.419591450429845,-1.0,historical_1994_2016,4.5428447185089205
NC,2004,senate,27.0,34.92372385449696,7.874192381026701,1.0,historical_1994_2016,27.04953147347026
NC,2004,senate,29.0,-41.12386545648692,-43.15650958138005,-1.0,historical_1994_2016,2.0326441248931317
NC,2004,senate,30.0,-29.336454402140163,-40.459020409413135,0.0,historical_1994_2016,11.122566007272972
NC,2004,senate,32.0,39.379825519946976,16.393213930653175,1.0,historical_1994_2016,22.9866115892938
NC,2004,senate,34.0,-26.62254062978053,-38.55981246795107,-1.0,historical_1994_2016,11.937271838170538
NC,2004,senate,40.0,15.76125067029658,9.998991419721651,0.0,historical_1994_2016,5.762259250574928
NC,2004,senate,41.0,-37.865271383488846,-36.76164864806894,-1.0,historical_1994_2016,-1.1036227354199042
NC,2004,senate,43.0,7.518782691393247,-34.243982586115145,1.0,historical_1994_2016,41.76276527750839
NC,2004,senate,44.0,-23.08551550257712,-29.725883399369287,0.0,historical_1994_2016,6.640367896792167
NC,2004,senate,45.0,-23.37756079635681,-27.965246278668623,-1.0,historical_1994_2016,4.587685482311812
NC,2004,senate,46.0,6.861845124909842,-27.14824692642945,1.0,historical_1994_2016,34.01009205133929
NC,2004,senate,47.0,-5.11222985564487,-22.831683012604813,1.0,historical_1994_2016,17.719453156959943
NC,2004,senate,48.0,-23.98294430980184,-22.58504428332649,-1.0,historical_1994_2016,-1.3979000264753516
NC,2004,senate,49.0,22.79588312107724,4.211665452542582,0.0,historical_1994_2016,18.584217668534656
NC,2004,senate,50.0,0.3991006183249016,-21.816452294995774,-1.0,historical_1994_2016,22.215552913320675
NC,2010,house,1.0,5.495108347810185,-18.30610203401134,1.0,historical_1994_2016,23.801210381821523
NC,2010,house,2.0,9.767241379310343,-15.7530041224454,1.0,historical_1994_2016,25.520245501755745
NC,2010,house,3.0,-30.07696071889319,-36.34165826666801,1.0,historical_1994_2016,6.264697547774823
NC,2010,house,4.0,-2.72089441560664,-4.337072188668392,0.0,historical_1994_2016,1.616177773061752
NC,2010,house,5.0,17.98675760442077,11.981704285572238,1.0,historical_1994_2016,6.005053318848532
NC,2010,house,6.0,-6.906260351109639,-22.77663367469409,1.0,historical_1994_2016,15.87037332358445
NC,2010,house,9.0,1.4956162970603404,-12.104846722682009,1.0,historical_1994_2016,13.60046301974235
NC,2010,house,10.0,-14.460285132382891,-26.644704450057763,1.0,historical_1994_2016,12.184419317674871
NC,2010,house,12.0,20.415491151577328,9.813999068462904,1.0,historical_1994_2016,10.601492083114424
NC,2010,house,13.0,-46.52683806946324,-41.75690102180875,-1.0,historical_1994_2016,-4.769937047654487
NC,2010,house,16.0,-39.77382875605816,-30.98866744822196,-1.0,historical_1994_2016,-8.785161307836198
NC,2010,house,17.0,-36.69023884581523,-33.2850450630578,0.0,historical_1994_2016,-3.4051937827574292
NC,2010,house,18.0,14.10973611346556,13.334452464887248,0.0,historical_1994_2016,0.7752836485783128
NC,2010,house,20.0,6.4802314368370295,-9.156385545204529,1.0,historical_1994_2016,15.63661698204156
NC,2010,house,21.0,31.18400359469782,17.3933280908044,1.0,historical_1994_2016,13.790675503893421
NC,2010,house,22.0,5.743961957201852,-7.106022121444515,1.0,historical_1994_2016,12.849984078646367
NC,2010,house,23.0,6.76418439716312,0.1959212752693917,1.0,historical_1994_2016,6.568263121893729
NC,2010,house,24.0,29.67280163599182,30.02252713495802,1.0,historical_1994_2016,-0.34972549896619753
NC,2010,house,25.0,-15.22929780103,-15.822688580840747,1.0,historical_1994_2016,0.593390779810747
NC,2010,house,28.0,-53.44555294480182,-43.04636536054935,-1.0,historical_1994_2016,-10.399187584252466
NC,2010,house,30.0,29.03287736981041,30.482076990041705,1.0,historical_1994_2016,-1.449199620231294
NC,2010,house,31.0,50.993856161908205,53.10847028387993,1.0,historical_1994_2016,-2.1146141219717265
NC,2010,house,33.0,55.57244174265451,55.55819772642331,0.0,historical_1994_2016,0.01424401623120275
NC,2010,house,34.0,8.349928876244666,-5.191217100479861,1.0,historical_1994_2016,13.541145976724527
NC,2010,house,35.0,14.950369495824042,11.300641125445344,1.0,historical_1994_2016,3.649728370378698
NC,2010,house,36.0,-17.682310955491214,-13.663050657118028,-1.0,historical_1994_2016,-4.019260298373187
NC,2010,house,37.0,-27.9969203131015,-24.17359792144744,-1.0,historical_1994_2016,-3.823322391654063
NC,2010,house,38.0,31.25029103608848,26.463746026755555,1.0,historical_1994_2016,4.786545009332926
NC,2010,house,39.0,13.68307557532262,12.880634590400309,0.0,historical_1994_2016,0.8024409849223115
NC,2010,house,40.0,-25.756853126206536,-24.78188391142754,-1.0,historical_1994_2016,-0.9749692147789979
NC,2010,house,41.0,-7.295857344786343,-6.38174691172298,0.0,historical_1994_2016,-0.9141104330633629
NC,2010,house,44.0,0.6637984019668101,0.665785235281795,0.0,historical_1994_2016,-0.001986833314984948
NC,2010,house,45.0,0.2338586680223691,-4.884851670978195,1.0,historical_1994_2016,5.118710339000565
NC,2010,house,46.0,-4.344239758042343,-9.918198862057569,1.0,historical_1994_2016,5.573959104015226
NC,2010,house,47.0,33.66757307953773,3.68003809596655,0.0,historical_1994_2016,29.98753498357118
NC,2010,house,48.0,49.602776706517545,34.80331168999616,1.0,historical_1994_2016,14.799465016521388
NC,2010,house,49.0,-3.3547204399633364,-5.777047213364943,0.0,historical_1994_2016,2.4223267734016067
NC,2010,house,50.0,12.347882524744442,-2.314215897657036,1.0,historical_1994_2016,14.662098422401478
NC,2010,house,51.0,-7.057481525566632,-16.49265768483491,1.0,historical_1994_2016,9.435176159268277
NC,2010,house,53.0,-33.21848698134567,-21.36008947527897,-1.0,historical_1994_2016,-11.858397506066702
NC,2010,house,54.0,14.896867838044308,10.472625517771563,1.0,historical_1994_2016,4.424242320272745
NC,2010,house,57.0,11.379184291607915,7.245769967895483,1.0,historical_1994_2016,4.133414323712432
NC,2010,house,58.0,26.299316366032453,27.58655786336463,1.0,historical_1994_2016,-1.2872414973321753
NC,2010,house,59.0,5.2919627488193495,2.735562310030395,1.0,historical_1994_2016,2.5564004387889545
NC,2010,house,60.0,39.30764206401045,33.71193239313272,0.0,historical_1994_2016,5.595709670877731
NC,2010,house,63.0,8.410306271268839,3.858441877611207,1.0,historical_1994_2016,4.551864393657632
NC,2010,house,66.0,21.35338345864661,2.828215909756677,0.0,historical_1994_2016,18.525167548889936
NC,2010,house,67.0,-50.82299093389666,-45.09431771664439,-1.0,historical_1994_2016,-5.728673217252272
NC,2010,house,69.0,20.406732117812066,-0.2550720903075328,1.0,historical_1994_2016,20.661804208119598
NC,2010,house,72.0,38.95850737956001,34.39259974418788,1.0,historical_1994_2016,4.5659076353721275
NC,2010,house,74.0,-38.64646144081244,-26.367611054522765,-1.0,historical_1994_2016,-12.278850386289673
NC,2010,house,77.0,-0.9187513836617224,-11.108253234489949,1.0,historical_1994_2016,10.189501850828226
NC,2010,house,81.0,-14.954315388154868,-18.22973563015317,1.0,historical_1994_2016,3.275420241998301
NC,2010,house,85.0,-38.02644738304256,-38.98935466994932,-1.0,historical_1994_2016,0.9629072869067627
NC,2010,house,86.0,-23.852502820497595,-16.479936695834276,-1.0,historical_1994_2016,-7.372566124663319
NC,2010,house,88.0,-28.713527851458885,-29.691063729388592,0.0,historical_1994_2016,0.9775358779297072
NC,2010,house,90.0,-42.20831885065461,-31.95661001218168,-1.0,historical_1994_2016,-10.251708838472926
NC,2010,house,91.0,-50.76535374276647,-45.43729901507984,-1.0,historical_1994_2016,-5.328054727686634
NC,2010,house,93.0,-2.925400388024499,-19.02515110157925,1.0,historical_1994_2016,16.09975071355475
NC,2010,house,94.0,-47.30021598272138,-40.388287714831314,-1.0,historical_1994_2016,-6.911928267890069
NC,2010,house,96.0,-33.40262582056893,-39.43126681591878,-1.0,historical_1994_2016,6.028640995349853
NC,2010,house,99.0,44.02771362586605,44.98160783105468,0.0,historical_1994_2016,-0.9538942051886323
NC,2010,house,101.0,48.59323775505211,48.57794536334906,1.0,historical_1994_2016,0.01529239170304919
NC,2010,house,103.0,-12.022745735174654,-11.186817490326469,0.0,historical_1994_2016,-0.8359282448481853
NC,2010,house,104.0,-49.489891251541536,-30.293894340243675,-1.0,historical_1994_2016,-19.19599691129786
NC,2010,house,106.0,18.99965265717263,15.050173926119124,1.0,historical_1994_2016,3.949478731053505
NC,2010,house,107.0,34.52161442327392,34.84308883357015,1.0,historical_1994_2016,-0.3214744102962328
NC,2010,house,110.0,-39.64955632932719,-38.28993842074761,0.0,historical_1994_2016,-1.3596179085795796
NC,2010,house,111.0,-30.23660592874626,-17.09798967173985,-1.0,historical_1994_2016,-13.138616257006412
NC,2010,house,112.0,-30.36879501184204,-37.21044365920691,0.0,historical_1994_2016,6.84164864736487
NC,2010,house,114.0,16.85600738629521,15.324724841402658,1.0,historical_1994_2016,1.5312825448925533
NC,2010,house,115.0,12.4496560573119,9.456512730210887,0.0,historical_1994_2016,2.993143327101013
NC,2010,house,116.0,-11.587132184784268,-15.092195813023576,1.0,historical_1994_2016,3.5050636282393075
NC,2010,house,118.0,9.314876611873276,-10.895271700982525,1.0,historical_1994_2016,20.2101483128558
NC,2010,house,119.0,11.891269700726047,-11.021704154239998,1.0,historical_1994_2016,22.912973854966047
NC,2010,house,120.0,-44.228628873011886,-32.161594643196025,-1.0,historical_1994_2016,-12.06703422981586
NC,2010,senate,1.0,10.809900955013378,-19.70268232252505,1.0,historical_1994_2016,30.512583277538425
NC,2010,senate,2.0,-31.43827205085603,-36.17481927268724,-1.0,historical_1994_2016,4.736547221831209
NC,2010,senate,3.0,25.433670569512334,14.538146328434078,1.0,historical_1994_2016,10.895524241078256
NC,2010,senate,4.0,25.100250895288745,14.82527881040892,1.0,historical_1994_2016,10.274972084879826
NC,2010,senate,5.0,-9.08013878310908,-7.550195242963471,1.0,historical_1994_2016,-1.5299435401456085
NC,2010,senate,7.0,3.591508892713712,5.820949344265406,1.0,historical_1994_2016,-2.229440451551694
NC,2010,senate,8.0,-27.094476604287262,-24.943123649186667,0.0,historical_1994_2016,-2.151352955100595
NC,2010,senate,9.0,-14.888088902801693,-19.760555715611897,0.0,historical_1994_2016,4.872466812810204
NC,2010,senate,10.0,-4.483704054917644,-10.5448082010582,0.0,historical_1994_2016,6.061104146140555
NC,2010,senate,11.0,-5.758613460060102,-1.1111503051254012,1.0,historical_1994_2016,-4.647463154934702
NC,2010,senate,12.0,-39.32522028147558,-37.80541630954728,-1.0,historical_1994_2016,-1.5198039719282974
NC,2010,senate,14.0,31.83634510539854,28.64263169153748,0.0,historical_1994_2016,3.193713413861058
NC,2010,senate,15.0,-21.09648823729969,-15.905323372189718,-1.0,historical_1994_2016,-5.19116486510997
