precinct_id,county_fips,dem_votes,rep_votes,white_nh_noncollege,white_nh_college,black_noncollege,black_college,other_noncollege,other_college,adult25_total,cycle,two_party_votes,dem_share,white_nh_noncollege_share,white_nh_college_share,black_noncollege_share,black_college_share,other_noncollege_share,other_college_share,madison_county,time,madison_x_white_college,madison_x_white_noncollege
0,013,29.0,25.0,49.70881371471854,1.7133264427691404,35.573070414548745,1.0225709931282956,1.2719620245788734,0.0,89.2897435897436,2018,54.0,0.5370370370370371,0.556713590119755,0.01918839022140438,0.3984004095475407,0.0114522783022725,0.014245331809027385,0.0,0,0.0,0.0,0.0
1,013,37.0,73.0,127.45866081919249,8.216288384553476,17.640854472446026,1.9332443257268979,3.518642251752669,0.0,158.76769025367156,2018,110.0,0.33636363636363636,0.802799742287269,0.051750380517760736,0.11111111110995125,0.01217656012150867,0.02216220596351026,0.0,0,0.0,0.0,0.0
2,053,62.0,167.0,232.04778161806615,32.82484650818207,48.48710725729399,2.4856174731086362,14.854164304067483,0.06334764785477347,330.76286480857306,2018,229.0,0.27074235807860264,0.7015533069359595,0.09923981801034178,0.14659175021160734,0.0075148021061771,0.04490880290526035,0.00019151983065401106,0,0.0,0.0,0.0
3,053,101.0,145.0,242.35233579137062,6.356546561831205,62.255358260101325,0.6777306363804213,9.824496708587656,0.0,321.46646795827127,2018,246.0,0.4105691056910569,0.7538961600897974,0.019773591324169875,0.1936605041748321,0.002108246750228381,0.03056149766097206,0.0,0,0.0,0.0,0.0
4,053,6.0,53.0,95.51604278074866,8.54812834224599,0.0,0.0,0.3716577540106952,0.0,104.43582887700535,2018,59.0,0.1016949152542373,0.9145907473309608,0.08185053380782918,0.0,0.0,0.0035587188612099642,0.0,0,0.0,0.0,0.0
5,053,106.0,175.0,451.3262284476342,28.694637043382134,166.87562844104,18.183176393277815,296.08572833212276,27.19425900878838,988.3596576662453,2018,281.0,0.37722419928825623,0.4566416940907158,0.02903258628659234,0.1688409954277914,0.0183973275843863,0.29957285896436964,0.02751453764614448,0,0.0,0.0,0.0
6,053,6.0,65.0,115.44385026737967,10.331550802139038,0.0,0.0,0.4491978609625668,0.0,126.22459893048128,2018,71.0,0.08450704225352113,0.9145907473309608,0.08185053380782918,0.0,0.0,0.0035587188612099642,0.0,0,0.0,0.0,0.0
7,053,258.0,634.0,1315.4618542940855,165.1562058090384,430.9127370256977,20.82320828438994,251.78376180769112,0.0,2184.1377672209023,2018,892.0,0.289237668161435,0.602279706910558,0.07561620346832938,0.19729192155034764,0.009533834631175943,0.11527833343958924,0.0,0,0.0,0.0,0.0
8,053,9.0,194.0,393.3712306614928,47.48318451844814,319.96840924156476,5.295664238046635,57.9485897721596,6.8109014664736,830.8779798981855,2018,203.0,0.04433497536945813,0.47344043310630995,0.05714820426973725,0.38509674944180516,0.006373576344742652,0.06974380254879367,0.008197234288611424,0,0.0,0.0,0.0
9,053,4.0,113.0,109.7206529899986,28.099389553339893,2.850594979211424,0.23233235541279093,7.5899700888779575,2.2557020789618125,150.74864204580246,2018,117.0,0.03418803418803419,0.7278384169899309,0.18639895638199092,0.01890958976828009,0.0015411903700081133,0.05034851382987498,0.01496333265991514,0,0.0,0.0,0.0
10,053,27.0,271.0,509.8770053475936,45.63101604278075,0.0,0.0,1.9839572192513368,0.0,557.4919786096257,2018,298.0,0.09060402684563758,0.9145907473309608,0.08185053380782918,0.0,0.0,0.0035587188612099642,0.0,0,0.0,0.0,0.0
11,053,4.0,26.0,50.163101604278076,4.489304812834225,0.0,0.0,0.19518716577540107,0.0,54.847593582887704,2018,30.0,0.13333333333333333,0.9145907473309608,0.08185053380782918,0.0,0.0,0.0035587188612099642,0.0,0,0.0,0.0,0.0
12,053,69.0,175.0,873.9703433207849,25.135316254651105,1186.1559623172147,32.52115936861573,272.8011332620817,22.2088166757785,2412.7927311991266,2018,244.0,0.2827868852459016,0.362223547849646,0.01041751988458585,0.49161121342060354,0.013478637824166992,0.11306447078299306,0.009204610238004575,0,0.0,0.0,0.0
13,053,22.0,278.0,322.8169039999428,103.64743243567497,37.244579239656716,3.057768007296368,33.09649933854267,6.49868409451981,506.36186711563334,2018,300.0,0.07333333333333333,0.6375221456520619,0.20469043813681556,0.07355328601620686,0.006038701185605062,0.0653613581272792,0.012834070882031413,0,0.0,0.0,0.0
14,053,96.0,248.0,369.0859286435838,103.31302273006004,72.96104024969031,6.00544466309105,38.954023920645575,6.579820031971233,596.899280239042,2018,344.0,0.27906976744186046,0.618338706147836,0.1730828401881905,0.1222334197160891,0.010061068696021936,0.06526063141682051,0.011023333835041975,0,0.0,0.0,0.0
15,053,24.0,174.0,222.44245731617585,69.8303306370767,20.882415973497867,1.748758638112349,21.341162405836393,4.405350503610584,340.6504754743097,2018,198.0,0.12121212121212122,0.6529932389099261,0.20499114389858816,0.061301590565584645,0.005133586370831977,0.06264826836399306,0.012932171891076122,0,0.0,0.0,0.0
16,051,185.0,1325.0,1804.3133479568423,400.28125237203847,288.3247853748562,41.252234485107884,80.89364872415743,28.164957216676008,2643.2302261296786,2018,1510.0,0.12251655629139073,0.6826167959643791,0.1514363934004137,0.10908046621312767,0.015606750436382162,0.030604087349063454,0.010655506636633859,0,0.0,0.0,0.0
17,051,48.0,529.0,1275.1216224270015,165.9683939442092,12.727272727740553,1.9090909091264199,7.40430586958561,8.59018480095377,1471.720870678617,2018,577.0,0.0831889081455806,0.8664153969896732,0.11277165205089497,0.008647884922547814,0.0012971827383586193,0.005031053114148916,0.005836830184376469,0,0.0,0.0,0.0
18,051,275.0,168.0,722.5029544770247,181.8237863665716,263.70418393505105,25.293572325873075,20.14229559387451,0.0,1213.466792698395,2018,443.0,0.6207674943566591,0.5954039771211123,0.14983828767349183,0.21731470982296114,0.020844058097072085,0.016598967285362577,0.0,0,0.0,0.0,0.0
19,051,60.0,244.0,365.6632946586952,120.96840445650832,9.329273793979016,1.7090935126224636,4.333026748225629,0.0,502.00309317003064,2018,304.0,0.19736842105263158,0.7284084493376686,0.24097143245198252,0.01858409623547708,0.0034045477724647926,0.008631474202406984,0.0,0,0.0,0.0,0.0
