eligible_races,oof_folds,mae_oof,rmse_oof,r2_oof,mae_leave_cycle_out,rmse_leave_cycle_out,r2_leave_cycle_out,selected_final_alpha,bootstrap_replicates,feature_specification,model_status
154,10,7.402963757262444,11.410327098419108,0.21859914400713676,8.175047644534922,11.952196102024756,0.14262046328751066,30,300,dem_incumbent_i+rep_incumbent_i+prior_pres_dem_margin+nonwhite_share+white_college_share+log_spending_ratio_d_to_r+finance_complete+prior_pres_swing+pres_trend_available+cycle+chamber,preliminary_with_spending_and_presidential_trend
