cycle,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner,normalized_candidate_name,identity_collision_split,candidate_effect_id,identity_status,context_cmo,within_cycle_cmo,raw_ticket_overperformance,winner_i,incumbent_i,candidate_context_cmo,candidate_within_cycle_cmo,candidate_raw_ticket_overperformance,prior_candidate_context_cmo,prior_cycle,seat_party,prior_seat_candidate,prior_seat_identity_status,prior_seat_cycle,prior_seat_cmo,prior_seat_incumbent
2006,house,21,R,3861.0,AL WIGGINS,alabama_sos,ALPERSON-AL-WIGGINS,AL-2006-house-21-R-AL-WIGGINS,0,0,AL WIGGINS,False,ALNAME-AL-WIGGINS,normalized_full_name,26.105571777653104,17.041767001903168,37.4224792196766,0,0,-26.105571777653104,-17.041767001903168,-37.4224792196766,,,house:21:R,ALNAME-DUGAN-JERRY,normalized_full_name,2002.0,-0.20070410443276554,0.0
2006,house,42,R,5061.0,ALLEN CATON,alabama_sos,ALPERSON-ALLEN-CATON,AL-2006-house-42-R-ALLEN-CATON,0,0,ALLEN CATON,False,ALNAME-ALLEN-CATON,normalized_full_name,34.58314219371591,25.51933741796597,49.80676819449036,0,0,-34.58314219371591,-25.51933741796597,-49.80676819449036,,,house:42:R,ALNAME-CATON-ALLEN,normalized_full_name,2002.0,-30.72205095219683,0.0
2018,house,3,R,9448.0,Andrew Sorrell,official_consolidated_candidate_results,ALPERSON-ANDREW-SORRELL,AL-2018-house-3-R-ANDREW-SORRELL,0,1,ANDREW SORRELL,False,ALNAME-ANDREW-SORRELL,normalized_full_name,-4.068637882901541,9.20254250245052,7.637761202612211,1,0,4.068637882901541,-9.20254250245052,-7.637761202612211,,,house:3:R,ALNAME-FRED-JOLY,normalized_full_name,2014.0,-11.355713265001341,0.0
2006,house,62,D,4645.0,ANN SKELTON,alabama_sos,ALPERSON-ANN-SKELTON,AL-2006-house-62-D-ANN-SKELTON,0,0,ANN SKELTON,False,ALNAME-ANN-SKELTON,normalized_full_name,-19.171797638602143,-28.23560241435208,-7.5239126787124135,0,0,-19.171797638602143,-28.23560241435208,-7.5239126787124135,,,house:62:D,ALNAME-MERRILL-JOHN-H,normalized_full_name,2002.0,-2.8726412915783204,0.0
2006,senate,3,R,24274.0,ARTHUR ORR,alabama_sos,ALPERSON-ARTHUR-ORR,AL-2006-senate-3-R-ARTHUR-ORR,0,1,ARTHUR ORR,False,ALNAME-ARTHUR-ORR,normalized_full_name,-11.990737033311017,-22.038965335110102,-0.9932489500866062,1,0,11.990737033311017,22.038965335110102,0.9932489500866062,,,senate:3:R,ALNAME-SMITH-TERRY,normalized_full_name,2002.0,-32.26203062161758,0.0
2006,house,32,D,6103.0,BARBARA BIGSBY BOYD,alabama_sos,ALPERSON-BARBARA-BIGSBY-BOYD,AL-2006-house-32-D-BARBARA-BIGSBY-BOYD,0,1,BARBARA BIGSBY BOYD,False,ALNAME-BARBARA-BIGSBY-BOYD,normalized_full_name,-5.690638143998008,-14.754442919747945,12.602572420921753,1,0,-5.690638143998008,-14.754442919747945,12.602572420921753,,,house:32:D,ALNAME-BOYD-BARBARA-BIGSBY,normalized_full_name,2002.0,8.886605750013253,0.0
2010,house,91,R,9754.0,BARRY MOORE,alabama_sos,ALPERSON-BARRY-MOORE,AL-2010-house-91-R-BARRY-MOORE,0,1,BARRY MOORE,False,ALNAME-BARRY-MOORE,normalized_full_name,-9.049934456111508,-6.303237807565962,-0.1930649456092155,1,0,9.049934456111508,6.303237807565962,0.1930649456092155,,,house:91:R,ALNAME-RICKY-E-SNELLGROVE,normalized_full_name,2006.0,-35.86652927646096,0.0
2010,house,29,R,5845.0,BECKY NORDGREN,alabama_sos,ALPERSON-BECKY-NORDGREN,AL-2010-house-29-R-BECKY-NORDGREN,0,1,BECKY NORDGREN,False,ALNAME-BECKY-NORDGREN,normalized_full_name,-4.2113260149219425,-1.4646293663763967,7.519731475347568,1,0,4.2113260149219425,1.4646293663763967,-7.519731475347568,,,house:29:R,ALNAME-CODY-ROBINSON,normalized_full_name,2006.0,-4.1366828781538185,0.0
2006,senate,35,R,13945.0,BEN BROOKS,alabama_sos,ALPERSON-BEN-BROOKS,AL-2006-senate-35-R-BEN-BROOKS,0,1,BEN BROOKS,False,ALNAME-BEN-BROOKS,normalized_full_name,0.4547542087136305,-9.593474093085455,2.5692124383323476,1,0,-0.4547542087136305,9.593474093085455,-2.5692124383323476,,,senate:35:R,ALNAME-CALLAHAN-GEORGE-M,normalized_full_name,2002.0,-4.803920669509995,0.0
2006,house,32,R,2189.0,BEN LITTLE,alabama_sos,ALPERSON-BEN-LITTLE,AL-2006-house-32-R-BEN-LITTLE,0,0,BEN LITTLE,False,ALNAME-BEN-LITTLE,normalized_full_name,-5.690638143998008,-14.754442919747945,12.602572420921753,0,0,5.690638143998008,14.754442919747945,-12.602572420921753,,,house:32:R,ALNAME-LITTLE-BENJAMIN-L,normalized_full_name,2002.0,-8.886605750013253,0.0
2010,senate,2,R,33050.0,BILL HOLTZCLAW,alabama_sos,ALPERSON-BILL-HOLTZCLAW,AL-2010-senate-2-R-BILL-HOLTZCLAW,0,1,BILL HOLTZCLAW,False,ALNAME-BILL-HOLTZCLAW,normalized_full_name,7.657161847311663,6.160780836856227,14.516209308670557,1,0,-7.657161847311663,-6.160780836856227,-14.516209308670557,,,senate:2:R,ALNAME-JIM-BURDEN,normalized_full_name,2006.0,-38.16278777072005,0.0
2006,senate,9,R,17375.0,BILL INGRAM,alabama_sos,ALPERSON-BILL-INGRAM,AL-2006-senate-9-R-BILL-INGRAM,0,0,BILL INGRAM,False,ALNAME-BILL-INGRAM,normalized_full_name,31.73373250804102,21.685504206241934,37.227912170284434,0,0,-31.73373250804102,-21.685504206241934,-37.227912170284434,,,senate:9:R,ALNAME-EDMONDS-DORIS,normalized_full_name,2002.0,-12.762534341957494,0.0
2018,house,27,D,2456.0,Bill Jones,official_consolidated_candidate_results,ALPERSON-BILL-JONES,AL-2018-house-27-D-BILL-JONES,0,0,BILL JONES,False,ALNAME-BILL-JONES,normalized_full_name,-17.60741893567797,-4.336238550325909,-3.3449341180233887,0,0,-17.60741893567797,-4.336238550325909,-3.3449341180233887,,,house:27:D,ALNAME-JEFF-MCLAUGHLIN,normalized_full_name,2014.0,23.225678293719216,0.0
2010,house,13,R,7990.0,BILL ROBERTS,alabama_sos,ALPERSON-BILL-ROBERTS,AL-2010-house-13-R-BILL-ROBERTS,0,1,BILL ROBERTS,False,ALNAME-BILL-ROBERTS,normalized_full_name,-5.861970935070596,-3.1152742865250507,7.411259835023575,1,0,5.861970935070596,3.1152742865250507,-7.411259835023575,,,house:13:R,ALNAME-JAMES-BROOKS,normalized_full_name,2006.0,-36.386128427717225,0.0
