chamber,district,specification,predicted_dem_margin,public_margin,margin_change_vs_public,winner_changed_vs_public
house,43,stable_total_elastic10_35,-44.06117296366399,-39.82294291486019,-4.2382300488038,False
house,45,stable_total_elastic10_35,-45.48734780651398,-41.76377173462995,-3.7235760718840325,False
house,47,stable_total_elastic10_35,-14.858767136642022,-12.542237344054575,-2.3165297925874473,False
house,50,stable_total_elastic10_35,-54.33239003761403,-56.83020958474616,2.4978195471321243,False
house,63,stable_total_elastic10_35,-19.469185448263445,-14.482754089763738,-4.986431358499708,False
house,68,stable_total_elastic10_35,12.28610357226825,4.266248801475497,8.019854770792753,False
house,69,stable_total_elastic10_35,19.96679130399181,13.2672920863345,6.6994992176573085,False
house,70,stable_total_elastic10_35,45.96398686068071,42.14172683432893,3.8222600263517847,False
house,74,stable_total_elastic10_35,33.62675021505042,32.583507459078504,1.0432427559719173,False
house,75,stable_total_elastic10_35,-27.766688266553924,-25.159556418806183,-2.607131847747741,False
house,80,stable_total_elastic10_35,-30.883035567764978,-31.56460879094611,0.6815732231811324,False
house,82,stable_total_elastic10_35,40.23256644005174,35.01674433891714,5.215822101134599,False
house,85,stable_total_elastic10_35,-24.45970090225285,-24.32486910931324,-0.134831792939611,False
house,96,stable_total_elastic10_35,-41.62448935988397,-41.64407217615401,0.0195828162700451,False
house,99,stable_total_elastic10_35,37.20619353128429,31.823403903944776,5.382789627339516,False
house,101,stable_total_elastic10_35,-28.605587751992623,-26.52085457872553,-2.084733173267093,False
senate,2,stable_total_elastic10_35,-3.098801427537382,1.365739626761889,-4.464541054299271,True
senate,3,stable_total_elastic10_35,-38.89300003287093,-37.71958219015087,-1.1734178427200632,False
senate,6,stable_total_elastic10_35,-50.5657032948108,-51.33435722894423,0.7686539341334253,False
senate,7,stable_total_elastic10_35,-12.172554150855529,-9.453156895869265,-2.719397254986264,False
senate,8,stable_total_elastic10_35,-51.70274330844891,-51.84573512309653,0.14299181464762256,False
senate,11,stable_total_elastic10_35,-47.67686044119038,-48.05910770915243,0.38224726796205033,False
senate,13,stable_total_elastic10_35,-49.32449498538983,-48.03819977698762,-1.2862952084022155,False
senate,14,stable_total_elastic10_35,-42.94568634325145,-41.55322693125855,-1.3924594119929026,False
senate,16,stable_total_elastic10_35,-25.910814995627376,-22.20548101233912,-3.7053339832882557,False
senate,22,stable_total_elastic10_35,-53.30397543067961,-56.92023492844067,3.616259497761064,False
senate,23,stable_total_elastic10_35,17.658193337147047,9.392740797125253,8.265452540021794,False
senate,28,stable_total_elastic10_35,15.618386079955496,7.768603045891093,7.849783034064402,False
senate,29,stable_total_elastic10_35,-56.31603959784242,-56.59198046403853,0.2759408661961089,False
senate,32,stable_total_elastic10_35,-53.12818163615862,-51.41751877474897,-1.7106628614096522,False
house,2,hybrid_cvap_blend_25,-64.42026337926634,-63.44556506213457,-0.9746983171317751,False
house,4,hybrid_cvap_blend_25,-33.210598385801546,-30.168234192443013,-3.0423641933585337,False
house,5,hybrid_cvap_blend_25,-44.014622551489964,-42.22783247880138,-1.7867900726885821,False
house,8,hybrid_cvap_blend_25,-29.366864988832486,-27.045765902606977,-2.3210990862255088,False
house,10,hybrid_cvap_blend_25,6.121006195461512,5.179921085962886,0.9410851094986263,False
house,15,hybrid_cvap_blend_25,-16.306532175384806,-13.49899760982322,-2.8075345655615855,False
house,16,hybrid_cvap_blend_25,-72.70985930939791,-72.98027779212242,0.27041848272450864,False
house,19,hybrid_cvap_blend_25,37.57108386893884,36.191402249555054,1.3796816193837884,False
house,20,hybrid_cvap_blend_25,-28.83157074167294,-22.96397059610957,-5.867600145563372,False
house,21,hybrid_cvap_blend_25,-19.03357537927382,-16.342279964211833,-2.6912954150619868,False
house,25,hybrid_cvap_blend_25,-6.449935173099173,-2.465418547051442,-3.984516626047731,False
house,28,hybrid_cvap_blend_25,-26.01752155834889,-24.862708072052687,-1.1548134862962023,False
house,32,hybrid_cvap_blend_25,2.4994533791598155,3.422618194788681,-0.9231648156288657,False
house,37,hybrid_cvap_blend_25,-42.51928176516881,-42.52828814659968,0.009006381430864963,False
house,38,hybrid_cvap_blend_25,-41.25679564125682,-40.851162777982296,-0.4056328632745263,False
house,40,hybrid_cvap_blend_25,-60.79473151653041,-59.91772109645968,-0.8770104200707323,False
house,41,hybrid_cvap_blend_25,-45.4608972009747,-44.01924227829869,-1.4416549226760083,False
house,43,hybrid_cvap_blend_25,-43.85116861433184,-39.82294291486019,-4.028225699471648,False
house,45,hybrid_cvap_blend_25,-45.833814007459395,-41.76377173462995,-4.070042272829447,False
house,47,hybrid_cvap_blend_25,-15.339310036037336,-12.542237344054575,-2.797072691982761,False
house,50,hybrid_cvap_blend_25,-56.70737583518034,-56.83020958474616,0.12283374956581383,False
house,63,hybrid_cvap_blend_25,-18.994627135703368,-14.482754089763738,-4.51187304593963,False
house,68,hybrid_cvap_blend_25,7.6418264896829005,4.266248801475497,3.375577688207404,False
house,69,hybrid_cvap_blend_25,17.630696707530554,13.2672920863345,4.363404621196054,False
house,70,hybrid_cvap_blend_25,42.78210843087285,42.14172683432893,0.640381596543925,False
house,74,hybrid_cvap_blend_25,32.604746035688976,32.583507459078504,0.021238576610471682,False
house,75,hybrid_cvap_blend_25,-28.148512490410454,-25.159556418806183,-2.988956071604271,False
house,80,hybrid_cvap_blend_25,-32.39787314686821,-31.56460879094611,-0.8332643559220969,False
house,82,hybrid_cvap_blend_25,36.544735761215975,35.01674433891714,1.5279914222988324,False
house,85,hybrid_cvap_blend_25,-25.712131269434416,-24.32486910931324,-1.3872621601211748,False
house,96,hybrid_cvap_blend_25,-43.144212426096146,-41.64407217615401,-1.5001402499421346,False
house,99,hybrid_cvap_blend_25,33.477313336900586,31.823403903944776,1.6539094329558104,False
house,101,hybrid_cvap_blend_25,-29.164105392023984,-26.52085457872553,-2.6432508132984545,False
senate,2,hybrid_cvap_blend_25,-3.0834734028604363,1.365739626761889,-4.449213029622325,True
senate,3,hybrid_cvap_blend_25,-39.78257649021665,-37.71958219015087,-2.0629943000657818,False
senate,6,hybrid_cvap_blend_25,-52.13319052916889,-51.33435722894423,-0.7988333002246648,False
senate,7,hybrid_cvap_blend_25,-12.554857023048168,-9.453156895869265,-3.101700127178903,False
senate,8,hybrid_cvap_blend_25,-53.03360617170934,-51.84573512309653,-1.1878710486128057,False
senate,11,hybrid_cvap_blend_25,-49.116546583403185,-48.05910770915243,-1.0574388742507566,False
senate,13,hybrid_cvap_blend_25,-51.08108560621858,-48.03819977698762,-3.0428858292309613,False
senate,14,hybrid_cvap_blend_25,-43.75319652119349,-41.55322693125855,-2.1999695899349376,False
senate,16,hybrid_cvap_blend_25,-25.94529374993689,-22.20548101233912,-3.73981273759777,False
senate,22,hybrid_cvap_blend_25,-56.13745446234866,-56.92023492844067,0.7827804660920137,False
senate,23,hybrid_cvap_blend_25,12.864298144801417,9.392740797125253,3.471557347676164,False
senate,28,hybrid_cvap_blend_25,10.974793565901134,7.768603045891093,3.2061905200100407,False
senate,29,hybrid_cvap_blend_25,-57.71556274392111,-56.59198046403853,-1.1235822798825836,False
senate,32,hybrid_cvap_blend_25,-53.818601394844535,-51.41751877474897,-2.401082620095565,False
house,2,hybrid_cvap_blend_50,-65.39496169639813,-63.44556506213457,-1.9493966342635574,False
house,4,hybrid_cvap_blend_50,-36.25296257916007,-30.168234192443013,-6.084728386717057,False
house,5,hybrid_cvap_blend_50,-45.80141262417855,-42.22783247880138,-3.5735801453771714,False
house,8,hybrid_cvap_blend_50,-31.68796407505799,-27.045765902606977,-4.642198172451014,False
house,10,hybrid_cvap_blend_50,7.062091304960138,5.179921085962886,1.8821702189972518,False
house,15,hybrid_cvap_blend_50,-19.11406674094639,-13.49899760982322,-5.615069131123171,False
house,16,hybrid_cvap_blend_50,-72.4394408266734,-72.98027779212242,0.5408369654490173,False
house,19,hybrid_cvap_blend_50,38.95076548832263,36.191402249555054,2.759363238767577,False
house,20,hybrid_cvap_blend_50,-34.699170887236306,-22.96397059610957,-11.735200291126738,False
house,21,hybrid_cvap_blend_50,-21.724870794335807,-16.342279964211833,-5.3825908301239735,False
house,25,hybrid_cvap_blend_50,-10.434451799146904,-2.465418547051442,-7.969033252095462,False
house,28,hybrid_cvap_blend_50,-27.172335044645088,-24.862708072052687,-2.309626972592401,False
house,32,hybrid_cvap_blend_50,1.5762885635309498,3.422618194788681,-1.8463296312577313,False
house,37,hybrid_cvap_blend_50,-42.51027538373795,-42.52828814659968,0.018012762861729925,False
house,38,hybrid_cvap_blend_50,-41.66242850453135,-40.851162777982296,-0.8112657265490526,False
house,40,hybrid_cvap_blend_50,-61.67174193660114,-59.91772109645968,-1.7540208401414574,False
house,41,hybrid_cvap_blend_50,-46.9025521236507,-44.01924227829869,-2.8833098453520094,False
house,43,hybrid_cvap_blend_50,-47.879394313803495,-39.82294291486019,-8.056451398943302,False
house,45,hybrid_cvap_blend_50,-49.90385628028885,-41.76377173462995,-8.140084545658901,False
house,47,hybrid_cvap_blend_50,-18.1363827280201,-12.542237344054575,-5.5941453839655235,False
house,50,hybrid_cvap_blend_50,-56.584542085614544,-56.83020958474616,0.24566749913161345,False
house,63,hybrid_cvap_blend_50,-23.506500181643,-14.482754089763738,-9.02374609187926,False
house,68,hybrid_cvap_blend_50,11.017404177890302,4.266248801475497,6.751155376414806,False
house,69,hybrid_cvap_blend_50,21.994101328726604,13.2672920863345,8.726809242392104,False
house,70,hybrid_cvap_blend_50,43.42249002741677,42.14172683432893,1.280763193087843,False
house,74,hybrid_cvap_blend_50,32.62598461229945,32.583507459078504,0.042477153220943364,False
house,75,hybrid_cvap_blend_50,-31.13746856201472,-25.159556418806183,-5.977912143208538,False
house,80,hybrid_cvap_blend_50,-33.2311375027903,-31.56460879094611,-1.6665287118441867,False
house,82,hybrid_cvap_blend_50,38.0727271835148,35.01674433891714,3.055982844597658,False
house,85,hybrid_cvap_blend_50,-27.09939342955559,-24.32486910931324,-2.7745243202423495,False
house,96,hybrid_cvap_blend_50,-44.644352676038274,-41.64407217615401,-3.000280499884262,False
house,99,hybrid_cvap_blend_50,35.1312227698564,31.823403903944776,3.3078188659116243,False
house,101,hybrid_cvap_blend_50,-31.807356205322442,-26.52085457872553,-5.2865016265969125,False
senate,2,hybrid_cvap_blend_50,-7.532686432482761,1.365739626761889,-8.898426059244649,True
senate,3,hybrid_cvap_blend_50,-41.84557079028244,-37.71958219015087,-4.125988600131571,False
senate,6,hybrid_cvap_blend_50,-52.93202382939356,-51.33435722894423,-1.5976666004493296,False
senate,7,hybrid_cvap_blend_50,-15.65655715022707,-9.453156895869265,-6.203400254357804,False
senate,8,hybrid_cvap_blend_50,-54.22147722032213,-51.84573512309653,-2.375742097225597,False
senate,11,hybrid_cvap_blend_50,-50.17398545765394,-48.05910770915243,-2.114877748501513,False
senate,13,hybrid_cvap_blend_50,-54.12397143544953,-48.03819977698762,-6.0857716584619155,False
senate,14,hybrid_cvap_blend_50,-45.95316611112842,-41.55322693125855,-4.399939179869868,False
senate,16,hybrid_cvap_blend_50,-29.68510648753466,-22.20548101233912,-7.47962547519554,False
senate,22,hybrid_cvap_blend_50,-55.354673996256636,-56.92023492844067,1.5655609321840345,False
senate,23,hybrid_cvap_blend_50,16.335855492477577,9.392740797125253,6.943114695352325,False
senate,28,hybrid_cvap_blend_50,14.180984085911176,7.768603045891093,6.412381040020082,False
senate,29,hybrid_cvap_blend_50,-58.8391450238037,-56.59198046403853,-2.2471645597651744,False
senate,32,hybrid_cvap_blend_50,-56.21968401494009,-51.41751877474897,-4.802165240191123,False
house,2,hybrid_cvap_blend_75,-66.3696600135299,-63.44556506213457,-2.9240949513953254,False
house,4,hybrid_cvap_blend_75,-39.2953267725186,-30.168234192443013,-9.127092580075587,False
house,5,hybrid_cvap_blend_75,-47.588202696867135,-42.22783247880138,-5.3603702180657535,False
house,8,hybrid_cvap_blend_75,-34.0090631612835,-27.045765902606977,-6.963297258676523,False
house,10,hybrid_cvap_blend_75,8.003176414458764,5.179921085962886,2.823255328495878,False
house,15,hybrid_cvap_blend_75,-21.921601306507977,-13.49899760982322,-8.422603696684757,False
house,16,hybrid_cvap_blend_75,-72.1690223439489,-72.98027779212242,0.8112554481735259,False
house,19,hybrid_cvap_blend_75,40.33044710770642,36.191402249555054,4.139044858151365,False
house,20,hybrid_cvap_blend_75,-40.56677103279968,-22.96397059610957,-17.60280043669011,False
house,21,hybrid_cvap_blend_75,-24.416166209397794,-16.342279964211833,-8.07388624518596,False
house,25,hybrid_cvap_blend_75,-14.418968425194635,-2.465418547051442,-11.953549878143193,False
house,28,hybrid_cvap_blend_75,-28.32714853094129,-24.862708072052687,-3.4644404588886033,False
house,32,hybrid_cvap_blend_75,0.6531237479020842,3.422618194788681,-2.769494446886597,False
house,37,hybrid_cvap_blend_75,-42.50126900230708,-42.52828814659968,0.027019144292594888,False
house,38,hybrid_cvap_blend_75,-42.068061367805875,-40.851162777982296,-1.216898589823579,False
house,40,hybrid_cvap_blend_75,-62.54875235667187,-59.91772109645968,-2.6310312602121897,False
house,41,hybrid_cvap_blend_75,-48.3442070463267,-44.01924227829869,-4.3249647680280106,False
house,43,hybrid_cvap_blend_75,-51.90762001327514,-39.82294291486019,-12.08467709841495,False
house,45,hybrid_cvap_blend_75,-53.973898553118296,-41.76377173462995,-12.210126818488348,False
house,47,hybrid_cvap_blend_75,-20.933455420002858,-12.542237344054575,-8.391218075948283,False
house,50,hybrid_cvap_blend_75,-56.46170833604873,-56.83020958474616,0.3685012486974273,False
house,63,hybrid_cvap_blend_75,-28.01837322758263,-14.482754089763738,-13.535619137818891,False
house,68,hybrid_cvap_blend_75,14.392981866097706,4.266248801475497,10.12673306462221,False
house,69,hybrid_cvap_blend_75,26.357505949922654,13.2672920863345,13.090213863588154,False
house,70,hybrid_cvap_blend_75,44.06287162396068,42.14172683432893,1.9211447896317537,False
house,74,hybrid_cvap_blend_75,32.64722318890992,32.583507459078504,0.06371572983141505,False
house,75,hybrid_cvap_blend_75,-34.12642463361899,-25.159556418806183,-8.966868214812806,False
house,80,hybrid_cvap_blend_75,-34.06440185871239,-31.56460879094611,-2.4997930677662765,False
house,82,hybrid_cvap_blend_75,39.600718605813626,35.01674433891714,4.583974266896483,False
house,85,hybrid_cvap_blend_75,-28.48665558967677,-24.32486910931324,-4.161786480363528,False
house,96,hybrid_cvap_blend_75,-46.1444929259804,-41.64407217615401,-4.5004207498263895,False
house,99,hybrid_cvap_blend_75,36.785132202812214,31.823403903944776,4.961728298867438,False
house,101,hybrid_cvap_blend_75,-34.45060701862089,-26.52085457872553,-7.929752439895363,False
senate,2,hybrid_cvap_blend_75,-11.981899462105087,1.365739626761889,-13.347639088866977,True
senate,3,hybrid_cvap_blend_75,-43.908565090348226,-37.71958219015087,-6.1889829001973595,False
senate,6,hybrid_cvap_blend_75,-53.730857129618215,-51.33435722894423,-2.3964999006739873,False
senate,7,hybrid_cvap_blend_75,-18.758257277405974,-9.453156895869265,-9.30510038153671,False
senate,8,hybrid_cvap_blend_75,-55.40934826893492,-51.84573512309653,-3.5636131458383886,False
senate,11,hybrid_cvap_blend_75,-51.231424331904705,-48.05910770915243,-3.1723166227522768,False
senate,13,hybrid_cvap_blend_75,-57.166857264680495,-48.03819977698762,-9.128657487692877,False
senate,14,hybrid_cvap_blend_75,-48.15313570106335,-41.55322693125855,-6.599908769804799,False
senate,16,hybrid_cvap_blend_75,-33.42491922513243,-22.20548101233912,-11.219438212793307,False
senate,22,hybrid_cvap_blend_75,-54.571893530164616,-56.92023492844067,2.3483413982760553,False
senate,23,hybrid_cvap_blend_75,19.80741284015374,9.392740797125253,10.414672043028489,False
senate,28,hybrid_cvap_blend_75,17.387174605921217,7.768603045891093,9.618571560030123,False
senate,29,hybrid_cvap_blend_75,-59.962727303686286,-56.59198046403853,-3.370746839647758,False
senate,32,hybrid_cvap_blend_75,-58.62076663503566,-51.41751877474897,-7.203247860286687,False
house,2,stable_bayesian_blend_25,-63.444197955620986,-63.44556506213457,0.001367106513583849,False
house,4,stable_bayesian_blend_25,-30.92958612547784,-30.168234192443013,-0.7613519330348275,False
house,5,stable_bayesian_blend_25,-42.55144542709206,-42.22783247880138,-0.32361294829068044,False
house,8,stable_bayesian_blend_25,-27.3248193092501,-27.045765902606977,-0.27905340664312206,False
house,10,stable_bayesian_blend_25,6.126184834500528,5.179921085962886,0.9462637485376417,False
house,15,stable_bayesian_blend_25,-14.173844453659505,-13.49899760982322,-0.6748468438362849,False
house,16,stable_bayesian_blend_25,-72.48329628699622,-72.98027779212242,0.4969815051262003,False
house,19,stable_bayesian_blend_25,37.24213831378988,36.191402249555054,1.050736064234826,False
house,20,stable_bayesian_blend_25,-24.094203818114146,-22.96397059610957,-1.130233222004577,False
house,21,stable_bayesian_blend_25,-16.97402410041572,-16.342279964211833,-0.6317441362038849,False
house,25,stable_bayesian_blend_25,-3.543686317975098,-2.465418547051442,-1.0782677709236559,False
house,28,stable_bayesian_blend_25,-25.00523490114162,-24.862708072052687,-0.14252682908893277,False
house,32,stable_bayesian_blend_25,3.3534483070815906,3.422618194788681,-0.06916988770709054,False
house,37,stable_bayesian_blend_25,-42.06051167693544,-42.52828814659968,0.467776469664237,False
house,38,stable_bayesian_blend_25,-40.65307872272474,-40.851162777982296,0.1980840552575529,False
house,40,stable_bayesian_blend_25,-59.89842366717778,-59.91772109645968,0.019297429281898815,False
house,41,stable_bayesian_blend_25,-44.21381959535202,-44.01924227829869,-0.19457731705333003,False
house,43,stable_bayesian_blend_25,-40.88431614685347,-39.82294291486019,-1.0613732319932794,False
house,45,stable_bayesian_blend_25,-42.45354497778342,-41.76377173462995,-0.6897732431534749,False
house,47,stable_bayesian_blend_25,-13.096479097769475,-12.542237344054575,-0.5542417537148996,False
house,50,stable_bayesian_blend_25,-56.36046445115171,-56.83020958474616,0.4697451335944507,False
house,63,stable_bayesian_blend_25,-15.758286386205835,-14.482754089763738,-1.2755322964420976,False
house,68,stable_bayesian_blend_25,6.033322753158707,4.266248801475497,1.7670739516832104,False
house,69,stable_bayesian_blend_25,15.132914630966347,13.2672920863345,1.8656225446318473,False
house,70,stable_bayesian_blend_25,42.87754949657196,42.14172683432893,0.7358226622430308,False
house,74,stable_bayesian_blend_25,33.02954074339106,32.583507459078504,0.4460332843125556,False
house,75,stable_bayesian_blend_25,-25.865770909668548,-25.159556418806183,-0.7062144908623651,False
house,80,stable_bayesian_blend_25,-31.526759365048747,-31.56460879094611,0.037849425897363176,False
house,82,stable_bayesian_blend_25,36.20522203446521,35.01674433891714,1.188477695548066,False
house,85,stable_bayesian_blend_25,-24.52295442784342,-24.32486910931324,-0.19808531853017897,False
house,96,stable_bayesian_blend_25,-41.7290770939758,-41.64407217615401,-0.08500491782179154,False
house,99,stable_bayesian_blend_25,32.92126727744086,31.823403903944776,1.0978633734960859,False
house,101,stable_bayesian_blend_25,-27.11923596449668,-26.52085457872553,-0.5983813857711517,False
senate,2,stable_bayesian_blend_25,0.4217341680157677,1.365739626761889,-0.9440054587461214,False
senate,3,stable_bayesian_blend_25,-38.123078686452615,-37.71958219015087,-0.40349649630174866,False
senate,6,stable_bayesian_blend_25,-51.26766639436023,-51.33435722894423,0.06669083458399427,False
senate,7,stable_bayesian_blend_25,-10.189857817236149,-9.453156895869265,-0.736700921366884,False
senate,8,stable_bayesian_blend_25,-51.92733071293718,-51.84573512309653,-0.08159558984064574,False
senate,11,stable_bayesian_blend_25,-48.09559462483419,-48.05910770915243,-0.03648691568176332,False
senate,13,stable_bayesian_blend_25,-48.167875352207325,-48.03819977698762,-0.12967557521970718,False
senate,14,stable_bayesian_blend_25,-42.01341103864025,-41.55322693125855,-0.4601841073816999,False
senate,16,stable_bayesian_blend_25,-23.098459456487962,-22.20548101233912,-0.8929784441488415,False
senate,22,stable_bayesian_blend_25,-56.125845300218536,-56.92023492844067,0.7943896282221345,False
senate,23,stable_bayesian_blend_25,11.281034205925334,9.392740797125253,1.888293408800081,False
senate,28,stable_bayesian_blend_25,9.551095096709101,7.768603045891093,1.782492050818008,False
senate,29,stable_bayesian_blend_25,-56.639868144759035,-56.59198046403853,-0.047887680720506864,False
senate,32,stable_bayesian_blend_25,-51.90184165727435,-51.41751877474897,-0.48432288252538314,False
house,2,stable_bayesian_blend_50,-63.442830849107395,-63.44556506213457,0.0027342130271748033,False
house,4,stable_bayesian_blend_50,-31.69093805851267,-30.168234192443013,-1.5227038660696586,False
house,5,stable_bayesian_blend_50,-42.87505837538275,-42.22783247880138,-0.647225896581368,False
house,8,stable_bayesian_blend_50,-27.60387271589322,-27.045765902606977,-0.5581068132862441,False
house,10,stable_bayesian_blend_50,7.0724485830381685,5.179921085962886,1.8925274970752826,False
house,15,stable_bayesian_blend_50,-14.84869129749579,-13.49899760982322,-1.3496936876725698,False
house,16,stable_bayesian_blend_50,-71.98631478187002,-72.98027779212242,0.9939630102524006,False
house,19,stable_bayesian_blend_50,38.29287437802471,36.191402249555054,2.101472128469659,False
house,20,stable_bayesian_blend_50,-25.224437040118715,-22.96397059610957,-2.260466444009147,False
house,21,stable_bayesian_blend_50,-17.605768236619603,-16.342279964211833,-1.2634882724077698,False
house,25,stable_bayesian_blend_50,-4.621954088898754,-2.465418547051442,-2.1565355418473118,False
house,28,stable_bayesian_blend_50,-25.14776173023055,-24.862708072052687,-0.285053658177862,False
house,32,stable_bayesian_blend_50,3.2842784193745,3.422618194788681,-0.13833977541418108,False
house,37,stable_bayesian_blend_50,-41.592735207271204,-42.52828814659968,0.935552939328474,False
house,38,stable_bayesian_blend_50,-40.45499466746719,-40.851162777982296,0.3961681105151058,False
house,40,stable_bayesian_blend_50,-59.879126237895875,-59.91772109645968,0.038594858563804735,False
house,41,stable_bayesian_blend_50,-44.40839691240536,-44.01924227829869,-0.3891546341066672,False
house,43,stable_bayesian_blend_50,-41.94568937884675,-39.82294291486019,-2.1227464639865588,False
house,45,stable_bayesian_blend_50,-43.143318220936905,-41.76377173462995,-1.3795464863069569,False
house,47,stable_bayesian_blend_50,-13.650720851484373,-12.542237344054575,-1.1084835074297974,False
house,50,stable_bayesian_blend_50,-55.89071931755726,-56.83020958474616,0.9394902671888943,False
house,63,stable_bayesian_blend_50,-17.033818682647933,-14.482754089763738,-2.5510645928841953,False
house,68,stable_bayesian_blend_50,7.800396704841918,4.266248801475497,3.5341479033664216,False
house,69,stable_bayesian_blend_50,16.998537175598194,13.2672920863345,3.7312450892636946,False
house,70,stable_bayesian_blend_50,43.61337215881498,42.14172683432893,1.4716453244860546,False
house,74,stable_bayesian_blend_50,33.475574027703615,32.583507459078504,0.8920665686251112,False
house,75,stable_bayesian_blend_50,-26.57198540053091,-25.159556418806183,-1.4124289817247266,False
house,80,stable_bayesian_blend_50,-31.488909939151384,-31.56460879094611,0.07569885179472635,False
house,82,stable_bayesian_blend_50,37.39369973001327,35.01674433891714,2.376955391096125,False
house,85,stable_bayesian_blend_50,-24.7210397463736,-24.32486910931324,-0.39617063706035793,False
house,96,stable_bayesian_blend_50,-41.8140820117976,-41.64407217615401,-0.17000983564359018,False
house,99,stable_bayesian_blend_50,34.019130650936944,31.823403903944776,2.195726746992168,False
house,101,stable_bayesian_blend_50,-27.717617350267837,-26.52085457872553,-1.196762771542307,False
senate,2,stable_bayesian_blend_50,-0.5222712907303537,1.365739626761889,-1.8880109174922428,True
senate,3,stable_bayesian_blend_50,-38.52657518275436,-37.71958219015087,-0.8069929926034902,False
senate,6,stable_bayesian_blend_50,-51.20097555977623,-51.33435722894423,0.13338166916799565,False
senate,7,stable_bayesian_blend_50,-10.926558738603031,-9.453156895869265,-1.4734018427337663,False
senate,8,stable_bayesian_blend_50,-52.00892630277782,-51.84573512309653,-0.1631911796812915,False
senate,11,stable_bayesian_blend_50,-48.132081540515955,-48.05910770915243,-0.07297383136352664,False
senate,13,stable_bayesian_blend_50,-48.29755092742703,-48.03819977698762,-0.25935115043941437,False
senate,14,stable_bayesian_blend_50,-42.47359514602195,-41.55322693125855,-0.9203682147633998,False
senate,16,stable_bayesian_blend_50,-23.991437900636804,-22.20548101233912,-1.785956888297683,False
senate,22,stable_bayesian_blend_50,-55.3314556719964,-56.92023492844067,1.588779256444269,False
senate,23,stable_bayesian_blend_50,13.169327614725416,9.392740797125253,3.7765868176001636,False
senate,28,stable_bayesian_blend_50,11.333587147527108,7.768603045891093,3.564984101636015,False
senate,29,stable_bayesian_blend_50,-56.68775582547954,-56.59198046403853,-0.09577536144101373,False
senate,32,stable_bayesian_blend_50,-52.386164539799736,-51.41751877474897,-0.9686457650507663,False
house,2,stable_bayesian_cap_1,-63.44009663608022,-63.44556506213457,0.005468426054349607,False
house,4,stable_bayesian_cap_1,-31.168234192443013,-30.168234192443013,-1.0,False
house,5,stable_bayesian_cap_1,-43.22783247880138,-42.22783247880138,-1.0,False
house,8,stable_bayesian_cap_1,-28.045765902606977,-27.045765902606977,-1.0,False
house,10,stable_bayesian_cap_1,6.179921085962886,5.179921085962886,1.0,False
house,15,stable_bayesian_cap_1,-14.49899760982322,-13.49899760982322,-1.0,False
house,16,stable_bayesian_cap_1,-71.98027779212242,-72.98027779212242,1.0,False
house,19,stable_bayesian_cap_1,37.191402249555054,36.191402249555054,1.0,False
house,20,stable_bayesian_cap_1,-23.96397059610957,-22.96397059610957,-1.0,False
house,21,stable_bayesian_cap_1,-17.342279964211833,-16.342279964211833,-1.0,False
house,25,stable_bayesian_cap_1,-3.465418547051442,-2.465418547051442,-1.0,False
house,28,stable_bayesian_cap_1,-25.43281538840841,-24.862708072052687,-0.570107316355724,False
house,32,stable_bayesian_cap_1,3.1459386439603194,3.422618194788681,-0.2766795508283617,False
house,37,stable_bayesian_cap_1,-41.52828814659968,-42.52828814659968,1.0,False
house,38,stable_bayesian_cap_1,-40.05882655695209,-40.851162777982296,0.7923362210302045,False
house,40,stable_bayesian_cap_1,-59.84053137933207,-59.91772109645968,0.07718971712760947,False
house,41,stable_bayesian_cap_1,-44.797551546512025,-44.01924227829869,-0.7783092682133343,False
house,43,stable_bayesian_cap_1,-40.82294291486019,-39.82294291486019,-1.0,False
house,45,stable_bayesian_cap_1,-42.76377173462995,-41.76377173462995,-1.0,False
house,47,stable_bayesian_cap_1,-13.542237344054575,-12.542237344054575,-1.0,False
house,50,stable_bayesian_cap_1,-55.83020958474616,-56.83020958474616,1.0,False
house,63,stable_bayesian_cap_1,-15.482754089763738,-14.482754089763738,-1.0,False
house,68,stable_bayesian_cap_1,5.266248801475497,4.266248801475497,1.0,False
house,69,stable_bayesian_cap_1,14.2672920863345,13.2672920863345,1.0,False
house,70,stable_bayesian_cap_1,43.14172683432893,42.14172683432893,1.0,False
house,74,stable_bayesian_cap_1,33.583507459078504,32.583507459078504,1.0,False
house,75,stable_bayesian_cap_1,-26.159556418806183,-25.159556418806183,-1.0,False
house,80,stable_bayesian_cap_1,-31.413211087356657,-31.56460879094611,0.1513977035894527,False
house,82,stable_bayesian_cap_1,36.01674433891714,35.01674433891714,1.0,False
house,85,stable_bayesian_cap_1,-25.117210383433957,-24.32486910931324,-0.7923412741207159,False
house,96,stable_bayesian_cap_1,-41.98409184744119,-41.64407217615401,-0.34001967128718036,False
house,99,stable_bayesian_cap_1,32.82340390394478,31.823403903944776,1.0000000000000036,False
house,101,stable_bayesian_cap_1,-27.52085457872553,-26.52085457872553,-1.0,False
senate,2,stable_bayesian_cap_1,0.3657396267618891,1.365739626761889,-1.0,False
senate,3,stable_bayesian_cap_1,-38.71958219015087,-37.71958219015087,-1.0,False
senate,6,stable_bayesian_cap_1,-51.06759389060824,-51.33435722894423,0.2667633383359913,False
senate,7,stable_bayesian_cap_1,-10.453156895869265,-9.453156895869265,-1.0,False
senate,8,stable_bayesian_cap_1,-52.17211748245911,-51.84573512309653,-0.32638235936257587,False
