specification,races,random_mae,random_rmse,random_r2,cycle_holdout_mae,cycle_holdout_rmse,cycle_holdout_r2
core,154,7.970612733840375,11.888000586546255,0.15180573945275055,9.8624435945092,13.247634573167746,-0.05330555232717327
core_demographics,154,8.078175810124952,11.728028921265183,0.17447971334689505,9.425903303990744,12.994361848974037,-0.01341564867780165
core_demographics_spending,154,7.612617468139504,11.570135266579468,0.19655793415521194,9.00099497424385,12.551395684810704,0.05449955907363879
full_with_presidential_trend,154,7.444167720835875,11.439949606802047,0.214536666323489,8.175047644534922,11.952196102024756,0.14262046328751066
contemporary_2018_2022_full,97,4.2004036308792685,5.758382724164059,0.20376260181696926,5.669814005093981,6.973226121134601,-0.1676401386823485
