stage,specification,parameter,races,mae,zero_baseline_mae,rmse,pearson,pearson_p,selected,candidate_effect_id,southern_candidate_quality_index,southern_candidate_quality_se,southern_quality_appearances,southern_candidate_quality_low,southern_candidate_quality_high,southern_quality_status,selected_quality_penalty
,fitted_effect,,,,,,,,,ALNAME-AMBER-SELMAN-LYNN,-2.1654969602941327,8.79617308081052,1.0,-19.40599619868275,15.075002278094486,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-AMY-BECKERLE-SMITH,0.026874408249157256,8.842347534978455,1.0,-17.304126760308613,17.357875576806926,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-AMY-WASYLUKA,-1.2047097348028835,8.738111897908535,1.0,-18.33140905470361,15.921989585097844,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ANDREW-ANDY-BETTERTON,6.131988801435925,8.736919714002596,1.0,-10.992373838009163,23.256351440881012,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ANDREW-SORRELL,-0.27057802887343313,8.842347534978455,1.0,-17.601579197431203,17.060423139684335,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ANGELO-DOC-MANCUSO,2.752509825345279,8.792717502959308,1.0,-14.481216480454965,19.98623613114552,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ANN-SKELTON,0.41693470059929116,8.721379489679306,1.0,-16.676969099172148,17.51083850037073,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ANTHONY-DANIELS,7.800501003234067,8.842347534978455,1.0,-9.530500165323701,25.131502171791837,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ANTHONY-ZACHERO,-2.3179927256422874,8.738111897908535,1.0,-19.444692045543015,14.808706594258439,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ARLENE-CUNNINGHAM-EASLEY,-1.3048954451432337,8.842347534978455,1.0,-18.635896613701004,16.026105723414535,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ARNOLD-G-MOONEY,1.3656941705116006,8.842347534978455,1.0,-15.965306998046168,18.696695339069368,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ARTHUR-FRANK-PATTERSON,-1.6585622376927658,8.763042367679402,1.0,-18.834125278344395,15.517000802958862,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ARTHUR-ORR,0.3940305687173384,8.842347534978455,1.0,-16.936970599840432,17.725031737275106,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ARTHUR-PAYNE,-2.0711251937233572,8.842347534978455,1.0,-19.402126362281127,15.259875974834411,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-B-CRAIG-LIPSCOMB,4.9797742005537735,8.842347534978455,1.0,-12.351226968003996,22.310775369111543,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BARBARA-A-DRUMMOND,3.2454527360038927,8.842347534978455,1.0,-14.085548432553876,20.57645390456166,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BARBARA-BIGSBY-BOYD,3.5454544934225596,6.990489518326827,4.0,-10.155904962498022,17.246813949343142,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BARRY-MOORE,7.326363712578047,8.763042367679402,1.0,-9.849199328073581,24.501926753229675,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BEAU-DOOLITTLE,-3.321275834101534,8.842347534978455,1.0,-20.652277002659304,14.009725334456235,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BECKY-NORDGREN,-0.3842809819900628,6.967607330849679,4.0,-14.040791350455434,13.272229386475308,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BEN-BROOKS,-2.640471092475728,8.03675006957158,2.0,-18.392501228836025,13.111559043884569,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BEN-LITTLE,-2.3103810375237486,8.738111897908535,1.0,-19.437080357424474,14.816318282376978,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BENJAMIN-L-LITTLE,-2.567936541237778,8.738111897908533,1.0,-19.6946358611385,14.558762778662945,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BENJIE-PATTERSON,-7.446280745757229,8.794159996202213,1.0,-24.682834338313565,9.790272846799109,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BERRY-FORTE,0.7696185713294572,8.071922010346503,2.0,-15.051348568949688,16.590585711608604,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BETTY-CAROL-GRAHAM,3.661393248556803,8.03675006957158,2.0,-12.090636887803495,19.4134233849171,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BETTY-FRAZIER,2.442363038718172,8.761491139618945,1.0,-14.730159594934959,19.6148856723713,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BEVERLY-RAY-LOVE,-2.8234775193496873,8.842347534978455,1.0,-20.154478687907456,14.507523649208082,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILL-HIGHTOWER,3.321275834101534,8.842347534978455,1.0,-14.009725334456235,20.652277002659304,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILL-HOLTZCLAW,3.358176902940964,8.738111897908535,1.0,-13.768522416959762,20.48487622284169,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILL-INGRAM,-7.839309033143485,8.842347534978455,1.0,-25.170310201701255,9.491692135414283,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILL-J-DUKES,2.306434082234,8.842347534978455,1.0,-15.024567086323769,19.637435250791768,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILL-JONES,-5.689291733274313,8.842347534978455,1.0,-23.020292901832082,11.641709435283456,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILL-POOLE,4.327877069208117,8.842347534978455,1.0,-13.003124099349652,21.658878237765887,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILL-ROBERTS,4.4813265171867505,8.763042367679402,1.0,-12.694236523464877,21.65688955783838,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILLY-BEASLEY,6.850364959585106,8.071922010346503,2.0,-8.97060218069404,22.67133209986425,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILLY-DIXON,-8.765145558675508,8.763042367679402,1.0,-25.940708599327138,8.41041748197612,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BILLY-JACKSON,-0.6894484704915512,8.763042367679402,1.0,-17.86501151114318,16.486114570160076,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BLAINE-GALLIHER,-1.0333399710118545,8.842347534978455,1.0,-18.364341139569625,16.297661197545914,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BOB-DUKE,0.0005135409482771201,8.79617308081052,1.0,-17.239985697440343,17.241012779336895,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BOB-FINCHER,0.2040934139622559,7.4250883152078995,3.0,-14.349079683845225,14.757266511769739,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BOBBY-DAY,-0.3940305687173384,8.842347534978455,1.0,-17.725031737275106,16.936970599840432,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BOBBY-DENTON,-1.3882088621525346,8.794159996202213,1.0,-18.624762454708872,15.848344730403802,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BOBBY-LEWIS,-4.584279544432758,8.763042367679402,1.0,-21.759842585084385,12.591283496218871,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRAD-MOSER,-5.7713907829429,8.79617308081052,1.0,-23.011890021331517,11.469108455445719,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRETT-EASTERBROOK,-0.49285306523509437,8.842347534978455,1.0,-17.823854233792865,16.838148103322673,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRETT-WADSWORTH,-5.802934540249919,8.842347534978455,1.0,-23.133935708807687,11.528066628307851,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRIAN-D-WILLIAMS,-2.0654428550441923,8.842347534978455,1.0,-19.396444023601962,15.265558313513576,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRIAN-MCGEE,-3.966928676565054,8.842347534978455,1.0,-21.297929845122823,13.364072491992715,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRYAN-BENNETT,1.538505274090585,8.794159996202213,1.0,-15.698048318465752,18.775058866646923,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRYAN-TAYLOR,4.6019824609634155,8.79617308081052,1.0,-12.638516777425203,21.842481699352035,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BRYANT-MELTON,3.752467192542237,8.842347534978455,1.0,-13.578533976015532,21.083468361100007,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-BUTCH-TAYLOR,-1.0075135708294323,8.842347534978455,1.0,-18.3385147393872,16.323487597728338,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-C-TERRY-JONES,2.2522084296113074,8.792717502959308,1.0,-14.981517876188935,19.48593473541155,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CAM-WARD,1.336733548057287,8.842347534978455,1.0,-15.994267620500482,18.667734716615055,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CARIN-MAYO,-1.3656941705116006,8.842347534978455,1.0,-18.696695339069368,15.965306998046168,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CARL-CARTER,-0.46192088498214623,8.763042367679402,1.0,-17.637483925633774,16.713642155669483,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CAROLINE-B-MOORE,-4.212425894882524,8.842347534978455,1.0,-21.543427063440294,13.118575273675244,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CAROLINE-SELF,-0.7270072720049108,8.793962233158297,1.0,-17.963173248995172,16.50915870498535,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CAROLYN-ELLIS,4.348116545931392,8.79617308081052,1.0,-12.892382692457227,21.588615784320012,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CATHY-HANSBERRY,-4.595848651864457,8.763042367679402,1.0,-21.771411692516086,12.57971438878717,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHAD-FINCHER,2.801509938334828,8.79617308081052,1.0,-14.438989300053791,20.042009176723447,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHAD-YOUNG,0.27057802887343313,8.842347534978455,1.0,-17.060423139684335,17.601579197431203,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHARLENE-CANNON,-5.23303645588173,8.79617308081052,1.0,-22.47353569427035,12.007462782506888,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHARLES-BISHOP,-1.3177920441672812,8.842347534978455,1.0,-18.64879321272505,16.01320912439049,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHARLES-NEWTON,0.9253765827311504,8.842347534978455,1.0,-16.40562458582662,18.25637775128892,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHARLES-W-TALBERT,-2.0222224643373314,8.842347534978455,1.0,-19.3532236328951,15.308778704220437,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHARLOTTE-A-CLARK-FRIESON,-2.3969120221660285,8.760488661558535,1.0,-19.567469798820756,14.773645754488701,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHERYL-BASWELL-GUTHRIE,-8.767796066403708,8.842347534978455,1.0,-26.098797234961477,8.563205102154061,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHRIS-E-BLACKSHEAR,2.8614066589411316,8.842347534978455,1.0,-14.469594509616638,20.1924078274989,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHRIS-ELLIOTT,3.4994890942610968,8.842347534978455,1.0,-13.831512074296672,20.830490262818866,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHRIS-SELLS,1.5511891977170713,8.071922010346503,2.0,-14.269777942562074,17.372156337996216,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHRISTOPHER-F-APOSTLE-DAVIS,-2.8614066589411316,8.842347534978455,1.0,-20.1924078274989,14.469594509616638,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHRISTOPHER-HORN,-7.800501003234067,8.842347534978455,1.0,-25.131502171791837,9.530500165323701,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CHRISTOPHER-P-WORD,-4.54998742818271,8.763042367679402,1.0,-21.72555046883434,12.625575612468918,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CINDY-BELL,-1.8962374072883317,8.763042367679402,1.0,-19.07180044793996,15.279325633363296,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CINDY-DUNN-IRVIN,-1.4715681022022087,8.763042367679402,1.0,-18.647131142853837,15.70399493844942,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CLARA-CURTIS,-3.534291610259436,8.738111897908535,1.0,-20.660990930160164,13.592407709641291,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CLARA-L-CURTIS,-0.6242128744349915,8.738111897908535,1.0,-17.75091219433572,16.502486445465735,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CLAY-H-NEW,-2.306434082234,8.842347534978455,1.0,-19.637435250791768,15.024567086323769,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CLAY-SCOFIELD,0.7766558192596705,8.842347534978455,1.0,-16.5543453492981,18.10765698781744,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CLIFF-WALKER,-0.6437299318005882,8.842347534978455,1.0,-17.97473110035836,16.68727123675718,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CODY-ROBINSON,-2.407414191548931,8.791633120208319,1.0,-19.639015107157235,14.824186724059373,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CORLEY-ELLIS,1.9515131283912952,8.842347534978455,1.0,-15.379488040166475,19.282514296949063,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CORY-CREEL,-4.999127968281766,8.842347534978455,1.0,-22.330129136839535,12.331873200276004,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CRAIG-FORD,8.54633796404974,7.473147640975253,3.0,-6.101031412261756,23.193707340361236,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-CURT-LEE,-2.832815296149601,8.842347534978455,1.0,-20.16381646470737,14.498185872408168,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-D-J-JOHNSON,-3.3910806840585623,8.842347534978455,1.0,-20.72208185261633,13.939920484499208,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAN-WILLIAMS,-2.7562860066134793,8.35523306555643,2.0,-19.13254281510408,13.619970801877123,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DANIEL-H-BOMAN,-3.7108260280021463,8.071922010346503,2.0,-19.531793168281293,12.110141112276999,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DANIEL-J-WEBSTER,-2.9943886582408403,8.842347534978455,1.0,-20.32538982679861,14.336612510316929,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DANIELLE-MASHBURN-MYRICK,0.30533960917067465,8.79617308081052,1.0,-16.935159629217946,17.545838847559292,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DANNY-B-JOYNER,-7.83803564243944,8.842347534978455,1.0,-25.16903681099721,9.49296552611833,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DANNY-F-CRAWFORD,2.0654428550441923,8.842347534978455,1.0,-15.265558313513576,19.396444023601962,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DARIUS-FOSTER,4.151083449773592,8.842347534978455,1.0,-13.179917718784179,21.48208461833136,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DARRELL-TURNER,-1.2203727110194045,8.03675006957158,2.0,-16.9724028473797,14.531657425340892,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-A-SADLER,-3.1067724172320226,8.842347534978455,1.0,-20.43777358578979,14.224228751325747,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-C-ABEL,-1.3368929843799906,8.763042367679402,1.0,-18.512456025031618,15.838670056271638,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-COACH-BURKETTE,3.3910806840585623,8.842347534978455,1.0,-13.939920484499208,20.72208185261633,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-FAULKNER,-0.5233099112091968,8.842347534978455,1.0,-17.854311079766966,16.807691257348573,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-GRIMES,-3.3013150837257865,7.473147640975252,3.0,-17.94868446003728,11.346054292585709,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-HAMMONDS,2.583998496704205,8.79617308081052,1.0,-14.656500741684415,19.824497735092823,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-L-STAMM,0.18060812180883057,8.842347534978455,1.0,-17.15039304674894,17.5116092903666,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-L-WILLIAMS,-3.792957869865798,8.775104372518427,1.0,-20.992162440001916,13.40624670027032,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-S-DARBY,-3.2656838527751546,8.842347534978455,1.0,-20.596685021332924,14.065317315782615,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-SESSIONS,3.0858890714105125,8.842347534978455,1.0,-14.245112097147256,20.416890239968282,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DAVID-WHEELER,1.4957950586662154,8.842347534978455,1.0,-15.835206109891553,18.826796227223983,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DEBBIE-HAMBY-WOOD,3.966928676565054,8.842347534978455,1.0,-13.364072491992715,21.297929845122823,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DEBORAH-BARROS,-2.416653772300428,8.842347534978455,1.0,-19.747654940858197,14.914347396257341,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DEL-MARSH,-6.960460263310142,6.990489518326827,4.0,-20.661819719230724,6.740899192610439,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DENNIS-E-MAZE,-2.965458104946979,8.79617308081052,1.0,-20.205957343335598,14.27504113344164,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DENNIS-W-STEPHENS,-1.796056113070315,8.842347534978455,1.0,-19.127057281628083,15.534945055487455,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DEXTER-GRIMSLEY,2.2848150143562127,7.473147640975253,3.0,-12.362554361955285,16.93218439066771,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DICK-L-BREWBAKER,4.912450439116314,8.842347534978455,1.0,-12.418550729441456,22.243451607674082,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DICKIE-DRAKE,0.17950429275301616,8.842347534978455,1.0,-17.151496875804753,17.510505461310785,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DIMITRI-POLIZOS,6.511106557413366,8.071922010346503,2.0,-9.309860582865781,22.33207369769251,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DON-BARNWELL,4.5132732185538735,8.763042367679402,1.0,-12.662289822097755,21.6888362592055,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DON-STOUT,13.46385545418197,8.842347534978455,1.0,-3.8671457143757983,30.79485662273974,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DORIS-EDMONDS,-0.014383927793707585,8.842347534978455,1.0,-17.345385096351478,17.31661724076406,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DOUG-SHERROD,-2.6594575514870393,8.763042367679402,1.0,-19.83502059213867,14.51610548916459,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DOUG-SMITTY-SMITH,-4.912450439116314,8.842347534978455,1.0,-22.243451607674082,12.418550729441456,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DRAMA-BRELAND,-1.7804698451840126,8.763042367679402,1.0,-18.95603288583564,15.395093195467616,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DUWAYNE-BRIDGES,-6.251924743421579,7.473147640975253,3.0,-20.899294119733078,8.395444632889918,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DWIGHT-ADAMS,-5.198147287185422,8.763042367679402,1.0,-22.37371032783705,11.977415753466207,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-DYLAN-V-OLIVER,1.8304900878882033,8.794159996202213,1.0,-15.406063504668134,19.06704368044454,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-E-B-MCCLAIN,0.6437299318005882,8.842347534978455,1.0,-16.68727123675718,17.97473110035836,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ED-FRAZIER,-4.748699975365762,8.79617308081052,1.0,-21.989199213754382,12.491799263022857,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ED-HENRY,2.811759281866511,8.842347534978455,1.0,-14.519241886691258,20.14276045042428,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ED-OLIVER,3.9984396066758268,8.842347534978455,1.0,-13.332561561881942,21.329440775233596,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-EDDIE-BRITTON,-2.8727937273458255,8.842347534978455,1.0,-20.203794895903595,14.458207441211943,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ELAINE-BEECH,0.49285306523509437,8.842347534978455,1.0,-16.838148103322673,17.823854233792865,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ELBERT-PETERS,0.6260886036768112,8.794159996202213,1.0,-16.610464988879524,17.86264219623315,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ELLIOT-D-DICK-WEAVER,2.2388942017908304,8.79617308081052,1.0,-15.001605036597788,19.47939344017945,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-ELWYN-THOMAS,-2.9463252087621754,8.842347534978455,1.0,-20.277326377319945,14.384675959795594,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-EMILY-ANNE-MARCUM,-1.9515131283912952,8.842347534978455,1.0,-19.282514296949063,15.379488040166475,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-F-P-SKIPPY-WHITE,-2.1760293619608073,8.79617308081052,1.0,-19.416528600349427,15.064469876427811,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-FELICIA-STEWART,0.5233099112091968,8.842347534978455,1.0,-16.807691257348573,17.854311079766966,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-FRANK-CAMP,0.09819744229650668,8.842347534978455,1.0,-17.232803726261263,17.429198610854275,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-FRANK-CHANDLER,-9.338895669416644,8.35523306555643,2.0,-25.715152477907246,7.037361139073958,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-FRANK-MCDANIEL,10.046973015401733,8.071922010346503,2.0,-5.773994124877413,25.867940155680877,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-FRED-JOLY,-3.2314472131959473,8.79617308081052,1.0,-20.471946451584564,14.009052025192672,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-GARRY-BEARDEN,-1.2207325660194661,8.763042367679402,1.0,-18.396295606671096,15.954830474632162,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-GARY-HEAD,0.14214036356118315,8.842347534978455,1.0,-17.188860804996587,17.47314153211895,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-GARY-JOHNSON,-10.785436441634698,8.071922010346503,2.0,-26.606403581913845,5.035530698644449,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-GARY-L-SMITH,-3.9826979796377984,8.842347534978455,1.0,-21.313699148195568,13.34830318891997,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-GARY-TANNER,3.796255106785423,8.03675006957158,2.0,-11.955775029574873,19.54828524314572,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-GENE-PONDER,-1.1664542252834746,8.79617308081052,1.0,-18.406953463672092,16.074045013105145,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-GEORGE-M-CALLAHAN,-5.9084924186692485,8.794159996202213,1.0,-23.145046011225585,11.32806117388709,uncertain,3.0
