model,fold_type,fold,rows,mae,rmse,bias,winner_accuracy,whole_precinct_rmse
baseline_only,leave_state_out,AL,52,25.758935690864117,30.613733310186685,25.245769166079125,0.8076923076923077,26.79991314647593
baseline_only,leave_state_out,FL,69,31.817819096205913,34.346354038776084,31.817819096205913,0.8115942028985508,34.346354038776084
baseline_only,leave_state_out,GA,53,5.359081162758268,8.382418770407222,-0.8296719898698915,0.9622641509433962,5.911201949494419
baseline_only,leave_state_out,KY,66,20.16224307301329,26.778860240419778,13.109233616134805,0.6212121212121212,23.747773749058148
baseline_only,leave_state_out,MO,387,11.309759966471445,14.69648644624909,1.5281542386160636,0.8578811369509044,12.306967780170073
baseline_only,leave_state_out,NC,316,12.492556438011958,16.66671046316824,9.3924805446346,0.7848101265822784,16.672676642151323
baseline_only,leave_state_out,OK,98,25.313547281142597,31.9322221770703,23.87066706121373,0.7755102040816326,36.474503307600585
baseline_only,leave_state_out,SC,36,28.65814230340781,32.16339952282159,28.61542442917867,0.75,46.61375628605905
baseline_only,leave_state_out,TN,302,16.13657211828605,21.30664815229654,11.48269009947737,0.7715231788079471,23.738443260270248
baseline_only,leave_state_out,TX,426,12.006185019344576,16.752249755010432,7.061872751436488,0.8262910798122066,16.77684994303741
full_temporal,leave_state_out,AL,52,11.276977352013764,14.681345835962608,5.754168011846896,0.8269230769230769,8.167324900065978
full_temporal,leave_state_out,FL,69,15.869757338666659,18.72369981659418,15.767203458418715,0.8695652173913043,18.72369981659418
full_temporal,leave_state_out,GA,53,11.120989858522163,13.18071015833431,-10.77650540821285,0.9433962264150944,9.508996009473009
full_temporal,leave_state_out,KY,66,14.737655392325944,19.071634150078413,-1.9798075759561877,0.803030303030303,18.01229092285794
full_temporal,leave_state_out,MO,387,13.054360598786747,16.45285897482119,-10.50322673844574,0.8062015503875969,14.892394801204736
full_temporal,leave_state_out,NC,316,10.395799606589838,12.904771311636734,-3.992283142300487,0.8544303797468354,11.83281345842008
full_temporal,leave_state_out,OK,98,14.077890218316998,18.194730888873305,8.241374190292829,0.7959183673469388,21.590061733015357
full_temporal,leave_state_out,SC,36,13.197235909845315,16.24688317694353,10.379063165799286,0.8611111111111112,13.246839347078428
full_temporal,leave_state_out,TN,302,12.218576962717092,15.18265862007074,-1.5603870677049365,0.8708609271523179,15.108708844685944
full_temporal,leave_state_out,TX,426,12.398274221714559,14.999520571718659,-6.875221056018152,0.852112676056338,14.994832667912666
pooled_lag,leave_state_out,AL,52,19.081251644987354,23.493887248939505,15.878001500995024,0.8076923076923077,17.43214548139182
pooled_lag,leave_state_out,FL,69,22.97920251760266,26.27140860188404,22.866755043273688,0.8695652173913043,26.27140860188404
pooled_lag,leave_state_out,GA,53,12.669149419672156,13.78677849424204,-10.977188730161933,0.9056603773584906,11.469684712502687
pooled_lag,leave_state_out,KY,66,18.205469057620927,23.598187033193398,3.408677379870482,0.6666666666666666,21.56091837458731
pooled_lag,leave_state_out,MO,387,14.80287573107827,18.03319204906941,-10.561465664898845,0.7028423772609819,16.612688868364707
pooled_lag,leave_state_out,NC,316,10.645340806993618,13.778087516956667,-0.5245462259658171,0.8417721518987342,13.182453512381358
pooled_lag,leave_state_out,OK,98,19.74843993100165,25.892759274618655,14.851832063246766,0.7755102040816326,30.122031221718498
pooled_lag,leave_state_out,SC,36,19.824665756102835,24.150178107442674,19.172619774527384,0.8055555555555556,37.17095163140777
pooled_lag,leave_state_out,TN,302,14.362853436736994,18.057777435071237,1.9905382009501669,0.7913907284768212,19.01919531280302
pooled_lag,leave_state_out,TX,426,12.336755345967038,15.615705863887548,-3.616966205355831,0.8286384976525821,15.663123617090312
portable_temporal,leave_state_out,AL,52,11.255415082633588,14.257909508265898,3.854663250870526,0.7692307692307693,12.718253022850433
portable_temporal,leave_state_out,FL,69,14.67996297509767,17.753987465191557,14.501767619317992,0.8695652173913043,17.753987465191557
portable_temporal,leave_state_out,GA,53,9.669748692134092,12.302370027535359,-7.507006033848323,0.9433962264150944,7.940660864444225
portable_temporal,leave_state_out,KY,66,14.108155567682461,18.653342681531637,-0.8877063633407942,0.803030303030303,17.505353582825506
portable_temporal,leave_state_out,MO,387,10.996589238522182,13.937509460377047,-5.858089047381356,0.8604651162790697,12.283265508548325
portable_temporal,leave_state_out,NC,316,10.946326764187019,13.6764958705582,-0.43526887052252083,0.8449367088607594,12.857754411439142
portable_temporal,leave_state_out,OK,98,14.087470807277098,18.093329255912593,8.153351886656944,0.8061224489795918,21.32194375706474
portable_temporal,leave_state_out,SC,36,12.631785570645334,15.433336698150509,8.235852670886297,0.8888888888888888,9.169256537568032
portable_temporal,leave_state_out,TN,302,11.793826747754709,14.971589660536099,2.5814155552971476,0.8807947019867549,15.641189239645602
portable_temporal,leave_state_out,TX,426,10.58555071253421,13.108663865634725,-0.8357134902643217,0.8427230046948356,13.077202848005824
state_chamber_incumbency,leave_state_out,AL,52,13.964207854390612,17.99241894513333,9.913379002184277,0.8076923076923077,3.4152833117457178
state_chamber_incumbency,leave_state_out,FL,69,20.72642849431974,23.13485131095543,20.081067730123085,0.8695652173913043,23.13485131095543
state_chamber_incumbency,leave_state_out,GA,53,15.410757291209746,16.62775761706264,-14.36951904885627,0.9056603773584906,17.79295578318671
state_chamber_incumbency,leave_state_out,KY,66,17.0285884007054,21.096282456789304,-5.483894310660194,0.803030303030303,20.405507846089908
state_chamber_incumbency,leave_state_out,MO,387,14.873575888448993,18.001160794319727,-13.214546122388334,0.7571059431524548,17.587315984328058
state_chamber_incumbency,leave_state_out,NC,316,11.695994420617627,14.288653260243123,-6.945238037961825,0.8734177215189873,12.741626004698759
state_chamber_incumbency,leave_state_out,OK,98,15.09636177702022,20.346788784761337,11.343120467802914,0.8061224489795918,24.964270438069263
state_chamber_incumbency,leave_state_out,SC,36,16.498215903839068,19.831627083596715,15.077574378867363,0.8333333333333334,23.5486397306058
state_chamber_incumbency,leave_state_out,TN,302,12.786918509188151,15.83348210428311,-4.088416347598897,0.8543046357615894,14.89992607182981
state_chamber_incumbency,leave_state_out,TX,426,13.629119165389634,16.6369217358656,-7.77036623594454,0.8356807511737089,16.68384953804379
state_chamber_lag,leave_state_out,AL,52,16.94167420734471,21.022650268245755,11.91621448140573,0.8076923076923077,12.69890097252511
state_chamber_lag,leave_state_out,FL,69,19.21480067774104,22.84469280795554,18.776975452105084,0.8695652173913043,22.84469280795554
state_chamber_lag,leave_state_out,GA,53,18.08336707693336,18.96663488441015,-17.029286720345684,0.8113207547169812,16.79603114788282
state_chamber_lag,leave_state_out,KY,66,18.4473295008728,23.256108274692476,-1.6716904164835626,0.696969696969697,21.955148955816362
state_chamber_lag,leave_state_out,MO,387,17.50956988489939,20.820626516888883,-14.910966893134653,0.661498708010336,19.53303227126803
state_chamber_lag,leave_state_out,NC,316,11.889104035058974,14.833741132047468,-5.1365240698137296,0.8481012658227848,14.059585863845246
state_chamber_lag,leave_state_out,OK,98,18.190955079118588,23.73523016970502,10.244040677859196,0.7755102040816326,27.937323433574463
state_chamber_lag,leave_state_out,SC,36,16.224210308156117,20.79051050516817,14.717458118265638,0.8333333333333334,32.71578997514602
state_chamber_lag,leave_state_out,TN,302,15.199658677208763,18.25022811951895,-3.5856195874627352,0.7980132450331126,17.780151784677408
state_chamber_lag,leave_state_out,TX,426,14.744775627215466,17.498328802688228,-8.765359170014147,0.795774647887324,17.551451190867517
symmetric_incumbency,leave_state_out,AL,52,16.37436315197241,20.387752979438183,13.783197737002808,0.8076923076923077,7.9854284926614625
symmetric_incumbency,leave_state_out,FL,69,24.362519935570592,26.56414818012955,23.967908066278337,0.8695652173913043,26.56414818012955
symmetric_incumbency,leave_state_out,GA,53,10.448436341408804,12.057940135396564,-8.629095156361435,0.9245283018867925,13.670757020117389
symmetric_incumbency,leave_state_out,KY,66,15.727972335872877,20.375110408853473,-0.4596531832796099,0.7575757575757576,18.804920556004316
symmetric_incumbency,leave_state_out,MO,387,12.060804198117197,15.199508543130474,-8.857017811364095,0.8062015503875969,14.374395934763005
symmetric_incumbency,leave_state_out,NC,316,10.14156293860752,12.735660525093104,-2.8041101182140813,0.870253164556962,11.618223976202128
symmetric_incumbency,leave_state_out,OK,98,17.517517807884282,22.873822900726356,15.769156791604596,0.8061224489795918,27.36604940820154
symmetric_incumbency,leave_state_out,SC,36,19.757453418292183,23.280001430670733,19.37827254135965,0.8333333333333334,27.572823955798206
symmetric_incumbency,leave_state_out,TN,302,12.084113826250336,15.34903184982264,1.2281261495359168,0.8642384105960265,15.745462131971877
symmetric_incumbency,leave_state_out,TX,426,12.24955937465281,15.085753137166758,-2.690754047241607,0.8685446009389671,15.142077295616357
