specification,forward_cycles,cycle_balanced_mae,delta_vs_oracle_environment,post2016_mae,latest_2022_mae,cycles_better_than_oracle,worst_delta_vs_oracle
a_poll_post2016_ramp_plus_20pct_ridge,6,22.55668847307285,-2.0421672369026305,11.41339432603311,10.63929656367378,5,0.8633250600186351
a_poll_full_transfer,6,24.16966401238417,-0.4291916975913062,11.169019681478296,9.857008882273425,1,7.4498532395344625
oracle_post2016_environment,6,24.598855709975478,0.0,11.126910997460435,9.775971503655144,0,0.0
a_poll_post2016_ramp,6,24.611565765108523,0.012710055133045609,11.165041162859573,9.857008882273425,1,0.08103737861828009
prior_presidential,6,25.080037135781797,0.48118142580631673,12.570455274879386,12.034288859355826,0,2.2583173557006813
a_poll_two_step_transfer,6,25.405572269956565,0.80671655998109,11.169019681478296,9.857008882273425,0,3.5842333320332322
