cycle,chamber,district,party,candidate,ftm_candidate,fundraising_total,ftm_records,ftm_election_status,finance_observation_status,match_method,match_score,match_margin,source
2018,house,82,D,Pebblin Walker Warren                 ,,,,,not_observed_unknown_not_zero,unmatched,86.48648648648648,45.46084546084546,FollowTheMoney candidate summary
2018,house,83,D,"Jeremy ""Mr. Eyg"" Gray                 ","GRAY, JEREMY (MR EYG)",78282.0,158.0,WON-GENERAL,observed,exact_tokens,100.0,65.51724137931035,FollowTheMoney candidate summary
2018,house,83,R,Michael J Holden II                   ,"HOLDEN II, MICHAEL J",4086.0,21.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,84,D,Berry Forte                           ,"FORTE, BERRY",26600.0,22.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,85,D,Dexter Grimsley                       ,"GRIMSLEY, DEXTER",129304.0,94.0,WON-GENERAL,observed,exact_tokens,100.0,60.0,FollowTheMoney candidate summary
2018,house,85,R,J. Ron Wilson                         ,"WILSON, J RON",63200.0,18.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,86,D,Kristy M. Kirkland                    ,"KIRKLAND, KRISTY M",6506.0,35.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,86,R,Paul W. Lee                           ,,,,,not_observed_unknown_not_zero,unmatched,88.88888888888889,88.88888888888889,FollowTheMoney candidate summary
2018,house,87,R,Jeff Sorrells                         ,"SORRELLS, JEFF",47661.0,98.0,WON-GENERAL,observed,exact_tokens,100.0,69.23076923076923,FollowTheMoney candidate summary
2018,house,88,D,Cory Creel                            ,"CREEL, CORY",5470.0,52.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,88,R,Will Dismukes                         ,"DISMUKES, WILL",129010.0,139.0,WON-GENERAL,observed,exact_tokens,100.0,84.61538461538461,FollowTheMoney candidate summary
2018,house,89,D,Joel Lee Williams                     ,"WILLIAMS, JOEL LEE",46173.0,83.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,89,R,Wes Allen                             ,,,,,not_observed_unknown_not_zero,unmatched,85.71428571428572,65.02463054187193,FollowTheMoney candidate summary
2018,house,90,D,Joanne Whetstone                      ,"WHETSTONE, JOANNE",24034.0,79.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,90,R,Chris Sells                           ,,,,,not_observed_unknown_not_zero,unmatched,78.57142857142857,78.57142857142857,FollowTheMoney candidate summary
2018,house,91,R,Rhett Marques                         ,"MARQUES, RHETT",118526.0,96.0,WON-GENERAL,observed,exact_tokens,100.0,52.0,FollowTheMoney candidate summary
2018,house,92,R,"Mike Jones, Jr.                       ",,,,,not_observed_unknown_not_zero,unmatched,78.26086956521739,78.26086956521739,FollowTheMoney candidate summary
2018,house,93,R,Steve Clouse                          ,"CLOUSE, STEVE",148197.0,91.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,94,D,Danielle Mashburn-Myrick              ,"MASHBURN-MYRICK, DANIELLE",68146.0,458.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,94,R,Joe Faust                             ,"FAUST SR, JOE",125267.0,151.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,95,R,Steve McMillan                        ,"MCMILLAN, STEVE",39555.0,37.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,96,D,Maurice Horsey                        ,"HORSEY, MAURICE",13104.0,166.0,LOST-GENERAL,observed,exact_tokens,100.0,76.0,FollowTheMoney candidate summary
2018,house,96,R,Matt Simpson                          ,"SIMPSON, MATT",101773.0,129.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,97,D,Adline C. Clarke                      ,,,,,not_observed_unknown_not_zero,unmatched,83.33333333333334,52.56410256410257,FollowTheMoney candidate summary
2018,house,97,R,Stephen McNair                        ,"MCNAIR, STEPHEN",121726.0,266.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,98,D,"Napoleon Bracy, Jr.                   ","BRACY JR, NAPOLEON",82300.0,65.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,99,D,Sam Jones                             ,,,,,not_observed_unknown_not_zero,unmatched,85.71428571428572,50.000000000000014,FollowTheMoney candidate summary
2018,house,99,R,Charles W. Talbert                    ,"TALBERT, CHARLES W",3605.0,21.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,100,R,Victor Gaston                         ,"GASTON, VICTOR",73329.0,148.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,101,R,Chris Pringle                         ,,,,,not_observed_unknown_not_zero,unmatched,81.25,81.25,FollowTheMoney candidate summary
2018,house,102,R,Shane Stringer                        ,"STRINGER, SHANE",144403.0,225.0,WON-GENERAL,observed,exact_tokens,100.0,68.0,FollowTheMoney candidate summary
2018,house,103,D,Barbara Drummond                      ,"DRUMMOND, BARBARA",61664.0,56.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,104,D,Arlene Cunningham Easley              ,"EASLEY, ARLENE CUNNINGHAM",15758.0,84.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,house,104,R,Margie Wilcox                         ,,,,,not_observed_unknown_not_zero,unmatched,81.25,81.25,FollowTheMoney candidate summary
2018,house,105,R,Chip Brown                            ,"BROWN, CHIP",124113.0,110.0,WON-GENERAL,observed,exact_tokens,100.0,58.620689655172406,FollowTheMoney candidate summary
2018,senate,1,D,Caroline Self                         ,"SELF, CAROLINE",105438.0,761.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,1,R,Tim Melson                            ,"MELSON, TIM",568061.0,258.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,2,D,Amy Wasyluka                          ,"WASYLUKA, AMY",52466.0,450.0,LOST-GENERAL,observed,exact_tokens,100.0,77.77777777777777,FollowTheMoney candidate summary
2018,senate,2,R,Tom Butler                            ,,,,,not_observed_unknown_not_zero,unmatched,86.95652173913044,61.95652173913044,FollowTheMoney candidate summary
2018,senate,3,R,Arthur Orr                            ,"ORR, ARTHUR",219080.0,111.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,4,R,Garlan Gudger                         ,"GUDGER, GARLAN",508336.0,264.0,WON-GENERAL,observed,exact_tokens,100.0,68.0,FollowTheMoney candidate summary
2018,senate,5,R,Greg J. Reed                          ,,,,,not_observed_unknown_not_zero,unmatched,90.0,90.0,FollowTheMoney candidate summary
2018,senate,6,D,Johnny Mack Morrow                    ,"MORROW, JOHNNY MACK",528418.0,263.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,6,R,Larry Stutts                          ,,,,,not_observed_unknown_not_zero,unmatched,75.0,33.333333333333336,FollowTheMoney candidate summary
2018,senate,7,D,Deborah Barros                        ,"BARROS, DEBORAH",11153.0,219.0,LOST-GENERAL,observed,exact_tokens,100.0,57.14285714285714,FollowTheMoney candidate summary
2018,senate,7,R,Sam Givhan                            ,,,,,not_observed_unknown_not_zero,unmatched,86.95652173913044,60.289855072463766,FollowTheMoney candidate summary
2018,senate,8,R,Steve Livingston                      ,"LIVINGSTON, STEVE",268111.0,231.0,WON-GENERAL,observed,exact_tokens,100.0,85.71428571428571,FollowTheMoney candidate summary
2018,senate,9,R,Clay Scofield                         ,"SCOFIELD, CLAY",257481.0,175.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,10,R,Andrew Jones                          ,"JONES, ANDREW",372440.0,330.0,WON-GENERAL,observed,exact_tokens,100.0,76.0,FollowTheMoney candidate summary
2018,senate,11,D,Carl Carter                           ,"CARTER, CARL",20761.0,137.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,11,R,Jim McClendon                         ,,,,,not_observed_unknown_not_zero,unmatched,85.71428571428572,85.71428571428572,FollowTheMoney candidate summary
2018,senate,12,D,Jim Williams                          ,,,,,not_observed_unknown_not_zero,unmatched,84.61538461538461,84.61538461538461,FollowTheMoney candidate summary
2018,senate,12,R,Del Marsh                             ,"MARSH, DEL",1115827.0,434.0,WON-GENERAL,observed,exact_tokens,100.0,71.42857142857143,FollowTheMoney candidate summary
2018,senate,13,D,Darrell Turner                        ,"TURNER, DARRELL",51321.0,123.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,13,R,Randy Price                           ,"PRICE, RANDY",626455.0,366.0,WON-GENERAL,observed,exact_tokens,100.0,63.63636363636363,FollowTheMoney candidate summary
2018,senate,14,D,Jerry McDonald                        ,"MCDONALD, JERRY",5191.0,57.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,14,R,Cam Ward                              ,,,,,not_observed_unknown_not_zero,unmatched,59.25925925925925,59.25925925925925,FollowTheMoney candidate summary
2018,senate,15,R,Dan Roberts                           ,"ROBERTS, DAN",275513.0,136.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,16,D,Lindsey Deckard                       ,"DECKARD, LINDSEY",47616.0,219.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,16,R,"J.T. ""Jabo"" Waggoner                  ",,,,,not_observed_unknown_not_zero,unmatched,90.9090909090909,90.9090909090909,FollowTheMoney candidate summary
2018,senate,17,R,Shay Shelnutt                         ,"SHELNUTT, SHAY",256772.0,185.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,18,D,Rodger M. Smitherman                  ,"SMITHERMAN, RODGER M",241184.0,114.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,19,D,Priscilla Dunn                        ,"DUNN, PRISCILLA",76100.0,47.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,20,D,Linda Coleman-Madison                 ,"COLEMAN-MADISON, LINDA",73400.0,39.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,21,D,Rick Burnham                          ,"BURNHAM, RICK",17876.0,64.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,21,R,Gerald Allen                          ,"ALLEN, GERALD",316357.0,211.0,WON-GENERAL,observed,exact_tokens,100.0,53.84615384615385,FollowTheMoney candidate summary
2018,senate,22,R,Greg Albritton                        ,"ALBRITTON, GREG",284927.0,129.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,23,D,Malika Sanders-Fortier                ,"SANDERS-FORTIER, MALIKA",74307.0,42.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,24,D,Bobby Singleton                       ,"SINGLETON, BOBBY",237700.0,116.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,25,D,David A. Sadler                       ,"SADLER, DAVID A",12235.0,78.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,25,R,Will Barfoot                          ,"BARFOOT, WILL",462410.0,467.0,WON-GENERAL,observed,exact_tokens,100.0,58.333333333333336,FollowTheMoney candidate summary
2018,senate,26,D,"David ""Coach"" Burkette                ","BURKETTE, DAVID (COACH)",0.0,0.0,WON-GENERAL,observed,exact_tokens,100.0,0.0,FollowTheMoney candidate summary
2018,senate,26,R,D. J. Johnson                         ,,,,,not_observed_unknown_not_zero,unmatched,95.23809523809523,0.0,FollowTheMoney candidate summary
2018,senate,27,D,Nancy Carlton Bendinger               ,"BENDINGER, NANCY CARLTON",45298.0,284.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,27,R,Tom Whatley                           ,,,,,not_observed_unknown_not_zero,unmatched,93.33333333333333,93.33333333333333,FollowTheMoney candidate summary
2018,senate,28,D,Billy Beasley                         ,,,,,not_observed_unknown_not_zero,unmatched,72.22222222222221,72.22222222222221,FollowTheMoney candidate summary
2018,senate,29,R,Donnie Chesteen                       ,"CHESTEEN, DONNIE",327417.0,240.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,30,R,"Clyde Chambliss, Jr.                  ","CHAMBLISS JR, CLYDE",289376.0,299.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,31,R,Jimmy W. Holley                       ,"HOLLEY, JIMMY W",164525.0,74.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,32,D,Jason Fisher                          ,"FISHER, JASON",62473.0,481.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2018,senate,32,R,Chris Elliott                         ,,,,,not_observed_unknown_not_zero,unmatched,81.25,42.22560975609756,FollowTheMoney candidate summary
2018,senate,33,D,Vivian Davis Figures                  ,,,,,not_observed_unknown_not_zero,unmatched,82.35294117647058,49.920508744038145,FollowTheMoney candidate summary
2018,senate,34,R,Jack Williams                         ,,,,,not_observed_unknown_not_zero,unmatched,78.78787878787878,45.454545454545446,FollowTheMoney candidate summary
2018,senate,35,D,Tom Holmes                            ,,,,,not_observed_unknown_not_zero,unmatched,81.25,81.25,FollowTheMoney candidate summary
2018,senate,35,R,David Sessions                        ,"SESSIONS, DAVID",386916.0,214.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,1,R,Phillip Pettus                        ,"PETTUS, PHILLIP",231775.0,180.0,WON-GENERAL,observed,exact_tokens,100.0,86.20689655172413,FollowTheMoney candidate summary
2022,house,2,R,Ben Harrison                          ,,,,,not_observed_unknown_not_zero,unmatched,82.75862068965517,30.584707646176916,FollowTheMoney candidate summary
2022,house,3,D,Wesley Thompson                       ,"THOMPSON, WESLEY",74200.0,263.0,LOST-GENERAL,observed,exact_tokens,100.0,71.42857142857143,FollowTheMoney candidate summary
2022,house,3,R,"Kerry ""Bubba"" Underwood               ","UNDERWOOD, KERRY (BUBBA)",205648.0,168.0,WON-GENERAL,observed,exact_tokens,100.0,80.0,FollowTheMoney candidate summary
2022,house,4,R,Parker Duncan Moore                   ,"MOORE, PARKER DUNCAN",189957.0,172.0,WON-GENERAL,observed,exact_tokens,100.0,58.82352941176471,FollowTheMoney candidate summary
2022,house,5,R,Danny F Crawford                      ,,,,,not_observed_unknown_not_zero,unmatched,93.33333333333333,93.33333333333333,FollowTheMoney candidate summary
2022,house,6,R,Andy Whitt                            ,"WHITT, ANDY",214186.0,156.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,7,D,"Mose Jones, Jr.                       ","JONES JR, MOSE",1982.0,12.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,7,R,Ernie Yarbrough                       ,"YARBROUGH, ERNIE",143563.0,133.0,WON-GENERAL,observed,exact_tokens,100.0,50.0,FollowTheMoney candidate summary
2022,house,8,R,Terri Collins                         ,"COLLINS, TERRI",86722.0,130.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,9,R,Scott Stadthagen                      ,"STADTHAGEN JR, SCOTT",145623.0,161.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,10,D,Marilyn Lands                         ,"LANDS, MARILYN",198872.0,738.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,10,R,David Cole                            ,"COLE, DAVID",228196.0,139.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,11,R,Randall Shedd                         ,,,,,not_observed_unknown_not_zero,unmatched,92.85714285714286,92.85714285714286,FollowTheMoney candidate summary
2022,house,12,D,"James C. Fields, Jr.                  ",,,,,not_observed_unknown_not_zero,unmatched,92.3076923076923,92.3076923076923,FollowTheMoney candidate summary
2022,house,12,R,Corey Harbison                        ,"HARBISON, COREY",117395.0,102.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,13,R,Matt Woods                            ,,,,,not_observed_unknown_not_zero,unmatched,86.95652173913044,52.173913043478265,FollowTheMoney candidate summary
2022,house,14,R,Timothy (Tim) Wadsworth               ,,,,,not_observed_unknown_not_zero,unmatched,90.0,57.44186046511628,FollowTheMoney candidate summary
2022,house,15,D,Richard P. Rouco                      ,,,,,not_observed_unknown_not_zero,unmatched,92.85714285714286,92.85714285714286,FollowTheMoney candidate summary
2022,house,15,R,Leigh Hulsey                          ,"HULSEY, LEIGH",200563.0,289.0,WON-GENERAL,observed,exact_tokens,100.0,79.3103448275862,FollowTheMoney candidate summary
2022,house,16,R,Kyle South                            ,"SOUTH, KYLE",133900.0,98.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,17,R,Tracy Estes                           ,"ESTES, TRACY",128708.0,162.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,18,R,Jamie Kiel                            ,,,,,not_observed_unknown_not_zero,unmatched,90.9090909090909,90.9090909090909,FollowTheMoney candidate summary
2022,house,19,D,Laura Hall                            ,"HALL, LAURA",89503.0,76.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,20,R,James Lomax                           ,"LOMAX, JAMES",217861.0,185.0,WON-GENERAL,observed,exact_tokens,100.0,52.0,FollowTheMoney candidate summary
2022,house,21,R,Rex Reynolds                          ,"REYNOLDS, REX",99119.0,66.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,22,R,Ritchie Whorton                       ,"WHORTON, RITCHIE",141261.0,67.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,23,R,Mike Kirkland                         ,,,,,not_observed_unknown_not_zero,unmatched,82.75862068965517,54.187192118226605,FollowTheMoney candidate summary
2022,house,24,R,Nathaniel Ledbetter                   ,"LEDBETTER, NATHANIEL",339491.0,235.0,WON-GENERAL,observed,exact_tokens,100.0,77.77777777777777,FollowTheMoney candidate summary
2022,house,25,D,Mallory Hagan                         ,"HAGAN, MALLORY",207565.0,952.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,25,R,Phillip K. Rigsby                     ,,,,,not_observed_unknown_not_zero,unmatched,93.33333333333333,59.99999999999999,FollowTheMoney candidate summary
2022,house,26,D,Ben Alford                            ,,,,,not_observed_unknown_not_zero,unmatched,74.07407407407408,74.07407407407408,FollowTheMoney candidate summary
2022,house,26,R,Brock Colvin                          ,,,,,not_observed_unknown_not_zero,unmatched,75.0,50.0,FollowTheMoney candidate summary
2022,house,27,D,Herb Neu                              ,"NEU, HERB",4958.0,62.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,27,R,Wes Kitchens                          ,,,,,not_observed_unknown_not_zero,unmatched,83.33333333333334,83.33333333333334,FollowTheMoney candidate summary
2022,house,28,R,Mack N Butler                         ,"BUTLER, MACK N",214912.0,77.0,WON-GENERAL,observed,exact_tokens,100.0,84.0,FollowTheMoney candidate summary
2022,house,29,R,Mark A. Gidley                        ,,,,,not_observed_unknown_not_zero,unmatched,91.66666666666666,58.33333333333332,FollowTheMoney candidate summary
2022,house,30,R,Craig Lipscomb                        ,,,,,not_observed_unknown_not_zero,unmatched,93.33333333333333,93.33333333333333,FollowTheMoney candidate summary
2022,house,31,R,Troy B. Stubbs                        ,,,,,not_observed_unknown_not_zero,unmatched,91.66666666666666,69.44444444444443,FollowTheMoney candidate summary
2022,house,32,D,Barbara Bigsby Boyd                   ,"BOYD, BARBARA BIGSBY",94206.0,51.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,32,R,Evan B. Jackson                       ,,,,,not_observed_unknown_not_zero,unmatched,92.3076923076923,92.3076923076923,FollowTheMoney candidate summary
2022,house,33,D,"Fred Crum, Sr.                        ","CRUM, FRED",8235.0,54.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,33,R,Ben Robbins                           ,"ROBBINS, BEN",115848.0,162.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,34,R,David Standridge                      ,"STANDRIDGE, DAVID",97327.0,86.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,35,R,Steve Hurst                           ,,,,,not_observed_unknown_not_zero,unmatched,66.66666666666667,66.66666666666667,FollowTheMoney candidate summary
2022,house,36,R,Randy Wood                            ,"WOOD, RANDY",73747.0,59.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,37,R,Bob Fincher                           ,,,,,not_observed_unknown_not_zero,unmatched,87.5,87.5,FollowTheMoney candidate summary
2022,house,38,R,Debbie Hamby Wood                     ,"WOOD, DEBBIE HAMBY",251314.0,233.0,WON-GENERAL,observed,exact_tokens,100.0,72.41379310344828,FollowTheMoney candidate summary
2022,house,39,R,Ginny Shaver                          ,"SHAVER, GINNY",177674.0,164.0,WON-GENERAL,observed,exact_tokens,100.0,76.0,FollowTheMoney candidate summary
2022,house,40,D,Pam Howard                            ,,,,,not_observed_unknown_not_zero,unmatched,83.87096774193549,83.87096774193549,FollowTheMoney candidate summary
2022,house,40,R,Chad Robertson                        ,,,,,not_observed_unknown_not_zero,unmatched,77.77777777777779,37.777777777777786,FollowTheMoney candidate summary
2022,house,41,D,Chris Nelson                          ,,,,,not_observed_unknown_not_zero,unmatched,85.71428571428572,85.71428571428572,FollowTheMoney candidate summary
2022,house,41,R,Corley Ellis                          ,"ELLIS, CORLEY",137321.0,138.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,42,R,Van Smith                             ,,,,,not_observed_unknown_not_zero,unmatched,52.63157894736843,52.63157894736843,FollowTheMoney candidate summary
2022,house,43,D,Prince Cleveland                      ,"CLEVELAND, PRINCE",22869.0,196.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,43,R,Arnold Mooney                         ,,,,,not_observed_unknown_not_zero,unmatched,92.85714285714286,92.85714285714286,FollowTheMoney candidate summary
2022,house,44,R,Danny Garrett                         ,,,,,not_observed_unknown_not_zero,unmatched,74.28571428571429,74.28571428571429,FollowTheMoney candidate summary
2022,house,45,R,Susan Dubose                          ,"DUBOSE, SUSAN",240625.0,321.0,WON-GENERAL,observed,exact_tokens,100.0,76.47058823529412,FollowTheMoney candidate summary
2022,house,46,R,David Faulkner                        ,,,,,not_observed_unknown_not_zero,unmatched,75.67567567567568,75.67567567567568,FollowTheMoney candidate summary
2022,house,47,D,Christian Coleman                     ,"COLEMAN, CHRISTIAN",12482.0,71.0,LOST-GENERAL,observed,exact_tokens,100.0,69.6969696969697,FollowTheMoney candidate summary
2022,house,47,R,Mike Shaw                             ,,,,,not_observed_unknown_not_zero,unmatched,76.19047619047619,76.19047619047619,FollowTheMoney candidate summary
2022,house,48,R,Jim Carns                             ,,,,,not_observed_unknown_not_zero,unmatched,80.0,44.28571428571429,FollowTheMoney candidate summary
2022,house,49,R,Russell Bedsole                       ,"BEDSOLE, RUSSELL",98216.0,75.0,WON-GENERAL,observed,exact_tokens,100.0,77.77777777777777,FollowTheMoney candidate summary
2022,house,50,R,Jim Hill                              ,,,,,not_observed_unknown_not_zero,unmatched,77.77777777777779,77.77777777777779,FollowTheMoney candidate summary
2022,house,51,R,Allen Treadaway                       ,"TREADAWAY, ALLEN",32638.0,26.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,52,D,John W. Rogers Jr.                    ,"ROGERS JR, JOHN W",56098.0,46.0,WON-GENERAL,observed,exact_tokens,100.0,73.33333333333333,FollowTheMoney candidate summary
2022,house,53,D,Anthony Daniels                       ,"DANIELS, ANTHONY",167584.0,132.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,54,D,Neil Rafferty                         ,"RAFFERTY, NEIL",283119.0,605.0,WON-GENERAL,observed,exact_tokens,100.0,68.0,FollowTheMoney candidate summary
2022,house,55,D,"Fred ""Coach"" Plump                    ","PLUMP, FRED (COACH)",73250.0,59.0,WON-GENERAL,observed,exact_tokens,100.0,64.70588235294119,FollowTheMoney candidate summary
2022,house,56,D,Ontario J. Tillman                    ,,,,,not_observed_unknown_not_zero,unmatched,93.75,62.980769230769226,FollowTheMoney candidate summary
2022,house,57,D,Patrick Sellers                       ,"SELLERS, PATRICK",105741.0,144.0,WON-GENERAL,observed,exact_tokens,100.0,66.66666666666666,FollowTheMoney candidate summary
2022,house,57,R,Delor Baumann                         ,"BAUMANN, DELOR",4288.0,5.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,58,D,Rolanda Hollis                        ,"HOLLIS, ROLANDA",43153.0,75.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,59,D,Mary Moore                            ,"MOORE, MARY",47306.0,36.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,60,D,Juandalynn Givan                      ,,,,,not_observed_unknown_not_zero,unmatched,80.0,42.96296296296296,FollowTheMoney candidate summary
2022,house,61,R,Ron Bolton                            ,,,,,not_observed_unknown_not_zero,unmatched,86.66666666666667,52.18390804597701,FollowTheMoney candidate summary
2022,house,62,D,Brenda T. Cephus                      ,,,,,not_observed_unknown_not_zero,unmatched,92.85714285714286,92.85714285714286,FollowTheMoney candidate summary
2022,house,62,R,Bill Lamb                             ,,,,,not_observed_unknown_not_zero,unmatched,57.14285714285714,57.14285714285714,FollowTheMoney candidate summary
2022,house,63,D,Samuel Adams                          ,"ADAMS, SAMUEL",19176.0,74.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,63,R,Cynthia Lee Almond                    ,,,,,not_observed_unknown_not_zero,unmatched,87.5,87.5,FollowTheMoney candidate summary
2022,house,64,R,Donna Givens                          ,"GIVENS, DONNA",316340.0,387.0,WON-GENERAL,observed,exact_tokens,100.0,75.0,FollowTheMoney candidate summary
2022,house,65,D,Marcus Caster                         ,"CASTER, MARCUS",2173.0,3.0,LOST-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,65,R,Brett Easterbrook                     ,"EASTERBROOK, BRETT",138646.0,102.0,WON-GENERAL,observed,exact_tokens,100.0,74.35897435897436,FollowTheMoney candidate summary
2022,house,66,R,Alan Baker                            ,"BAKER, ALAN",86269.0,69.0,WON-GENERAL,observed,exact_tokens,100.0,100.0,FollowTheMoney candidate summary
2022,house,67,D,Prince Chestnut                       ,"CHESTNUT, PRINCE",130263.0,103.0,WON-GENERAL,observed,exact_tokens,100.0,66.66666666666666,FollowTheMoney candidate summary
