model,model_label,is_public_default,chamber,district,predicted_dem_margin
ramp_all_spline_ridge,Spline ridge,False,house,10,13.948073474360264
ramp_all_spline_ridge,Spline ridge,False,house,15,-16.830847744020822
ramp_all_spline_ridge,Spline ridge,False,house,16,-70.26597788771802
ramp_all_spline_ridge,Spline ridge,False,house,19,47.79364957142657
ramp_all_spline_ridge,Spline ridge,False,house,20,-35.575933498296216
ramp_all_spline_ridge,Spline ridge,False,house,21,-19.591469914975605
ramp_all_spline_ridge,Spline ridge,False,house,25,-8.513579538071298
ramp_all_spline_ridge,Spline ridge,False,house,28,-22.91080347829364
ramp_all_spline_ridge,Spline ridge,False,house,32,8.191284427776603
ramp_all_spline_ridge,Spline ridge,False,house,37,-38.36420818401893
ramp_all_spline_ridge,Spline ridge,False,house,38,-38.40829118387062
ramp_all_spline_ridge,Spline ridge,False,house,40,-58.318842176884644
ramp_all_spline_ridge,Spline ridge,False,house,41,-44.034049458033806
ramp_all_spline_ridge,Spline ridge,False,house,43,-46.010452696236705
ramp_all_spline_ridge,Spline ridge,False,house,45,-50.06106538880986
ramp_all_spline_ridge,Spline ridge,False,house,47,-17.881844582389903
ramp_all_spline_ridge,Spline ridge,False,house,50,-51.285745572457046
ramp_all_spline_ridge,Spline ridge,False,house,63,-21.436166098498987
ramp_all_spline_ridge,Spline ridge,False,house,68,21.073121532200226
ramp_all_spline_ridge,Spline ridge,False,house,69,32.16789952130584
ramp_all_spline_ridge,Spline ridge,False,house,70,51.94489667414382
ramp_all_spline_ridge,Spline ridge,False,house,74,36.514570605357534
ramp_all_spline_ridge,Spline ridge,False,house,75,-29.492883373700483
ramp_all_spline_ridge,Spline ridge,False,house,80,-30.102617272726587
ramp_all_spline_ridge,Spline ridge,False,house,82,46.005730485000214
ramp_all_spline_ridge,Spline ridge,False,house,85,-22.898941648600175
ramp_all_spline_ridge,Spline ridge,False,house,96,-40.96932006191601
ramp_all_spline_ridge,Spline ridge,False,house,99,44.48225837343993
ramp_all_spline_ridge,Spline ridge,False,house,101,-29.818014523280873
ramp_all_spline_ridge,Spline ridge,False,senate,2,-6.309131801977324
ramp_all_spline_ridge,Spline ridge,False,senate,3,-38.967659097287765
ramp_all_spline_ridge,Spline ridge,False,senate,6,-49.211679033842
ramp_all_spline_ridge,Spline ridge,False,senate,7,-13.557871023095382
ramp_all_spline_ridge,Spline ridge,False,senate,8,-50.52820284308946
ramp_all_spline_ridge,Spline ridge,False,senate,11,-46.43702185604806
ramp_all_spline_ridge,Spline ridge,False,senate,13,-53.42792185899711
ramp_all_spline_ridge,Spline ridge,False,senate,14,-43.04539678785513
ramp_all_spline_ridge,Spline ridge,False,senate,16,-28.29906885302378
ramp_all_spline_ridge,Spline ridge,False,senate,22,-50.62093670233146
ramp_all_spline_ridge,Spline ridge,False,senate,23,26.180539132595754
ramp_all_spline_ridge,Spline ridge,False,senate,28,24.11094577631785
ramp_all_spline_ridge,Spline ridge,False,senate,29,-55.40833649780736
ramp_all_spline_ridge,Spline ridge,False,senate,32,-53.81217445402882
ramp_all_elastic_net,Elastic Net,False,house,2,-69.14954557359167
ramp_all_elastic_net,Elastic Net,False,house,4,-45.51320356376267
ramp_all_elastic_net,Elastic Net,False,house,5,-50.48694716658078
ramp_all_elastic_net,Elastic Net,False,house,8,-33.811258148487475
ramp_all_elastic_net,Elastic Net,False,house,10,9.566356696208722
ramp_all_elastic_net,Elastic Net,False,house,15,-26.7315627555583
ramp_all_elastic_net,Elastic Net,False,house,16,-73.3328109997593
ramp_all_elastic_net,Elastic Net,False,house,19,46.4823886656735
ramp_all_elastic_net,Elastic Net,False,house,20,-53.01124215536165
ramp_all_elastic_net,Elastic Net,False,house,21,-30.092910221482867
ramp_all_elastic_net,Elastic Net,False,house,25,-23.129469626633337
ramp_all_elastic_net,Elastic Net,False,house,28,-27.0462553384426
ramp_all_elastic_net,Elastic Net,False,house,32,7.012784549589293
ramp_all_elastic_net,Elastic Net,False,house,37,-42.43337104328626
ramp_all_elastic_net,Elastic Net,False,house,38,-41.4153016740008
ramp_all_elastic_net,Elastic Net,False,house,40,-64.19161568386508
ramp_all_elastic_net,Elastic Net,False,house,41,-50.475858802343815
ramp_all_elastic_net,Elastic Net,False,house,43,-62.74134404658727
ramp_all_elastic_net,Elastic Net,False,house,45,-61.71646137631904
ramp_all_elastic_net,Elastic Net,False,house,47,-29.39597339106394
ramp_all_elastic_net,Elastic Net,False,house,50,-56.09253005021395
