specification,chamber,district,public_margin,ensemble_margin,change,winner_changed
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,7,-9.453156895869265,-11.985340837575174,-2.5321839417059095,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,8,-51.84573512309653,-52.22237017761077,-0.37663505451423873,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,11,-48.05910770915243,-48.82249670741981,-0.7633889982673807,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,13,-48.03819977698762,-49.168205226487316,-1.1300054494996985,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,14,-41.55322693125855,-42.77698472240629,-1.2237577911477402,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,16,-22.20548101233912,-24.38821383177239,-2.1827328194332694,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,22,-56.92023492844067,-56.55892092154925,0.3613140068914191,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,23,9.392740797125253,17.00773672739717,7.614995930271917,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,28,7.768603045891093,15.44650635270309,7.677903306811996,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,29,-56.59198046403853,-57.36552830080911,-0.7735478367705824,False
public_0.7+all_hybrid_composition__extra_trees__1_0.3,senate,32,-51.41751877474897,-52.74970916824695,-1.3321903934979815,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,2,-63.44556506213457,-64.6152030426927,-1.1696379805581287,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,4,-30.168234192443013,-33.81907122447325,-3.6508370320302355,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,5,-42.22783247880138,-44.37198056602768,-2.1441480872262986,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,8,-27.045765902606977,-29.831084806077584,-2.785318903470607,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,10,5.179921085962886,6.309223217361237,1.129302131398351,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,15,-13.49899760982322,-16.86803908849712,-3.3690414786739,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,16,-72.98027779212242,-72.655775612853,0.32450217926941605,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,19,36.191402249555054,37.8470201928156,1.6556179432605447,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,20,-22.96397059610957,-30.005090770785614,-7.0411201746760455,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,21,-16.342279964211833,-19.57183446228622,-3.2295544980743855,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,25,-2.465418547051442,-7.246838498308719,-4.781419951257277,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,28,-24.862708072052687,-26.248484255608126,-1.3857761835554392,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,32,3.422618194788681,2.314820416034042,-1.1077977787546391,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,37,-42.52828814659968,-42.51748048888264,0.010807657717037955,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,38,-40.851162777982296,-41.337922213911725,-0.4867594359294287,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,40,-59.91772109645968,-60.97013360054456,-1.0524125040848773,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,41,-44.01924227829869,-45.74922818550989,-1.7299859072112014,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,43,-39.82294291486019,-44.65681375422617,-4.833870839365979,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,45,-41.76377173462995,-46.64782246202529,-4.884050727395341,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,47,-12.542237344054575,-15.898724574433889,-3.3564872303793134,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,50,-56.83020958474616,-56.68280908526718,0.1474004994789766,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,63,-14.482754089763738,-19.89700174489129,-5.414247655127554,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,68,4.266248801475497,8.31694202732438,4.0506932258488835,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,69,13.2672920863345,18.50337763176976,5.236085545435259,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,70,42.14172683432893,42.91018475018163,0.7684579158527001,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,74,32.583507459078504,32.60899375101107,0.02548629193256602,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,75,-25.159556418806183,-28.746303704731304,-3.586747285925121,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,80,-31.56460879094611,-32.56452601805262,-0.9999172271065078,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,82,35.01674433891714,36.85033404567573,1.8335897067585876,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,85,-24.32486910931324,-25.98958370145865,-1.6647145921454083,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,96,-41.64407217615401,-43.444240476084566,-1.8001682999305544,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,99,31.823403903944776,33.80809522349175,1.9846913195469718,False
public_0.7+all_hybrid__ridge_5__1_0.3,house,101,-26.52085457872553,-29.692755554683675,-3.1719009759581454,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,2,1.365739626761889,-3.973316008784901,-5.33905563554679,True
public_0.7+all_hybrid__ridge_5__1_0.3,senate,3,-37.71958219015087,-40.19517535022981,-2.475593160078944,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,6,-51.33435722894423,-52.29295718921382,-0.9585999602695949,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,7,-9.453156895869265,-13.175197048483948,-3.7220401526146834,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,8,-51.84573512309653,-53.27118038143189,-1.4254452583353583,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,11,-48.05910770915243,-49.32803435825333,-1.268926649100905,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,13,-48.03819977698762,-51.689662772064764,-3.6514629950771464,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,14,-41.55322693125855,-44.19319043918047,-2.6399635079219195,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,16,-22.20548101233912,-26.693256297456443,-4.487775285117323,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,22,-56.92023492844067,-55.980898369130244,0.9393365593104264,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,23,9.392740797125253,13.558609614336648,4.165868817211395,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,28,7.768603045891093,11.616031669903142,3.847428624012049,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,29,-56.59198046403853,-57.94027919989763,-1.3482987358591032,False
public_0.7+all_hybrid__ridge_5__1_0.3,senate,32,-51.41751877474897,-54.29881791886364,-2.8812991441146707,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,2,-63.44556506213457,-62.84933375024773,0.5962313118868394,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,4,-30.168234192443013,-29.345517068983177,0.8227171234598352,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,5,-42.22783247880138,-42.024433043462565,0.20339943533881666,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,8,-27.045765902606977,-24.862953797081463,2.182812105525514,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,10,5.179921085962886,8.718299125250725,3.5383780392878394,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,15,-13.49899760982322,-15.132953089985833,-1.6339554801626122,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,16,-72.98027779212242,-72.13294775225802,0.8473300398644028,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,19,36.191402249555054,38.745982833324526,2.5545805837694715,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,20,-22.96397059610957,-25.490008579887395,-2.526037983777826,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,21,-16.342279964211833,-17.559076604584206,-1.2167966403723725,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,25,-2.465418547051442,-3.600898159379557,-1.135479612328115,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,28,-24.862708072052687,-24.3052831554769,0.557424916575787,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,32,3.422618194788681,2.673759437052147,-0.7488587577365342,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,37,-42.52828814659968,-41.695226749643304,0.8330613969563743,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,38,-40.851162777982296,-40.83765108240591,0.013511695576383431,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,40,-59.91772109645968,-59.39209000048532,0.5256310959743615,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,41,-44.01924227829869,-43.595120334588444,0.42412194371024725,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,43,-39.82294291486019,-42.283566141130585,-2.4606232262703926,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,45,-41.76377173462995,-43.20078765276986,-1.4370159181399131,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,47,-12.542237344054575,-14.541958251965779,-1.999720907911204,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,50,-56.83020958474616,-55.14560135390303,1.684608230843125,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,63,-14.482754089763738,-15.966129231539133,-1.4833751417753955,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,68,4.266248801475497,6.971724474949566,2.7054756734740693,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,69,13.2672920863345,17.451201373747836,4.183909287413336,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,70,42.14172683432893,44.109936248204626,1.968209413875698,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,74,32.583507459078504,32.989685632761386,0.406178173682882,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,75,-25.159556418806183,-27.841585135308108,-2.682028716501925,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,80,-31.56460879094611,-30.558814889300095,1.0057939016460153,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,82,35.01674433891714,37.3660844764191,2.3493401375019545,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,85,-24.32486910931324,-25.168344342730467,-0.8434752334172266,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,96,-41.64407217615401,-40.60294680780443,1.041125368349583,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,99,31.823403903944776,33.77308822193802,1.949684317993242,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,house,101,-26.52085457872553,-27.492048840102953,-0.9711942613774234,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,2,1.365739626761889,-0.2236960466218496,-1.5894356733837387,True
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,3,-37.71958219015087,-36.914127248280394,0.8054549418704724,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,6,-51.33435722894423,-49.7109482581902,1.6234089707540278,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,7,-9.453156895869265,-10.501151635897266,-1.0479947400280007,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,8,-51.84573512309653,-50.93463765868563,0.9110974644109007,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,11,-48.05910770915243,-48.13133951301809,-0.07223180386566241,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,13,-48.03819977698762,-49.238239247117704,-1.2000394701300863,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,14,-41.55322693125855,-40.61909346263893,0.9341334686196205,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,16,-22.20548101233912,-24.65378125339639,-2.448300241057268,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,22,-56.92023492844067,-54.86472975545603,2.0555051729846383,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,23,9.392740797125253,12.377762081983466,2.985021284858213,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,28,7.768603045891093,12.023340057408612,4.254737011517519,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,29,-56.59198046403853,-55.61724057555961,0.9747398884789149,False
public_0.8+all_hybrid_stable_composition__elastic_30__1_0.2,senate,32,-51.41751877474897,-51.222307840305646,0.19521093444332394,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,2,-63.44556506213457,-63.58886650034547,-0.1433014382108979,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,4,-30.168234192443013,-31.803838006888057,-1.6356038144450444,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,5,-42.22783247880138,-43.009600581745374,-0.7817681029439925,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,8,-27.045765902606977,-27.32888565888533,-0.28311975627835295,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,10,5.179921085962886,10.173672139831927,4.993751053869041,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,15,-13.49899760982322,-15.084967120705858,-1.585969510882638,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,16,-72.98027779212242,-73.0796175836377,-0.09933979151527694,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,19,36.191402249555054,41.40723695796552,5.215834708410469,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,20,-22.96397059610957,-23.82974822590464,-0.8657776297950726,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,21,-16.342279964211833,-17.69870127844966,-1.3564213142378279,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,25,-2.465418547051442,-4.218194643850417,-1.752776096798975,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,28,-24.862708072052687,-25.433297282982185,-0.5705892109294979,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,32,3.422618194788681,5.975507412170916,2.5528892173822353,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,37,-42.52828814659968,-42.57223787726694,-0.04394973066726493,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,38,-40.851162777982296,-41.329312672127884,-0.47814989414558795,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,40,-59.91772109645968,-60.212362869431935,-0.29464177297225547,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,41,-44.01924227829869,-44.5350760532437,-0.5158337749450084,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,43,-39.82294291486019,-41.26756998043481,-1.4446270655746147,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,45,-41.76377173462995,-42.57857002102732,-0.8147982863973695,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,47,-12.542237344054575,-14.383331070264907,-1.8410937262103317,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,50,-56.83020958474616,-56.561209568319285,0.26900001642687243,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,63,-14.482754089763738,-16.201288648868882,-1.7185345591051444,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,68,4.266248801475497,9.635324267103156,5.36907546562766,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,69,13.2672920863345,18.80978564852018,5.54249356218568,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,70,42.14172683432893,47.42071640372697,5.278989569398043,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,74,32.583507459078504,33.88064821095775,1.2971407518792475,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,75,-25.159556418806183,-27.009439404116918,-1.8498829853107353,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,80,-31.56460879094611,-32.186060464260976,-0.6214516733148656,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,82,35.01674433891714,40.19475672247073,5.178012383553586,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,85,-24.32486910931324,-23.936741828331048,0.38812728098219296,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,96,-41.64407217615401,-42.28253462442962,-0.6384624482756109,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,99,31.823403903944776,37.18019992949656,5.356796025551784,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,house,101,-26.52085457872553,-28.184794451653808,-1.6639398729282782,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,2,1.365739626761889,0.9554600664127432,-0.4102795603491459,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,3,-37.71958219015087,-38.587290434590855,-0.8677082444399886,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,6,-51.33435722894423,-51.49504150413586,-0.16068427519163464,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,7,-9.453156895869265,-11.141279523673205,-1.6881226278039403,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,8,-51.84573512309653,-52.09682515943937,-0.25109003634283766,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,11,-48.05910770915243,-48.56803370799736,-0.50892599884493,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,13,-48.03819977698762,-48.791536743320755,-0.7533369663331371,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,14,-41.55322693125855,-42.369065458690386,-0.8158385274318363,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,16,-22.20548101233912,-23.66063622529464,-1.4551552129555176,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,22,-56.92023492844067,-56.679358923846394,0.24087600459427705,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,23,9.392740797125253,14.469404750639864,5.076663953514611,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,28,7.768603045891093,12.887205250432427,5.118602204541333,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,29,-56.59198046403853,-57.10767902188559,-0.5156985578470596,False
public_0.8+all_hybrid_composition__extra_trees__1_0.2,senate,32,-51.41751877474897,-52.30564570374763,-0.8881269289986591,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,2,-63.44556506213457,-64.22532371584,-0.7797586537054357,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,4,-30.168234192443013,-32.60212554712984,-2.433891354686825,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,5,-42.22783247880138,-43.657264536952255,-1.4294320581508728,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,8,-27.045765902606977,-28.902645171587388,-1.8568792689804106,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,10,5.179921085962886,5.932789173561787,0.7528680875989009,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,15,-13.49899760982322,-15.745025262272492,-2.2460276524492713,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,16,-72.98027779212242,-72.76394300594282,0.21633478617960122,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,19,36.191402249555054,37.295147545062086,1.1037452955070322,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,20,-22.96397059610957,-27.658050712560268,-4.694080116450699,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,21,-16.342279964211833,-18.495316296261425,-2.1530363320495916,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,25,-2.465418547051442,-5.653031847889627,-3.1876133008381853,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,28,-24.862708072052687,-25.786558861089652,-0.9238507890369654,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,32,3.422618194788681,2.684086342285589,-0.7385318525030922,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,37,-42.52828814659968,-42.521083041454986,0.00720510514469197,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,38,-40.851162777982296,-41.17566906860192,-0.3245062906196239,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,40,-59.91772109645968,-60.61932943251627,-0.7016083360565872,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,41,-44.01924227829869,-45.17256621643949,-1.153323938140801,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,43,-39.82294291486019,-43.045523474437516,-3.222580559577324,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,45,-41.76377173462995,-45.01980555289351,-3.2560338182635604,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,47,-12.542237344054575,-14.779895497640785,-2.23765815358621,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,50,-56.83020958474616,-56.73194258509351,0.09826699965264396,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,63,-14.482754089763738,-18.092252526515445,-3.609498436751707,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,68,4.266248801475497,6.966710952041419,2.7004621505659223,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,69,13.2672920863345,16.75801578329134,3.4907236969568416,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,70,42.14172683432893,42.654032111564064,0.5123052772351357,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,74,32.583507459078504,32.60049832036688,0.016990861288377346,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,75,-25.159556418806183,-27.5507212760896,-2.3911648572834174,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,80,-31.56460879094611,-32.23122027568379,-0.666611484737679,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,82,35.01674433891714,36.239137476756206,1.2223931378390631,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,85,-24.32486910931324,-25.434678837410182,-1.1098097280969412,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,96,-41.64407217615401,-42.84418437610772,-1.2001121999537077,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,99,31.823403903944776,33.146531450309425,1.323127546364649,False
public_0.8+all_hybrid__ridge_5__1_0.2,house,101,-26.52085457872553,-28.635455229364297,-2.114600650638767,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,2,1.365739626761889,-2.193630796935971,-3.5593704236978603,True
public_0.8+all_hybrid__ridge_5__1_0.2,senate,3,-37.71958219015087,-39.36997763020349,-1.6503954400526268,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,6,-51.33435722894423,-51.97342386912396,-0.6390666401797347,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,7,-9.453156895869265,-11.934516997612388,-2.481360101743123,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,8,-51.84573512309653,-52.79603196198678,-0.950296838890246,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,11,-48.05910770915243,-48.90505880855304,-0.8459510994006152,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,13,-48.03819977698762,-50.47250844037239,-2.434308663384769,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,14,-41.55322693125855,-43.3132026032065,-1.7599756719479487,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,16,-22.20548101233912,-25.197331202417338,-2.9918501900782175,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,22,-56.92023492844067,-56.29401055556706,0.6262243728736081,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,23,9.392740797125253,12.169986675266184,2.7772458781409313,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,28,7.768603045891093,10.333555461899127,2.564952416008034,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,29,-56.59198046403853,-57.4908462879446,-0.8988658239060712,False
public_0.8+all_hybrid__ridge_5__1_0.2,senate,32,-51.41751877474897,-53.33838487082542,-1.9208660960764519,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,2,-63.44556506213457,-63.14744940619114,0.2981156559434268,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,4,-30.168234192443013,-29.756875630713097,0.4113585617299158,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,5,-42.22783247880138,-42.12613276113197,0.10169971766941188,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,8,-27.045765902606977,-25.95435984984422,1.091406052762757,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,10,5.179921085962886,6.949110105606805,1.7691890196439193,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,15,-13.49899760982322,-14.315975349904527,-0.8169777400813061,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,16,-72.98027779212242,-72.55661277219022,0.4236650199322014,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,19,36.191402249555054,37.46869254143979,1.2772902918847393,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,20,-22.96397059610957,-24.22698958799848,-1.263018991888913,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,21,-16.342279964211833,-16.95067828439802,-0.6083983201861862,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,25,-2.465418547051442,-3.0331583532154998,-0.5677398061640577,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,28,-24.862708072052687,-24.58399561376479,0.27871245828789526,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,32,3.422618194788681,3.048188815920414,-0.3744293788682671,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,37,-42.52828814659968,-42.111757448121494,0.4165306984781836,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,38,-40.851162777982296,-40.844406930194104,0.006755847788191716,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,40,-59.91772109645968,-59.6549055484725,0.26281554798718076,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,41,-44.01924227829869,-43.80718130644357,0.21206097185512363,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,43,-39.82294291486019,-41.053254527995385,-1.2303116131351928,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,45,-41.76377173462995,-42.48227969369991,-0.7185079590699601,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,47,-12.542237344054575,-13.542097798010177,-0.999860453955602,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,50,-56.83020958474616,-55.987905469324595,0.8423041154215625,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,63,-14.482754089763738,-15.224441660651436,-0.7416875708876987,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,68,4.266248801475497,5.618986638212531,1.3527378367370346,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,69,13.2672920863345,15.359246730041168,2.091954643706668,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,70,42.14172683432893,43.12583154126678,0.984104706937849,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,74,32.583507459078504,32.78659654591994,0.20308908684143745,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,75,-25.159556418806183,-26.50057077705715,-1.3410143582509662,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,80,-31.56460879094611,-31.061711840123102,0.5028969508230077,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,82,35.01674433891714,36.19141440766812,1.1746700687509772,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,85,-24.32486910931324,-24.746606726021852,-0.42173761670861154,False
