specification,chamber,district,public_margin,ensemble_margin,change,winner_changed
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,47,-12.542237344054575,-17.541539613832583,-4.999302269778008,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,50,-56.83020958474616,-52.618689007638345,4.211520577107812,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,63,-14.482754089763738,-18.191191944202224,-3.708437854438486,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,68,4.266248801475497,11.029937985160672,6.763689183685175,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,69,13.2672920863345,23.727065304867835,10.459773218533336,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,70,42.14172683432893,47.06225036901816,4.920523534689231,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,74,32.583507459078504,33.598952893285706,1.0154454342072015,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,75,-25.159556418806183,-31.864628210060992,-6.7050717912548095,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,80,-31.56460879094611,-29.050124036831058,2.5144847541150526,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,82,35.01674433891714,40.89009468267202,5.873350343754879,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,85,-24.32486910931324,-26.433557192856306,-2.108688083543065,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,96,-41.64407217615401,-39.04125875528005,2.6028134208739644,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,99,31.823403903944776,36.69761469892788,4.874210794983103,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,house,101,-26.52085457872553,-28.948840232169083,-2.427985653443553,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,2,1.365739626761889,-2.6078495566974573,-3.9735891834593464,True
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,3,-37.71958219015087,-35.70594483547468,2.0136373546761845,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,6,-51.33435722894423,-47.27583480205915,4.058522426885077,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,7,-9.453156895869265,-12.073143745939266,-2.619986850070001,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,8,-51.84573512309653,-49.56799146206927,2.277743661027259,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,11,-48.05910770915243,-48.23968721881657,-0.18057950966414182,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,13,-48.03819977698762,-51.038298452312844,-3.0000986753252263,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,14,-41.55322693125855,-39.2178932597095,2.3353336715490514,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,16,-22.20548101233912,-28.326231614982284,-6.120750602643163,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,22,-56.92023492844067,-51.78147199597907,5.138762932461603,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,23,9.392740797125253,16.855294009270786,7.462553212145533,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,28,7.768603045891093,18.405445574684887,10.636842528793792,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,29,-56.59198046403853,-54.15513074284124,2.436849721197291,False
public_0.5+all_hybrid_stable_composition__elastic_30__1_0.5,senate,32,-51.41751877474897,-50.92949143864065,0.48802733610831694,False
public_0.5+all_hybrid_composition__extra_trees__1_0.5,house,2,-63.44556506213457,-63.80381865766181,-0.3582535955272377,False
