cycle,chamber,mean_abs_baseline_change,max_abs_baseline_change,mean_abs_target_change,max_abs_target_change
2014,house,21.52064052206768,72.64542687075244,21.52064052206768,72.64542687075244
2014,senate,19.21299511857698,67.67270022273668,19.212995118576984,67.67270022273667
2018,house,7.152046843140856,47.790918195605656,7.152046843140856,47.790918195605656
2018,senate,5.418075665872383,28.329210234468913,5.418075665872381,28.329210234468917
2022,house,8.3535191580278,47.47227362286077,8.353519158027801,47.47227362286077
2022,senate,6.3050894888505225,32.82300488821727,6.3050894888505225,32.82300488821727
