specification,eligible_races,selected_alpha,stability_band_radius,random_mae,random_rmse,random_r2,cycle_holdout_mae,cycle_holdout_rmse,cycle_holdout_r2,district_grouped_mae,district_grouped_rmse,district_grouped_r2
total,509,3,16.342086798717272,13.792158515182944,18.204162761604533,0.3370385276283505,15.604522835919582,20.224154081994943,0.18174700905898256,13.83756546859126,18.134241608867935,0.34212154160244246
resource_adjusted,509,3,17.944175695809655,13.709102581995813,18.082723359917352,0.34585421521960313,16.138508452126374,21.001965703259096,0.11759743765219399,13.830502385036386,18.13787091747549,0.34185818535853074
fundraising_adjusted,509,3,16.96488996449395,13.501623188328615,17.876771674958338,0.36067003902446637,16.058043389654905,20.680384797365214,0.1444131492508427,13.535691530762852,17.804668702971686,0.3658168997259814
