cycle,chamber,district,statewide_index_margin,statewide_index_offices,core_index_margin,core_index_offices,core_index_complete,baseline_quality,map_vintage
2018,house,38,-37.765657845871786,5,-37.7310753847318,2,True,complete_core_expanded,2017_remedial
2018,house,39,-65.37671644446542,5,-63.01474101539206,2,True,complete_core_expanded,2017_remedial
2018,house,40,-48.54532594902485,5,-46.24487587879295,2,True,complete_core_expanded,2017_remedial
2018,house,41,-47.29807885431572,5,-45.138130708988896,2,True,complete_core_expanded,2017_remedial
2018,house,42,-58.35024355511789,5,-56.23364553653848,2,True,complete_core_expanded,2017_remedial
2018,house,43,-40.49989046321021,5,-36.63265807222209,2,True,complete_core_expanded,2017_remedial
2018,house,44,-35.04827593917914,5,-32.361338184630206,2,True,complete_core_expanded,2017_remedial
2018,house,45,-31.145991356745338,5,-28.261870478241192,2,True,complete_core_expanded,2017_remedial
2018,house,46,-19.598209271193713,5,-13.168727225924734,2,True,complete_core_expanded,2017_remedial
2018,house,47,-9.982743393686532,5,-5.655364149965139,2,True,complete_core_expanded,2017_remedial
2018,house,48,-33.21914416030374,5,-27.227415768914174,2,True,complete_core_expanded,2017_remedial
2018,house,49,-41.642217722038275,5,-39.10256040710998,2,True,complete_core_expanded,2017_remedial
2018,house,50,-60.51458386844878,5,-58.0199831231986,2,True,complete_core_expanded,2017_remedial
2018,house,51,-56.580876855249834,5,-53.63403536254776,2,True,complete_core_expanded,2017_remedial
2018,house,52,62.970287509842635,5,64.48708456287225,2,True,complete_core_expanded,2017_remedial
2018,house,53,51.98742902627197,5,51.58393865487659,2,True,complete_core_expanded,2017_remedial
2018,house,54,61.120997938581205,5,63.45011982526195,2,True,complete_core_expanded,2017_remedial
2018,house,55,83.60543017862203,5,83.6414336323449,2,True,complete_core_expanded,2017_remedial
2018,house,56,48.258311014094005,5,49.30742215212599,2,True,complete_core_expanded,2017_remedial
2018,house,57,47.4447852111005,5,48.14892348551157,2,True,complete_core_expanded,2017_remedial
2018,house,58,60.3382557235111,5,60.813848193743056,2,True,complete_core_expanded,2017_remedial
2018,house,59,71.06040507559347,5,70.92883974289796,2,True,complete_core_expanded,2017_remedial
2018,house,60,60.99215494794695,5,61.6395113355346,2,True,complete_core_expanded,2017_remedial
2018,house,61,-29.78615676666944,5,-25.720218126173005,2,True,complete_core_expanded,2017_remedial
2018,house,62,-32.031349010182,5,-27.845806003580588,2,True,complete_core_expanded,2017_remedial
2018,house,63,-17.163774596981632,5,-9.586527393476702,2,True,complete_core_expanded,2017_remedial
2018,house,64,-52.47025979626591,5,-50.19519536265196,2,True,complete_core_expanded,2017_remedial
2018,house,65,-21.83637151374394,5,-19.501429724458283,2,True,complete_core_expanded,2017_remedial
2018,house,66,-42.38780698878405,5,-40.36198191593925,2,True,complete_core_expanded,2017_remedial
2018,house,67,39.011877556321835,5,39.427750988650374,2,True,complete_core_expanded,2017_remedial
2018,house,68,9.731637558149023,5,10.325203068666639,2,True,complete_core_expanded,2017_remedial
2018,house,69,33.61720632708448,5,33.42440271307092,2,True,complete_core_expanded,2017_remedial
2018,house,70,48.32862333212101,5,50.99711912684089,2,True,complete_core_expanded,2017_remedial
2018,house,71,30.598440193445555,5,32.751497921496465,2,True,complete_core_expanded,2017_remedial
2018,house,72,36.422808107607146,5,38.04431718088037,2,True,complete_core_expanded,2017_remedial
2018,house,73,-32.17800721441553,5,-29.701391836058036,2,True,complete_core_expanded,2017_remedial
2018,house,74,-7.899397695745908,5,-5.981388733939145,2,True,complete_core_expanded,2017_remedial
2018,house,75,-20.84859718301379,5,-18.966207311605817,2,True,complete_core_expanded,2017_remedial
2018,house,76,68.99174620291588,5,68.18197344031137,2,True,complete_core_expanded,2017_remedial
2018,house,77,36.37764573961183,5,36.25737042490312,2,True,complete_core_expanded,2017_remedial
2018,house,78,64.94255715442014,5,63.793777911950166,2,True,complete_core_expanded,2017_remedial
2018,house,79,-5.45144270188559,5,-5.626090306512133,2,True,complete_core_expanded,2017_remedial
2018,house,80,-32.03458386537796,5,-32.464407780942814,2,True,complete_core_expanded,2017_remedial
2018,house,81,-45.89490506273023,5,-43.15457342173072,2,True,complete_core_expanded,2017_remedial
2018,house,82,21.657544523229898,5,21.520209640600648,2,True,complete_core_expanded,2017_remedial
2018,house,83,16.900237653613097,5,16.329931961535408,2,True,complete_core_expanded,2017_remedial
2018,house,84,17.363635235851845,5,17.456507509965558,2,True,complete_core_expanded,2017_remedial
2018,house,85,-14.784677480549934,5,-13.420259238432028,2,True,complete_core_expanded,2017_remedial
2018,house,86,-52.87836865686678,5,-51.312550201886594,2,True,complete_core_expanded,2017_remedial
2018,house,87,-68.5030715456691,5,-67.02148846829951,2,True,complete_core_expanded,2017_remedial
2018,house,88,-37.53855326764483,5,-35.332617048345426,2,True,complete_core_expanded,2017_remedial
2018,house,89,-25.356070911573667,5,-24.202222764399433,2,True,complete_core_expanded,2017_remedial
2018,house,90,-25.22406251546942,5,-23.1600409027632,2,True,complete_core_expanded,2017_remedial
