cycle,chamber,district,party,candidate,committee_match_status,surname_results,compatible_results,name_score,name_margin,fcpa_record_id,committee_id,fcpa_candidate_name,committee_status,registered_date,search_url,retrieved_at_utc,pcc_records_with_activity,aggregation_status
2014,house,40,D,Copeland,unresolved,4,0,0.0,0.0,,,,,,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22COPELAND%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,,
2014,house,44,R,Danny Garrett,unique_office_district_party_review,4,1,71.25,71.25,157.0,25030,JOHN DANIEL GARRETT,Active,02/08/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22GARRETT%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,1.0,single_active_pcc_record
2014,house,47,D,Salvatore Bambinelli,unresolved,0,0,0.0,0.0,,,,,,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22BAMBINELLI%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,,
2014,house,61,R,Alan Harper,unique_office_district_party_review,2,1,76.92307692307692,76.92307692307692,251.0,25124,SAMUEL A HARPER,Dissolved,07/03/2013,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22HARPER%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,1.0,single_active_pcc_record
2014,house,73,R,Matt Fridy,unique_office_district_party_review,2,1,85.5,85.5,124.0,24997,MATTHEW DAVID FRIDY,Dissolved,06/15/2013,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22FRIDY%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,1.0,single_active_pcc_record
2014,house,78,R,Tijuanna Adetunji,unresolved,2,0,0.0,0.0,,,,,,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22ADETUNJI%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,,
2014,house,92,R,"Mike Jones, Jr.",unresolved,100,2,95.0,0.0,,,,,,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JONES%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,,
2014,house,94,R,T. Joe Faust,unique_office_district_party_review,5,1,85.5,85.5,315.0,25188,TEDDY JOE FAUST,Active,07/19/2013,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22FAUST%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,0.0,committee_found_no_cycle_activity
2014,house,95,R,Steve McMillan,unique_office_district_party_review,10,1,78.78787878787878,78.78787878787878,272.0,25145,STEPHEN A. MCMILLAN,Dissolved,07/03/2013,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22MILLAN%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,1.0,single_active_pcc_record
2014,house,96,R,Randy Davis,unique_office_district_party_review,65,1,85.5,85.5,316.0,25189,RANDALL (RANDY) M DAVIS,Dissolved,07/18/2013,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22DAVIS%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-24T23:43:10.830736+00:00,1.0,single_active_pcc_record
