cycle,chamber,district,party,candidate,surname,search_results,committee_match_status,name_score,office_compatible,district_compatible,fcpa_record_id,committee_id,fcpa_candidate_name,fcpa_party,fcpa_office,fcpa_jurisdiction,fcpa_place,committee_status,registered_date,search_url,retrieved_at_utc
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,True,False,206.0,25079,THOMAS E ACTION JACKSON,Democratic,State Representative,HOUSE DISTRICT 68,,Active,06/26/2013,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,4744.0,29619,ALONZO AKEEM JACKSON,Democratic,County Commissioner,SUMTER COUNTY,,Dissolved,01/04/2022,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,2719.0,27594,ANNIE PRUDE JACKSON,Democratic,County Board of Education,PICKENS COUNTY,,Dissolved,02/08/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,6066.0,30941,ANNIE PRUDE JACKSON,Democratic,County Board of Education,PICKENS COUNTY,,Active,11/10/2023,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,7218.0,32093,BARBARA R JACKSON,,City Council,DISTRICT 4,,Dissolved,06/12/2025,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,100.0,False,False,5795.0,30670,BILLY JACKSON,Republican,Probate Judge,CLEBURNE COUNTY,,Active,10/10/2023,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,True,False,681.0,25555,BOBBY WAYNE JACKSON,Republican,State Representative,HOUSE DISTRICT 5,,Dissolved,01/28/2014,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,76.92307692307692,False,False,2666.0,27541,BRIAN JACKSON,Republican,County Board of Education,CHILTON COUNTY,,Active,01/24/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,69.23076923076923,False,False,9489.0,34361,Carla Jackson,,City Council,,,Active,04/28/2026,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,3400.0,28275,CHRISTINE C JACKSON,Democratic,Revenue Commissioner,PERRY COUNTY,,Dissolved,01/15/2019,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,5133.0,30008,CHRISTOPHER LYNN JACKSON,Republican,County Board of Education,CLAY COUNTY,,Dissolved,01/29/2022,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,6346.0,31221,CHRISTOPHER BARNARD JACKSON,Democratic,County Commissioner,BARBOUR COUNTY,,Active,08/26/2024,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,8524.0,33399,Clifford Cee Jackson,Democratic,County Commissioner,LOWNDES COUNTY,,Active,01/14/2026,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,1789.0,26664,CYNTHIA A JACKSON,Republican,County Board of Education,ESCAMBIA COUNTY,,Dissolved,10/23/2017,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,8145.0,33020,Danny Jerome Jackson,Democratic,Sheriff,BULLOCK COUNTY,,Active,01/05/2026,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,69.23076923076923,False,False,1892.0,26767,DANNY JACKSON,Democratic,Sheriff,BULLOCK COUNTY,,Dissolved,01/10/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,69.23076923076923,False,False,2014.0,26889,DAVID JACKSON,Democratic,Circuit Clerk,CONECUH COUNTY,,Dissolved,01/10/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,5856.0,30731,DAVID F JACKSON,Democratic,Circuit Clerk,CONECUH COUNTY,,Dissolved,11/01/2023,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,3105.0,27980,DRUCILLA RUSS JACKSON,Democratic,County Commissioner,SUMTER COUNTY,,Active,01/30/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,3078.0,27953,DRUCILLA RUSS JACKSON,Democratic,County Commissioner,SUMTER COUNTY,,Dissolved,03/01/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,True,False,5297.0,30172,EVAN BRADLEY JACKSON,Republican,State Representative,HOUSE DISTRICT 32,,Active,04/03/2022,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,6545.0,31420,GARY WAYNE JACKSON,,Mayor,,,Dissolved,02/01/2025,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,7553.0,32428,GLENDA SARITA JACKSON,Republican,Secretary of State,,,Active,07/21/2025,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,1711.0,26586,MARSHELL RENA JACKSON HATCHER,Democratic,Circuit Court Judge,10TH JUDICIAL CIRCUIT,PLACE 8,Dissolved,09/11/2017,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,4929.0,29804,JAMIE DORSETT JACKSON,Republican,County Board of Education,AUTAUGA COUNTY,,Dissolved,01/20/2022,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,4499.0,29374,JEREMY HEATH JACKSON,Republican,Sheriff,ESCAMBIA COUNTY,,Active,06/07/2021,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,836.0,25710,JEREMY HEATH JACKSON,Republican,Sheriff,ESCAMBIA COUNTY,,Dissolved,03/03/2014,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,4885.0,29760,JEREMY SHANE JACKSON,Republican,County Commissioner,CULLMAN COUNTY,,Dissolved,01/14/2022,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,852.0,25726,JEREMY HEATH JACKSON,Republican,Sheriff,ESCAMBIA COUNTY,,Dissolved,02/10/2014,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,1081.0,25955,KAREN HAIDEN JACKSON,Independent,Circuit Court Judge,19TH JUDICIAL CIRCUIT,PLACE 2,Dissolved,07/23/2015,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,3331.0,28206,KAREN HAIDEN JACKSON,Independent,Probate Judge,AUTAUGA COUNTY,,Dissolved,05/18/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,6436.0,31311,KENNETH JACKSON,,City Council,DISTRICT 7,,Active,12/19/2024,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,2152.0,27027,KENNETH JACKSON,Democratic,County Commissioner,MARION COUNTY,,Dissolved,01/03/2018,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,8966.0,33841,Letetia Daniels Jackson,Democratic,County Commissioner,HOUSTON COUNTY,,Active,01/23/2026,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,6966.0,31841,MARCUS JACKSON,,City Council,DISTRICT 2,,Active,06/14/2025,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,66.5,False,False,3993.0,28868,MARY BETH JACKSON,Republican,County Commissioner,CLAY COUNTY,,Active,11/05/2019,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,4984.0,29859,DENISE LATRICE JACKSON-MASON,Democratic,County Board of Education,BULLOCK COUNTY,,Dissolved,01/28/2022,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,85.5,False,False,6846.0,31721,MICHAEL WAYNE JACKSON,,Mayor,,,Dissolved,06/10/2025,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
2018,house,8,D,Billy Jackson,JACKSON,54,surname_result_not_candidate,71.42857142857143,False,False,1301.0,26175,MICHAEL JACKSON,Democratic,District Attorney,4TH JUDICIAL CIRCUIT,,Dissolved,12/17/2015,https://fcpa.alabamavotes.gov/page.request.do?page=com.acf.common.page.committeesearchresults&pageNumber=1&pageSize=100&sortDirection=ASC&sortBy=candidateLastName&criteria=%5B%7B%22field_key%22%3A%22candidateLastName%22%2C%22comparison_type%22%3A%22like%22%2C%22comparison_value_1%22%3A%22JACKSON%22%7D%2C%7B%22field_key%22%3A%22committeeType%22%2C%22comparison_type%22%3A%22equalTo%22%2C%22comparison_value_1%22%3A%221%22%7D%5D,2026-08-16T16:55:35.947597+00:00
