cycle,chamber,district,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,war_eligible,winner_party,map_vintage,statewide_index_margin,statewide_index_offices,core_index_margin,core_index_offices,core_index_complete,baseline_quality,raw_overperformance,core_raw_overperformance,incumbent_count,incumbent_candidate,incumbent_party,incumbency_source,match_score,dem_incumbent,rep_incumbent,open_seat,incumbency_status,pres_2012_dem_votes,pres_2012_rep_votes,pres_2012_two_party_votes,pres_2012_dem_margin,pres_2012_fallback_share,pres_2012_source_complete,pres_2016_dem_votes,pres_2016_rep_votes,pres_2016_two_party_votes,pres_2016_dem_margin,pres_2016_fallback_share,pres_2016_source_complete,pres_swing_2012_2016,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_two_party_votes,pres_2020_dem_margin,pres_2020_fallback_share,pres_2020_source_complete,pres_swing_2016_2020,acs_vintage,NAME,B03002_001E,B15003_001E,nonwhite_share,college_share,white_college_share,C15002H_001E,white_college_method,dem_candidate_spending,rep_candidate_spending,log_spending_ratio_d_to_r,spending_constant,dem_finance_matched,rep_finance_matched,finance_complete,incumbency_advantage_d,dem_incumbent_i,rep_incumbent_i,prior_pres_dem_margin,prior_pres_swing,pres_trend_available,expected_raw_overperformance_oof,war_residual_oof,expected_raw_overperformance_loco,war_residual_loco,expected_raw_overperformance_final,war_residual_final,selected_ridge_alpha,war_model_se,war_final_ci_low,war_final_ci_high
2014,house,21,4558.0,9428.0,13986.0,-34.82053482053482,True,R,2012_enacted,-39.13908118492613,3,-38.53530305013359,2,True,complete_core_expanded,4.318546364391317,3.714768229598768,1,Jim Patterson,R,prior_winner_match,1.0,False,True,False,incumbent_running,7293.305407413452,14893.466155325972,22186.771562739425,-34.2553702616034,0.1541831441294325,True,,,,,,,,,,,,,,,2014,"State House District 21 (2014), Alabama",46647,33786,0.1749951765386841,0.4081572248860475,0.4079199637466448,28687,acs_c15002h_white_nh_bachelors_plus_direct,81356.79000000001,141994.11000000002,-0.5543294085167151,500.0,True,True,1,-1,0,1,-34.2553702616034,,0,3.8493692964527026,0.469177067938614,-1.0660273170225993,5.384573681413916,3.9184334303196473,0.40011293407166937,30,3.2383073547553174,-5.1067383103583195,7.755149088838268
2014,house,22,2998.0,8688.0,11686.0,-48.69074105767585,True,R,2012_enacted,-53.673929916727786,3,-52.52564629247641,2,True,complete_core_expanded,4.983188859051936,3.834905234800559,0,,,,,False,False,True,open,5033.438096636842,14876.729196747428,19910.167293384267,-49.43851528249744,0.1351775882478785,True,,,,,,,,,,,,,,,2014,"State House District 22 (2014), Alabama",47008,33008,0.1176608236895847,0.2201587493940862,0.2156484022906712,29511,acs_c15002h_white_nh_bachelors_plus_direct,5467.24,81360.91,-2.6187370785951183,500.0,True,True,1,0,0,0,-49.43851528249744,,0,7.526687806326677,-2.543498947274741,-0.9102085080268314,5.893397367078768,6.856835491203988,-1.8736466321520515,30,2.86131059004334,-7.213145076740239,4.00007421199774
2014,house,23,4139.0,5493.0,9632.0,-14.057308970099667,True,R,2012_enacted,-37.105930225477564,3,-35.071368901623565,2,True,complete_core_expanded,23.048621255377896,21.014059931523896,1,John Robinson,D,prior_winner_match+wikipedia_incumbent_annotation,1.0,True,False,False,incumbent_running,5170.691701625301,12190.580894976454,17361.272596601753,-40.43418565252646,0.0502996561791092,True,,,,,,,,,,,,,,,2014,"State House District 23 (2014), Alabama",45002,31770,0.1103062086129504,0.1365439093484419,0.1384428223844282,28770,acs_c15002h_white_nh_bachelors_plus_direct,45107.45,97501.41,-0.7649107859534486,500.0,True,True,1,1,1,0,-40.43418565252646,,0,16.902292403973597,6.146328851404299,7.8988005474947,15.149820707883196,19.09609655934425,3.9525246960336453,30,3.8175861320772198,-2.4406724927876837,11.505863759434643
2014,house,24,4338.0,6877.0,11215.0,-22.639322336156933,True,R,2012_enacted,-53.67219658800622,2,,1,False,incomplete_core,31.03287425184929,,0,,,,,False,False,True,open,3459.693608887668,11822.992771206504,15282.686380094172,-54.724012220862605,0.2540019532079317,True,,,,,,,,,,,,,,,2014,"State House District 24 (2014), Alabama",46093,31069,0.1580934198251361,0.1183494801892561,0.1249409112395912,27501,acs_c15002h_white_nh_bachelors_plus_direct,68777.56999999999,208726.36,-1.1052955394957458,500.0,True,True,1,0,0,0,-54.724012220862605,,0,8.457959979198687,22.574914272650602,1.286996527084405,29.745877724764885,9.12206652224531,21.91080772960398,30,3.142893274144643,16.095144797922536,28.724132386360143
2014,house,27,4856.0,6996.0,11852.0,-18.05602429969625,True,R,2012_enacted,-58.45004513656634,3,-58.01023236737412,2,True,complete_core_expanded,40.39402083687008,39.95420806767786,0,,,,,False,False,True,open,431.1447200867542,1721.5214528638148,2152.666172950569,-59.9431880795709,0.2006154037677333,True,,,,,,,,,,,,,,,2014,"State House District 27 (2014), Alabama",45863,32211,0.0683775592525565,0.1845642792834746,0.1858523436986391,30422,acs_c15002h_white_nh_bachelors_plus_direct,40150.4,331338.36,-2.099639306844352,500.0,True,True,1,0,0,0,-59.9431880795709,,0,7.020316935632341,33.37370390123773,0.24058682868400438,40.153434008186075,8.51574071240239,31.878280124467686,30,3.1936780520719603,25.917026948442533,38.497388312697126
2014,house,28,6827.0,3704.0,10531.0,29.65530338999145,True,D,2012_enacted,-0.4682397775492834,3,1.5465474004387298,2,True,complete_core_expanded,30.12354316754073,28.108755989552723,1,Craig Ford,D,prior_winner_match+wikipedia_incumbent_annotation,1.0,True,False,False,incumbent_running,8091.542362675133,10795.04576994391,18886.588132619043,-14.314408660183329,0.2570296462500597,True,,,,,,,,,,,,,,,2014,"State House District 28 (2014), Alabama",46218,31418,0.365463672162361,0.1386148067986504,0.152438739789965,21425,acs_c15002h_white_nh_bachelors_plus_direct,0.0,51168.63,,500.0,False,True,0,1,1,0,-14.314408660183329,,0,13.571191880309232,16.5523512872315,7.207217817764649,22.91632534977608,15.668747969338359,14.454795198202373,30,3.3762940657668703,8.54561531280486,21.599929812746886
2014,house,29,4476.0,8785.0,13261.0,-32.493778749717215,True,R,2012_enacted,-44.15493261963224,3,-42.06316276857257,2,True,complete_core_expanded,11.661153869915026,9.569384018855352,1,Becky Nordgren,R,prior_winner_match,1.0,False,True,False,incumbent_running,3280.987201476196,11995.378670440216,15276.365871916412,-57.044925095596746,0.2496197732996556,True,,,,,,,,,,,,,,,2014,"State House District 29 (2014), Alabama",46767,31846,0.1247246990399213,0.1269233184701375,0.1302382194400973,28755,acs_c15002h_white_nh_bachelors_plus_direct,42398.27,134472.65,-1.1462406665406693,500.0,True,True,1,-1,0,1,-57.044925095596746,,0,8.509490040624604,3.151663829290422,-0.4387263181221712,12.099880188037197,8.012552572706042,3.648601297208984,30,3.0207363113091605,-2.104496243428803,9.904268660126121
2014,house,33,2748.0,8343.0,11091.0,-50.44630781714904,True,R,2012_enacted,-29.69734870333789,3,-26.94091066537936,2,True,complete_core_expanded,-20.74895911381115,-23.505397151769685,1,Ron Johnson,R,prior_winner_match+wikipedia_incumbent_annotation,1.0,False,True,False,incumbent_running,6193.72883349941,11750.105044682306,17943.833878181715,-30.965379243390185,0.0391679897814089,True,,,,,,,,,,,,,,,2014,"State House District 33 (2014), Alabama",45329,31363,0.2662092700037504,0.1102573095685999,0.1274284520576561,23935,acs_c15002h_white_nh_bachelors_plus_direct,444.21,27406.46,-3.3862648831939737,500.0,True,True,1,-1,0,1,-30.965379243390185,,0,5.0239311669840365,-25.77289028079519,-4.38062327927406,-16.368335834537092,3.729866525362302,-24.47882563917345,30,2.581445532787794,-29.79565297110618,-19.586028784885283
2014,house,37,5518.0,5949.0,11467.0,-3.758611668265457,True,R,2012_enacted,-24.408795630753943,3,-22.43110626219034,2,True,complete_core_expanded,20.650183962488484,18.67249459392488,0,,,,,False,False,True,open,7268.617902046385,12172.438191844967,19441.056093891355,-25.22404269662815,0.1130757421171497,True,,,,,,,,,,,,,,,2014,"State House District 37 (2014), Alabama",46579,32468,0.322162347839155,0.1126031785142294,0.1313334793080797,22835,acs_c15002h_white_nh_bachelors_plus_direct,38749.22,87148.92,-0.8034077181376708,500.0,True,True,1,0,0,0,-25.22404269662815,,0,6.42497946512119,14.225204497367294,0.330092048360215,20.32009191412827,7.174473807421063,13.475710155067421,30,2.538423028674026,8.938293307585266,19.0217080944567
2014,house,39,7786.0,5928.0,13714.0,13.54819892081085,True,D,2012_enacted,-44.09278937228465,3,-42.28712151682042,2,True,complete_core_expanded,57.6409882930955,55.83532043763127,1,Richard Lindsey,D,prior_winner_match+wikipedia_incumbent_annotation,1.0,True,False,False,incumbent_running,3721.856564648812,13973.359524747611,17695.216089396425,-57.93375400621328,0.3164090648204231,True,,,,,,,,,,,,,,,2014,"State House District 39 (2014), Alabama",44810,31728,0.1094398571747378,0.1219427634896621,0.1225848971521731,28829,acs_c15002h_white_nh_bachelors_plus_direct,125059.08,2469.0,3.744551208991027,500.0,True,True,1,1,1,0,-57.93375400621328,,0,19.32565047306115,38.31533782003436,14.238872885228162,43.40211540786734,23.900994345729178,33.73999394736633,30,6.153015709940744,22.450492891802195,47.3849589948339
2014,house,40,9105.0,22356.0,31461.0,-42.11881376942882,True,R,2012_enacted,-38.21125374730551,2,,1,False,incomplete_core,-3.907560022123313,,0,,,,,False,False,True,open,5240.549388874008,13473.455984832488,18714.00537370649,-43.99328968626811,0.212990474525911,True,,,,,,,,,,,,,,,2014,"State House District 40 (2014), Alabama",47151,29882,0.1571970901995716,0.2003547285991566,0.2039089184060721,26350,acs_c15002h_white_nh_bachelors_plus_direct,5571.84,0.0,,500.0,True,False,0,0,0,0,-43.99328968626811,,0,9.809407330250803,-13.716967352374116,1.724456601674891,-5.632016623798204,9.178380590227329,-13.085940612350642,30,3.0110145595557514,-18.535011317393447,-7.237005776088263
2014,house,47,2642.0,7073.0,9715.0,-45.609881626351005,True,R,2012_enacted,-41.24418483856137,3,-40.01457995024652,2,True,complete_core_expanded,-4.365696787789638,-5.595301676104484,1,Jack Williams,R,wikipedia_incumbent_annotation,1.0,False,True,False,incumbent_running,6317.033115220484,5220.543257467994,11537.576372688478,9.503641166337829,0.7667621073027017,True,,,,,,,,,,,,,,,2014,"State House District 47 (2014), Alabama",45875,31793,0.3876403269754768,0.502123108860441,0.5625290778821996,21494,acs_c15002h_white_nh_bachelors_plus_direct,0.0,430371.18,,500.0,False,True,0,-1,0,1,9.503641166337829,,0,-0.038978072694671795,-4.326718715094966,-2.9173775825239914,-1.4483192052656464,-0.7978030663634725,-3.5678937214261652,30,2.9442914895775814,-8.908347818981543,2.425288309459965
2014,house,52,7305.0,2207.0,9512.0,53.59545836837679,True,D,2012_enacted,54.67614839337369,3,55.12502961868937,2,True,complete_core_expanded,-1.0806900249968976,-1.5295712503125785,1,John W. Rogers  Jr.,D,prior_winner_match+wikipedia_incumbent_annotation,0.9166666666666666,True,False,False,incumbent_running,8753.319658605975,6291.405533428165,15044.72519203414,16.363968724941156,0.7667621073027016,True,,,,,,,,,,,,,,,2014,"State House District 52 (2014), Alabama",44093,29814,0.653845281563967,0.3376937009458644,0.602523082548679,10939,acs_c15002h_white_nh_bachelors_plus_direct,129823.58,0.0,,500.0,True,False,0,1,1,0,16.363968724941156,,0,4.851741660670921,-5.932431685667819,5.1281171870877476,-6.208807212084645,4.178492525759303,-5.259182550756201,30,3.4298615701366115,-11.597202039973498,0.17683800463298666
2014,house,53,4166.0,1190.0,5356.0,55.56385362210605,True,D,2012_enacted,31.611104200798938,3,30.63697443372168,2,True,complete_core_expanded,23.952749421307114,24.926879188384376,0,,,,,False,False,True,open,8428.199645384937,3237.197739736262,11665.3973851212,44.49914335768461,0.1541831441294325,True,,,,,,,,,,,,,,,2014,"State House District 53 (2014), Alabama",43590,26220,0.6994494150034412,0.1602212051868802,0.1842295386520796,9689,acs_c15002h_white_nh_bachelors_plus_direct,71777.88,2015.78,3.3579352402785325,500.0,True,True,1,0,0,0,44.49914335768461,,0,3.099404108653998,20.853345312653115,2.2995526301137623,21.653196791193352,5.949310228367429,18.003439192939688,30,3.550685408750389,12.715183524225703,25.588472622123845
2014,house,56,7960.0,3680.0,11640.0,36.76975945017182,True,D,2012_enacted,41.94894784320729,3,42.17062447615973,2,True,complete_core_expanded,-5.179188393035474,-5.400865025987912,0,,,,,False,False,True,open,19468.17064239699,15775.602120550926,35243.77276294792,10.477222591016403,0.7667621073027016,True,,,,,,,,,,,,,,,2014,"State House District 56 (2014), Alabama",45554,30099,0.6933090398208719,0.2239609289345161,0.2710158434296365,10730,acs_c15002h_white_nh_bachelors_plus_direct,52291.38,138717.54,-0.9696898259008988,500.0,True,True,1,0,0,0,10.477222591016403,,0,-0.11650599169077491,-5.062682401344699,-1.781075247591208,-3.3981131454442663,-0.9056334487844953,-4.273554944250979,30,2.908745200322973,-9.857238829173214,0.9901871688200093
2014,house,69,9396.0,4340.0,13736.0,36.808386721025045,True,D,2012_enacted,36.1969452530122,3,38.56855797761442,2,True,complete_core_expanded,0.6114414680128419,-1.7601712565893737,0,,,,,False,False,True,open,7739.492610374311,5018.161080822573,12757.653691196883,21.33097194376367,0.5102578321340535,False,,,,,,,,,,,,,,,2014,"State House District 69 (2014), Alabama",45606,30328,0.6949743454808578,0.1371340015826958,0.2113953044474136,10478,acs_c15002h_white_nh_bachelors_plus_direct,36933.57,4119.93,2.092188341943437,500.0,True,True,1,0,0,0,21.33097194376367,,0,4.238581926202425,-3.627140458189583,1.6513269778530772,-1.0398855098402353,3.6433848307610965,-3.0319433627482546,30,3.227748621132712,-8.31141124371797,3.601472576719219
2014,house,74,3621.0,9481.0,13102.0,-44.72599603114028,True,R,2012_enacted,-22.126576567098507,3,-17.70120345930871,2,True,complete_core_expanded,-22.599419464041777,-27.02479257183157,0,,,,,False,False,True,open,,,,,,False,,,,,,,,,,,,,,,2014,"State House District 74 (2014), Alabama",45637,31418,0.3418936389333217,0.3791775415366987,0.3753561565773901,22813,acs_c15002h_white_nh_bachelors_plus_direct,4189.66,22004.86,-1.5683712007249204,500.0,True,True,1,0,0,0,,,0,2.6281188938168643,-25.22753835785864,-0.6423965831337359,-21.957022880908042,1.915501859528883,-24.51492132357066,30,2.6725785499454298,-29.69741759277752,-19.33236356625144
2014,house,77,6891.0,3775.0,10666.0,29.21432589536846,True,D,2012_enacted,31.02656034111321,3,34.262856922788714,2,True,complete_core_expanded,-1.8122344457447497,-5.048531027420253,1,John Knight,D,prior_winner_match+wikipedia_incumbent_annotation,1.0,True,False,False,incumbent_running,,,,,,False,,,,,,,,,,,,,,,2014,"State House District 77 (2014), Alabama",45859,27789,0.7203166226912929,0.3365360394400662,0.5298270745932672,9773,acs_c15002h_white_nh_bachelors_plus_direct,59333.67,0.0,,500.0,True,False,0,1,1,0,,,0,5.4367532937881755,-7.248987739532925,7.236180892431886,-9.048415338176635,2.961473224542091,-4.773707670286841,30,4.107466664111218,-13.24026232332854,1.95973771693599
2014,house,78,6998.0,2637.0,9635.0,45.26206538661131,True,D,2012_enacted,62.51597656464245,3,64.43775999458164,2,True,complete_core_expanded,-17.25391117803114,-19.17569460797033,1,Alvin Holmes,D,prior_winner_match+wikipedia_incumbent_annotation,1.0,True,False,False,incumbent_running,,,,,,False,,,,,,,,,,,,,,,2014,"State House District 78 (2014), Alabama",45829,27436,0.7737895219184359,0.1838095932351654,0.2302168208810937,7241,acs_c15002h_white_nh_bachelors_plus_direct,22704.42,27452.13,-0.1861506264433414,500.0,True,True,1,1,1,0,,,0,10.17082074258,-27.424731920611137,7.770959019050894,-25.02487019708203,6.7540281782894755,-24.007939356320612,30,3.7974983565690863,-31.879660917941795,-17.197667338765992
2014,house,79,3535.0,5136.0,8671.0,-18.46384500057664,True,R,2012_enacted,-20.85986581305748,3,-15.842162747111653,2,True,complete_core_expanded,2.3960208124808453,-2.6216822534649804,1,Mike Hubbard,R,prior_winner_match+wikipedia_incumbent_annotation,1.0,False,True,False,incumbent_running,4046.9883198905823,6526.570374080477,10573.55869397106,-23.450780630779768,0.3377081145942703,True,,,,,,,,,,,,,,,2014,"State House District 79 (2014), Alabama",49758,22572,0.2532055146911049,0.6222753854332802,0.6860169491525424,16520,acs_c15002h_white_nh_bachelors_plus_direct,12782.46,1233935.72,-4.531924869908576,500.0,True,True,1,-1,0,1,-23.450780630779768,,0,-5.687916661877113,8.083937474357958,-6.885250837455436,9.281271649936281,-5.992209730266241,8.388230542747086,30,3.0643317235688468,2.2822307863105262,14.309727059795685
2014,house,80,2240.0,4702.0,6942.0,-35.46528377989052,True,R,2012_enacted,-35.65421138171933,3,-34.03211766017242,2,True,complete_core_expanded,0.1889276018288086,-1.433166119718102,1,Lesley Vance,R,prior_winner_match,1.0,False,True,False,incumbent_running,6051.113950940021,11585.043928857527,17636.15787979755,-31.37831956163592,0.2070162514937502,True,,,,,,,,,,,,,,,2014,"State House District 80 (2014), Alabama",46006,29965,0.2495326696517845,0.2164859002169197,0.2003820844831246,23555,acs_c15002h_white_nh_bachelors_plus_direct,11922.4,202775.91,-2.795062924225515,500.0,True,True,1,-1,0,1,-31.37831956163592,,0,4.611431661053478,-4.42250405922467,-3.721603072488145,3.9105306743169534,3.505469714081082,-3.3165421122522734,30,2.358749853842811,-8.01213024295048,1.479296960986123
2014,house,81,4352.0,9119.0,13471.0,-35.3871279043872,True,R,2012_enacted,-38.831579845627736,3,-35.09394902802864,2,True,complete_core_expanded,3.444451941240537,-0.2931788763585601,1,Mark M. Tuggle,R,prior_winner_match,1.0,False,True,False,incumbent_running,5867.90820416658,14784.681829444804,20652.590033611385,-43.17508656670413,0.1164068882016644,True,,,,,,,,,,,,,,,2014,"State House District 81 (2014), Alabama",45421,32144,0.2362563571916074,0.1715405674464908,0.1980921849955041,25579,acs_c15002h_white_nh_bachelors_plus_direct,29644.05,128068.42,-1.4504736568977532,500.0,True,True,1,-1,0,1,-43.17508656670413,,0,4.305437004004818,-0.8609850627642812,-1.5545540236278979,4.999005964868434,4.969665422113968,-1.5252134808734308,30,2.577814124260459,-6.4636933902319305,3.738705768322118
