test_cycle,chamber,district,actual,specification,prediction,dem_spending,rep_spending,dem_matched,rep_matched,log_gap_10k,log_gap_50k,log_gap_100k
2014,house,1,-2.9316640584246216,public_80_20_total_ridge,-17.1160474114408,0.0,19368.35,1,1,-1.0773324708630594,-0.3274077061881305,-0.17704390445483847
2014,house,2,-24.20747188973522,public_80_20_total_ridge,-41.314466521111775,27730.88,0.0,1,1,1.3278937643253426,0.4412295989900879,0.24475536457546923
2014,house,3,19.745318352059925,public_80_20_total_ridge,-10.332128688991167,55561.97,19982.74,1,1,0.7823739194733301,0.4110495336160391,0.2596962740275408
2014,house,5,-12.74106860575403,public_80_20_total_ridge,-43.285745368681845,18907.73,183582.89,1,1,-1.9015967594357057,-1.2207686400999114,-0.8691566471860557
2014,house,7,-4.464516129032258,public_80_20_total_ridge,-33.06511025673657,32575.7,177937.53,1,1,-1.4848259523889868,-1.0153561518010017,-0.7402425731694191
2014,house,8,-19.82799808886765,public_80_20_total_ridge,-33.04967360467383,96098.7,181697.38,1,1,-0.5915481898169075,-0.46114970294688273,-0.3622152702550524
2014,house,10,-93.43782654127482,public_80_20_total_ridge,-23.862092951287146,256283.34,13784.18,1,1,2.415540276061284,1.5690054240191174,1.1414228169574663
2014,house,16,-50.63682809239404,public_80_20_total_ridge,-41.0528145455135,96890.98,171889.42,1,1,-0.5315894834585282,-0.41248847068698424,-0.32274526497698497
2014,house,17,-32.21109334231125,public_80_20_total_ridge,-58.36036576815988,0.0,73908.28,1,1,-2.1271392045250597,-0.9075186090612206,-0.5533578478096738
2014,house,18,19.0158983923972,public_80_20_total_ridge,-30.81750636239357,71440.4,0.0,1,0,2.0972863713874608,0.8874006020213907,0.5390654983522964
2014,house,21,-34.82053482053482,public_80_20_total_ridge,-29.90653137021032,81356.79000000001,141994.11000000002,1,1,-0.5090691605318445,-0.37954748573096564,-0.2884470805778827
2014,house,22,-48.69074105767585,public_80_20_total_ridge,-40.01406643484732,5467.24,81360.91,1,1,-1.77609346761096,-0.8621559970034902,-0.5420886404637725
2014,house,23,-14.057308970099667,public_80_20_total_ridge,-35.94822629629538,45107.45,97501.41,1,1,-0.6682190480303412,-0.4388304299822242,-0.30827122108335125
2014,house,24,-22.639322336156933,public_80_20_total_ridge,-51.41124145514379,68777.56999999999,208726.36,1,1,-1.0211931391516669,-0.7785183936980614,-0.6038736240234592
2014,house,27,-18.05602429969625,public_80_20_total_ridge,-57.06162708947235,0.0,0.0,1,1,0.0,0.0,0.0
2014,house,28,29.65530338999145,public_80_20_total_ridge,-14.35015007877756,0.0,0.0,0,1,0.0,0.0,0.0
2014,house,29,-32.493778749717215,public_80_20_total_ridge,-49.849436191300185,42398.27,134472.65,1,1,-1.014216640766818,-0.6913929584811483,-0.49871109992665824
2014,house,33,-50.44630781714904,public_80_20_total_ridge,-13.959020855102324,0.0,27406.46,1,1,-1.31925832378353,-0.43704723421703173,-0.24221226230086443
2014,house,37,-3.758611668265457,public_80_20_total_ridge,-22.64664713217068,0.0,87148.92,1,1,-2.273659965937966,-1.0090443373345963,-0.6267344775735876
2014,house,39,13.54819892081085,public_80_20_total_ridge,-50.59130904756422,125059.08,2469.0,1,1,2.3824667483216926,1.2049009979420766,0.7868026317045191
2014,house,40,-42.11881376942882,public_80_20_total_ridge,-34.28768858868833,5571.84,0.0,1,0,0.44287906184907794,0.10565359270655214,0.05422148305552526
2014,house,47,-45.609881626351005,public_80_20_total_ridge,9.724528616661178,0.0,430371.18,0,1,-3.785032869204527,-2.2625360913045047,-1.668406915057364
2014,house,52,53.59545836837679,public_80_20_total_ridge,20.75792943335381,129823.58,0.0,1,0,2.6377963921104555,1.2799532537279898,0.8321417851284764
2014,house,53,55.56385362210605,public_80_20_total_ridge,22.02984529635481,71777.88,2015.78,1,1,1.9177860054591451,0.8506515955026984,0.5210747396941557
2014,house,56,36.76975945017182,public_80_20_total_ridge,14.796550938886952,52291.38,138717.54,1,1,-0.8702257486656628,-0.6124259923973041,-0.4494853525212936
2014,house,69,36.808386721025045,public_80_20_total_ridge,23.486363650204822,36933.57,4119.93,1,1,1.2011459231110293,0.47394175389359494,0.2739525098948084
2014,house,79,-18.46384500057664,public_80_20_total_ridge,-19.924058039994613,12782.46,1233935.72,1,1,-4.00004465828532,-3.0180096855916867,-2.470428208888314
2014,house,80,-35.46528377989052,public_80_20_total_ridge,-17.892702257149367,11922.4,202775.91,1,1,-2.2727306010346933,-1.4066213767902866,-0.9951871869189579
2014,house,81,-35.3871279043872,public_80_20_total_ridge,-33.03032873768195,29644.05,128068.42,1,1,-1.2478084856233127,-0.8046005267134397,-0.5648530535131343
2014,house,83,31.27731302284929,public_80_20_total_ridge,16.14895766278555,34722.56,17008.31,1,1,0.5043334758606648,0.23456527647199915,0.1409725947721903
2014,house,84,26.10221727591816,public_80_20_total_ridge,11.67330930199954,28808.66,6274.21,1,1,0.869061771391133,0.3367865408135783,0.19230540676268115
2014,house,85,25.833151818775868,public_80_20_total_ridge,-27.608988305575988,0.0,23120.42,1,1,-1.1975649176020282,-0.3800846656837464,-0.2079927148427568
2014,house,89,-0.7576449109995436,public_80_20_total_ridge,-19.327542354689324,15129.48,191631.87,1,1,-2.0824019500786193,-1.311038081118158,-0.9294348796732078
2014,house,90,-13.425381903642773,public_80_20_total_ridge,-24.05579507163669,25933.06,263838.08,1,1,-2.0308792197050147,-1.41902502142589,-1.0609584375670098
2014,house,93,-53.44190732034923,public_80_20_total_ridge,-38.04328286629966,35451.439999999995,128099.33,1,1,-1.111328705556731,-0.7343931669772229,-0.5211679922740015
2014,house,98,30.37194473963868,public_80_20_total_ridge,22.54217825914013,129972.6,19512.03,1,1,1.5566487123395458,0.9513047859640393,0.6545431356310163
2014,house,103,46.17489899648117,public_80_20_total_ridge,25.930180646797865,74045.27,2539.02,1,1,1.9025102000142398,0.8590904479963124,0.5290720287254179
2014,senate,1,-25.290301477402824,public_80_20_total_ridge,-32.424636153303325,53541.35,0.0,1,1,1.849105782080545,0.72794804439986,0.4287997258700765
2014,senate,4,-47.21189591078067,public_80_20_total_ridge,-58.03052778501208,117209.0,306800.0,1,1,-0.9124392568202646,-0.7579308737527184,-0.6274616405090025
2014,senate,6,-0.1902598324577595,public_80_20_total_ridge,-22.1843026125724,714042.38,300619.23,1,1,0.8462821053585077,0.7789224390186706,0.7090010034542096
2014,senate,7,-29.67655979816878,public_80_20_total_ridge,-10.662230613585375,7303.13,190401.8,1,1,-2.449436941212003,-1.4339564431431548,-0.995607661517478
2014,senate,8,-44.60093896713615,public_80_20_total_ridge,-41.6981933918813,0.0,350952.44,1,1,-3.5861611115073257,-2.081819811353201,-1.506191693408411
2014,senate,10,-3.458951003155325,public_80_20_total_ridge,-40.17435023085725,256283.34,4133.52,1,1,2.9360116488117063,1.733057033910277,1.2300523912994412
2014,senate,11,-55.39154605578453,public_80_20_total_ridge,-44.40676004299531,6034.09,375813.03,1,1,-3.1806357932002265,-2.028040097690372,-1.5012643367677132
2014,senate,12,-13.9290658265311,public_80_20_total_ridge,-29.33010302129017,0.0,1443159.04,0,1,-4.978910020883649,-3.3966263102154186,-2.736416733001306
2014,senate,13,-23.30218526966375,public_80_20_total_ridge,-26.92694593393906,0.0,763837.51,1,1,-4.348776823155644,-2.7897377214832177,-2.1562144979994944
2014,senate,16,-54.472259624632464,public_80_20_total_ridge,-25.32378928928611,37241.33,0.0,1,1,1.5526840520454857,0.5566551810893947,0.31657072300737105
2014,senate,21,-24.79282622139765,public_80_20_total_ridge,-25.9458517336919,0.0,570825.71,0,1,-4.061865636065733,-2.519027376887438,-1.9033391705967917
