county_key,precinct_key,district,district_activity,precinct_activity,allocation_weight,chamber,cycle
JEFFERSON,2440 - SOUTHTOWN HOUSING,47.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,48.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,51.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,52.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,54.0,144.0,144.0,1.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,55.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,56.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,57.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,58.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,59.0,0.0,144.0,0.0,house,2014
JEFFERSON,2440 - SOUTHTOWN HOUSING,60.0,0.0,144.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,14.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,15.0,1991.0,3059.0,0.6508662961752206,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,16.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,43.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,44.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,45.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,46.0,666.0,3059.0,0.2177182085648905,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,47.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,48.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,51.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,52.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,54.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,55.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,56.0,402.0,3059.0,0.13141549525988885,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,57.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,58.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,59.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3010 - HUNTER STREET BAP,60.0,0.0,3059.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,14.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,15.0,3540.0,3540.0,1.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,16.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,43.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,44.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,45.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,46.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,47.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,48.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,51.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,52.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,54.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,55.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,56.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,57.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,58.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,59.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3020 - PLEASANT HILL UNI,60.0,0.0,3540.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,14.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,15.0,732.0,2658.0,0.27539503386004516,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,16.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,43.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,44.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,45.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,46.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,47.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,48.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,51.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,52.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,54.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,55.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,56.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,57.0,1926.0,2658.0,0.7246049661399548,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,58.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,59.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3030 - PLEASANT GROVE FI,60.0,0.0,2658.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,14.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,15.0,270.0,2542.0,0.10621557828481511,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,16.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,43.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,44.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,45.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,46.0,2272.0,2542.0,0.8937844217151849,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,47.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,48.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,51.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,52.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,54.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,55.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,56.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,57.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,58.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,59.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3040 - PRINCE OF PEACE C,60.0,0.0,2542.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,14.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,15.0,819.0,1927.0,0.42501297353399065,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,16.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,43.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,44.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,45.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,46.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,47.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,48.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,51.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,52.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,54.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,55.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,56.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,57.0,1108.0,1927.0,0.5749870264660093,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,58.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,59.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3050 - PLEASANT RIDGE BA,60.0,0.0,1927.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,14.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,15.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,16.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,43.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,44.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,45.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,46.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,47.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,48.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,51.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,52.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,54.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,55.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,56.0,2096.0,2096.0,1.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,57.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,58.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,59.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3060 - BESSEMER CIVIC CE,60.0,0.0,2096.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,14.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,15.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,16.0,746.0,1844.0,0.40455531453362253,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,43.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,44.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,45.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,46.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,47.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,48.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,51.0,1098.0,1844.0,0.5954446854663774,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,52.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,54.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,55.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,56.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,57.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,58.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,59.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3070 - MT_ OLIVE COMMUNI,60.0,0.0,1844.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,14.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,15.0,1142.0,1647.0,0.6933819064966606,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,16.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,43.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,44.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,45.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,46.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,47.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,48.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,51.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,52.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,54.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,55.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,56.0,505.0,1647.0,0.3066180935033394,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,57.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,58.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,59.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3080 - MORGAN RD UNITED,60.0,0.0,1647.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,14.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,15.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,16.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,43.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,44.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,45.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,46.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,47.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,48.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,51.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,52.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,54.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,55.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,56.0,335.0,1199.0,0.2793994995829858,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,57.0,864.0,1199.0,0.7206005004170142,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,58.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,59.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3090 - BROOKLANE COMMUNI,60.0,0.0,1199.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,14.0,1313.0,1313.0,1.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,15.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,16.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,43.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,44.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,45.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,46.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,47.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,48.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,51.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,52.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,54.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,55.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,56.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,57.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,58.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,59.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3100 - BAGLEY JUNIIOR HI,60.0,0.0,1313.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,14.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,15.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,16.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,43.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,44.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,45.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,46.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,47.0,1294.0,1294.0,1.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,48.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,51.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,52.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,54.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,55.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,56.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,57.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,58.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,59.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3110 - OAKMONT PRESBYTER,60.0,0.0,1294.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,14.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,15.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,16.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,43.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,44.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,45.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,46.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,47.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,48.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,51.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,52.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,54.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,55.0,712.0,1106.0,0.64376130198915,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,56.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,57.0,394.0,1106.0,0.3562386980108499,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,58.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,59.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3120 - ADAMSVILLE BAPTIS,60.0,0.0,1106.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,14.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,15.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,16.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,43.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,44.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,45.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,46.0,1212.0,1212.0,1.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,47.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,48.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,51.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,52.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,54.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,55.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,56.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,57.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,58.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,59.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3130 - SHADES CREST BAPT,60.0,0.0,1212.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,14.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,15.0,1165.0,1165.0,1.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,16.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,43.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,44.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,45.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,46.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,47.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,48.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,51.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,52.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,54.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,55.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,56.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,57.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,58.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,59.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3140 - VALLEY CREEK BAPT,60.0,0.0,1165.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,14.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,15.0,1076.0,1076.0,1.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,16.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,43.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,44.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,45.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,46.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,47.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,48.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,51.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,52.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,54.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,55.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,56.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,57.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,58.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,59.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3150 - UNION HILL BAPTIS,60.0,0.0,1076.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,14.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,15.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,16.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,43.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,44.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,45.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,46.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,47.0,0.0,1321.0,0.0,house,2014
JEFFERSON,3160 - ROSS BRIDGE WELCO,48.0,0.0,1321.0,0.0,house,2014
