finance_name_norm,finance_name,candidate_expenditures,expenditure_transactions,committee_count,cycle,finance_canonical
THOMAS BOATWRIGHT,THOMAS BOATWRIGHT,21467.54,58,1,2018,THOMAS BOATWRIGHT
THOMAS BURT,THOMAS BURT,8057.4400000000005,16,1,2018,THOMAS BURT
THOMAS COLEY,THOMAS COLEY,439.09000000000003,2,1,2018,THOMAS COLEY
THOMAS FREDRICKS,THOMAS FREDRICKS,52206.82,81,1,2018,THOMAS FREDRICKS
THOMAS HOLMES,THOMAS HOLMES,19727.23,78,1,2018,THOMAS HOLMES
THOMAS HYCHE,THOMAS HYCHE,20174.35,100,1,2018,THOMAS HYCHE
THOMAS LOLLEY,THOMAS LOLLEY,3967.39,3,1,2018,THOMAS LOLLEY
THOMAS PARCHMAN,THOMAS PARCHMAN,3860.0,16,1,2018,THOMAS PARCHMAN
THOMAS PRESTON,THOMAS PRESTON,10385.64,14,1,2018,THOMAS PRESTON
THOMAS RODGERS,THOMAS RODGERS,250.0,3,1,2018,THOMAS RODGERS
THOMAS SLICK,THOMAS SLICK,6145.28,22,1,2018,THOMAS SLICK
THOMAS THRASH,THOMAS THRASH,51864.07,110,1,2018,THOMAS THRASH
THOMAS TOM PARKER,"THOMAS ""TOM"" PARKER",845666.84,305,2,2018,THOMAS TOM PARKER
THOMAS WRIGHT,THOMAS WRIGHT,30142.329999999998,61,1,2018,THOMAS WRIGHT
THOMAS YARBROUGH,THOMAS YARBROUGH,168.0,1,1,2018,THOMAS YARBROUGH
TIERRE AGNEW,TIERRE AGNEW,9190.0,9,1,2018,TIERRE AGNEW
TIFFANY MCCORD,TIFFANY MCCORD,40906.44,90,1,2018,TIFFANY MCCORD
TIJUANNA ADETUNJI,TIJUANNA ADETUNJI,5975.0,13,1,2018,TIJUANNA ADETUNJI
TIM CHOATE,TIM CHOATE,8259.49,22,1,2018,TIM CHOATE
TIM CLARDY,TIM CLARDY,3641.49,4,1,2018,TIM CLARDY
TIM GUFFEY,TIM GUFFEY,7108.4,29,1,2018,TIM GUFFEY
TIM RILEY,TIM RILEY,19093.55,57,1,2018,TIM RILEY
TIM WADSWORTH,TIM WADSWORTH,87489.23,72,1,2018,TIM WADSWORTH
TIMOTHY BURGESS,TIMOTHY BURGESS,2179.92,1,1,2018,TIMOTHY BURGESS
TIMOTHY COVIN,TIMOTHY ` COVIN,7367.78,31,1,2018,TIMOTHY COVIN
TIMOTHY COX,TIMOTHY COX,1521.41,11,1,2018,TIMOTHY COX
TIMOTHY ESTES,TIMOTHY ESTES,2504.5600000000004,5,1,2018,TIMOTHY ESTES
TIMOTHY EVANS,TIMOTHY EVANS,28872.52,40,1,2018,TIMOTHY EVANS
TIMOTHY HODGES,TIMOTHY HODGES,17612.36,82,1,2018,TIMOTHY HODGES
TIMOTHY LANGDALE,TIMOTHY LANGDALE,622.0,3,1,2018,TIMOTHY LANGDALE
TIMOTHY MALONEY,TIMOTHY MALONEY,83949.87,75,1,2018,TIMOTHY MALONEY
TIMOTHY MCCRANEY,TIMOTHY MCCRANEY,144.0,1,1,2018,TIMOTHY MCCRANEY
TIMOTHY MELSON,TIMOTHY MELSON,243734.67,147,1,2018,TIMOTHY MELSON
TIMOTHY MILLICAN,TIMOTHY MILLICAN,14305.29,120,1,2018,TIMOTHY MILLICAN
TIMOTHY RAMSEY,TIMOTHY RAMSEY,17891.3,63,1,2018,TIMOTHY RAMSEY
TIMOTHY SPRAYBERRY,TIMOTHY SPRAYBERRY,8230.959999999995,37,1,2018,TIMOTHY SPRAYBERRY
TINA TAYLOR,TINA TAYLOR,8714.82,71,1,2018,TINA TAYLOR
TOBI BURT,TOBI BURT,5066.52,19,1,2018,TOBI BURT
TOBY SEAY,TOBY SEAY,5902.67,19,1,2018,TOBY SEAY
TODD ENTREKIN,TODD ENTREKIN,104680.68,210,1,2018,TODD ENTREKIN
TODD GREESON,TODD GREESON,66396.53,1,1,2018,TODD GREESON
TODD RAUCH,TODD RAUCH,45869.770000000004,107,1,2018,TODD RAUCH
TOM BUTLER,TOM BUTLER,346509.47000000003,472,1,2018,THOMAS BUTLER
TOM WHATLEY,TOM WHATLEY,855540.21,435,1,2018,THOMAS WHATLEY
TOMMY BATTLE,TOMMY BATTLE,2191384.75,468,1,2018,TOMMY BATTLE
TOMMY BRYAN,TOMMY BRYAN,16760.57,28,1,2018,TOMMY BRYAN
TOMMY GLASSCOCK,TOMMY GLASSCOCK,8473.32,18,1,2018,TOMMY GLASSCOCK
TOMMY HEADLEY,TOMMY HEADLEY,1461.43,12,1,2018,TOMMY HEADLEY
TOMMY MOORE,TOMMY MOORE,9550.0,21,1,2018,TOMMY MOORE
TONNIE JONES,TONNIE JONES,5633.43,15,1,2018,TONNIE JONES
TONY HARRIS,TONY HARRIS,2111.96,9,1,2018,TONY HARRIS
TONY JOHNSON,TONY JOHNSON,9723.83,18,1,2018,TONY JOHNSON
TONY KEEF,TONY KEEF,6801.22,23,1,2018,TONY KEEF
TONY SIMMONS,TONY SIMMONS,1459.75,5,1,2018,TONY SIMMONS
TONY WALLINGSFORD,TONY WALLINGSFORD,23897.2,44,1,2018,TONY WALLINGSFORD
TORI BAILEY,TORI BAILEY,3949.67,19,1,2018,TORI BAILEY
TRACEY CARBO,TRACEY CARBO,500.17999999999995,7,1,2018,TRACEY CARBO
TRACEY MCDONALD,TRACEY MCDONALD,26284.11,31,1,2018,TRACEY MCDONALD
TRACEY MOON,TRACEY MOON,6907.07,20,1,2018,TRACEY MOON
TRACIE TODD,TRACIE TODD,3199.0899999999997,9,1,2018,TRACIE TODD
TRACIE WEST,TRACIE WEST,122192.68000000001,91,1,2018,TRACIE WEST
TRACY CRANE,TRACY CRANE,7050.0,43,1,2018,TRACY CRANE
TRENT KENNEDY,TRENT KENNEDY,11671.45,51,1,2018,TRENT KENNEDY
TRIP PITTMAN,TRIP PITTMAN,3320.0,5,1,2018,TRIP PITTMAN
TROY KING,TROY KING,2234920.64,346,1,2018,TROY KING
TUCKER DORSEY,TUCKER DORSEY,118869.45,83,1,2018,TUCKER DORSEY
TWINKLE CAVANAUGH,TWINKLE CAVANAUGH,2121299.87,136,1,2018,TWINKLE CAVANAUGH
TYLER BERRYHILL,TYLER BERRYHILL,65.0,1,1,2018,TYLER BERRYHILL
TYRONE SMITH,TYRONE SMITH,5858.17,60,1,2018,TYRONE SMITH
UNZELL KELLEY,UNZELL KELLEY,0.0,8,1,2018,UNZELL KELLEY
VALERIE DAVIS,VALERIE DAVIS,22741.28,28,1,2018,VALERIE DAVIS
VALERIE JUDAH,VALERIE JUDAH,30710.01,42,1,2018,VALERIE JUDAH
VALERIE KNAPP,VALERIE KNAPP,7777.34,29,1,2018,VALERIE KNAPP
VENETTA LEE,VENETTA LEE,5012.3,34,1,2018,VENETTA LEE
VENKATA HANUMANTHA RAO KARLAPALEM,VENKATA HANUMANTHA RAO KARLAPALEM,11135.26,38,1,2018,VENKATA HANUMANTHA RAO KARLAPALEM
VERNON WALKER,VERNON WALKER,243.0,13,1,2018,VERNON WALKER
VERONICA JOHNSON,VERONICA JOHNSON,3735.5699999999997,39,1,2018,VERONICA JOHNSON
VERONICA MORTON JONES,VERONICA MORTON-JONES,799.9999999999998,6,1,2018,VERONICA MORTON JONES
VICKI WARD,VICKI WARD,9689.1,34,1,2018,VICKI WARD
VICTOR CRAWFORD,VICTOR CRAWFORD,45155.0,56,1,2018,VICTOR CRAWFORD
VICTOR DALE,VICTOR DALE,3937.75,18,1,2018,VICTOR DALE
VICTOR GASTON,VICTOR GASTON,11645.369999999999,46,1,2018,VICTOR GASTON
VICTOR MANNING,VICTOR MANNING,6436.43,17,1,2018,VICTOR MANNING
VICTOR POOLE,VICTOR POOLE,35.0,10,1,2018,VICTOR POOLE
VINCENT DEAS,VINCENT DEAS,2378.97,1,1,2018,VINCENT DEAS
VIRGINIA NOWLING,VIRGINIA NOWLING,12037.31,25,1,2018,VIRGINIA NOWLING
VIVIAN FIGURES,VIVIAN FIGURES,178616.78,303,1,2018,VIVIAN FIGURES
VIVIAN HANNON,VIVIAN HANNON,580.47,14,1,2018,VIVIAN HANNON
VONDA BEATY,VONDA BEATY,699.9,1,1,2018,VONDA BEATY
WALLACE ANGER,WALLACE ANGER,3325.0,6,1,2018,WALLACE ANGER
WALTER HONEYCUTT,WALTER HONEYCUTT,2398.98,2,1,2018,WALTER HONEYCUTT
WALTER MADDOX,WALTER MADDOX,2356994.62,1910,1,2018,WALTER MADDOX
WALTER MERRELL,WALTER MERRELL,381.8,4,1,2018,WALTER MERRELL
WALTER THOMAS MCCARTY,WALTER THOMAS MCCARTY,2336.2,19,1,2018,WALTER THOMAS MCCARTY
WANDA POUNCEY,WANDA POUNCEY,1.1368683772161603e-13,20,1,2018,WANDA POUNCEY
WARREN SARRELL,WARREN SARRELL,8371.38,50,1,2018,WARREN SARRELL
WAYNE GARLOCK,WAYNE GARLOCK,4666.17,16,1,2018,WAYNE GARLOCK
WAYNE JOHNSON,WAYNE JOHNSON,14344.76,9,1,2018,WAYNE JOHNSON
WAYNE WILLIS,WAYNE WILLIS,9974.19,46,1,2018,WAYNE WILLIS
WELLS TURNER,WELLS TURNER,2378.9700000000003,2,1,2018,WELLS TURNER
WENDALL WILLIAMS,WENDALL WILLIAMS,1166.0,1,1,2018,WENDALL WILLIAMS
WESLEY ALLEN,WESLEY ALLEN,149169.34,66,1,2018,WESLEY ALLEN
WESLEY DOWNS,WESLEY DOWNS,334.15,2,1,2018,WESLEY DOWNS
WESLEY GOODSON,WESLEY GOODSON,5153.83,23,1,2018,WESLEY GOODSON
WESLEY HINES,WESLEY HINES,14155.85,30,1,2018,WESLEY HINES
WESLEY KITCHENS,WESLEY KITCHENS,90442.59999999999,54,1,2018,WESLEY KITCHENS
WILL SELLERS,WILL SELLERS,41162.95,164,1,2018,WILL SELLERS
WILLIAM AINSWORTH,WILLIAM AINSWORTH,2603828.43,271,1,2018,WILLIAM AINSWORTH
WILLIAM AYCOCK,WILLIAM AYCOCK,11326.0,14,1,2018,WILLIAM AYCOCK
WILLIAM BEASLEY,WILLIAM BEASLEY,15030.88,69,1,2018,WILLIAM BEASLEY
WILLIAM BENTON,WILLIAM BENTON,13529.89,213,1,2018,WILLIAM BENTON
WILLIAM BILL ADAIR,"WILLIAM ""BILL"" ADAIR",60.0,10,1,2018,WILLIAM BILL ADAIR
WILLIAM C BILL THOMPSON,"WILLIAM C. ""BILL"" THOMPSON",6883.91,72,1,2018,WILLIAM C BILL THOMPSON
WILLIAM CARLETON,WILLIAM CARLETON,1109.62,6,1,2018,WILLIAM CARLETON
WILLIAM CARRINGTON,WILLIAM CARRINGTON,6921.650000000001,12,1,2018,WILLIAM CARRINGTON
WILLIAM COKER,WILLIAM COKER,3260.08,4,1,2018,WILLIAM COKER
WILLIAM CURNUTT,WILLIAM CURNUTT,1418.48,4,1,2018,WILLIAM CURNUTT
WILLIAM DISMUKES,WILLIAM DISMUKES,99553.28,49,1,2018,WILLIAM DISMUKES
WILLIAM DONALDSON,WILLIAM DONALDSON,175.0,1,1,2018,WILLIAM DONALDSON
WILLIAM FILMORE,WILLIAM FILMORE,4398.96,4,1,2018,WILLIAM FILMORE
WILLIAM FRANKLIN,WILLIAM FRANKLIN,2028.14,4,1,2018,WILLIAM FRANKLIN
WILLIAM GRIMSLEY,WILLIAM GRIMSLEY,104474.95,184,1,2018,WILLIAM GRIMSLEY
WILLIAM HENRY,WILLIAM HENRY,1546.37,17,1,2018,WILLIAM HENRY
WILLIAM HOBBS,WILLIAM HOBBS,1143.38,7,1,2018,WILLIAM HOBBS
WILLIAM HOLLINGSWORTH,WILLIAM HOLLINGSWORTH,2411.62,3,1,2018,WILLIAM HOLLINGSWORTH
WILLIAM HOLTZCLAW,WILLIAM HOLTZCLAW,330.88,2,1,2018,WILLIAM HOLTZCLAW
WILLIAM JACKSON,WILLIAM JACKSON,11092.09,36,1,2018,WILLIAM JACKSON
WILLIAM JERNIGAN,WILLIAM JERNIGAN,16145.28,68,1,2018,WILLIAM JERNIGAN
WILLIAM JONES,WILLIAM JONES,3404.01,58,1,2018,WILLIAM JONES
WILLIAM LAWLEY,WILLIAM LAWLEY,6895.0,4,1,2018,WILLIAM LAWLEY
WILLIAM MADDOX,WILLIAM MADDOX,10474.66,22,1,2018,WILLIAM MADDOX
WILLIAM MCDANIEL,WILLIAM MCDANIEL,1918.0,3,1,2018,WILLIAM MCDANIEL
WILLIAM MCMILLAN,WILLIAM MCMILLAN,14147.66,34,1,2018,WILLIAM MCMILLAN
WILLIAM MOTLOW,WILLIAM MOTLOW,67047.3,50,1,2018,WILLIAM MOTLOW
WILLIAM NORRIS,WILLIAM NORRIS,45890.0,58,1,2018,WILLIAM NORRIS
WILLIAM OGLETREE,WILLIAM OGLETREE,3523.9700000000003,7,1,2018,WILLIAM OGLETREE
WILLIAM OWINGS,WILLIAM OWINGS,14536.66,25,1,2018,WILLIAM OWINGS
WILLIAM POOLE,WILLIAM POOLE,29039.03,58,1,2018,WILLIAM POOLE
WILLIAM RILEY,WILLIAM RILEY,3003.27,11,1,2018,WILLIAM RILEY
WILLIAM SCULLY,WILLIAM SCULLY,39063.65,45,1,2018,WILLIAM SCULLY
WILLIAM SHASHY,WILLIAM SHASHY,69.0,10,1,2018,WILLIAM SHASHY
WILLIAM SMITH,WILLIAM SMITH,7261.51,23,1,2018,WILLIAM SMITH
WILLIAM STORY,WILLIAM STORY,16190.61,68,1,2018,WILLIAM STORY
WILLIAM STRICKLEND,WILLIAM STRICKLEND,3018.34,2,1,2018,WILLIAM STRICKLEND
WILLIAM SULLIVAN,WILLIAM SULLIVAN,88727.02,70,1,2018,WILLIAM SULLIVAN
WILLIAM SUMMERS,WILLIAM SUMMERS,2378.97,1,1,2018,WILLIAM SUMMERS
WILLIAM TATE,WILLIAM TATE,1930.0,11,1,2018,WILLIAM TATE
WILLIAM VEITCH,WILLIAM VEITCH,41690.159999999996,60,1,2018,WILLIAM VEITCH
WILLIAM WADE,WILLIAM WADE,7258.9400000000005,7,1,2018,WILLIAM WADE
WILLIAM WENTOWSKI,WILLIAM WENTOWSKI,10097.14,40,1,2018,WILLIAM WENTOWSKI
WILLIAM WHORTON,WILLIAM WHORTON,54183.35,81,2,2018,WILLIAM WHORTON
WILLIAM YOUNG,WILLIAM YOUNG,84374.77,231,1,2018,WILLIAM YOUNG
WILLIE FLORENCE,WILLIE FLORENCE,13365.0,37,1,2018,WILLIE FLORENCE
WILLIE GRAY,WILLIE GRAY,173533.88,28,1,2018,WILLIE GRAY
WILLIE PEARL RICE,WILLIE PEARL RICE,1764.28,2,1,2018,WILLIE PEARL RICE
WILLIE WILL BOYD,WILLIE (WILL) BOYD,51234.39,434,1,2018,WILLIE WILL BOYD
WILLIS CLAY,WILLIS CLAY,2678.9700000000003,4,1,2018,WILLIS CLAY
WILLIS MCADAMS,WILLIS MCADAMS,76506.8,76,1,2018,WILLIS MCADAMS
WILSON HALE,WILSON HALE,2844.54,20,1,2018,WILSON HALE
WOODROW GILES,WOODROW GILES,144.0,1,1,2018,WOODROW GILES
WOODROW HILBOLDT,WOODROW HILBOLDT,395.85,4,1,2018,WOODROW HILBOLDT
YOUNG BOOZER,YOUNG BOOZER,253200.85,8,1,2018,YOUNG BOOZER
YVETTE RICHARDSON,YVETTE RICHARDSON,10235.97,24,1,2018,YVETTE RICHARDSON
ZANE MILES,ZANE MILES,974.56,11,1,2018,ZANE MILES
ABBEY HAAG,ABBEY HAAG,10369.39,41,1,2022,ABBEY HAAG
ADLINE CLARKE,ADLINE CLARKE,14332.11,50,1,2022,ADLINE CLARKE
ADRIAN JOHNSON,ADRIAN JOHNSON,384.0,5,1,2022,ADRIAN JOHNSON
ADRIENNE POWELL,ADRIENNE POWELL,43282.91,47,1,2022,ADRIENNE POWELL
ALAN BAKER,ALAN BAKER,12224.17,108,1,2022,ALAN BAKER
ALAN HERRON,ALAN HERRON,21.48,5,1,2022,ALAN HERRON
ALAN MANN,ALAN MANN,2800.0,2,1,2022,ALAN MANN
ALEC BARNETT,ALEC BARNETT,6263.61,18,1,2022,ALEC BARNETT
ALEX BALKCUM,ALEX BALKCUM,5364.15,4,1,2022,ALEX BALKCUM
ALEX BENEFIELD,ALEX BENEFIELD,1891.32,5,1,2022,ALEX BENEFIELD
ALEX ODOM,ALEX ODOM,15972.8,21,1,2022,ALEX ODOM
ALISA WISE,ALISA WISE,91898.09,30,1,2022,ALISA WISE
ALISHA GARRETT,ALISHA GARRETT,19.91,1,1,2022,ALISHA GARRETT
ALISHA MAY,ALISHA MAY,38852.98,124,1,2022,ALISHA MAY
ALLEN FARLEY,ALLEN FARLEY,31445.46,20,1,2022,ALLEN FARLEY
ALONZO JACKSON,ALONZO JACKSON,2029.6399999999999,6,1,2022,ALONZO JACKSON
AMANDA BAXLEY,AMANDA BAXLEY,5745.0,9,1,2022,AMANDA BAXLEY
AMARD MARTIN,AMARD MARTIN,4547.89,20,1,2022,AMARD MARTIN
AMBER POLK,AMBER POLK,5368.09,42,1,2022,AMBER POLK
AMY WASYLUKA,AMY WASYLUKA,482.43,1,1,2022,AMY WASYLUKA
ANDREW HAMLIN,ANDREW HAMLIN,2800.0,4,1,2022,ANDREW HAMLIN
ANDREW JONES,ANDREW JONES,42704.57,59,1,2022,ANDREW JONES
ANDY PATE,ANDY PATE,1950.0,7,1,2022,ANDY PATE
ANDY WHITT,ANDY WHITT,67743.45999999999,51,1,2022,ANDY WHITT
ANGELA HULSEY,ANGELA HULSEY,17871.48,27,1,2022,ANGELA HULSEY
ANGELA MCCLURE,ANGELA MCCLURE,20357.88,49,1,2022,ANGELA MCCLURE
ANGELA TERRY,ANGELA TERRY,2794.96,3,1,2022,ANGELA TERRY
ANGELO FERMO,ANGELO FERMO,38535.0,26,1,2022,ANGELO FERMO
ANITA KELLY,ANITA KELLY,22505.559999999998,13,1,2022,ANITA KELLY
ANNE DURWARD,ANNE DURWARD,7775.25,34,1,2022,ANNE DURWARD
ANNETTE HOLCOMB,ANNETTE HOLCOMB,8474.0,34,1,2022,ANNETTE HOLCOMB
ANSON KNOWLES,ANSON KNOWLES,11374.36,12,1,2022,ANSON KNOWLES
ANTHONY DANIELS,ANTHONY DANIELS,40870.34,136,1,2022,ANTHONY DANIELS
ANTHONY LANGLEY,ANTHONY LANGLEY,13951.0,21,1,2022,ANTHONY LANGLEY
ANTHONY MAY,ANTHONY MAY,1000.0,2,1,2022,ANTHONY MAY
ANTHONY NUNNELLEY,ANTHONY NUNNELLEY,12077.99,44,1,2022,ANTHONY NUNNELLEY
ANTHONY TONY HELMS,ANTHONY (TONY) HELMS,7681.8,29,1,2022,ANTHONY TONY HELMS
ANTWON WOMACK,ANTWON WOMACK,8884.65,32,1,2022,ANTWON WOMACK
APRIL WEAVER,APRIL WEAVER,26647.16,50,1,2022,APRIL WEAVER
ARLENE RICHARDSON,ARLENE RICHARDSON,1090.6399999999999,10,1,2022,ARLENE RICHARDSON
ARNOLD MOONEY,ARNOLD MOONEY,23299.66,269,1,2022,ARNOLD MOONEY
ARNOLD WOODHAM,ARNOLD WOODHAM,6361.570000000001,18,1,2022,ARNOLD WOODHAM
ARTHUR JOHNSON,ARTHUR JOHNSON,0.0,2,1,2022,ARTHUR JOHNSON
ARTHUR KENNEDY,ARTHUR KENNEDY,500.0,1,1,2022,ARTHUR KENNEDY
ARTHUR ORR,ARTHUR ORR,6684.42,21,1,2022,ARTHUR ORR
ARTHUR SUMBRY,ARTHUR SUMBRY,897.5,2,1,2022,ARTHUR SUMBRY
ARTIS MCCAMPBELL,ARTIS MCCAMPBELL,19134.94,42,1,2022,ARTIS MCCAMPBELL
ASHLEY BELL,ASHLEY BELL,10984.25,94,1,2022,ASHLEY BELL
ASHLEY DAVIS,ASHLEY DAVIS,114210.75,30,1,2022,ASHLEY DAVIS
ASHLEY RICH,ASHLEY RICH,31369.13,39,1,2022,ASHLEY RICH
AUBREY MILLER,AUBREY MILLER,2243.35,5,1,2022,AUBREY MILLER
BARBARA BOYD,BARBARA BOYD,57379.28,53,1,2022,BARBARA BOYD
BARBARA DRUMMOND,BARBARA DRUMMOND,13446.83,23,1,2022,BARBARA DRUMMOND
BARROWN LANKSTER,BARROWN LANKSTER,19771.000000000004,110,1,2022,BARROWN LANKSTER
BARRY CHANCEY,BARRY CHANCEY,3346.37,24,1,2022,BARRY CHANCEY
BARRY ROBERTSON,BARRY ROBERTSON,1916.76,1,1,2022,BARRY ROBERTSON
BART MERCER,BART MERCER,1195.75,4,1,2022,BART MERCER
BAYLESS GREER,BAYLESS GREER,22268.58,10,1,2022,BAYLESS GREER
BECKY NORDGREN,BECKY NORDGREN,540.0,4,1,2022,BECKY NORDGREN
BENJAMIN BOWDEN,BENJAMIN BOWDEN,3450.0,5,1,2022,BENJAMIN BOWDEN
BENJAMIN BROOKS,BENJAMIN BROOKS,20.28,1,1,2022,BENJAMIN BROOKS
BENJAMIN GRAVES,BENJAMIN GRAVES,2800.0,2,1,2022,BENJAMIN GRAVES
BENJAMIN HARRISON,BENJAMIN HARRISON,171206.03,222,1,2022,BENJAMIN HARRISON
BENJAMIN LARKIN,BENJAMIN LARKIN,9274.06,43,1,2022,BENJAMIN LARKIN
BENJAMIN ROBBINS,BENJAMIN ROBBINS,68192.35,106,1,2022,BENJAMIN ROBBINS
BENJAMIN RUSTY GLOVER,"BENJAMIN ""RUSTY"" GLOVER",32072.67,57,1,2022,BENJAMIN RUSTY GLOVER
BENJAMIN TREADAWAY,BENJAMIN TREADAWAY,3687.12,8,1,2022,BENJAMIN TREADAWAY
BERRY FORTE,BERRY FORTE,3702.4,13,1,2022,BERRY FORTE
BILL HOLTZCLAW,BILL HOLTZCLAW,28650.0,28,1,2022,WILLIAM HOLTZCLAW
BILL LAMB,BILL LAMB,46234.32,27,1,2022,WILLIAM LAMB
BILL LEWIS,BILL LEWIS,1160.0,7,1,2022,WILLIAM LEWIS
BILL MCADAMS,BILL MCADAMS,52935.62,27,1,2022,WILLIAM MCADAMS
BILL TAYLOR,BILL TAYLOR,3950.2,13,1,2022,WILLIAM TAYLOR
BILLIE UNDERWOOD,BILLIE UNDERWOOD,1024.43,1,1,2022,BILLIE UNDERWOOD
BILLY BLAIR,BILLY BLAIR,1943.3,11,1,2022,BILLY BLAIR
BILLY BOLDIN,BILLY BOLDIN,7510.65,31,1,2022,BILLY BOLDIN
BILLY GHEE,BILLY GHEE,300.0,1,1,2022,BILLY GHEE
BILLY MURRAY,BILLY MURRAY,1979.57,2,1,2022,BILLY MURRAY
BILLY TULLY,BILLY TULLY,4963.54,29,1,2022,BILLY TULLY
BILLY WEATHINGTON,BILLY WEATHINGTON,3500.0,5,1,2022,BILLY WEATHINGTON
BOB MCMILLAN,BOB MCMILLAN,22212.91,28,1,2022,ROBERT MCMILLAN
BOBBY BURCH,BOBBY BURCH,9578.880000000001,8,1,2022,BOBBY BURCH
BOBBY EVERETT,BOBBY EVERETT,2600.0,13,1,2022,BOBBY EVERETT
BOBBY LEWIS,BOBBY LEWIS,6053.6900000000005,13,1,2022,BOBBY LEWIS
BOBBY SINGLETON,BOBBY SINGLETON,147562.12,61,1,2022,BOBBY SINGLETON
BRAD MENDHEIM,BRAD MENDHEIM,498.11,12,1,2022,BRAD MENDHEIM
BRADLEY BLACK,BRADLEY BLACK,24127.29,40,1,2022,BRADLEY BLACK
BRADLEY DRONET,BRADLEY DRONET,1042.29,3,1,2022,BRADLEY DRONET
BRADLEY HARVEY,BRADLEY HARVEY,6352.66,15,1,2022,BRADLEY HARVEY
BRANDI CARR,BRANDI CARR,72.0,9,1,2022,BRANDI CARR
BRANDON BAGWELL,BRANDON BAGWELL,522.0,1,1,2022,BRANDON BAGWELL
BRANDON DAVIS,BRANDON DAVIS,1500.0,8,1,2022,BRANDON DAVIS
BRANDON LIPSCOMB,BRANDON LIPSCOMB,16907.010000000002,69,1,2022,BRANDON LIPSCOMB
BRANDON WISE,BRANDON WISE,8000.0,6,1,2022,BRANDON WISE
BRENDA CEPHUS,BRENDA CEPHUS,5659.2,13,1,2022,BRENDA CEPHUS
BRENDETTE GREEN,BRENDETTE GREEN,15528.55,24,1,2022,BRENDETTE GREEN
BRETT EASTERBROOK,BRETT EASTERBROOK,74079.75,53,1,2022,BRETT EASTERBROOK
BRIAN BOATMAN,BRIAN BOATMAN,2392.44,16,1,2022,BRIAN BOATMAN
BRIAN CHRISTINE,BRIAN CHRISTINE,253170.18,37,1,2022,BRIAN CHRISTINE
BRIAN JONES,BRIAN JONES,23204.22,22,1,2022,BRIAN JONES
BRIAN PIERCE,BRIAN PIERCE,1822.03,6,1,2022,BRIAN PIERCE
BRIT BLALOCK,BRIT BLALOCK,23155.93,107,1,2022,BRIT BLALOCK
BRITLEY BROWN,BRITLEY BROWN,64159.42,78,1,2022,BRITLEY BROWN
BUDDY FORD,BUDDY FORD,4850.0,7,1,2022,BUDDY FORD
BYRON PIGGOTT,BYRON PIGGOTT,16239.94,18,1,2022,BYRON PIGGOTT
BYRON YERBY,BYRON YERBY,4302.84,10,1,2022,BYRON YERBY
CALEB SNODDY,CALEB SNODDY,19067.83,36,1,2022,CALEB SNODDY
CALLIE WALDREP,CALLIE WALDREP,22540.59,43,1,2022,CALLIE WALDREP
CALVIN WILLIAMS,CALVIN WILLIAMS,6050.0,4,1,2022,CALVIN WILLIAMS
CAM WARD,CAM WARD,4171.86,13,1,2022,CAM WARD
CAMERON ELKINS,CAMERON ELKINS,27933.559999999998,14,1,2022,CAMERON ELKINS
CARITA VENABLE,CARITA VENABLE,16963.49,28,1,2022,CARITA VENABLE
CARLA MORTON,CARLA MORTON,41976.39,109,1,2022,CARLA MORTON
CARLOS GONZALEZ,CARLOS GONZALEZ,29400.0,22,1,2022,CARLOS GONZALEZ
CARLTON CARMICHAEL,CARLTON CARMICHAEL,1866.84,3,1,2022,CARLTON CARMICHAEL
CARLTON TEEL,CARLTON TEEL,2787.58,3,1,2022,CARLTON TEEL
CAROL HIETT,CAROL HIETT,13.26,1,1,2022,CAROL HIETT
CAROL MURPHREE,CAROL MURPHREE,0.0,2,1,2022,CAROL MURPHREE
CAROL ZIPPERT,CAROL ZIPPERT,3217.21,43,1,2022,CAROL ZIPPERT
CAROLE SMITHERMAN,CAROLE SMITHERMAN,500.0,1,1,2022,CAROLE SMITHERMAN
CAROLYN HENDERSON,CAROLYN HENDERSON,17639.86,9,1,2022,CAROLYN HENDERSON
CAROLYN PARKER,CAROLYN PARKER,15549.2,29,1,2022,CAROLYN PARKER
CARROLL BONNER,CARROLL BONNER,20.0,10,1,2022,CARROLL BONNER
CHAD CHIG MARTIN,CHAD CHIG MARTIN,3705.9,31,1,2022,CHAD CHIG MARTIN
CHAD COPELAND,CHAD COPELAND,650.0,2,1,2022,CHAD COPELAND
CHAD SMITH,CHAD SMITH,110553.7,133,1,2022,CHAD SMITH
CHAD WOODRUFF,CHAD WOODRUFF,186.14,1,1,2022,CHAD WOODRUFF
CHADWICK COKER,CHADWICK COKER,321.03,1,1,2022,CHADWICK COKER
CHADWICK SMITH,CHADWICK SMITH,13384.5,60,1,2022,CHADWICK SMITH
CHAPEL KING,CHAPEL KING,6501.15,43,1,2022,CHAPEL KING
CHARITY BEECHAM,CHARITY BEECHAM,1531.34,9,1,2022,CHARITY BEECHAM
CHARLES BARFOOT,CHARLES BARFOOT,60578.48,11,1,2022,CHARLES BARFOOT
CHARLES BLAYLOCK,CHARLES BLAYLOCK,73988.62,29,1,2022,CHARLES BLAYLOCK
CHARLES BROCK,CHARLES BROCK,8623.449999999999,44,1,2022,CHARLES BROCK
CHARLES GRUBER,CHARLES GRUBER,9837.09,14,1,2022,CHARLES GRUBER
