cycle,eligible_races,mae_oof,rmse_oof,r2_oof,mae_leave_cycle_out
2014,57,12.798972431577763,17.479898786784418,0.11928546635787074,14.061950111146638
2018,64,4.715815668490122,6.142462222032806,0.12252500714823344,6.672074946879334
2022,33,3.790740375838738,4.634646170472442,0.20015128495288426,4.938800828111119
