specification,cycle_balanced_mean_mae,post2016_mean_mae,latest_mae,latest_house_mae,latest_senate_mae,worst_cycle_degradation_vs_ramp
ensemble_ramp_inc_trend,21.073082367620458,13.85928902170869,12.352662196859292,12.445131815035456,12.063694640058785,2.888065355292362
ensemble_ramp_incumbency_75_25,22.437952666090233,11.712157830710975,10.95301915136272,11.387257883905523,9.596023112166463,1.1770476477075764
ensemble_ramp_trend_75_25,22.593442457144153,11.711333564710088,10.400423296988793,10.998827083634673,8.530411463720416,0.62445179333365
ensemble_ramp_ridge_80_20,22.630594370426248,10.804211693332284,9.578188079949946,10.323769023225427,7.248247632214075,-0.19778342370519653
ensemble_ramp_finance_85_15,23.370041146599014,11.25759545229066,10.128572349214448,10.78771656479282,8.068746675532024,0.3526008455593015
