model,fold_type,folds,rows,mean_mae,mean_rmse,mean_bias,mean_winner_accuracy,mean_whole_precinct_rmse
baseline_only,forward_year,7,2179,13.271971195511204,17.852470687165944,6.964782342869329,0.813921416293303,19.84705026436467
full_temporal,forward_year,7,2179,11.041424933756014,13.876469550947295,-2.3104968462092734,0.8741496457006649,14.557408249239193
pooled_lag,forward_year,7,2179,13.224083850827848,17.017356265191204,0.7060087636992434,0.8081947382234324,17.636092083883973
portable_temporal,forward_year,7,2179,11.417366373433941,14.27767136371867,-3.6299263653566944,0.8634005974121128,14.759926451760379
state_chamber_incumbency,forward_year,7,2179,11.61903370739316,14.757278006167926,1.7610060488074628,0.8668212902809154,15.675507872908033
state_chamber_lag,forward_year,7,2179,12.660937812046551,16.361764611947685,0.4532364589307063,0.8090228024235673,16.997923756023265
symmetric_incumbency,forward_year,7,2179,11.738079153894814,15.060648815410923,2.514496021285122,0.8618039246275494,16.328572058873892
baseline_only,leave_state_out,11,2383,18.38337999510654,22.73668561672933,13.565294721659848,0.7885239004201728,24.338844010309327
full_temporal,leave_state_out,11,2383,13.384247804585671,16.588901806204213,0.305392795144272,0.8404351840893355,14.594644794572947
pooled_lag,leave_state_out,11,2383,16.495839062504945,20.5034108872052,5.532967847400286,0.7958703999083121,21.305099176831735
portable_temporal,leave_state_out,11,2383,12.008484072750969,15.084043174075829,2.211383099023283,0.8543423549793854,14.0639346421332
state_chamber_incumbency,leave_state_out,11,2383,15.477397959873558,18.84797821010678,0.4904940300493364,0.8289448039859074,17.532959925302467
state_chamber_lag,leave_state_out,11,2383,16.680641512240815,20.444138284798044,0.5253255030831945,0.7948682233127383,20.505283944596965
symmetric_incumbency,leave_state_out,11,2383,15.33146924622019,18.79123846163804,4.793051852060091,0.8362899853345547,18.144786530891917
