cycle,state_code,chamber,district,incumbent_name,party_family,incumbent_ran,open_seat,election_status,won_general,method,roster_source_url,ballotpedia_url,wikipedia_url,coverage_status,notes,adjudication_id,source_local_path,source_sha256
2018,KY,lower,35,Jim Wayne,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,36,"MILLER, JERRY T",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=JERRY T MILLER",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,37,"DONOHUE, JEFFERY M",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=JEFFERY MARTIN DONOHUE",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,38,"CANTRELL, MCKENZIE",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=MCKENZIE CANTRELL",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,4,"BECHLER, C LYNN 1",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=LYNN BECHLER",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,42,"MEEKS, REGINALD K",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=REGINALD K MEEKS",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,43,Darryl Owens,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,44,"JENKINS, JONI L",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=JONI JENKINS",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,45,"LEE, STAN",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=STAN LEE",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,46,"GENTRY, ALAN (AL)",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=ALAN ""AL"" GENTRY",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,47,"RAND, RICK W",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=RICK W RAND",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,48,"FLEMING, KEN",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=KEN FLEMING",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,5,Kenny Imes,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,50,"MCCOY, D CHAD",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=D CHAD MCCOY",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,52,"UPCHURCH, KEN",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=KEN UPCHURCH",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,53,"TIPTON, JAMES A",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=JAMES A TIPTON",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,55,"KING, KIM",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=KIM KING",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,56,James L. Kay II,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,57,"GRAHAM, DERRICK W",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=DERRICK W GRAHAM",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,58,"ROTHENBURGER, ROB",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=ROB ROTHENBURGER",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,59,"OSBORNE, DAVID W",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=DAVID W OSBORNE",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,6,Will Coursey,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,60,"SANTORO, SAL",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=SAL SANTORO",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,61,Brian E. Linder,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,62,"PRATT, PHILLIP R",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=PHILLIP R PRATT",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,63,"STONGE, DIANE",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=DIANE ST ONGE",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,64,"POOREMOSER, KIMBERLY P",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=KIMBERLY POORE MOSER",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,65,Arnold Simpson,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,66,Addia Wuchner,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,67,"KEENE, DENNIS",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=DENNIS KEENE",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,68,"FISCHER, JOSEPH M",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=JOSEPH M FISCHER",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,69,"KOENIG, ADAM",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=ADAM KOENIG",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,7,"MILES, SUZANNE",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=SUZANNE MILES",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,72,Sannie Overly,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,73,Donna Mayfield,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,74,"HALE, DAVID",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=DAVID HALE",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,76,"PALUMBO, RUTH A",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=RUTH ANN PALUMBO",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,77,"BROWN, GEORGE A, JR",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=GEORGE A BROWN JR",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,78,"HART, MARK",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=MARK HART",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,79,"WESTROM, SUSAN",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=SUSAN WESTROM",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,8,"WOODTHOMAS, WALKER W",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=WALKER WOOD THOMAS",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,84,"FUGATE, CHRIS",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=CHRIS FUGATE",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,86,"STEWART, JIM, III",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=STEWART, JIM, III",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,87,Rick Nelson,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,88,Robert J. Benvenuti III,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,9,"DOSSETT, MYRON B",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=MYRON B DOSSETT",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,91,"HERALD, GARY W (TOBY)",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=GARY ""TOBY"" HERALD",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,92,"BLANTON, JOHN C",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=JOHN C BLANTON",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,93,"HARRIS, CHRIS",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=CHRIS HARRIS",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,95,"BROWN, LARRY D",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=LARRY D BROWN",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,96,"YORK, JILL",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=JILL YORK",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,lower,97,Scott Wells,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Kentucky+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/KY/2018/lower/8486469ea47fc124.json,8486469ea47fc124ab3a1537be9e82a82e73f66df5ded887bfaba2ca434ce5b0
2018,KY,lower,98,"BENTLEY, DANNY R",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=DANNY R BENTLEY",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,upper,12,"KERR, ALICE F",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=ALICE FORGY KERR",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,upper,14,"HIGDON, JIMMY",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=JIMMY HIGDON",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,upper,18,"WEBB, ROBIN L",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=ROBIN L WEBB",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,KY,upper,2,"CARROLL, DANNY",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=DANNY CARROLL",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
