model,model_label,is_public_default,chamber,district,predicted_dem_margin
ramp_all_spline_ridge,Spline ridge,False,senate,13,-53.676763893366136
ramp_all_spline_ridge,Spline ridge,False,senate,14,-43.54606867090754
ramp_all_spline_ridge,Spline ridge,False,senate,16,-28.388699414238975
ramp_all_spline_ridge,Spline ridge,False,senate,22,-50.4008608318334
ramp_all_spline_ridge,Spline ridge,False,senate,23,26.97346390929946
ramp_all_spline_ridge,Spline ridge,False,senate,28,24.843929382587262
ramp_all_spline_ridge,Spline ridge,False,senate,29,-55.727393016180955
ramp_all_spline_ridge,Spline ridge,False,senate,32,-54.29430837038599
ramp_all_elastic_net,Elastic Net,False,house,2,-70.76883317835565
ramp_all_elastic_net,Elastic Net,False,house,4,-47.90928083368761
ramp_all_elastic_net,Elastic Net,False,house,5,-53.5080310460869
ramp_all_elastic_net,Elastic Net,False,house,8,-38.67991176144433
ramp_all_elastic_net,Elastic Net,False,house,10,7.543050540183614
ramp_all_elastic_net,Elastic Net,False,house,15,-29.991003207118368
ramp_all_elastic_net,Elastic Net,False,house,16,-74.09325596387517
ramp_all_elastic_net,Elastic Net,False,house,19,41.173679004280615
ramp_all_elastic_net,Elastic Net,False,house,20,-51.63585028192035
ramp_all_elastic_net,Elastic Net,False,house,21,-32.30411902003903
ramp_all_elastic_net,Elastic Net,False,house,25,-25.113507557773723
ramp_all_elastic_net,Elastic Net,False,house,28,-32.66205547289059
ramp_all_elastic_net,Elastic Net,False,house,32,-2.3883494064561948
ramp_all_elastic_net,Elastic Net,False,house,37,-44.637335376198486
ramp_all_elastic_net,Elastic Net,False,house,38,-45.15303320157506
ramp_all_elastic_net,Elastic Net,False,house,40,-66.55381684524164
ramp_all_elastic_net,Elastic Net,False,house,41,-53.54290204892904
ramp_all_elastic_net,Elastic Net,False,house,43,-62.900227318250415
ramp_all_elastic_net,Elastic Net,False,house,45,-62.100240546955554
ramp_all_elastic_net,Elastic Net,False,house,47,-29.67801106772429
ramp_all_elastic_net,Elastic Net,False,house,50,-58.16233393165646
ramp_all_elastic_net,Elastic Net,False,house,63,-39.88039344801178
ramp_all_elastic_net,Elastic Net,False,house,68,19.537906011672302
ramp_all_elastic_net,Elastic Net,False,house,69,31.17971094283537
ramp_all_elastic_net,Elastic Net,False,house,70,43.6434188892488
ramp_all_elastic_net,Elastic Net,False,house,74,30.905132699589494
ramp_all_elastic_net,Elastic Net,False,house,75,-42.75848690024349
ramp_all_elastic_net,Elastic Net,False,house,80,-37.993728394424934
ramp_all_elastic_net,Elastic Net,False,house,82,40.403029110472815
ramp_all_elastic_net,Elastic Net,False,house,85,-33.3658858244403
ramp_all_elastic_net,Elastic Net,False,house,96,-51.46310490965483
ramp_all_elastic_net,Elastic Net,False,house,99,38.54341645666101
ramp_all_elastic_net,Elastic Net,False,house,101,-42.28602365594729
ramp_all_elastic_net,Elastic Net,False,senate,2,-21.096496821008284
ramp_all_elastic_net,Elastic Net,False,senate,3,-50.10072039158331
ramp_all_elastic_net,Elastic Net,False,senate,6,-57.304606481621875
ramp_all_elastic_net,Elastic Net,False,senate,7,-27.279244622627736
ramp_all_elastic_net,Elastic Net,False,senate,8,-59.81377193637965
ramp_all_elastic_net,Elastic Net,False,senate,11,-55.26595694529567
ramp_all_elastic_net,Elastic Net,False,senate,13,-61.697553079279686
ramp_all_elastic_net,Elastic Net,False,senate,14,-54.606414287280565
ramp_all_elastic_net,Elastic Net,False,senate,16,-43.70951730885592
ramp_all_elastic_net,Elastic Net,False,senate,22,-54.88880592403888
ramp_all_elastic_net,Elastic Net,False,senate,23,25.16541742256372
ramp_all_elastic_net,Elastic Net,False,senate,28,22.2113446520152
ramp_all_elastic_net,Elastic Net,False,senate,29,-64.23559131584918
ramp_all_elastic_net,Elastic Net,False,senate,32,-65.76326845679993
