historical_war_run_id,cycle,chamber,district,canonical_party,candidate_name,canonical_name,canonical_candidate_id,person_id,candidate_effect_id,identity_status,display_name_source,canonical_votes,winner,incumbent,candidate_raw_gap,candidate_structural_expected_gap,candidate_lag_component,candidate_cycle_war,scoring_scope,lag_context_available,backcast_extrapolation_years,modern_backcast_structural_expected_gap,modern_backcast_war,candidate_state_ticket_cmo,candidate_federal_ticket_cmo,candidate_presidential_ticket_cmo,selected_ticket_margin,selected_ticket_source,prior_presidential_margin,contest_tier,score_identification
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,1,D,Starkey,Starkey,AL-1994-house-1-D-STARKEY,ALPERSON-STARKEY,UNRESOLVED-AL-1994-house-1-D-STARKEY,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,7385.0,1,0,39.96750859467612,5.139026609409123,5.3546113426619195,34.828481985267,post2016_southern_model_backcast,True,24,5.139026609409123,34.828481985267,30.474125379332747,39.96750859467612,19.75593971179357,-20.18809086699791,same_cycle_federal,0.0234780158846421,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,1,R,Phillips,Phillips,AL-1994-house-1-R-PHILLIPS,ALPERSON-PHILLIPS,UNRESOLVED-AL-1994-house-1-R-PHILLIPS,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,4946.0,0,0,-39.96750859467612,-5.139026609409123,-5.3546113426619195,-34.828481985267,post2016_southern_model_backcast,True,24,5.139026609409123,34.828481985267,-30.474125379332747,-39.96750859467612,-19.75593971179357,-20.18809086699791,same_cycle_federal,0.0234780158846421,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,3,D,Black,Black,AL-1994-house-3-D-BLACK,ALPERSON-BLACK,UNRESOLVED-AL-1994-house-3-D-BLACK,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,7723.0,1,0,20.70193604119564,-1.7032449310289004,3.087699195414888,22.405180972224542,post2016_southern_model_backcast,True,24,-1.7032449310289004,22.405180972224542,21.791263058258828,20.70193604119564,14.473939098707763,13.099172759913168,same_cycle_federal,19.32716970240104,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,3,R,Smallwood,Smallwood,AL-1994-house-3-R-SMALLWOOD,ALPERSON-SMALLWOOD,UNRESOLVED-AL-1994-house-3-R-SMALLWOOD,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,3821.0,0,0,-20.70193604119564,1.7032449310289004,-3.087699195414888,-22.405180972224542,post2016_southern_model_backcast,True,24,-1.7032449310289004,22.405180972224542,-21.791263058258828,-20.70193604119564,-14.473939098707763,13.099172759913168,same_cycle_federal,19.32716970240104,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,4,D,Smith,Smith,AL-1994-house-4-D-SMITH,ALPERSON-SMITH,UNRESOLVED-AL-1994-house-4-D-SMITH,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5012.0,0,0,-16.37785463820417,-3.212956091039141,-1.8376457852360972,-13.164898547165029,post2016_southern_model_backcast,True,24,-3.212956091039141,-13.164898547165029,-1.3256463547890114,-16.37785463820417,-13.871644835610994,-13.268411504412336,same_cycle_federal,-15.774621307005514,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,4,R,Papucci,Papucci,AL-1994-house-4-R-PAPUCCI,ALPERSON-PAPUCCI,UNRESOLVED-AL-1994-house-4-R-PAPUCCI,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,9236.0,1,0,16.37785463820417,3.212956091039141,1.8376457852360972,13.164898547165029,post2016_southern_model_backcast,True,24,-3.212956091039141,-13.164898547165029,1.3256463547890114,16.37785463820417,13.871644835610994,-13.268411504412336,same_cycle_federal,-15.774621307005514,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,6,D,Schmitz,Schmitz,AL-1994-house-6-D-SCHMITZ,ALPERSON-SCHMITZ,UNRESOLVED-AL-1994-house-6-D-SCHMITZ,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,6409.0,0,0,7.757056296230493,-6.851051963966461,-5.041853227733588,14.608108260196953,post2016_southern_model_backcast,True,24,-6.851051963966461,14.608108260196953,21.709223814421527,7.757056296230493,20.31608060422589,-10.496262609304322,same_cycle_federal,-23.05528691729972,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,6,R,Jorgensen,Jorgensen,AL-1994-house-6-R-JORGENSEN,ALPERSON-JORGENSEN,UNRESOLVED-AL-1994-house-6-R-JORGENSEN,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,6770.0,1,0,-7.757056296230493,6.851051963966461,5.041853227733588,-14.608108260196953,post2016_southern_model_backcast,True,24,-6.851051963966461,14.608108260196953,-21.709223814421527,-7.757056296230493,-20.31608060422589,-10.496262609304322,same_cycle_federal,-23.05528691729972,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,7,D,Letson,Letson,AL-1994-house-7-D-LETSON,ALPERSON-LETSON,UNRESOLVED-AL-1994-house-7-D-LETSON,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,6188.0,1,0,-2.9254723025280347,-3.532575920964038,3.3588560255495015,0.6071036184360032,post2016_southern_model_backcast,True,24,-3.532575920964038,0.6071036184360032,-2.9254723025280347,-46.72712276059982,-11.170017250825545,7.549700893279578,same_cycle_state_fallback,15.794245841577087,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-2CD9D5044B91015A3749,1994,house,7,R,Randolph,Randolph,AL-1994-house-7-R-RANDOLPH,ALPERSON-RANDOLPH,UNRESOLVED-AL-1994-house-7-R-RANDOLPH,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5641.0,0,0,2.9254723025280347,3.532575920964038,-3.3588560255495015,-0.6071036184360032,post2016_southern_model_backcast,True,24,-3.532575920964038,0.6071036184360032,2.9254723025280347,46.72712276059982,11.170017250825545,7.549700893279578,same_cycle_state_fallback,15.794245841577087,meaningful,race_differential_party_orientation
