cycle,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner,normalized_candidate_name,identity_collision_split,candidate_effect_id,identity_status,headline_cmo,state_ticket_cmo,federal_ticket_cmo,presidential_ticket_cmo,headline_cmo_low,headline_cmo_high,baseline_source_v3,baseline_reliability,contest_tier,candidate_headline_cmo,candidate_state_ticket_cmo,candidate_federal_ticket_cmo,candidate_presidential_ticket_cmo,candidate_headline_cmo_low,candidate_headline_cmo_high,career_cmo_mean,appearances,career_reliability,career_cmo_partial_pooled
1994,house,8,D,8391.0,Dukes,alabama_sos,ALPERSON-DUKES,AL-1994-house-8-D-DUKES,0,1,DUKES,False,UNRESOLVED-AL-1994-house-8-D-DUKES,surname_only_unresolved_race_specific,76.0998903137124,76.0998903137124,58.15275011822506,69.2020959371507,58.35553045101713,93.84425017640766,state_ticket_vote_weighted,1.0,meaningful,76.0998903137124,76.0998903137124,58.15275011822506,69.2020959371507,58.35553045101713,93.84425017640766,76.0998903137124,1,0.3333333333333333,25.366630104570795
1994,house,8,R,2602.0,New,alabama_sos,ALPERSON-NEW,AL-1994-house-8-R-NEW,0,0,NEW,False,UNRESOLVED-AL-1994-house-8-R-NEW,surname_only_unresolved_race_specific,76.0998903137124,76.0998903137124,58.15275011822506,69.2020959371507,58.35553045101713,93.84425017640766,state_ticket_vote_weighted,1.0,meaningful,-76.0998903137124,-76.0998903137124,-58.15275011822506,-69.2020959371507,-93.84425017640766,-58.35553045101713,-76.0998903137124,1,0.3333333333333333,-25.366630104570795
1994,house,12,D,7159.0,Morrison,alabama_sos,ALPERSON-MORRISON,AL-1994-house-12-D-MORRISON,0,1,MORRISON,False,UNRESOLVED-AL-1994-house-12-D-MORRISON,surname_only_unresolved_race_specific,17.022676539115032,17.022676539115032,,19.646442534282237,13.386322393353407,20.659030684876658,state_ticket_vote_weighted,1.0,meaningful,17.022676539115032,17.022676539115032,,19.646442534282237,13.386322393353407,20.659030684876658,17.022676539115032,1,0.3333333333333333,5.674225513038344
1994,house,12,R,6564.0,Bowling,alabama_sos,ALPERSON-BOWLING,AL-1994-house-12-R-BOWLING,0,0,BOWLING,False,UNRESOLVED-AL-1994-house-12-R-BOWLING,surname_only_unresolved_race_specific,17.022676539115032,17.022676539115032,,19.646442534282237,13.386322393353407,20.659030684876658,state_ticket_vote_weighted,1.0,meaningful,-17.022676539115032,-17.022676539115032,,-19.646442534282237,-20.659030684876658,-13.386322393353407,-17.022676539115032,1,0.3333333333333333,-5.674225513038344
1994,house,15,D,4363.0,Sharp,alabama_sos,ALPERSON-SHARP,AL-1994-house-15-D-SHARP,0,0,SHARP,False,UNRESOLVED-AL-1994-house-15-D-SHARP,surname_only_unresolved_race_specific,2.224731012092292,2.224731012092292,17.686329495109042,-22.445757513858076,-37.44835485437381,41.897816878558395,state_ticket_vote_weighted,1.0,meaningful,2.224731012092292,2.224731012092292,17.686329495109042,-22.445757513858076,-37.44835485437381,41.897816878558395,2.224731012092292,1,0.3333333333333333,0.7415770040307639
1994,house,15,R,10300.0,Curry,alabama_sos,ALPERSON-CURRY,AL-1994-house-15-R-CURRY,0,1,CURRY,False,UNRESOLVED-AL-1994-house-15-R-CURRY,surname_only_unresolved_race_specific,2.224731012092292,2.224731012092292,17.686329495109042,-22.445757513858076,-37.44835485437381,41.897816878558395,state_ticket_vote_weighted,1.0,meaningful,-2.224731012092292,-2.224731012092292,-17.686329495109042,22.445757513858076,-41.897816878558395,37.44835485437381,-2.224731012092292,1,0.3333333333333333,-0.7415770040307639
1994,house,17,D,8535.0,Millican,alabama_sos,ALPERSON-MILLICAN,AL-1994-house-17-D-MILLICAN,0,1,MILLICAN,False,UNRESOLVED-AL-1994-house-17-D-MILLICAN,surname_only_unresolved_race_specific,17.808928505477446,17.808928505477446,,29.59911031277516,1.468570191046993,34.1492868199079,state_ticket_vote_weighted,1.0,meaningful,17.808928505477446,17.808928505477446,,29.59911031277516,1.468570191046993,34.1492868199079,17.808928505477446,1,0.3333333333333333,5.936309501825815
1994,house,17,R,5183.0,Harper,alabama_sos,ALPERSON-HARPER,AL-1994-house-17-R-HARPER,0,0,HARPER,True,UNRESOLVED-AL-1994-house-17-R-HARPER,surname_only_unresolved_race_specific,17.808928505477446,17.808928505477446,,29.59911031277516,1.468570191046993,34.1492868199079,state_ticket_vote_weighted,1.0,meaningful,-17.808928505477446,-17.808928505477446,,-29.59911031277516,-34.1492868199079,-1.468570191046993,-17.808928505477446,1,0.3333333333333333,-5.936309501825815
1994,house,19,D,7314.0,Hall,alabama_sos,ALPERSON-HALL,AL-1994-house-19-D-HALL,0,1,HALL,True,UNRESOLVED-AL-1994-house-19-D-HALL,surname_only_unresolved_race_specific,25.564303041405267,25.564303041405267,20.754133142413814,51.66770347448042,-7.038674182174489,58.167280264985024,state_ticket_vote_weighted,1.0,meaningful,25.564303041405267,25.564303041405267,20.754133142413814,51.66770347448042,-7.038674182174489,58.167280264985024,25.564303041405267,1,0.3333333333333333,8.521434347135088
1994,house,19,R,1030.0,Anderson,alabama_sos,ALPERSON-ANDERSON,AL-1994-house-19-R-ANDERSON,0,0,ANDERSON,True,UNRESOLVED-AL-1994-house-19-R-ANDERSON,surname_only_unresolved_race_specific,25.564303041405267,25.564303041405267,20.754133142413814,51.66770347448042,-7.038674182174489,58.167280264985024,state_ticket_vote_weighted,1.0,meaningful,-25.564303041405267,-25.564303041405267,-20.754133142413814,-51.66770347448042,-58.167280264985024,7.038674182174489,-25.564303041405267,1,0.3333333333333333,-8.521434347135088
1994,house,26,D,5881.0,Mcdaniel,alabama_sos,ALPERSON-MCDANIEL,AL-1994-house-26-D-MCDANIEL,0,1,MCDANIEL,False,UNRESOLVED-AL-1994-house-26-D-MCDANIEL,surname_only_unresolved_race_specific,21.101365630740354,21.101365630740354,,23.333226517154824,18.00816425454092,24.19456700693979,state_ticket_vote_weighted,1.0,meaningful,21.101365630740354,21.101365630740354,,23.333226517154824,18.00816425454092,24.19456700693979,21.101365630740354,1,0.3333333333333333,7.033788543580117
1994,house,26,R,4171.0,Holcomb,alabama_sos,ALPERSON-HOLCOMB,AL-1994-house-26-R-HOLCOMB,0,0,HOLCOMB,False,UNRESOLVED-AL-1994-house-26-R-HOLCOMB,surname_only_unresolved_race_specific,21.101365630740354,21.101365630740354,,23.333226517154824,18.00816425454092,24.19456700693979,state_ticket_vote_weighted,1.0,meaningful,-21.101365630740354,-21.101365630740354,,-23.333226517154824,-24.19456700693979,-18.00816425454092,-21.101365630740354,1,0.3333333333333333,-7.033788543580117
1994,house,27,D,6807.0,Murphree,alabama_sos,ALPERSON-MURPHREE,AL-1994-house-27-D-MURPHREE,0,1,MURPHREE,False,UNRESOLVED-AL-1994-house-27-D-MURPHREE,surname_only_unresolved_race_specific,26.741201986702663,26.741201986702663,,32.545770932990536,18.696479861684047,34.78592411172128,state_ticket_vote_weighted,1.0,meaningful,26.741201986702663,26.741201986702663,,32.545770932990536,18.696479861684047,34.78592411172128,26.741201986702663,1,0.3333333333333333,8.913733995567554
1994,house,27,R,5746.0,Martin,alabama_sos,ALPERSON-MARTIN,AL-1994-house-27-R-MARTIN,0,0,MARTIN,True,UNRESOLVED-AL-1994-house-27-R-MARTIN,surname_only_unresolved_race_specific,26.741201986702663,26.741201986702663,,32.545770932990536,18.696479861684047,34.78592411172128,state_ticket_vote_weighted,1.0,meaningful,-26.741201986702663,-26.741201986702663,,-32.545770932990536,-34.78592411172128,-18.696479861684047,-26.741201986702663,1,0.3333333333333333,-8.913733995567554
1994,house,28,D,7532.0,Ford,alabama_sos,ALPERSON-FORD,AL-1994-house-28-D-FORD,0,1,FORD,False,UNRESOLVED-AL-1994-house-28-D-FORD,surname_only_unresolved_race_specific,20.51169079076965,20.51169079076965,,25.610968821788646,13.444452003986976,27.578929577552323,state_ticket_vote_weighted,1.0,meaningful,20.51169079076965,20.51169079076965,,25.610968821788646,13.444452003986976,27.578929577552323,20.51169079076965,1,0.3333333333333333,6.837230263589882
1994,house,28,R,3711.0,O'Barr,alabama_sos,ALPERSON-O-BARR,AL-1994-house-28-R-O-BARR,0,0,O BARR,False,UNRESOLVED-AL-1994-house-28-R-O-BARR,surname_only_unresolved_race_specific,20.51169079076965,20.51169079076965,,25.610968821788646,13.444452003986976,27.578929577552323,state_ticket_vote_weighted,1.0,meaningful,-20.51169079076965,-20.51169079076965,,-25.610968821788646,-27.578929577552323,-13.444452003986976,-20.51169079076965,1,0.3333333333333333,-6.837230263589882
1994,house,29,D,7064.0,Page,alabama_sos,ALPERSON-PAGE,AL-1994-house-29-D-PAGE,0,1,PAGE,False,UNRESOLVED-AL-1994-house-29-D-PAGE,surname_only_unresolved_race_specific,34.47109144945283,34.47109144945283,,33.46255992845939,32.47109144945283,36.47109144945283,state_ticket_vote_weighted,1.0,meaningful,34.47109144945283,34.47109144945283,,33.46255992845939,32.47109144945283,36.47109144945283,34.47109144945283,1,0.3333333333333333,11.490363816484276
1994,house,29,R,2464.0,Estes,alabama_sos,ALPERSON-ESTES,AL-1994-house-29-R-ESTES,0,0,ESTES,False,UNRESOLVED-AL-1994-house-29-R-ESTES,surname_only_unresolved_race_specific,34.47109144945283,34.47109144945283,,33.46255992845939,32.47109144945283,36.47109144945283,state_ticket_vote_weighted,1.0,meaningful,-34.47109144945283,-34.47109144945283,,-33.46255992845939,-36.47109144945283,-32.47109144945283,-34.47109144945283,1,0.3333333333333333,-11.490363816484276
1994,house,30,D,7026.0,Galliher,alabama_sos,ALPERSON-GALLIHER,AL-1994-house-30-D-GALLIHER,0,1,GALLIHER,False,UNRESOLVED-AL-1994-house-30-D-GALLIHER,surname_only_unresolved_race_specific,15.83128136953416,15.83128136953416,-6.554114028686731,30.45253940661048,-20.70033127411525,52.36289401318357,state_ticket_vote_weighted,1.0,meaningful,15.83128136953416,15.83128136953416,-6.554114028686731,30.45253940661048,-20.70033127411525,52.36289401318357,15.83128136953416,1,0.3333333333333333,5.27709378984472
1994,house,30,R,5912.0,Hodges,alabama_sos,ALPERSON-HODGES,AL-1994-house-30-R-HODGES,0,0,HODGES,False,UNRESOLVED-AL-1994-house-30-R-HODGES,surname_only_unresolved_race_specific,15.83128136953416,15.83128136953416,-6.554114028686731,30.45253940661048,-20.70033127411525,52.36289401318357,state_ticket_vote_weighted,1.0,meaningful,-15.83128136953416,-15.83128136953416,6.554114028686731,-30.45253940661048,-52.36289401318357,20.70033127411525,-15.83128136953416,1,0.3333333333333333,-5.27709378984472
1994,house,32,D,4541.0,Boyd,alabama_sos,ALPERSON-BOYD,AL-1994-house-32-D-BOYD,0,1,BOYD,False,UNRESOLVED-AL-1994-house-32-D-BOYD,surname_only_unresolved_race_specific,-15.38879062088278,-15.38879062088278,-32.76288668049846,17.06374477713695,-64.95857832165191,34.18099707988635,state_ticket_vote_weighted,1.0,meaningful,-15.38879062088278,-15.38879062088278,-32.76288668049846,17.06374477713695,-64.95857832165191,34.18099707988635,-15.38879062088278,1,0.3333333333333333,-5.129596873627593
1994,house,32,R,2241.0,Montgomery,alabama_sos,ALPERSON-MONTGOMERY,AL-1994-house-32-R-MONTGOMERY,0,0,MONTGOMERY,False,UNRESOLVED-AL-1994-house-32-R-MONTGOMERY,surname_only_unresolved_race_specific,-15.38879062088278,-15.38879062088278,-32.76288668049846,17.06374477713695,-64.95857832165191,34.18099707988635,state_ticket_vote_weighted,1.0,meaningful,15.38879062088278,15.38879062088278,32.76288668049846,-17.06374477713695,-34.18099707988635,64.95857832165191,15.38879062088278,1,0.3333333333333333,5.129596873627593
1994,house,33,D,5981.0,Johnson,alabama_sos,ALPERSON-JOHNSON,AL-1994-house-33-D-JOHNSON,0,1,JOHNSON,True,UNRESOLVED-AL-1994-house-33-D-JOHNSON,surname_only_unresolved_race_specific,34.034442123114594,34.034442123114594,-2.8668417971304656,,-17.10812814209637,85.17701238832555,state_ticket_vote_weighted,1.0,meaningful,34.034442123114594,34.034442123114594,-2.8668417971304656,,-17.10812814209637,85.17701238832555,34.034442123114594,1,0.3333333333333333,11.344814041038198
1994,house,33,R,3621.0,Hattaway,alabama_sos,ALPERSON-HATTAWAY,AL-1994-house-33-R-HATTAWAY,0,0,HATTAWAY,False,UNRESOLVED-AL-1994-house-33-R-HATTAWAY,surname_only_unresolved_race_specific,34.034442123114594,34.034442123114594,-2.8668417971304656,,-17.10812814209637,85.17701238832555,state_ticket_vote_weighted,1.0,meaningful,-34.034442123114594,-34.034442123114594,2.8668417971304656,,-85.17701238832555,17.10812814209637,-34.034442123114594,1,0.3333333333333333,-11.344814041038198
1994,house,35,D,4734.0,Shaddix,alabama_sos,ALPERSON-SHADDIX,AL-1994-house-35-D-SHADDIX,0,0,SHADDIX,False,UNRESOLVED-AL-1994-house-35-D-SHADDIX,surname_only_unresolved_race_specific,3.671611148731882,3.671611148731882,-38.32021565506635,15.599326262412484,-51.84000944153734,59.18323173900111,state_ticket_vote_weighted,1.0,meaningful,3.671611148731882,3.671611148731882,-38.32021565506635,15.599326262412484,-51.84000944153734,59.18323173900111,3.671611148731882,1,0.3333333333333333,1.2238703829106272
1994,house,35,R,5091.0,Sims,alabama_sos,ALPERSON-SIMS,AL-1994-house-35-R-SIMS,0,1,SIMS,False,UNRESOLVED-AL-1994-house-35-R-SIMS,surname_only_unresolved_race_specific,3.671611148731882,3.671611148731882,-38.32021565506635,15.599326262412484,-51.84000944153734,59.18323173900111,state_ticket_vote_weighted,1.0,meaningful,-3.671611148731882,-3.671611148731882,38.32021565506635,-15.599326262412484,-59.18323173900111,51.84000944153734,-3.671611148731882,1,0.3333333333333333,-1.2238703829106272
1994,house,36,D,4172.0,Campbell,alabama_sos,ALPERSON-CAMPBELL,AL-1994-house-36-D-CAMPBELL,0,0,CAMPBELL,False,UNRESOLVED-AL-1994-house-36-D-CAMPBELL,surname_only_unresolved_race_specific,-2.3045785456089956,-2.3045785456089956,-50.07397241215239,4.907137107325058,-60.869159001957485,56.26000191073949,state_ticket_vote_weighted,1.0,meaningful,-2.3045785456089956,-2.3045785456089956,-50.07397241215239,4.907137107325058,-60.869159001957485,56.26000191073949,-2.3045785456089956,1,0.3333333333333333,-0.7681928485363319
1994,house,36,R,5371.0,Rogers,alabama_sos,ALPERSON-ROGERS,AL-1994-house-36-R-ROGERS,0,1,ROGERS,True,UNRESOLVED-AL-1994-house-36-R-ROGERS,surname_only_unresolved_race_specific,-2.3045785456089956,-2.3045785456089956,-50.07397241215239,4.907137107325058,-60.869159001957485,56.26000191073949,state_ticket_vote_weighted,1.0,meaningful,2.3045785456089956,2.3045785456089956,50.07397241215239,-4.907137107325058,-56.26000191073949,60.869159001957485,2.3045785456089956,1,0.3333333333333333,0.7681928485363319
1994,house,40,D,5174.0,Martin,alabama_sos,ALPERSON-MARTIN,AL-1994-house-40-D-MARTIN,0,0,MARTIN,True,UNRESOLVED-AL-1994-house-40-D-MARTIN,surname_only_unresolved_race_specific,6.029266759812465,6.029266759812465,11.440769100109371,-6.7555045167227235,-12.284572798394567,24.343106318019498,state_ticket_vote_weighted,1.0,meaningful,6.029266759812465,6.029266759812465,11.440769100109371,-6.7555045167227235,-12.284572798394567,24.343106318019498,6.029266759812465,1,0.3333333333333333,2.0097555866041548
1994,house,40,R,8703.0,Knight,alabama_sos,ALPERSON-KNIGHT,AL-1994-house-40-R-KNIGHT,0,1,KNIGHT,True,UNRESOLVED-AL-1994-house-40-R-KNIGHT,surname_only_unresolved_race_specific,6.029266759812465,6.029266759812465,11.440769100109371,-6.7555045167227235,-12.284572798394567,24.343106318019498,state_ticket_vote_weighted,1.0,meaningful,-6.029266759812465,-6.029266759812465,-11.440769100109371,6.7555045167227235,-24.343106318019498,12.284572798394567,-6.029266759812465,1,0.3333333333333333,-2.0097555866041548
1994,house,42,D,8909.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1994-house-42-D-SMITH,0,1,SMITH,True,UNRESOLVED-AL-1994-house-42-D-SMITH,surname_only_unresolved_race_specific,49.84592252794546,49.84592252794546,32.58942802956143,65.03730299672449,18.02554504028782,81.6663000156031,state_ticket_vote_weighted,1.0,meaningful,49.84592252794546,49.84592252794546,32.58942802956143,65.03730299672449,18.02554504028782,81.6663000156031,49.84592252794546,1,0.3333333333333333,16.61530750931515
1994,house,42,R,4157.0,Bialas,alabama_sos,ALPERSON-BIALAS,AL-1994-house-42-R-BIALAS,0,0,BIALAS,False,UNRESOLVED-AL-1994-house-42-R-BIALAS,surname_only_unresolved_race_specific,49.84592252794546,49.84592252794546,32.58942802956143,65.03730299672449,18.02554504028782,81.6663000156031,state_ticket_vote_weighted,1.0,meaningful,-49.84592252794546,-49.84592252794546,-32.58942802956143,-65.03730299672449,-81.6663000156031,-18.02554504028782,-49.84592252794546,1,0.3333333333333333,-16.61530750931515
1994,house,43,D,3731.0,Romei,alabama_sos,ALPERSON-ROMEI,AL-1994-house-43-D-ROMEI,0,0,ROMEI,False,UNRESOLVED-AL-1994-house-43-D-ROMEI,surname_only_unresolved_race_specific,-5.8249331604130745,-5.8249331604130745,12.294305308031923,-37.65116515064592,-55.382102412826974,43.732236092000825,state_ticket_vote_weighted,1.0,meaningful,-5.8249331604130745,-5.8249331604130745,12.294305308031923,-37.65116515064592,-55.382102412826974,43.732236092000825,-5.8249331604130745,1,0.3333333333333333,-1.941644386804358
1994,house,43,R,10152.0,Sanderson,alabama_sos,ALPERSON-SANDERSON,AL-1994-house-43-R-SANDERSON,0,1,SANDERSON,False,UNRESOLVED-AL-1994-house-43-R-SANDERSON,surname_only_unresolved_race_specific,-5.8249331604130745,-5.8249331604130745,12.294305308031923,-37.65116515064592,-55.382102412826974,43.732236092000825,state_ticket_vote_weighted,1.0,meaningful,5.8249331604130745,5.8249331604130745,-12.294305308031923,37.65116515064592,-43.732236092000825,55.382102412826974,5.8249331604130745,1,0.3333333333333333,1.941644386804358
1994,house,46,D,2681.0,Jones,alabama_sos,ALPERSON-JONES,AL-1994-house-46-D-JONES,0,0,JONES,False,UNRESOLVED-AL-1994-house-46-D-JONES,surname_only_unresolved_race_specific,-10.51755242886209,-10.51755242886209,7.430769173096607,-30.119721078058546,-47.32892829309378,26.293823435369603,state_ticket_vote_weighted,1.0,meaningful,-10.51755242886209,-10.51755242886209,7.430769173096607,-30.119721078058546,-47.32892829309378,26.293823435369603,-10.51755242886209,1,0.3333333333333333,-3.5058508096206964
1994,house,46,R,14516.0,Carns,alabama_sos,ALPERSON-CARNS,AL-1994-house-46-R-CARNS,0,1,CARNS,False,UNRESOLVED-AL-1994-house-46-R-CARNS,surname_only_unresolved_race_specific,-10.51755242886209,-10.51755242886209,7.430769173096607,-30.119721078058546,-47.32892829309378,26.293823435369603,state_ticket_vote_weighted,1.0,meaningful,10.51755242886209,10.51755242886209,-7.430769173096607,30.119721078058546,-26.293823435369603,47.32892829309378,10.51755242886209,1,0.3333333333333333,3.5058508096206964
1994,house,48,D,2750.0,Gulas,alabama_sos,ALPERSON-GULAS,AL-1994-house-48-D-GULAS,0,0,GULAS,False,UNRESOLVED-AL-1994-house-48-D-GULAS,surname_only_unresolved_race_specific,-8.128477597519328,-8.128477597519328,7.276332702163458,-38.07888341904818,-53.33209077277295,37.075135577734294,state_ticket_vote_weighted,1.0,meaningful,-8.128477597519328,-8.128477597519328,7.276332702163458,-38.07888341904818,-53.33209077277295,37.075135577734294,-8.128477597519328,1,0.3333333333333333,-2.7094925325064425
1994,house,48,R,13809.0,Hawkins,alabama_sos,ALPERSON-HAWKINS,AL-1994-house-48-R-HAWKINS,0,1,HAWKINS,False,UNRESOLVED-AL-1994-house-48-R-HAWKINS,surname_only_unresolved_race_specific,-8.128477597519328,-8.128477597519328,7.276332702163458,-38.07888341904818,-53.33209077277295,37.075135577734294,state_ticket_vote_weighted,1.0,meaningful,8.128477597519328,8.128477597519328,-7.276332702163458,38.07888341904818,-37.075135577734294,53.33209077277295,8.128477597519328,1,0.3333333333333333,2.7094925325064425
1994,house,49,D,5872.0,Holladay,alabama_sos,ALPERSON-HOLLADAY,AL-1994-house-49-D-HOLLADAY,0,0,HOLLADAY,False,UNRESOLVED-AL-1994-house-49-D-HOLLADAY,surname_only_unresolved_race_specific,22.057355307723675,22.057355307723675,-2.74769541685494,,-12.320691059326933,56.43540167477428,state_ticket_vote_weighted,1.0,meaningful,22.057355307723675,22.057355307723675,-2.74769541685494,,-12.320691059326933,56.43540167477428,22.057355307723675,1,0.3333333333333333,7.352451769241225
1994,house,49,R,6614.0,Thomas,alabama_sos,ALPERSON-THOMAS,AL-1994-house-49-R-THOMAS,0,1,THOMAS,True,UNRESOLVED-AL-1994-house-49-R-THOMAS,surname_only_unresolved_race_specific,22.057355307723675,22.057355307723675,-2.74769541685494,,-12.320691059326933,56.43540167477428,state_ticket_vote_weighted,1.0,meaningful,-22.057355307723675,-22.057355307723675,2.74769541685494,,-56.43540167477428,12.320691059326933,-22.057355307723675,1,0.3333333333333333,-7.352451769241225
1994,house,50,D,2498.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1994-house-50-D-SMITH,0,0,SMITH,True,UNRESOLVED-AL-1994-house-50-D-SMITH,surname_only_unresolved_race_specific,-8.88862474928505,-8.88862474928505,9.45184843425261,-33.182914300792845,-50.806272902688974,33.029023404118874,state_ticket_vote_weighted,1.0,meaningful,-8.88862474928505,-8.88862474928505,9.45184843425261,-33.182914300792845,-50.806272902688974,33.029023404118874,-8.88862474928505,1,0.3333333333333333,-2.96287491642835
