chamber,district,conditional_dem_probability,full_uncertainty_dem_probability,margin_80_low,margin_80_high,margin_95_low,margin_95_high,draws
house,2,7.11435529879064e-05,0.0,-68.27095014284559,-51.12432428449122,-72.917949643973,-46.708434954142966,50000
house,4,0.0022544149171351913,2e-05,-36.725711014585606,-19.549509871397913,-41.392779497091055,-14.929294955186911,50000
house,5,0.0003903304911927078,0.0,-50.21384666409264,-33.06175304958269,-54.690868545036324,-28.478651390761662,50000
house,8,0.014369722520696498,0.00474,-26.02123635941929,-8.847643390441114,-30.56826831604698,-4.206806292688285,50000
house,10,0.9976695729298257,1.0,19.30985813421489,36.52570191734305,14.89065522879597,41.16251537438043,50000
house,15,0.026748549568098714,0.01612,-22.97333976871019,-5.892105205408246,-27.523324119412763,-1.2887491581712816,50000
house,16,2.8741110815337024e-05,0.0,-80.59453673146318,-63.49169084116894,-85.14428698904457,-58.943617522593605,50000
house,19,0.99986926900288,1.0,44.04558608367851,61.19552080329821,39.555975900493884,65.78254185745843,50000
house,20,0.004603659359924254,0.00024,-32.30802378501657,-15.113241470709255,-36.82293492071377,-10.581285960647689,50000
house,21,0.005801258259780884,0.00026,-30.865571852906907,-13.764887440215489,-35.55421689707242,-9.107073758252223,50000
house,25,0.28955761893623344,0.30602,-11.942004434410142,5.229620237792534,-16.376710727960866,9.642522184087493,50000
house,28,0.00630839156854777,0.00052,-30.521247426323065,-13.238188721961043,-35.13023157178156,-8.78127582389977,50000
house,32,0.9771679965160142,0.9887,6.725920269748652,23.88376981135185,2.0951755260210336,28.444618900647868,50000
house,37,0.0010485587260193603,0.0,-42.062497449540174,-24.967484733274073,-46.67279281565258,-20.429034705173066,50000
house,38,0.0003185944851920539,0.0,-52.117258021710384,-35.02670345851279,-56.551454707157546,-30.550119908843985,50000
house,40,6.572273851188572e-05,0.0,-69.3240438767739,-52.089462366113395,-73.78765957527077,-47.5731929888732,50000
house,41,0.0002800692256919091,0.0,-53.28962487130507,-36.135542953772614,-57.752470934666064,-31.837088243835773,50000
house,43,0.00030324227478282015,0.0,-52.555082229578424,-35.408780894812494,-57.04973656407128,-30.962671952390746,50000
house,45,0.0004255025179216404,0.0,-49.45223537729723,-32.277567215363284,-53.92388643960889,-27.602133805925995,50000
house,47,0.018688035879081816,0.00808,-24.837299994998872,-7.581558614266976,-29.31207918931207,-3.077476331932708,50000
house,50,0.00021811521566823762,0.0,-55.75303139022979,-38.58262458652544,-60.34019678691279,-33.992882969845695,50000
house,63,0.01344846849818512,0.00398,-26.39168414042944,-9.263082995448757,-31.013353068944177,-4.714182072307548,50000
house,68,0.9924366144099841,0.99926,12.308294111410323,29.40755676594617,7.69871204236836,34.06582986343004,50000
house,69,0.9981304861748576,0.99998,20.817412773127526,37.97915204850097,16.45792553080316,42.57020012405372,50000
house,70,0.9999166338582492,1.0,49.1955419206213,66.44294245409817,44.73524677535439,71.00723196944695,50000
house,74,0.9995213420734523,1.0,31.341536600649953,48.40525905735257,26.799531482358013,52.93814932425219,50000
house,75,0.0029343269054225413,2e-05,-34.98574625280465,-17.785018582629206,-39.510113874734,-13.246688278125118,50000
house,80,0.0009824040493974628,0.0,-42.60716716250394,-25.40005809329392,-47.195123136197296,-20.881476677580785,50000
house,82,0.9997146741206715,1.0,35.95677093227186,53.179920051935156,31.268647085060284,57.66297101877149,50000
house,85,0.005556678279854829,0.00048,-31.065031158470443,-14.077708608458538,-35.61787983276322,-9.629239031993729,50000
house,96,0.0008696926356478989,0.0,-43.544446094993184,-26.329190193087154,-48.1428200714364,-21.93079897002342,50000
house,99,0.9997890057126985,1.0,38.90297562689836,56.11546318834049,34.399769749744515,60.719311580079136,50000
house,101,0.0014186424996519174,0.0,-39.87644936205641,-22.804146852487694,-44.56940018750971,-18.183552331977356,50000
senate,2,0.8756493871838807,0.86978,-1.0508443674819785,16.12556390242114,-5.465381942587384,20.595007670912146,50000
senate,3,0.0020342623182277022,0.0,-37.37968386466128,-20.21617426690054,-41.94089879818676,-15.780162996739623,50000
senate,6,0.00035851805703049073,0.0,-50.98550631058696,-33.91285605675013,-55.5855590021122,-29.376572063802097,50000
senate,7,0.20584459636798053,0.22082,-13.715431475085644,3.401603281372734,-18.22771789684854,7.964320146178901,50000
senate,8,0.0002320262870463611,0.0,-55.13396455728505,-37.99912605252137,-59.67737032725969,-33.4189458682553,50000
senate,11,0.000399629690087881,0.0,-50.021202049704044,-32.78974560711276,-54.59346510533629,-28.19140465786249,50000
senate,13,0.0004334402429779131,0.0,-49.278526128971784,-32.194245752286356,-53.86535060270721,-27.712038379044188,50000
senate,14,0.0007833907700879622,0.0,-44.394201101681396,-27.2573048480377,-48.89989564860345,-22.781610014844812,50000
senate,16,0.02773525541826062,0.01688,-22.888332630659544,-5.703428380040763,-27.411786708712516,-1.1404410663972084,50000
senate,22,0.0005717949942106711,0.0,-46.95232692732322,-29.71292084642678,-51.51530508136008,-25.08357891885066,50000
senate,23,0.9985958831599198,1.0,22.83834728918277,40.01310250388246,18.237972947542385,44.49755350227222,50000
senate,25,0.0026955871174017144,4e-05,-35.53289292057843,-18.363713571935605,-40.11800549251566,-13.77472719731848,50000
senate,28,0.9773035951002781,0.98874,6.675352847524793,23.891630715523554,2.1497505387893825,28.520690273702748,50000
senate,29,0.00014785827690511768,0.0,-59.79171931465727,-42.69982782788181,-64.32821566217777,-38.24447377944267,50000
senate,32,0.000192905792113762,0.0,-57.07043083735696,-39.89726510248252,-61.619308448727,-35.38319936013119,50000
