specification,eligible_races,selected_alpha,stability_band_radius,random_mae,random_rmse,random_r2,cycle_holdout_mae,cycle_holdout_rmse,cycle_holdout_r2,district_grouped_mae,district_grouped_rmse,district_grouped_r2
total,509,30,9.225790261904368,15.924365994953884,20.575797766838573,0.1530451951992129,16.923777812896862,21.59360682227204,0.06718128736276852,16.15553646120707,20.785266717037253,0.13571281391521284
predictive_total,509,3,16.342086798717272,13.792158515182944,18.204162761604533,0.3370385276283505,15.604522835919582,20.224154081994943,0.18174700905898256,13.83756546859126,18.134241608867935,0.34212154160244246
candidate_history_forecast,509,1,20.12387450630825,13.702323454482537,18.289187224809147,0.3308312023844022,16.02020395094319,20.89195651640644,0.12681735116747694,13.624504790268423,18.00975091665315,0.35112314503808817
resource_adjusted,509,30,10.01536181747978,15.953741132497136,20.539299122577535,0.15604729358955416,17.021382029804286,21.726347840417073,0.05567752217119637,16.226789263512742,20.803501833346292,0.13419565361668395
fundraising_adjusted,509,10,13.21319309496537,15.45677803787575,20.096748272451496,0.1920240087904983,17.004685936652667,21.375624106088004,0.08591942873369673,15.546237670227196,20.048975310923538,0.19586080140536977
