historical_war_run_id,state_code,cycle,chamber,geometry_source_id,geometry_sha256,geometry_features,matched_races,unmatched_races,unscored_features,duplicate_keys,invalid_geometries,unsimplified_features,dem_votes_before,dem_votes_after,rep_votes_before,rep_votes_after
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TN,2024,upper,CENSUS-CB-2024-TN-SLDU-500K,039110e9d971a858af62101ff75e295b04dda6287d6d510526b000ebf21f0ced,33,10,0,23,0,0,0,285658,285658,617024,617024
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2016,lower,CENSUS-CB-2016-TX-SLDL-500K,2b5aea3fa4ea97460c181df9d9ab8b4987ceda956d9cd48292b0d50b105e3fc7,150,52,0,98,0,0,0,1441433,1441433,1723996,1723996
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2016,upper,CENSUS-CB-2016-TX-SLDU-500K,e1972af7cb0db4fa409608d9ce4792f4e260b470760adde5948ca2581c4a5508,31,4,0,27,0,0,1,437730,437730,605728,605728
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2018,lower,CENSUS-CB-2018-TX-SLDL-500K,973b253c915e96ada5d74f0086d63845697ecb9599f8b569d28268d70f5668d7,150,94,0,56,0,0,1,2432195,2432195,3235844,3235844
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2018,upper,CENSUS-CB-2018-TX-SLDU-500K,0873965631434c0216090662ecc4a6fddfb77992ae5793a625e944fe6eae1283,31,13,0,18,0,0,1,1834528,1834528,2106413,2106413
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2020,lower,CENSUS-CB-2020-TX-SLDL-500K,a3c38f02dcba38835769f1a0ddf9a59620dd2225891ec5994fdda5d29a94cd3e,150,94,0,56,0,0,0,3387710,3387710,4173403,4173403
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2020,upper,CENSUS-CB-2020-TX-SLDU-500K,a63d94773832f6c9ea9144d6733c867da97e46ea9b2433292957f5d39a7425a8,31,13,0,18,0,0,0,1909853,1909853,2448577,2448577
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2022,lower,CENSUS-CB-2022-TX-SLDL-500K,4d03bbcf45d3762d7bf1ac1969a405c9148272b2de423ceff41a90ad52acd47d,150,80,0,70,0,0,0,2112404,2112404,2420804,2420804
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2022,upper,CENSUS-CB-2022-TX-SLDU-500K,0266f1fc0ca8c9aa04fce3ae8e8ba5c7ec6d09539279a22363c95aceefee5556,31,18,0,13,0,0,0,2031522,2031522,2572527,2572527
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2024,lower,CENSUS-CB-2024-TX-SLDL-500K,bf188ddb7ffcba7571970fae65f39914d7ac7fc485c195bc9c9f5afef808f755,150,89,0,61,0,0,0,2850665,2850665,4173522,4173522
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,TX,2024,upper,CENSUS-CB-2024-TX-SLDU-500K,ada9796f8c000664a21553d71f5df1d9e37d4be8a7a31e5bd99b2e499a50f88f,31,10,0,21,0,0,0,1562436,1562436,2196005,2196005
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,VA,2017,lower,CENSUS-CB-2017-VA-SLDL-500K,3dac39cece565d649703b6ba3283c30c060a6d689e07594c604fb6c6afe51960,100,0,0,100,0,0,1,0,0,0,0
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,VA,2019,lower,CENSUS-CB-2019-VA-SLDL-500K,088401002b24768c7306c94261fa870168521f0e19efb38360122637ae0cad58,100,65,0,35,0,0,1,764457,764457,868477,868477
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,VA,2019,upper,CENSUS-CB-2019-VA-SLDU-500K,f25da00f0f9bd2047695619adfe8bd33221dbfcd5e990963fce794f416ea7791,40,20,0,20,0,0,0,597254,597254,724944,724944
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,VA,2021,lower,CENSUS-CB-2021-VA-SLDL-500K,964a3db12553c45f0ceb8df5421b325efc4a12fc2c580461a8b7de159c7985ed,100,0,0,100,0,0,3,0,0,0,0
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,VA,2023,lower,CENSUS-CB-2023-VA-SLDL-500K,3f1cbfc40eab5166b9da9cebe1ef811fed1d613510fc8cbac909fd8e20d7532e,100,38,0,62,0,0,0,474881,474881,507150,507150
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,VA,2023,upper,CENSUS-CB-2023-VA-SLDU-500K,5c5fef685b8d05887fb6de32a23e5e35072d4e0a78a667f8499e0153f3943b1b,40,19,0,21,0,0,0,644777,644777,566872,566872
