design,outcome,n,pearson,pearson_p,spearman,spearman_p
repeat_candidate_next_cycle,candidate_war_cmo,77,0.038752813603057906,0.7379130876083427,-0.014432935485567061,0.9008533341218711
repeat_candidate_next_cycle,candidate_raw_ticket_gap,77,0.2930445273830915,0.00969716908585802,0.22059519427940477,0.053870643272323944
