stage,specification,parameter,races,mae,zero_baseline_mae,rmse,pearson,pearson_p,selected,candidate_effect_id,southern_candidate_quality_index,southern_candidate_quality_se,southern_quality_appearances,southern_candidate_quality_low,southern_candidate_quality_high,southern_quality_status,selected_quality_penalty
quality,all,1.0,437.0,16.98017127787159,16.96991822525805,21.269897027378615,0.12314535080203587,0.009973733808789659,False,,,,,,,,
quality,seen_candidate,1.0,129.0,16.38499499856314,16.35026178932191,21.130494749797236,0.2051851030621924,0.01966663413901131,False,,,,,,,,
quality,all,3.0,437.0,16.86321371743313,16.96991822525805,21.22364251797404,0.12086904191253055,0.01144686712752006,False,,,,,,,,
quality,seen_candidate,3.0,129.0,15.988789929480912,16.35026178932191,20.97234908834595,0.19855263131670103,0.024090572435878217,True,,,,,,,,
quality,all,10.0,437.0,16.877405082668222,16.96991822525805,21.313372475052866,0.11627853652846973,0.015013935328612525,False,,,,,,,,
quality,seen_candidate,10.0,129.0,16.03686455434708,16.35026178932191,21.27837768667275,0.1881806254542936,0.032709102175199026,False,,,,,,,,
quality,all,30.0,437.0,16.92141480354381,16.96991822525805,21.399429832390865,0.11345814085299646,0.017660341468325954,False,,,,,,,,
quality,seen_candidate,30.0,129.0,16.185951748320974,16.35026178932191,21.56898976071052,0.18210570269039894,0.03887614082506755,False,,,,,,,,
quality,all,100.0,437.0,16.951524464273742,16.96991822525805,21.444932108417095,0.11214023139563924,0.019030808797910054,False,,,,,,,,
quality,seen_candidate,100.0,129.0,16.287951141646406,16.35026178932191,21.721544456997233,0.17930197716294102,0.042035862938835905,False,,,,,,,,
,fitted_effect,,,,,,,,,ALNAME-ADLINE-C-CLARKE,-2.420846855210269,8.906991270698676,1.0,-19.878549745779672,15.036856035359136,uncertain,3.0
,fitted_effect,,,,,,,,,ALNAME-AL-WIGGINS,-5.6107663054046775,8.825609065535723,1.0,-22.908960073854693,11.687427463045339,uncertain,3.0
