cycle,acs_vintage,chamber,district,NAME,B03002_001E,B15003_001E,nonwhite_share,college_share,white_college_share,C15002H_001E,feature_method,geography_validation
2026,2022,senate,18,"State Senate District 18 (2022), Alabama",140969,94442,0.6414034291227149,0.3910654158107621,0.6579205012727629,35749,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,19,"State Senate District 19 (2022), Alabama",139203,96607,0.6797842000531598,0.1939093440433923,0.1921907134374185,34523,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,20,"State Senate District 20 (2022), Alabama",137423,92589,0.7457485282667384,0.226517188866928,0.2382788346124468,27493,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,21,"State Senate District 21 (2022), Alabama",145432,85981,0.3295217008636338,0.3163140693874228,0.3721316053154618,60879,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,22,"State Senate District 22 (2022), Alabama",138592,96377,0.2735078503809743,0.1695425257063407,0.1894818780214678,73226,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,23,"State Senate District 23 (2022), Alabama",140830,96772,0.6025704750408294,0.1421898896374984,0.1908584062289724,41612,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,24,"State Senate District 24 (2022), Alabama",145275,96411,0.6300739975907761,0.2271836201263341,0.300570553119552,37858,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,25,"State Senate District 25 (2022), Alabama",147978,100696,0.3844084931543878,0.3538372924445856,0.3633339855214244,66443,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,26,"State Senate District 26 (2022), Alabama",147087,97656,0.7750990910141617,0.2632915540263783,0.3914325089962484,26122,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,27,"State Senate District 27 (2022), Alabama",146609,89485,0.3244684841994694,0.40530815220428,0.4592578144048374,61521,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,28,"State Senate District 28 (2022), Alabama",146430,99526,0.6129003619476883,0.1612945361011193,0.2098082334302806,42291,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,29,"State Senate District 29 (2022), Alabama",142415,99832,0.2780465540848927,0.2085603814408206,0.2247146428240771,75607,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,30,"State Senate District 30 (2022), Alabama",137129,95235,0.3200854669690584,0.229778967816454,0.2475812564091132,67287,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,31,"State Senate District 31 (2022), Alabama",137117,90426,0.2961777168403626,0.2158781766306151,0.2317290285902365,66841,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,32,"State Senate District 32 (2022), Alabama",149768,109131,0.1715252924523262,0.3776562113423317,0.4043846878479061,93416,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,33,"State Senate District 33 (2022), Alabama",138713,93292,0.6997613778088572,0.2314989495347939,0.4033059430536977,31398,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,34,"State Senate District 34 (2022), Alabama",137067,90093,0.3247317005552029,0.2679342457238631,0.2750339899452999,63254,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
2026,2022,senate,35,"State Senate District 35 (2022), Alabama",135347,93958,0.2877714319489903,0.2504949019774793,0.2548462281848672,70364,reuse_2022_acs_sld_estimate_original_2021_plan,2025_TIGER_vs_2022_BEF_block_assignment
