cycle,chamber,district,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,war_baseline_margin,war_baseline_source,federal_primary,raw_ticket_gap,structural_expected_gap,structural_base_adjustment,incumbency_adjustment,lagged_partisanship_adjustment,demographic_adjustment,campaign_effort_adjustment,predicted_structural_gap,war_cmo,dem_incumbent_i,rep_incumbent_i,prior_pres_margin,downballot_lag,presidential_swing,nonwhite_share,white_college_share,campaign_effort_ratio,campaign_effort_available,era,contest_tier
1994,house,1,7385.0,4946.0,12331.0,19.779417727678208,-20.18809086699791,same_cycle_federal,True,39.96750859467612,24.49659446192142,15.856019190445597,0.0,8.640575271475821,0.12970740891864566,0.24489228478012545,24.871194155620188,15.09631443905593,0,0,0.0234780158846421,-20.211568882882553,,0.184473259507423,0.2102270558024268,,0,pre_2008,meaningful
1994,house,3,7723.0,3821.0,11544.0,33.8011088011088,13.099172759913168,same_cycle_federal,True,20.701936041195637,15.462684572385925,15.856019190445597,0.0,-0.3933346180596722,1.0944678723128436,0.24489228478012545,16.802044729478894,3.8998913117167433,0,0,19.32716970240104,-6.227996942487872,,0.2004661393016312,0.1403785701537749,,0,pre_2008,meaningful
1994,house,4,5012.0,9236.0,14248.0,-29.646266142616508,-13.268411504412336,same_cycle_federal,True,-16.37785463820417,13.95918597172435,15.856019190445597,0.0,-1.8968332187212464,-1.0372228918623627,0.24489228478012545,13.166855364642112,-29.54471000284628,0,0,-15.774621307005514,2.506209802593178,,0.1320992624834559,0.2958540377176548,,0,pre_2008,meaningful
1994,house,6,6409.0,6770.0,13179.0,-2.73920631307383,-10.496262609304322,same_cycle_federal,True,7.757056296230493,9.321732861489734,15.856019190445597,0.0,-6.534286328955863,-1.2913293520488078,0.24489228478012545,8.275295794221051,-0.5182394979905585,0,0,-23.05528691729972,12.559024307995399,,0.1877725393293048,0.312181783404524,,0,pre_2008,meaningful
1994,house,7,6188.0,5641.0,11829.0,4.624228590751543,7.549700893279578,same_cycle_state_fallback,False,-2.9254723025280347,12.503845978722074,15.856019190445597,0.0,-3.352173211723523,2.1442060706595734,0.24489228478012545,14.892944334161772,-17.818416636689808,0,0,15.794245841577087,,,0.1762094449035579,0.0658173304771097,,0,pre_2008,meaningful
1994,house,8,8391.0,2602.0,10993.0,52.66078413535887,-5.491965982866193,same_cycle_federal,True,58.15275011822506,9.542396700055598,15.856019190445597,0.0,-6.313622490389999,0.7512196912166185,0.24489228478012545,10.538508676052341,47.61424144217271,0,0,-16.541311801791835,11.04934581892564,,0.1806253194264251,0.1657186974971238,,0,pre_2008,meaningful
1994,house,12,7159.0,6564.0,13723.0,4.335786635575311,-12.686889903539722,same_cycle_state_fallback,False,17.022676539115032,15.233911619836425,15.856019190445597,0.0,-0.6221075706091721,2.0354856116922706,0.24489228478012545,17.51428951630882,-0.49161297719378894,0,0,-15.310655898706926,,,0.0173608084819821,0.0791158540824709,,0,pre_2008,meaningful
1994,house,15,4363.0,10300.0,14663.0,-40.48966787151333,-58.175997366622376,same_cycle_federal,True,17.686329495109042,36.53815111068009,15.856019190445597,0.0,20.682131920234493,0.36209842932717423,0.24489228478012545,37.145141824787395,-19.458812329678352,0,0,-18.043910357655257,-40.13208700896712,,0.0872444375637471,0.1968951334726563,,0,pre_2008,meaningful
1994,house,17,8535.0,5183.0,13718.0,24.43504884093891,6.626120335461465,same_cycle_state_fallback,False,17.808928505477446,14.343348805961769,15.856019190445597,0.0,-1.5126703844838278,2.3053149263888884,0.24489228478012545,16.89355601713078,0.9153724883466658,0,0,-5.164061471836247,,,0.0279939132868289,0.0593673790027331,,0,pre_2008,meaningful
1994,house,19,7314.0,1030.0,8344.0,75.31160115052732,54.55746800811351,same_cycle_federal,True,20.754133142413814,-4.410885740357273,15.856019190445597,0.0,-20.26690493080287,-0.6034722693278174,0.24489228478012545,-4.769465724904964,25.52359886731878,0,0,23.6438976760469,30.91357033206661,,0.5822432722233701,0.2491430513328904,,0,pre_2008,meaningful
1994,house,26,5881.0,4171.0,10052.0,17.011539992041385,-4.089825638698969,same_cycle_state_fallback,False,21.101365630740354,14.444953125744982,15.856019190445597,0.0,-1.4110660647006146,1.8496530624255554,0.24489228478012545,16.539498472950662,4.561867157789692,0,0,-6.321686525113438,,,0.0163509406044869,0.0924985390869787,,0,pre_2008,meaningful
1994,house,27,6807.0,5746.0,12553.0,8.452162829602486,-18.289039157100177,same_cycle_state_fallback,False,26.741201986702663,16.00478806374094,15.856019190445597,0.0,0.14876887329534227,2.148026151767316,0.24489228478012545,18.39770650028838,8.343495486414284,0,0,-24.093608103388053,,,0.0253405014411071,0.0707566489010581,,0,pre_2008,meaningful
