cycle,chamber,district,D,R,context_cmo,candidate_pair_component,unattributed_race_residual
1998,senate,35,UNRESOLVED-AL-1998-senate-35-D-STATEN,UNRESOLVED-AL-1998-senate-35-R-CALLAHAN,-34.714137858602015,-3.155830714418365,-31.55830714418365
2002,house,1,ALNAME-STARKEY-NELSON,ALNAME-MCNATT-WILLIAM-DALE,25.53450468501263,2.3213186077284207,23.21318607728421
2002,house,2,ALNAME-PETTUS-MARY,ALNAME-GREER-LYNN,-12.652883572422326,-1.150262142947484,-11.502621429474841
2002,house,3,ALNAME-BLACK-MARCEL,ALNAME-BARNES-STEVEN-C,12.035977375766528,1.0941797614333204,10.941797614333208
2002,house,4,ALNAME-HANSBERRY-CATHY,ALNAME-HAMMON-MICKY,5.644958773351247,0.5131780703046587,5.131780703046588
2002,house,5,ALNAME-CARTER-TOMMY,ALNAME-COFFMAN-RONNIE-G,14.969348831172482,1.3608498937429527,13.608498937429529
2002,house,6,ALNAME-SCHMITZ-SUE,ALNAME-FARGERSON-SHAWN,13.306441971698819,1.2096765428817107,12.096765428817108
2002,house,7,ALNAME-LETSON-JOHN-JODY,ALNAME-RIDDLE-YOLANDA-YOYO,36.660221889930284,3.332747444539116,33.32747444539117
2002,house,8,ALNAME-DUKES-BILL-J,ALNAME-NEW-CLAY-H,42.61725943255931,3.8742963120508453,38.74296312050846
2002,house,9,ALNAME-GRANTLAND-RONALD,ALNAME-COLEY-ROY,16.008747644283915,1.455340694934901,14.553406949349014
2002,house,10,ALNAME-SMITH-PAM,ALNAME-BALL-MIKE,-7.538205699090572,-0.6852914271900518,-6.85291427190052
2002,house,11,ALNAME-MAZE-DENNIS-E,ALNAME-ODEN-JEREMY-H,-7.180810747402324,-0.6528009770365748,-6.528009770365749
2002,house,12,ALNAME-MORRISON-NEAL,ALNAME-BESHEARS-MITCHELL,38.37192024214289,3.4883563856493534,34.88356385649354
2002,house,13,ALNAME-SHERER-TOMMY,ALNAME-COMBS-TOMMY,19.473429818171063,1.7703118016519146,17.70311801651915
2002,house,14,ALNAME-GUIN-KEN,ALNAME-FRAZIER-ED,11.43253833081068,1.0393216664373344,10.393216664373345
2002,house,16,ALNAME-THIGPEN-WILLIAMS-E,ALNAME-ACKER-JOE-D,4.662065865096533,0.4238241695542302,4.238241695542303
2002,house,17,ALNAME-MILLICAN-MIKE,ALNAME-WESTBROOKS-MIKE,-0.5330334636745362,-0.04845758760677601,-0.4845758760677602
2002,house,20,ALNAME-MILLER-JEFF,ALNAME-SANDERFORD-HOWARD,8.933592079280952,0.8121447344800865,8.121447344800867
2002,house,21,ALNAME-HINSHAW-RANDY,ALNAME-DUGAN-JERRY,0.20070410443276554,0.018245827675705956,0.18245827675705958
2002,house,22,ALNAME-HALL-ALBERT,ALNAME-STAMM-DAVID-L,23.89527664164209,2.1722978765129173,21.722978765129174
2002,house,24,ALNAME-HENDRIX-J-LUTHER,ALNAME-GREESON-TODD,-30.83497077613177,-2.8031791614665242,-28.031791614665245
2002,house,25,ALNAME-MILES-PAM,ALNAME-GARNER-RAY,5.3030094811705375,0.48209177101550327,4.820917710155034
2002,house,26,ALNAME-MCDANIEL-FRANK,ALNAME-PATTERSON-JEFFREY,20.03139455342474,1.8210358684931576,18.21035868493158
2002,house,28,ALNAME-FORD-CRAIG,ALNAME-ABEL-DAVID-C,7.4538070844441435,0.6776188258585584,6.776188258585585
2002,house,29,ALNAME-PAGE-JACK,ALNAME-NORDGREN-BECKY,11.763750758338116,1.0694318871216466,10.694318871216469
2002,house,31,ALNAME-VENABLE-JACK-B,ALNAME-SHAW-MICKEY-B,41.70713962363284,3.791558147602985,37.91558147602986
2002,house,32,ALNAME-BOYD-BARBARA-BIGSBY,ALNAME-LITTLE-BENJAMIN-L,8.886605750013253,0.8078732500012047,8.078732500012048
2002,house,33,ALNAME-CURTIS-CLARA,ALNAME-JOHNSON-RON,-29.853753280415155,-2.713977570946832,-27.139775709468324
2002,house,35,ALNAME-HURST-STEVE,ALNAME-SIMS-LARRY-P,16.6381140744097,1.512555824946336,15.125558249463364
2002,house,36,ALNAME-CHANDLER-WAYNE,ALNAME-WOOD-RANDY,-25.897495993929773,-2.354317817629979,-23.543178176299794
2002,house,37,ALNAME-LAIRD-RICHARD,ALNAME-CREED-WAYNE-J,50.554054705654536,4.595823155059502,45.95823155059503
2002,house,38,ALNAME-PATTERSON-ARTHUR-FRANK,ALNAME-BRIDGES-DUWAYNE,-19.676395002654736,-1.7887631820595211,-17.887631820595214
2002,house,40,ALNAME-FITE-LEA,ALNAME-BROOKS-PETE,9.460307185860911,0.8600279259873553,8.600279259873556
2002,house,41,ALNAME-MCKINZIE-MACK,ALNAME-HILL-MIKE,-19.567784884221517,-1.7788895349292286,-17.78889534929229
2002,house,42,ALNAME-MARTIN-JAMES-M-JIMMY,ALNAME-CATON-ALLEN,30.72205095219683,2.792913722926984,27.92913722926985
2002,house,50,ALNAME-QUARLES-MARILYN,ALNAME-MCCLENDON-JIM,-21.7002326091816,-1.9727484190165088,-19.727484190165093
2002,house,59,ALNAME-MOORE-MARY,ALNAME-WASHINGTON-WILLIAM,0.19524792987028405,0.017749811806389456,0.1774981180638946
2002,house,62,ALNAME-MERRILL-JOHN-H,ALNAME-ALLEN-GERALD,-2.8726412915783204,-0.2611492083253018,-2.6114920832530184
2002,house,63,ALNAME-VANDERMEER-JEANETTE,ALNAME-BENTLEY-ROBERT,-2.06187762528722,-0.18744342048065635,-1.8744342048065639
2002,house,64,ALNAME-WARREN-J-E-JIMMY,ALNAME-ALBRITTON-GREG,6.183888672527727,0.5621716975025205,5.6217169750252065
2002,house,65,ALNAME-DOLBARE-JEFF,ALNAME-WILLIAMS-NICK,11.362165452454803,1.0329241320413456,10.329241320413457
2002,house,67,ALNAME-SALAAM-Y,ALNAME-STORY-MARK-A,-22.7498551102256,-2.068168646384145,-20.681686463841455
2002,house,70,ALNAME-MELTON-BRYANT,ALNAME-HILL-STEPHEN,8.563359342416284,0.7784872129469348,7.784872129469349
2002,house,74,ALNAME-OTT-RUTH-MITCHELL,ALNAME-LOVE-JAY,-4.436131590047168,-0.40328469000428796,-4.03284690004288
2002,house,76,ALNAME-MCCLAMMY-THAD,ALNAME-GRANT-TANNER,0.3210572125056501,0.02918701931869546,0.2918701931869547
2002,house,81,ALNAME-GRAHAM-BETTY-CAROL,ALNAME-PATTERSON-BENJIE,48.03051808381126,4.366410734891932,43.66410734891933
2002,house,85,ALNAME-BAKER-LOCY-SUNNY,ALNAME-SMITH-GARY-L,18.210609480759,1.6555099527962724,16.555099527962728
2002,house,87,ALNAME-HUTTO-MICKEY-A,ALNAME-BECK-WARREN-HARRIS,-12.877423323582484,-1.1706748475984075,-11.706748475984076
2002,house,91,ALNAME-SPICER-TERRY,ALNAME-HOWELL-WES,37.878577912446474,3.4435070829496786,34.435070829496794
2002,house,92,ALNAME-HAMMETT-SETH,ALNAME-BROXTON-ROGER,51.70225184822285,4.700204713474804,47.00204713474805
2002,house,102,ALNAME-JOHNSON-GARY,ALNAME-TURNER-J-E,-46.31614681105614,-4.210558801005103,-42.10558801005104
2002,house,104,ALNAME-WEBSTER-DANIEL-J,ALNAME-BARTON-JIM,-28.53742941753238,-2.594311765230216,-25.943117652302163
2002,senate,1,ALNAME-DENTON-BOBBY,ALNAME-HANSON-QUINTON,14.131426848848692,1.2846751680771535,12.846751680771538
2002,senate,2,ALNAME-BUTLER-TOM,ALNAME-ANDREWS-STEVE,24.655509040226907,2.2414099127479004,22.414099127479005
2002,senate,3,ALNAME-ROBERTS-TOMMY-ED,ALNAME-SMITH-TERRY,32.26203062161758,2.932911874692507,29.329118746925076
2002,senate,4,ALNAME-LITTLE-ZEB,ALNAME-HUNT-GUY,21.451764097364016,1.9501603724876375,19.50160372487638
2002,senate,5,ALNAME-DUTTON-JOHN-RANDALL,ALNAME-LEE-CURT,-14.167961290855034,-1.2879964809868212,-12.879964809868213
2002,senate,6,ALNAME-BEDFORD-ROGER,ALNAME-FRAZIER-BETTY,5.90006734187218,0.5363697583520163,5.363697583520164
2002,senate,7,ALNAME-ENFINGER-JEFF,ALNAME-PETERS-ELBERT,23.295959379333063,2.117814489030278,21.178144890302786
2002,senate,8,ALNAME-BARRON-LOWELL,ALNAME-HAMMONDS-DAVID,5.202782848995078,0.4729802589995524,4.729802589995526
2002,senate,9,ALNAME-MITCHEM-HINTON,ALNAME-EDMONDS-DORIS,12.762534341957494,1.1602303947234083,11.602303947234086
2002,senate,10,ALNAME-MEANS-LARRY,ALNAME-WILLIAMS-DAVID-L,21.839365484179744,1.9853968621981581,19.853968621981586
2002,senate,11,ALNAME-PREIUTT-JIM,ALNAME-BRADFORD-RALPH,21.71106438504354,1.9737331259130484,19.73733125913049
2002,senate,12,ALNAME-GRAY-PRESTON-R,ALNAME-MARSH-DEL,-16.599441483750407,-1.5090401348864004,-15.090401348864006
2002,senate,15,ALNAME-TURNER-JOHN,ALNAME-FRENCH-STEVE,-32.53248428909698,-2.9574985717360884,-29.57498571736089
2002,senate,17,ALNAME-MOORE-CAROLINE-B,ALNAME-BIDDLE-JACK,-44.00296331028183,-4.000269391843802,-40.00269391843803
2002,senate,19,ALNAME-MCCLAIN-E-B,ALNAME-WALKER-CLIFF,-7.014764145112196,-0.6377058313738359,-6.37705831373836
2002,senate,21,ALNAME-POOLE-PHIL,ALNAME-TINGLE-JERRY,19.045140083071352,1.7313763711883046,17.31376371188305
2002,senate,22,ALNAME-LINDSEY-PAT,ALNAME-DAY-SHELDON-A,4.579290768949547,0.41629916081359514,4.162991608135952
2002,senate,23,ALNAME-SANDERS-HANK,ALNAME-MOTES-RICHARD,13.13050220071278,1.1936820182466161,11.936820182466164
2002,senate,25,ALNAME-COX-HOBSON,ALNAME-DIXON-LARRY,-19.17268601981616,-1.7429714563469234,-17.42971456346924
2002,senate,26,ALNAME-ROSS-QUINTON-T,ALNAME-LOVE-BEVERLY-RAY,-4.900483446960038,-0.44549849517818524,-4.454984951781853
2002,senate,27,ALNAME-LITTLE-T-D-TED,ALNAME-WARD-KEITH-J,37.9485580243704,3.4498689113063996,34.498689113064
2002,senate,31,ALNAME-HOLLEY-JIMMY-W,ALNAME-WHITE-GREGORY-B,39.4235638597504,3.5839603508863997,35.839603508864
2002,senate,35,ALNAME-TANNER-GARY,ALNAME-CALLAHAN-GEORGE-M,4.803920669509995,0.4367200608645449,4.36720060864545
2006,house,4,ALNAME-SUE-MITCHELL,ALNAME-MICKY-HAMMON,4.960183390120267,0.04144507400579206,4.918738316114475
2006,house,6,ALNAME-SUE-SCHMITZ,ALNAME-JOHN-TONY-STILES,36.20400734184436,3.291273394713123,32.91273394713124
2006,house,7,ALNAME-JOHN-JODY-LETSON,ALNAME-MICHAEL-ROBINSON,10.529873636213132,1.2483422699270013,9.281531366286131
2006,house,9,ALNAME-RONALD-GRANTLAND,ALNAME-SCOTT-STONE,26.30347952953249,2.3912254117756806,23.91225411775681
2006,house,11,ALNAME-JIM-BOYD,ALNAME-JEREMY-H-ODEN,8.037405554415793,0.7306732322196174,7.306732322196176
2006,house,12,ALNAME-NEAL-MORRISON,ALNAME-RHONDA-D-BRUNER,38.35619337724319,3.4869266706584705,34.86926670658472
2006,house,13,ALNAME-TOMMY-SHERER,ALNAME-JAMES-BROOKS,36.386128427717225,2.9966130511188998,33.389515376598325
2006,house,17,ALNAME-MIKE-MILLICAN,ALNAME-BILLY-DIXON,27.79412779333171,2.8214680935528342,24.972659699778877
2006,house,21,ALNAME-RANDY-HINSHAW,ALNAME-AL-WIGGINS,26.105571777653104,2.6149438856391414,23.49062789201396
2006,house,26,ALNAME-FRANK-MCDANIEL,ALNAME-JEFF-STONE,32.71400868002287,2.974000789092988,29.740007890929885
2006,house,28,ALNAME-CRAIG-FORD,ALNAME-CHRISTOPHER-P-WORD,20.548701990871105,2.2508656103783387,18.297836380492768
2006,house,29,ALNAME-JOHN-G-JACK-PAGE,ALNAME-CODY-ROBINSON,4.1366828781538185,0.23418338829455218,3.902499489859266
2006,house,32,ALNAME-BARBARA-BIGSBY-BOYD,ALNAME-BEN-LITTLE,-5.690638143998008,-0.5521841930732199,-5.138453950924788
2006,house,33,ALNAME-CLARA-L-CURTIS,ALNAME-RON-JOHNSON,-41.295815355492664,-5.944736148373571,-35.35107920711909
2006,house,34,ALNAME-JEREMY-P-SHERER,ALNAME-ELWYN-THOMAS,10.090203997084078,0.9172912724621887,9.17291272462189
2006,house,35,ALNAME-STEVE-HURST,ALNAME-LONNIE-C-ROBINSON,49.10238937235758,5.332628686231391,43.76976068612619
2006,house,37,ALNAME-RICHARD-LAIRD,ALNAME-PETE-WARD,44.403341006888134,4.5614622555301665,39.84187875135797
2006,house,38,ALNAME-MARK-CARLTON,ALNAME-DUWAYNE-BRIDGES,0.4224718733337234,-0.05686439512495928,0.47933626845868266
2006,house,40,ALNAME-LEA-FITE,ALNAME-TOM-SHELTON,12.765637648794115,1.1605125135267376,11.605125135267377
2006,house,42,ALNAME-JAMES-M-JIMMY-MARTIN,ALNAME-ALLEN-CATON,34.58314219371591,3.1441582883784047,31.4389839053375
2006,house,44,ALNAME-JONATHAN-BARBEE,ALNAME-ARTHUR-PAYNE,-5.614382712387098,-0.510398428398827,-5.103984283988271
2006,house,45,ALNAME-PAT-SEWELL,ALNAME-OWEN-DRAKE,2.623339704786936,-0.5240006441514626,3.147340348938399
2006,house,58,ALNAME-OLIVER-ROBINSON,ALNAME-RICHARD-RUTLEDGE,-5.856571678256287,-0.5324156071142079,-5.324156071142079
2006,house,61,ALNAME-ALAN-HARPER,ALNAME-FRANK-CHANDLER,38.433604373557614,6.426773899822315,32.0068304737353
2006,house,62,ALNAME-ANN-SKELTON,ALNAME-GERALD-ALLEN,-19.171797638602143,-1.6632320785216845,-17.50856556008046
2006,house,64,ALNAME-ELLIOT-D-DICK-WEAVER,ALNAME-HARRY-SHIVER,-3.6702800628213446,-0.9776387388967229,-2.6926413239246214
2006,house,65,ALNAME-GEORGE-M-MARC-KEAHEY,ALNAME-NICK-WILLIAMS,45.39615747303968,4.12692340663997,41.26923406639971
2006,house,66,ALNAME-F-P-SKIPPY-WHITE,ALNAME-ALAN-BAKER,-3.7294457290486314,-1.109257717335136,-2.6201880117134957
2006,house,73,ALNAME-LARRY-A-GREWELLE,ALNAME-DAVID-GRIMES,0.9054094094925951,0.78834688114069,0.11706252835190512
2006,house,79,ALNAME-CAROLYN-ELLIS,ALNAME-MIKE-HUBBARD,11.304424894880594,1.4583632965654243,9.846061598315169
2006,house,80,ALNAME-LESLEY-VANCE,ALNAME-CINDY-DUNN-IRVIN,13.764085711765556,2.439088357357464,11.324997354408092
2006,house,85,UNRESOLVED-AL-2006-house-85-D-BAKER,UNRESOLVED-AL-2006-house-85-R-RALEY,1.1042296850366435,0.10038451682151303,1.0038451682151306
2006,house,88,ALNAME-M-BENJAMIN-ABERNATHY-I,ALNAME-H-MAC-GIPSON,-16.171077051171572,-1.47009791374287,-14.700979137428702
2006,house,91,ALNAME-TERRY-SPICER,ALNAME-RICKY-E-SNELLGROVE,35.86652927646096,2.8183479705291736,33.048181305931784
2006,house,92,ALNAME-SETH-HAMMETT,ALNAME-WILLIAM-E-BLOCKER,78.59642278906351,7.145129344460317,71.4512934446032
2006,house,93,ALNAME-JOHN-WILLIAMS,ALNAME-STEVE-CLOUSE,-7.778627468415941,-3.316012440260709,-4.462615028155232
2006,house,94,ALNAME-GENE-PONDER,ALNAME-JOE-FAUST,-18.157404243298863,-1.578364731340482,-16.57903951195838
2006,house,95,ALNAME-FRANK-CAMP,ALNAME-STEVE-MCMILLAN,-13.311719982388894,-1.210156362035354,-12.10156362035354
2006,house,101,ALNAME-AMY-BECKERLE-SMITH,ALNAME-JAMIE-ISON,-10.126172860130865,-0.9205611691028057,-9.205611691028059
2006,house,102,ALNAME-GARY-JOHNSON,ALNAME-CHAD-FINCHER,-31.09615636371307,-2.826923305792097,-28.269233057920975
2006,senate,2,ALNAME-TOM-BUTLER,ALNAME-JIM-BURDEN,38.16278777072005,3.6742487377570305,34.48853903296302
2006,senate,3,ALNAME-BOBBY-DAY,ALNAME-ARTHUR-ORR,-11.990737033311017,-1.090067003028274,-10.900670030282743
2006,senate,4,ALNAME-ZEB-LITTLE,ALNAME-HAROLD-SACHS,26.206195324316358,2.344067962885045,23.862127361431313
2006,senate,5,ALNAME-LARRY-B-CAGLE,ALNAME-CHARLES-BISHOP,-5.264653679059121,-0.4786048799144655,-4.786048799144655
2006,senate,7,ALNAME-PARKER-GRIFFITH,ALNAME-CHERYL-BASWELL-GUTHRIE,31.703588505529154,2.882144409593559,28.821444095935597
2006,senate,8,ALNAME-LOWELL-R-BARRON,ALNAME-DON-STOUT,-16.69215956187243,-1.5174690510793116,-15.174690510793118
2006,senate,9,ALNAME-HINTON-HITCHEM,ALNAME-BILL-INGRAM,31.73373250804102,2.884884773458274,28.848847734582744
2006,senate,11,ALNAME-JIM-PREUITT,ALNAME-JIM-HETHCOX,28.386398123924245,2.5805816476294767,25.80581647629477
2006,senate,13,ALNAME-KIM-S-BENEFIELD,ALNAME-JIM-C-INGRAM,10.253788959397298,0.9321626326724815,9.321626326724816
2006,senate,16,ALNAME-RUSS-PARKER,ALNAME-J-T-JABO-WAGGONER,-3.5552087126812637,-0.08537662763203244,-3.4698320850492315
2006,senate,18,ALNAME-RODGER-M-SMITHERMAN,ALNAME-STANLEY-NANCE,9.842667644200873,0.8947879676546245,8.947879676546249
2006,senate,20,ALNAME-LINDA-COLEMAN,ALNAME-MEL-GLENN,-4.540844384697252,-0.41280403497247736,-4.128040349724774
2006,senate,21,ALNAME-PHIL-POOLE,ALNAME-JOE-NATHAN-SAXTON,40.83603960040604,4.002383450664369,36.83365614974167
2006,senate,22,ALNAME-PAT-LINDSEY,ALNAME-JOHN-MCMILLAN,5.128248129533945,0.46620437541217663,4.662043754121768
2006,senate,23,ALNAME-HANK-SANDERS,ALNAME-BOB-DUKE,-8.278516441622497,-0.7525924037838632,-7.525924037838633
2006,senate,25,ALNAME-MIKE-CHAPPELL,ALNAME-LARRY-DIXON,-7.4320528720353565,-0.6756411701850323,-6.7564117018503245
2006,senate,27,ALNAME-T-D-TED-LITTLE,ALNAME-PEGGY-MARTIN,30.235887054333244,2.6366024141526765,27.599284640180567
2006,senate,29,ALNAME-RONNIE-HELMS,ALNAME-HARRI-ANNE-SMITH,-12.409450660064792,-2.866784155750421,-9.54266650431437
2006,senate,30,ALNAME-WALKING-WENDELL-MITCHELL,ALNAME-JOAN-REYNOLDS,39.9340968403794,3.1619349873201537,36.772161853059245
2006,senate,31,ALNAME-JIMMY-W-HOLLEY,ALNAME-DWIGHT-ADAMS,39.625938846567905,4.352326667500227,35.273612179067676
2006,senate,33,ALNAME-VIVIAN-DAVIS-FIGURES,ALNAME-JEFFERY-JONES,11.835522422707974,1.18874095415409,10.646781468553884
2006,senate,35,ALNAME-GARY-TANNER,ALNAME-BEN-BROOKS,0.4547542087136305,-0.5129464910249248,0.9677006997385553
2010,house,1,ALNAME-GREG-BURDINE,ALNAME-QUINTON-HANSON,9.428473046218366,0.8234448822709233,8.605028163947443
2010,house,2,ALNAME-MIKE-CURTIS,ALNAME-LYNN-GREER,3.0243089547200253,-0.28073052085235217,3.3050394755723773
2010,house,4,ALNAME-VAUGHN-GOODWIN,ALNAME-MICKY-HAMMON,-9.663495751518695,-0.654920599405587,-9.008575152113108
2010,house,5,ALNAME-HENRY-A-WHITE,ALNAME-DAN-WILLIAMS,3.4299587093083304,1.7877634369322155,1.6421952723761148
2010,house,7,ALNAME-JOHN-JODY-LETSON,ALNAME-KEN-JOHNSON,-4.755587308559269,1.1044548349110834,-5.860042143470352
2010,house,8,ALNAME-DRAMA-BRELAND,ALNAME-TERRI-COLLINS,-4.100181411203831,-0.9071919594333762,-3.1929894517704547
2010,house,9,ALNAME-KATHY-WHITE-GOODWIN,ALNAME-ED-HENRY,-11.415450401565103,-1.0377682183241002,-10.377682183241003
2010,house,12,ALNAME-JAMES-C-FIELDS,ALNAME-MAC-BUTTRAM,20.775366153671442,1.888669650333767,18.886696503337674
2010,house,13,ALNAME-TOMMY-SHERER,ALNAME-BILL-ROBERTS,-5.861970935070596,0.9847987957480514,-6.8467697308186475
2010,house,14,ALNAME-KEN-GUIN,ALNAME-RICHARD-BAUGHN,-27.868120134851317,-2.533465466804665,-25.334654668046653
2010,house,16,ALNAME-WILLIAM-E-THIGPEN,ALNAME-DANIEL-H-BOMAN,12.418587801903783,2.0462407679220225,10.372347033981761
2010,house,21,ALNAME-RANDY-HINSHAW,ALNAME-JIM-PATTERSON,6.890321664846403,1.5726997360914925,5.31762192875491
2010,house,22,ALNAME-BUTCH-TAYLOR,ALNAME-WAYNE-JOHNSON,-3.2118036271558204,-0.29198214792325633,-2.919821479232564
2010,house,24,ALNAME-NATHANIEL-LEDBETTER,ALNAME-TODD-GREESON,2.80772943647764,0.2552481305888763,2.5524813058887634
2010,house,26,ALNAME-RANDALL-WHITE,ALNAME-KERRY-RICH,11.377113534642913,1.034283048603901,10.342830486039011
2010,house,27,ALNAME-JEFF-MCLAUGHLIN,ALNAME-WES-LONG,26.551927061380816,3.3255619658669966,23.22636509551382
2010,house,29,ALNAME-JOHN-G-JACK-PAGE,ALNAME-BECKY-NORDGREN,-4.2113260149219425,-1.0899948010944551,-3.1213312138274873
2010,house,30,ALNAME-WALLY-BURNS,ALNAME-BLAINE-GALLIHER,-11.65649306855115,-1.0596811880501043,-10.596811880501045
2010,house,32,ALNAME-BARBARA-BIGSBY-BOYD,ALNAME-RON-STRUZIK,7.76331346236887,0.08848016913472667,7.674833293234144
2010,house,35,ALNAME-STEVE-HURST,ALNAME-STEVEN-M-DEAN,23.21284562191933,4.099793269543857,19.113052352375476
2010,house,36,ALNAME-GARRY-BEARDEN,ALNAME-RANDY-WOOD,-28.32765840971482,-3.399186196005333,-24.92847221370949
2010,house,37,ALNAME-RICHARD-LAIRD,ALNAME-BOB-FINCHER,13.962948996147997,2.4174613882605773,11.54548760788742
2010,house,38,ALNAME-HUEY-P-LONG,ALNAME-DUWAYNE-BRIDGES,-2.281589669935271,-0.18562923051872093,-2.09596043941655
2010,house,39,ALNAME-RICHARD-LINDSEY,ALNAME-TIM-SPRAYBERRY,30.8411428854368,4.4918108865293025,26.349331998907495
2010,house,40,ALNAME-RICKY-WHALEY,ALNAME-K-L-KOVEN-BROWN,-0.3616841277955949,-0.032880375254144986,-0.3288037525414499
2010,house,42,ALNAME-JAMES-M-JIMMY-MARTIN,ALNAME-KURT-WALLACE,1.5776669478492806,1.5724689909561846,0.00519795689309599
2010,house,43,ALNAME-VIRGINIA-SWEET,ALNAME-MARY-SUE-MCCLURKIN,-5.163829887922738,-0.4694390807202488,-4.694390807202489
2010,house,45,ALNAME-CHARLENE-CANNON,ALNAME-OWEN-DRAKE,-18.294795921549735,-1.5201023406436849,-16.77469358090605
2010,house,61,ALNAME-ALAN-HARPER,ALNAME-FRANK-CHANDLER,38.68768242431017,6.426773899822315,32.26090852448785
2010,house,63,ALNAME-SUSAN-PACE-HAMILL,ALNAME-BILL-POOLE,-1.5963088182273246,-0.1451189834752113,-1.4511898347521133
2010,house,73,ALNAME-JOSEPH-LISTER-JOE-HUBBARD,ALNAME-DAVID-GRIMES,3.436271413497691,0.9088641194266469,2.527407294071044
2010,house,75,ALNAME-GLENN-L-ALLEN,ALNAME-GREG-WREN,-19.13322364898451,-1.7393839680895007,-17.39383968089501
2010,house,80,ALNAME-LESLEY-VANCE,ALNAME-MERVIN-DUDLEY,16.879263396359796,2.587430151861952,14.291833244497845
2010,house,81,ALNAME-BETTY-CAROL-GRAHAM,ALNAME-MARK-M-TUGGLE,-4.075480083971515,-0.7769223204931273,-3.298557763478388
2010,house,84,ALNAME-BERRY-FORTE,ALNAME-JOYCE-L-PERRIN,-9.615367168533933,-1.2866714093478004,-8.328695759186132
2010,house,85,ALNAME-DEXTER-GRIMSLEY,ALNAME-JODY-SINGLETON,-14.748749803012085,-0.028650076614261333,-14.720099726397825
2010,house,86,ALNAME-MERRITT-CAROTHERS,ALNAME-PAUL-LEE,-17.658528922636606,-1.605320811148782,-16.053208111487823
2010,house,90,ALNAME-CHARLES-NEWTON,ALNAME-JERRY-HARTIN,5.689875942068015,0.5172614492789104,5.172614492789105
2010,house,91,ALNAME-TERRY-SPICER,ALNAME-BARRY-MOORE,-9.049934456111508,0.6794687451685801,-9.729403201280089
2010,house,92,ALNAME-DAVID-S-DARBY,ALNAME-MIKE-JONES,-20.253211937432642,-1.841201085221149,-18.412010852211495
2010,house,93,ALNAME-RONNIE-HELMS,ALNAME-STEVE-CLOUSE,-43.73288262576732,-5.48253251938765,-38.25035010637967
2010,house,98,ALNAME-NAPOLEON-BRACY,ALNAME-SHARON-L-POWE,-7.7080018398883965,-1.0807915708026004,-6.627210269085796
2010,senate,1,ALNAME-TAMMY-L-IRONS,ALNAME-JERRY-FREEMAN,15.383122546555244,1.3984656860504765,13.984656860504767
2010,senate,2,ALNAME-TOM-BUTLER,ALNAME-BILL-HOLTZCLAW,7.657161847311663,2.2215998842613933,5.43556196305027
2010,senate,4,ALNAME-ZEB-LITTLE,ALNAME-PAUL-BUSSMAN,-0.45457882925518334,0.38831663590653787,-0.8428954651617212
2010,senate,5,ALNAME-BRETT-WADSWORTH,ALNAME-GREG-REED,-30.888430997229648,-2.808039181566331,-28.08039181566332
2010,senate,6,ALNAME-ROGER-BEDFORD,ALNAME-JIM-BONNER,14.72453619959614,1.2330573778136906,13.491478821782449
2010,senate,7,ALNAME-JEFF-ENFINGER,ALNAME-PAUL-L-SANFORD,-6.75963786435859,-0.9943970064207588,-5.765240857937831
2010,senate,8,ALNAME-LOWELL-BARRON,ALNAME-SHADRACK-MCGILL,6.136340967718142,0.5578491788834673,5.578491788834675
2010,senate,9,ALNAME-TIM-MITCHELL,ALNAME-CLAY-SCOFIELD,-1.3675154423579343,-0.1243195856689031,-1.2431958566890313
2010,senate,10,ALNAME-LARRY-MEANS,ALNAME-PHIL-WILLIAMS-SENATE-10,1.8089829503661523,0.7705947597195237,1.0383881906466286
2010,senate,11,ALNAME-JERRY-L-FIELDING,ALNAME-RAY-ROBBINS,1.496381010455436,0.1360346373141305,1.3603463731413055
2010,senate,12,ALNAME-WALLACE-WYATT,ALNAME-DEL-MARSH,-1.439772464994082,-0.45101956349247013,-0.9887529015016119
2010,senate,13,ALNAME-GREG-VARNER,ALNAME-GERALD-DIAL,7.615294571239614,0.40090245153077153,7.214392119708843
2010,senate,17,ALNAME-T-E-TOMMY-HUDSON,ALNAME-SCOTT-BEASON,-33.1036869694786,-3.009426088134418,-30.094260881344184
2010,senate,21,ALNAME-PHIL-POOLE,ALNAME-GERALD-ALLEN,11.331038882178419,1.3728968426596244,9.958142039518794
2010,senate,22,ALNAME-MARC-KEAHEY,ALNAME-DANNY-B-JOYNER,22.342910920746345,2.0311737200678492,20.311737200678497
2010,senate,25,ALNAME-DOUG-SMITTY-SMITH,ALNAME-DICK-L-BREWBAKER,-26.5066452637162,-2.4096950239741997,-24.096950239742
2010,senate,27,ALNAME-T-D-TED-LITTLE,ALNAME-TOM-WHATLEY,-2.35321609504447,0.1133049022631254,-2.466520997307595
2010,senate,28,ALNAME-BILLY-BEASLEY,ALNAME-KIM-WEST,6.641998977784034,1.178610584511682,5.463388393272352
2010,senate,30,ALNAME-WALKING-WENDELL-MITCHELL,ALNAME-BRYAN-TAYLOR,-9.497578263033965,0.8080456966814227,-10.305623959715387
2010,senate,33,ALNAME-VIVIAN-DAVIS-FIGURES,ALNAME-BRAD-MOSER,3.261720833999135,0.7804646880250978,2.4812561459740374
