state_code,cycle,chamber,district,nonwhite_share,college_share,white_college_share,white_college_rate_within_white,acs_vintage,demographics_source,demographic_run_id,code_version
AL,2018,lower,1,0.20601473453210029,0.19865308354984273,0.1698687269246547,0.20538149954534182,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,2,0.09988127361036159,0.2832834928229665,0.2597488038277512,0.2819397559075565,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,3,0.27453311430053606,0.2025985064659098,0.1661101329609617,0.22256568778979907,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,4,0.24854320265669705,0.28897433492763136,0.2529619556722623,0.3210728881482363,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,5,0.23474280732345243,0.2338728060177798,0.19515044449509916,0.24560711468120203,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,6,0.2909575012800819,0.379662106863089,0.2655793288904478,0.3663709677419355,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,7,0.159045331335258,0.1299278001405661,0.10328413519902882,0.1207559855077877,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,8,0.36290304806823437,0.20279010779961953,0.1664870006341154,0.2380542206909058,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,9,0.10971559289972066,0.16969198659161344,0.15378533932072608,0.16785751268509888,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,10,0.3369410264105642,0.4864406315847084,0.354103385053225,0.5100713469194686,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,11,0.07677152281229938,0.10967334700962601,0.10661196149597602,0.11352332302728861,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,12,0.08697714532125911,0.16996297585519446,0.15758994968513654,0.16964164055048372,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,13,0.12392513909964598,0.14343129059224488,0.13667931322744517,0.15056315081107885,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,14,0.05293050220347373,0.10562387276602722,0.10106574848335793,0.10630152105680682,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,15,0.23377138825189625,0.37387685614300575,0.2792963208171758,0.3525128327563567,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,16,0.14761525327262381,0.12741621138055528,0.11329435445221891,0.13185587327557358,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,17,0.08897874359032276,0.12920012849341472,0.1248955991005461,0.13443518550534214,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,18,0.2013367703081872,0.12846517917511832,0.11849222447599729,0.140127133890377,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,19,0.6203858206829189,0.2641139693303058,0.1278111294285981,0.3000146028037383,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,20,0.14300568571491779,0.5972468644845519,0.5319057815845825,0.6060648309515511,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,21,0.1782283661877715,0.43519100097070745,0.3645863073145663,0.4367753189451722,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,22,0.13145483372468747,0.25535181483734537,0.22105385127893165,0.25066517754492,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,23,0.10854246782403809,0.1456881870258554,0.13463384424833566,0.14960602828338437,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,24,0.1557380639509417,0.1380118084969837,0.1267167244256193,0.1436626891734575,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,25,0.29450861195542044,0.5371013005823954,0.3977790518724162,0.5473570568450774,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,26,0.297886351566649,0.16162574089754445,0.14668924640135478,0.18568060021436228,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,27,0.07864919890236344,0.21949793884205993,0.21131483418445826,0.2249476028294472,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,28,0.3571804890898713,0.12755564182194618,0.09588509316770186,0.14166905649555492,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,29,0.15980924919596318,0.15808181789330034,0.14640261512583705,0.1662162649082982,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,30,0.11570962373841065,0.1904501216545012,0.17192822384428225,0.19089589031844123,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,31,0.21130226626993898,0.23615650683844763,0.20508996287246534,0.25362006043244517,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,32,0.5983051247550929,0.12487808159284297,0.06901422661689033,0.15654562099481234,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,33,0.29695516770102837,0.1136127355425601,0.09912280701754386,0.13599893019523937,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,34,0.15366409343272358,0.1317093712545755,0.11936769136082408,0.13530880517000807,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,35,0.2374946121911935,0.13861256971396888,0.11170542382831611,0.14088272798321747,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,36,0.23010344099641122,0.18880098093597641,0.15388433129944823,0.1910405567032728,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,37,0.3107671449553723,0.14621923369703121,0.12312864755138289,0.17141343224268116,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
