state_code,cycle,chamber,district,nonwhite_share,college_share,white_college_share,white_college_rate_within_white,acs_vintage,demographics_source,demographic_run_id,code_version
AL,2018,lower,38,0.273607517881601,0.21263486655309483,0.18259511641113005,0.24263346538388983,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,39,0.09911370514483353,0.12374643481461035,0.11344189897874689,0.12282099810738122,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,40,0.16658381065600347,0.23670820014351882,0.20464479091917281,0.2355724101678369,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,41,0.20699272433306382,0.2809565987599646,0.2390315913788013,0.2930572648953884,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,42,0.18751627745464017,0.17645747053201657,0.15304237018158648,0.18330980272446293,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,43,0.18315499655841316,0.5712934779396555,0.4870711309435858,0.5795562431871726,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,44,0.24287955976870657,0.30073557148245944,0.239815164089023,0.3006502463054187,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,45,0.25395200262101725,0.43834806515505365,0.3545097111774618,0.45487994537799187,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,46,0.1501459869346945,0.7137972246198792,0.6431843835070712,0.7415033680342927,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,47,0.40190011330950925,0.5138539042821159,0.39020501865255236,0.5909793316592621,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,48,0.13895314898493072,0.6901719901719902,0.6276105651105651,0.7280532991306826,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,49,0.24595412481908685,0.18852513891678382,0.1470509473120439,0.18812093182596779,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,50,0.15407012761739558,0.19140104229790328,0.16782814204338867,0.19407168634595845,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,51,0.15606410370238832,0.20656031203043576,0.17778701365133157,0.2043058157904405,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,52,0.6449819425964646,0.3591327112841512,0.24551923206014634,0.6431900114305812,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,53,0.7184745497958182,0.20994944089751633,0.09473373436173746,0.26625868685820975,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,54,0.6035934246089769,0.32414187987825094,0.2534128921435675,0.5628514056224899,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,55,0.8001153042350284,0.2175925925925926,0.11266666666666666,0.5754824063564131,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,56,0.7276047351187978,0.23451615907609202,0.08996926515786532,0.28358939230844504,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,57,0.7005200090436355,0.17845106720412343,0.047875503865723916,0.1475860664086372,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,58,0.7622074423303586,0.2058337919647771,0.07630548091553628,0.24526534859521332,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,59,0.8581201795285198,0.14404422621295884,0.018610720049445455,0.10009233610341643,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,60,0.7337462679916225,0.19449934123847168,0.044104084321475626,0.16007172743574416,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,61,0.3081470059110768,0.22740087025801312,0.19657412514555372,0.2728858261017526,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,62,0.26931765887127135,0.20977791979549448,0.1584598178622783,0.2067628418945964,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,63,0.19762755048764702,0.5437517931062749,0.47522439444239517,0.5867618035524518,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,64,0.22605514691421158,0.19109275918006194,0.15723344639433712,0.1943775978998031,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,65,0.40907825764252914,0.12340639116613686,0.09091517483687468,0.14669834242211544,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,66,0.3384558696029131,0.13189817724701447,0.10458830923947203,0.15194959364441604,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,67,0.7172721292303195,0.15134204840894944,0.0696107510344575,0.2128064480017911,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,68,0.5568221472606723,0.12320425259899741,0.08424452444235105,0.17739992915338293,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,69,0.674881406918894,0.19322729259844637,0.10485254060597908,0.2860025683360851,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,70,0.6854862317284987,0.25314089599803885,0.14392964392964394,0.3904405652535328,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,71,0.6428956470958178,0.24332375784657942,0.1449799624073483,0.3611945573422866,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,72,0.6645964183146933,0.12922730788160022,0.07153905645784996,0.19830442408887156,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,73,0.2486516944377365,0.3666289696488064,0.3080050126845371,0.3869667063476825,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,74,0.4400559550610915,0.35591852545272606,0.2325123470738242,0.37035323152861327,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,75,0.3696378407106522,0.45151878715166055,0.3049026558324699,0.4691223359624098,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,76,0.8883219954648526,0.2114941701453865,0.05462789693392831,0.3865546218487395,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,77,0.6949062528863028,0.33609011835163266,0.22012690717239414,0.6096356994767499,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,78,0.7784508768621535,0.20527116066903192,0.058648903048294836,0.22597293904310226,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,79,0.30039836166750833,0.5580825224409746,0.44097457946745117,0.6405873328950252,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,80,0.30614010381040513,0.19197218142030636,0.13546569141760845,0.18929334394504252,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,81,0.2637497764263995,0.18382421402191118,0.16985816703392198,0.22156100720589425,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,82,0.6029696297745604,0.2782402755849002,0.14575857614468207,0.3696760101929378,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,83,0.6175642749117796,0.16339952748866612,0.08502011365813167,0.20070847151040097,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,84,0.5978861857774753,0.1473102521829395,0.09021798864260853,0.20731022870773116,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,85,0.5070722600483197,0.16163156699224454,0.11785702696563585,0.21649976156413925,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,86,0.2595563842934888,0.15771562925380522,0.12956317287464422,0.1670989107449228,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,87,0.1601535314338739,0.19658612012248733,0.17833429342388504,0.20675594924250412,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,88,0.30598368087035355,0.29880770211680696,0.23830017852588625,0.3261343804537522,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,89,0.3944205632072989,0.23183728610027018,0.17791203842689882,0.27772245328334605,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,90,0.3966378200058748,0.14465006083114554,0.10731894730101812,0.17018683996750608,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,91,0.2901934623082054,0.24864573763740616,0.1957107105521589,0.26417514752415977,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,92,0.16780751824983509,0.1423659747867057,0.1320514453075258,0.15522209332784492,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,93,0.2905289266987229,0.2106646871423711,0.17398162754013177,0.23338312173263628,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,94,0.13684270930966547,0.38642375168690957,0.35435897435897434,0.39752323856238836,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,95,0.11615199615199612,0.29767488274623294,0.27981239397265745,0.30841147193884566,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,96,0.21411945789691034,0.37828371278458844,0.3422844911461374,0.42201048771292454,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,97,0.6166775153431281,0.230534088957582,0.15507470376094795,0.36680477699244457,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,98,0.6381592252207716,0.12757574701021582,0.06251525400090652,0.1651012891344383,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,99,0.6833278382239807,0.21126358824834407,0.09235254967831902,0.24797889541315632,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,100,0.2761852583794784,0.3614793094162353,0.2832051704018432,0.3759831572257091,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,101,0.3076973887005152,0.4107348158854252,0.32638044870742045,0.44606060606060605,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,102,0.20632623987178345,0.11681351920042084,0.08653340347185692,0.10624041333656252,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,103,0.7005727829350188,0.20948201492817223,0.11417426203068153,0.32748789671866596,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,104,0.31286931007783525,0.23893033329322586,0.1717603176513055,0.23314687027887795,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,105,0.2060402684563758,0.14462654394908817,0.12573989803948404,0.15382361558745972,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,1,0.18774465308901123,0.24031263430381897,0.20112340459556435,0.24174385218822456,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,2,0.3649823534475338,0.45352956938558797,0.31925409128350685,0.47917597640539816,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,3,0.26985373650524636,0.25924845607611996,0.21249823982619542,0.2756079106658318,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,4,0.09667498105349903,0.13010551665135145,0.11764208836359412,0.12780263912794032,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,5,0.10773684250514748,0.1486246095105866,0.13926371051718153,0.15359309016520917,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,6,0.23124432604586787,0.16501473052449428,0.14132541864260134,0.1765591221300933,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,7,0.36611802488960254,0.37679837684961265,0.3006312251506333,0.4359222002644834,2018,ACS 2018 5-year direct SLD tabulation,ACS-SLD-V4-D94C8B457EF0D8DBF33E,88878b973fdac3cee95a8d8648da321e38e0021c
