model_run_id,state_code,cycle,chamber,races,lag_context_rows,finance_complete_rows,raw_gap_mae,war_mae,war_bias
WAR-POST2016-V3-A937708D4E0A5232D3F5,AL,2018,lower,49,49,49,6.41165098956682,5.469212556325619,-0.7691852690298356
WAR-POST2016-V3-A937708D4E0A5232D3F5,AL,2018,upper,15,15,15,6.886027639152843,7.533419295406359,2.845472464307224
WAR-POST2016-V3-A937708D4E0A5232D3F5,AL,2022,lower,25,25,25,7.489416776579015,6.038077060074654,-0.28909702812432314
WAR-POST2016-V3-A937708D4E0A5232D3F5,AL,2022,upper,8,8,8,2.0797946672874295,3.0211496851792363,0.909771634298111
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2018,lower,40,0,40,16.028219742373572,9.454303179779997,1.6387459415900802
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2018,upper,7,0,7,10.988138907258124,8.100834948981362,-3.9775123718841106
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2020,lower,38,0,36,6.200915395713615,5.949034351165762,-0.015401404338142534
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2020,upper,8,0,8,8.226441094332422,6.167772033977795,1.1372375600792233
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2022,lower,35,35,35,4.902311530898073,2.7958152942580976,0.11037112447796038
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2022,upper,13,13,12,5.023409282973857,2.5091223237307196,1.2715733118859873
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2024,lower,49,49,49,4.4977419490701225,3.690655418565746,-0.1847426817546906
WAR-POST2016-V3-A937708D4E0A5232D3F5,AR,2024,upper,5,5,5,3.696331627228962,3.8286377080948015,3.2891437706677307
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2018,lower,77,0,76,4.121430225908724,3.1453377871663135,-0.0026035214894802624
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2018,upper,17,0,14,3.4722234749305763,3.3092094006702353,0.7633925037084053
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2020,lower,95,0,93,4.692675322155691,3.3334678837498046,-0.11850481333379792
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2020,upper,18,0,15,3.494337261643749,2.4163687288430165,-0.08607356263282423
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2022,lower,67,0,66,2.3045002385668174,1.77235501729619,0.2071486255972937
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2022,upper,23,0,22,1.9409789400680872,1.4430590417626106,-0.04291903067074415
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2024,lower,86,0,82,3.0900467225055777,2.336439973202362,-0.0430095506346328
WAR-POST2016-V3-A937708D4E0A5232D3F5,FL,2024,upper,17,0,16,4.084846786262447,2.9263900714032594,1.1214505319597354
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2018,lower,68,68,66,4.106169042279906,3.716367187945746,-0.10407329238005293
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2018,upper,23,23,23,2.7993884121020365,4.358415823392089,-0.2948285671734642
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2020,lower,86,86,83,5.458953621943459,3.5062279662188303,-0.2259920397197562
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2020,upper,28,28,27,4.200459180976969,1.9685651432275475,0.5541802792243355
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2022,lower,86,86,80,7.832888500644166,2.6519727922756138,-0.6288086784279989
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2022,upper,26,26,24,7.895424656839231,2.1927785020383683,-0.14710572701285402
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2024,lower,89,89,85,5.186484125604256,2.981539510816654,-0.4302797409337095
WAR-POST2016-V3-A937708D4E0A5232D3F5,GA,2024,upper,23,23,21,3.826163152622785,2.107288271936358,0.6613109156815152
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2018,lower,85,0,78,13.282376669226093,9.557902742535619,0.7768085618068497
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2018,upper,16,0,16,10.61155621119607,8.124194749378887,-1.2110050517800308
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2020,lower,60,0,56,12.64870733829319,10.964411910373911,0.6573299920536474
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2020,upper,8,0,6,13.072049132671394,11.811767771013997,0.9534452700053013
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2022,lower,46,0,44,5.706071023821444,5.981538146021835,0.4686776876168798
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2022,upper,8,0,7,4.236058713500682,4.071070366250234,-0.6633973433803548
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2024,lower,42,0,42,6.849743904226464,6.961904714445152,0.9284199022085913
WAR-POST2016-V3-A937708D4E0A5232D3F5,KY,2024,upper,1,0,1,2.7762195940937318,7.576511101900074,-7.576511101900074
WAR-POST2016-V3-A937708D4E0A5232D3F5,LA,2019,lower,15,0,14,22.525827506264267,12.803606731214622,-0.8581553353293659
WAR-POST2016-V3-A937708D4E0A5232D3F5,LA,2019,upper,4,0,4,13.271024171734332,3.8458170216124974,-2.3657375144189046
WAR-POST2016-V3-A937708D4E0A5232D3F5,LA,2023,lower,12,0,12,8.138804670935878,5.7681326283566134,0.9503505075134536
WAR-POST2016-V3-A937708D4E0A5232D3F5,LA,2023,upper,5,0,4,16.632382395920324,9.601602466702465,8.06579846742367
