canonical_candidate_id,person_id,candidate_name,election_cycle,primitive_axis,adjudicated_issue_valence,adjudication_status,controlling_evidence_scope,controlling_records,controlling_source_types,post_adjudication_conflict_ratio,conservative_issue_value,candidate,cycle,shor_np_score,shor_al_dem_conservative_percentile,our_issue_conservative_percentile,issue_percentile_gap_ours_minus_shor,shor_temporal_status
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",2014.0,tax_burden,-0.3571428571428571,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,28,legislative_rollcall,0.4736842105263157,0.3571428571428571,"George ""Tootie"" Bandy",2014,-0.73,7.894736842105263,25.0,17.105263157894736,pre_election_service_available
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",2014.0,welfare_conditionality,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,2,legislative_rollcall,0.0,-1.0,"George ""Tootie"" Bandy",2014,-0.73,7.894736842105263,25.0,17.105263157894736,pre_election_service_available
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",2014.0,welfare_generosity,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_rollcall,0.0,-1.0,"George ""Tootie"" Bandy",2014,-0.73,7.894736842105263,25.0,17.105263157894736,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,abortion_access,0.0,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,2,legislative_rollcall,1.0,-0.0,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,criminal_punishment,-0.3333333333333333,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,3,legislative_rollcall,0.5,-0.3333333333333333,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,education_public_funding,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_rollcall,0.0,-1.0,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,election_integrity_controls,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_rollcall,0.0,1.0,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,gun_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,3,legislative_rollcall,0.0,-1.0,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,gun_purchase_regulation,-0.3333333333333333,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,3,legislative_rollcall,0.5,0.3333333333333333,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,labor_rights,1.0,adjudicated_alignment_with_named_pole,issue_specific_group_signals,1,interest_group_endorsement,0.0,-1.0,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,market_governance,-0.42,adjudicated_opposition_to_named_pole,issue_specific_group_signals,1,interest_group_rating,0.0,0.42,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,resource_development,1.0,adjudicated_alignment_with_named_pole,issue_specific_group_signals,1,interest_group_endorsement,0.0,1.0,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
AL-2022-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2022.0,tax_burden,-0.9555555555555556,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,45,legislative_rollcall,0.0227272727272727,0.9555555555555556,Dexter Grimsley,2022,-0.567,39.39393939393939,100.0,60.60606060606061,pre_election_service_available
