state,year,chamber,district,dem_votes,rep_votes,legislative_dem_margin,dem_candidate,rep_candidate,dem_incumbent,rep_incumbent,incumbency_balance,outcome_eligible,dem_win,rep_win,uncont,dontuse,bigthird,dswitch,rswitch,outcome_source,outcome_source_path,candidate_source,incumbency_source,incumbency_quality,klarner_dem_votes,klarner_rep_votes,klarner_legislative_dem_margin,klarner_dem_candidate,klarner_rep_candidate,klarner_incumbency_balance,_merge,dem_vote_difference_texas_minus_klarner,rep_vote_difference_texas_minus_klarner,margin_difference_texas_minus_klarner,selected_outcome_source
TX,1994,house,1,,,,,,,,,,,,,,,,,,,,,,22036.0,0.0,100.0,"telford, barry b",,1.0,right_only,,,,klarner_fallback
TX,1994,house,2,,,,,,,,,,,,,,,,,,,,,,22374.0,0.0,100.0,"ramsay, tom",,1.0,right_only,,,,klarner_fallback
TX,1994,house,3,17577.0,11765.0,19.807784063799332,L.P. (Pete) Patterson,Ken McKim,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,17577.0,11765.0,19.807784063799332,"patterson, l p (pete)","mckim, ken",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,4,16935.0,14891.0,6.422421919185571,Keith Oakley,Jerry Speight,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,16935.0,14891.0,6.422421919185571,"oakley, keith","speight, jerry",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,5,17371.0,12377.0,16.787683205593652,Bob Glaze,Lance Lenz,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,17371.0,12377.0,16.787683205593652,"glaze, bob","lenz, lance",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,6,11142.0,24419.0,-37.33584544866567,Randy Hanson,Ted Kamel,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,11142.0,24419.0,-37.33584544866567,"hanson, randy","kamel, ted",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,7,,,,,,,,,,,,,,,,,,,,,,0.0,23764.0,-100.0,,"yost, jerry",-1.0,right_only,,,,klarner_fallback
TX,1994,house,8,,,,,,,,,,,,,,,,,,,,,,23720.0,0.0,100.0,"sadler, paul",,1.0,right_only,,,,klarner_fallback
TX,1994,house,9,,,,,,,,,,,,,,,,,,,,,,22184.0,0.0,100.0,"johnson, jerry k",,1.0,right_only,,,,klarner_fallback
TX,1994,house,10,,,,,,,,,,,,,,,,,,,,,,0.0,23260.0,-100.0,,"pitts, james r (jim)",-1.0,right_only,,,,klarner_fallback
TX,1994,house,11,,,,,,,,,,,,,,,,,,,,,,21854.0,0.0,100.0,"bomer, elton",,1.0,right_only,,,,klarner_fallback
TX,1994,house,12,,,,,,,,,,,,,,,,,,,,,,24491.0,0.0,100.0,"alexander, clyde",,1.0,right_only,,,,klarner_fallback
TX,1994,house,13,,,,,,,,,,,,,,,,,,,,,,25313.0,0.0,100.0,"kubiak, dan b",,1.0,right_only,,,,klarner_fallback
TX,1994,house,14,,,,,,,,,,,,,,,,,,,,,,0.0,21325.0,-100.0,,"ogden, steve",-1.0,right_only,,,,klarner_fallback
TX,1994,house,15,,,,,,,,,,,,,,,,,,,,,,0.0,28504.0,-100.0,,"brady, kevin",-1.0,right_only,,,,klarner_fallback
TX,1994,house,16,,,,,,,,,,,,,,,,,,,,,,0.0,25078.0,-100.0,,"rabuck, bob",-1.0,right_only,,,,klarner_fallback
TX,1994,house,17,22577.0,10547.0,36.318077526868734,Billy Clemons,David Youngblood,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,22577.0,10547.0,36.318077526868734,"clemons, billy","youngblood, david",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,18,21234.0,10577.0,33.50099022350759,"Allen Ross Hightower, Jr.",Earl Carter,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,21234.0,10577.0,33.50099022350759,"hightower, allen r, jr","carter, earl",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,19,,,,,,,,,,,,,,,,,,,,,,22350.0,0.0,100.0,"lewis, ron e",,1.0,right_only,,,,klarner_fallback
TX,1994,house,20,,,,,,,,,,,,,,,,,,,,,,21727.0,0.0,100.0,"zbranek, zeb d",,1.0,right_only,,,,klarner_fallback
TX,1994,house,21,,,,,,,,,,,,,,,,,,,,,,24192.0,0.0,100.0,"stiles, mark",,1.0,right_only,,,,klarner_fallback
TX,1994,house,22,,,,,,,,,,,,,,,,,,,,,,18869.0,0.0,100.0,"price, albert j",,1.0,right_only,,,,klarner_fallback
TX,1994,house,23,15717.0,13638.0,7.082268778742974,Patricia Gray,Robin Fontenot,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,15717.0,13638.0,7.082268778742974,"gray, patricia","fontenot, robin",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,24,16804.0,15215.0,4.962678409694244,Craig Eiland,Jerry Purdon,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,16804.0,15215.0,4.962678409694244,"eiland, craig","purdon, jerry",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,25,,,,,,,,,,,,,,,,,,,,,,0.0,26734.0,-100.0,,"harris, jack",-1.0,right_only,,,,klarner_fallback
TX,1994,house,26,8706.0,30973.0,-56.1178457118375,Len Goff,Charlie Howard,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,8706.0,30973.0,-56.1178457118375,"goff, len","howard, charlie",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,27,,,,,,,,,,,,,,,,,,,,,,14937.0,0.0,100.0,"mccoulskey, huey",,1.0,right_only,,,,klarner_fallback
TX,1994,house,28,,,,,,,,,,,,,,,,,,,,,,23933.0,0.0,100.0,"saunders, robert",,1.0,right_only,,,,klarner_fallback
TX,1994,house,29,,,,,,,,,,,,,,,,,,,,,,17947.0,0.0,100.0,"uher, d r (tom)",,1.0,right_only,,,,klarner_fallback
TX,1994,house,30,,,,,,,,,,,,,,,,,,,,,,0.0,21144.0,-100.0,,"holzheauser, steve",-1.0,right_only,,,,klarner_fallback
TX,1994,house,31,16246.0,13199.0,10.348106639497368,Judy Hawley,Wil Galloway,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,16246.0,13199.0,10.348106639497368,"hawley, judy","galloway, wil",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,32,,,,,,,,,,,,,,,,,,,,,,21924.0,0.0,100.0,"hunter, todd a",,1.0,right_only,,,,klarner_fallback
TX,1994,house,33,14949.0,10046.0,19.615923184636927,Vilma Luna,Mary Salisbury,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,14949.0,10046.0,19.615923184636927,"luna, vilma","salisbury, mary",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,34,,,,,,,,,,,,,,,,,,,,,,14272.0,0.0,100.0,"berlanga, hugo",,1.0,right_only,,,,klarner_fallback
TX,1994,house,35,,,,,,,,,,,,,,,,,,,,,,16159.0,0.0,100.0,"rangel, irma",,1.0,right_only,,,,klarner_fallback
TX,1994,house,36,,,,,,,,,,,,,,,,,,,,,,9794.0,0.0,100.0,"munoz, sergio 1",,1.0,right_only,,,,klarner_fallback
TX,1994,house,37,,,,,,,,,,,,,,,,,,,,,,9601.0,0.0,100.0,"oliveira, rene o",,1.0,right_only,,,,klarner_fallback
TX,1994,house,38,,,,,,,,,,,,,,,,,,,,,,10261.0,0.0,100.0,"solis, jim",,1.0,right_only,,,,klarner_fallback
TX,1994,house,39,,,,,,,,,,,,,,,,,,,,,,10167.0,0.0,100.0,"cuellar, renato",,1.0,right_only,,,,klarner_fallback
TX,1994,house,40,9065.0,7317.0,10.670247832987425,Eddie de la Garza,Mary Ann Rios,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,9065.0,7317.0,10.670247832987425,"delagarza, eddie","rios, mary a",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,41,,,,,,,,,,,,,,,,,,,,,,10119.0,0.0,100.0,"gutierrez, roberto",,1.0,right_only,,,,klarner_fallback
TX,1994,house,42,,,,,,,,,,,,,,,,,,,,,,13402.0,0.0,100.0,"cuellar, henry",,1.0,right_only,,,,klarner_fallback
TX,1994,house,43,15072.0,9321.0,23.57643586274751,Tracy O. King,Pedro (Pete) Nieto,0.0,1.0,-1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,15072.0,9321.0,23.57643586274751,"king, tracy o","nieto, pedro g (pete)",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,44,,,,,,,,,,,,,,,,,,,,,,21443.0,0.0,100.0,"penaraymond, richard p",,1.0,right_only,,,,klarner_fallback
TX,1994,house,45,,,,,,,,,,,,,,,,,,,,,,0.0,29004.0,-100.0,,"kuempel, edmund",-1.0,right_only,,,,klarner_fallback
TX,1994,house,46,,,,,,,,,,,,,,,,,,,,,,19699.0,0.0,100.0,"rhodes, alec",,0.0,right_only,,,,klarner_fallback
TX,1994,house,47,,,,,,,,,,,,,,,,,,,,,,0.0,45869.0,-100.0,,"combs, susan",-1.0,right_only,,,,klarner_fallback
TX,1994,house,48,27927.0,15285.0,29.255762288253262,Sherri Greenberg,Burgess Beall,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,27927.0,15285.0,29.255762288253262,"greenberg, sherri","beall, burgess",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,49,24988.0,14346.0,27.055473636040066,Elliott Naishtat,Delmar Hager,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,24988.0,14346.0,27.055473636040066,"naishtat, elliott","hager, delmar",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,50,20868.0,8082.0,44.16580310880829,Dawnna M. Dukes,Elton Singer,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,20868.0,8082.0,44.16580310880829,"dukes, dawnna m","singer, elton",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,51,18113.0,8226.0,37.53749193211588,Glen Maxey,Dick Mallory,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,18113.0,8226.0,37.53749193211588,"maxey, glen","mallory, dick",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,52,14141.0,25004.0,-27.750670583727167,Llorente Navarrette,Mike Krusee,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,14141.0,25004.0,-27.750670583727167,"navarrette, llorente","krusee, michael (mike)",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,53,11311.0,32325.0,-48.15748464570538,John J. B. Miller,Harvey Hilderbran,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,11311.0,32325.0,-48.15748464570538,"miller, john j 1","hilderbran, harvey",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,54,,,,,,,,,,,,,,,,,,,,,,14998.0,0.0,100.0,"black, layton",,1.0,right_only,,,,klarner_fallback
TX,1994,house,55,,,,,,,,,,,,,,,,,,,,,,0.0,16005.0,-100.0,,"delisi, dianne w",-1.0,right_only,,,,klarner_fallback
TX,1994,house,56,,,,,,,,,,,,,,,,,,,,,,0.0,25521.0,-100.0,,"averitt, kip",-1.0,right_only,,,,klarner_fallback
TX,1994,house,57,12117.0,12896.0,-3.114380522128493,Betty Denton,Barbara Rusling,1.0,0.0,1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,12117.0,12896.0,-3.114380522128493,"denton, betty b 2","rusling, barbara",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,58,16544.0,16590.0,-0.13883020462364942,Bernard Erickson,Arlene Wohlgemuth,1.0,0.0,1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,16544.0,16590.0,-0.13883020462364942,"erickson, bernard","wohlgemuth, arlene",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,59,,,,,,,,,,,,,,,,,,,,,,15559.0,0.0,100.0,"place, allen 2",,1.0,right_only,,,,klarner_fallback
TX,1994,house,60,,,,,,,,,,,,,,,,,,,,,,25064.0,0.0,100.0,"cook, john",,1.0,right_only,,,,klarner_fallback
TX,1994,house,61,12281.0,22898.0,-30.179936894169817,Robert R. Hopkins,Ric Williamson,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,12281.0,22898.0,-30.179936894169817,"hopkins, robert r","williamson, richard f (ric)",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,62,,,,,,,,,,,,,,,,,,,,,,19445.0,0.0,100.0,"seidlits, curtis l",,1.0,right_only,,,,klarner_fallback
TX,1994,house,63,,,,,,,,,,,,,,,,,,,,,,0.0,28611.0,-100.0,,"denny, mary",0.0,right_only,,,,klarner_fallback
TX,1994,house,64,,,,,,,,,,,,,,,,,,,,,,0.0,25151.0,-100.0,,"horn, jim n",-1.0,right_only,,,,klarner_fallback
TX,1994,house,65,9141.0,19102.0,-35.2689161916227,Stephen P. Birch,Burt Solomons,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,9141.0,19102.0,-35.2689161916227,"birch, stephen p","solomons, burt",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,66,,,,,,,,,,,,,,,,,,,,,,0.0,35978.0,-100.0,,"mccall, brian",-1.0,right_only,,,,klarner_fallback
TX,1994,house,67,,,,,,,,,,,,,,,,,,,,,,0.0,28653.0,-100.0,,"madden, jerry a",-1.0,right_only,,,,klarner_fallback
TX,1994,house,68,,,,,,,,,,,,,,,,,,,,,,22862.0,0.0,100.0,"finnell, charles",,1.0,right_only,,,,klarner_fallback
TX,1994,house,69,,,,,,,,,,,,,,,,,,,,,,20359.0,0.0,100.0,"hirschi, john",,1.0,right_only,,,,klarner_fallback
TX,1994,house,70,17107.0,11931.0,17.824919071561403,David Counts,Wilma Hogan,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,17107.0,11931.0,17.824919071561403,"counts, david","hogan, wilma",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,71,,,,,,,,,,,,,,,,,,,,,,0.0,23978.0,-100.0,,"hunter, bob",-1.0,right_only,,,,klarner_fallback
TX,1994,house,72,,,,,,,,,,,,,,,,,,,,,,22495.0,0.0,100.0,"junell, robert",,1.0,right_only,,,,klarner_fallback
TX,1994,house,73,21017.0,14507.0,18.325639004616598,Robert R. (Bob) Turner,John Petsch Brelsford,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,21017.0,14507.0,18.325639004616598,"turner, robert r","brelsford, john p",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,74,14178.0,8645.0,24.243088112868598,Pete P. Gallego,Robert Garza,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,14178.0,8645.0,24.243088112868598,"gallego, pete p","garza, robert",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,75,,,,,,,,,,,,,,,,,,,,,,10865.0,0.0,100.0,"serna, gilberto",,0.0,right_only,,,,klarner_fallback
TX,1994,house,76,,,,,,,,,,,,,,,,,,,,,,15404.0,0.0,100.0,"mcdonald, nancy",,1.0,right_only,,,,klarner_fallback
TX,1994,house,77,,,,,,,,,,,,,,,,,,,,,,10859.0,0.0,100.0,"moreno, paul",,1.0,right_only,,,,klarner_fallback
TX,1994,house,78,10689.0,18110.0,-25.768255842216742,Robin Collins,Pat Haggerty,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,10689.0,18110.0,-25.768255842216742,"collins, robin","haggerty, patrick (pat)",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,79,,,,,,,,,,,,,,,,,,,,,,11707.0,0.0,100.0,"pickett, joseph c (joe)",,0.0,right_only,,,,klarner_fallback
TX,1994,house,80,9395.0,15671.0,-25.03789994414745,Kevin B. Jackson,Gary L. Walker,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,9395.0,15671.0,-25.03789994414745,"jackson, kevin b","walker, gary l",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,81,,,,,,,,,,,,,,,,,,,,,,0.0,19163.0,-100.0,,"west, g e (buddy)",-1.0,right_only,,,,klarner_fallback
TX,1994,house,82,,,,,,,,,,,,,,,,,,,,,,0.0,26034.0,-100.0,,"craddick, tom",-1.0,right_only,,,,klarner_fallback
TX,1994,house,83,8516.0,11210.0,-13.657102301530974,Craig Tounget,Delwin Jones,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,8516.0,11210.0,-13.657102301530974,"tounget, craig","jones, delwin",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,84,,,,,,,,,,,,,,,,,,,,,,0.0,29868.0,-100.0,,"duncan, robert l",-1.0,right_only,,,,klarner_fallback
TX,1994,house,85,,,,,,,,,,,,,,,,,,,,,,20229.0,0.0,100.0,"laney, james (petep)",,1.0,right_only,,,,klarner_fallback
TX,1994,house,86,,,,,,,,,,,,,,,,,,,,,,0.0,29249.0,-100.0,,"smithee, john",-1.0,right_only,,,,klarner_fallback
TX,1994,house,87,,,,,,,,,,,,,,,,,,,,,,0.0,18859.0,-100.0,,"swinford, david",-1.0,right_only,,,,klarner_fallback
TX,1994,house,88,,,,,,,,,,,,,,,,,,,,,,24750.0,0.0,100.0,"chisum, warren",,1.0,right_only,,,,klarner_fallback
TX,1994,house,89,14910.0,12903.0,7.216050048538453,Homer Pete Dear,Kirk Claunch,1.0,0.0,1.0,True,1.0,0.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,14910.0,12903.0,7.216050048538453,"dear, homer p","claunch, kirk",1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,90,,,,,,,,,,,,,,,,,,,,,,12806.0,0.0,100.0,"willis, doyle",,1.0,right_only,,,,klarner_fallback
TX,1994,house,91,11175.0,21918.0,-32.46305865288732,Greg Douglas,Bill G. Carter,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,11175.0,21918.0,-32.46305865288732,"douglas, greg","carter, bill g 2",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,92,,,,,,,,,,,,,,,,,,,,,,0.0,26909.0,-100.0,,"park, carolyn",-1.0,right_only,,,,klarner_fallback
TX,1994,house,93,,,,,,,,,,,,,,,,,,,,,,0.0,17574.0,-100.0,,"goodman, toby",-1.0,right_only,,,,klarner_fallback
TX,1994,house,94,11285.0,26960.0,-40.98574977121192,Dan Engel,Kent Grusendorf,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,11285.0,26960.0,-40.98574977121192,"engel, dan","grusendorf, kent",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,95,,,,,,,,,,,,,,,,,,,,,,21845.0,0.0,100.0,"lewis, glenn o",,0.0,right_only,,,,klarner_fallback
TX,1994,house,96,,,,,,,,,,,,,,,,,,,,,,0.0,26426.0,-100.0,,"brimer, kenneth (kim)",-1.0,right_only,,,,klarner_fallback
TX,1994,house,97,12315.0,31957.0,-44.36664257318395,"Jerry Murad, Jr.",Anna Mowery,0.0,1.0,-1.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,12315.0,31957.0,-44.36664257318395,"murad, jerry, jr","mowery, anna",-1.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,98,,,,,,,,,,,,,,,,,,,,,,0.0,30688.0,-100.0,,"moffat, nancy",-1.0,right_only,,,,klarner_fallback
TX,1994,house,99,,,,,,,,,,,,,,,,,,,,,,0.0,28986.0,-100.0,,"marchant, ken",-1.0,right_only,,,,klarner_fallback
TX,1994,house,100,,,,,,,,,,,,,,,,,,,,,,13405.0,0.0,100.0,"hudson, samuel (sam) 1",,1.0,right_only,,,,klarner_fallback
TX,1994,house,101,8528.0,19014.0,-38.072761600464744,Bob Mason,Elvira Reyna,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,,,,Texas official returns normalized by the Texas project,external://texas-state-house-and-state-senate-model/data/processed/elections/sos_canonical_candidate_totals_1992_2018.csv,Texas Secretary of State candidate-total exports,Texas official outcomes; Klarner source-observed 1994 incumbency,source_observed,8528.0,19014.0,-38.072761600464744,"mason, bob","reyna, elvira",0.0,both,0.0,0.0,0.0,texas_official_upstream
TX,1994,house,102,,,,,,,,,,,,,,,,,,,,,,0.0,29886.0,-100.0,,"goolsby, tony",-1.0,right_only,,,,klarner_fallback
