canonical_candidate_id,cycle,observed_issues,scored_issues,evidence_records,source_types,ideology_v3_scored_family_count,ideology_v3_model_eligible
AL-1998-senate-6-D-BEDFORD,1998,4.0,4.0,4.0,1.0,0,False
AL-1998-senate-6-R-HARDY,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-7-D-BATTS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-7-R-ENFINGER,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-8-D-BARRON,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-senate-8-R-CULPEPPER,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-9-D-MITCHEM,1998,4.0,4.0,4.0,1.0,0,False
AL-1998-senate-9-R-KING,1998,22.0,21.0,48.0,1.0,2,True
AL-1998-senate-10-D-MEANS,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-senate-10-R-SMITH,1998,22.0,18.0,55.0,2.0,2,True
AL-1998-senate-11-D-PREUITT,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-senate-11-R-HILL,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-12-D-THOMAS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-12-R-MARSH,1998,20.0,18.0,61.0,2.0,2,True
AL-1998-senate-13-D-DIAL,1998,22.0,19.0,65.0,2.0,2,True
AL-1998-senate-13-R-BRANCH,1998,22.0,19.0,51.0,1.0,2,True
AL-1998-senate-14-D-ROBINSON,1998,19.0,17.0,57.0,1.0,2,True
AL-1998-senate-14-R-ARMISTEAD,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-senate-16-D-JOHNS,1998,18.0,16.0,50.0,1.0,2,True
AL-1998-senate-16-R-WAGGONER,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-senate-18-D-MORROW,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-18-R-BRITNELL,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-20-D-ESCOTT,1998,2.0,0.0,2.0,1.0,0,False
AL-1998-senate-20-R-BONHAM,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-21-D-POOLE,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-senate-21-R-BENTLEY,1998,22.0,18.0,72.0,1.0,2,True
AL-1998-senate-22-D-LINDSEY,1998,21.0,18.0,43.0,2.0,2,True
AL-1998-senate-22-R-JOYNER,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-24-D-STEELE,1998,1.0,0.0,1.0,1.0,0,False
AL-1998-senate-24-R-WILLIAMS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-25-D-CHAPPELL,1998,23.0,18.0,60.0,1.0,2,True
AL-1998-senate-25-R-DIXON,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-senate-26-D-LANGFORD,1998,3.0,3.0,3.0,1.0,0,False
AL-1998-senate-26-R-SANDERS,1998,21.0,18.0,65.0,1.0,2,True
AL-1998-senate-27-D-LITTLE,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-senate-27-R-TEEL,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-29-D-PALMER,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-29-R-SMITH,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-senate-30-D-MITCHELL,1998,3.0,3.0,4.0,1.0,0,False
AL-1998-senate-30-R-HOLLAND,1998,19.0,17.0,52.0,1.0,2,True
AL-1998-senate-31-D-HOLLEY,1998,22.0,19.0,61.0,1.0,2,True
AL-1998-senate-31-R-ADAMS,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-senate-32-D-JENSEN,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-32-R-LIPSCOMB,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-senate-35-D-STATEN,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-35-R-CALLAHAN,1998,1.0,1.0,1.0,1.0,0,False
AL-2002-house-1-D-STARKEY-NELSON,2002,4.0,3.0,5.0,1.0,0,False
AL-2002-house-1-R-MCNATT-WILLIAM-DALE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-2-D-PETTUS-MARY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-2-R-GREER-LYNN,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-3-D-BLACK-MARCEL,2002,3.0,1.0,4.0,1.0,0,False
AL-2002-house-3-R-BARNES-STEVEN-C,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-4-D-HANSBERRY-CATHY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-4-R-HAMMON-MICKY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-5-D-CARTER-TOMMY,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-5-R-COFFMAN-RONNIE-G,2002,18.0,13.0,49.0,1.0,3,True
AL-2002-house-6-D-SCHMITZ-SUE,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-6-R-FARGERSON-SHAWN,2002,19.0,16.0,56.0,1.0,3,True
AL-2002-house-7-D-LETSON-JOHN-JODY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-7-R-RIDDLE-YOLANDA-YOYO,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-8-D-DUKES-BILL-J,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-8-R-NEW-CLAY-H,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-9-D-GRANTLAND-RONALD,2002,1.0,0.0,2.0,1.0,0,False
AL-2002-house-9-R-COLEY-ROY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-10-D-SMITH-PAM,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-10-R-BALL-MIKE,2002,17.0,13.0,48.0,2.0,2,True
AL-2002-house-11-D-MAZE-DENNIS-E,2002,20.0,18.0,54.0,1.0,3,True
AL-2002-house-11-R-ODEN-JEREMY-H,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-12-D-MORRISON-NEAL,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-12-R-BESHEARS-MITCHELL,2002,19.0,14.0,47.0,1.0,2,True
AL-2002-house-13-D-SHERER-TOMMY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-13-R-COMBS-TOMMY,2002,21.0,18.0,57.0,1.0,3,True
AL-2002-house-14-D-GUIN-KEN,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-14-R-FRAZIER-ED,2002,15.0,13.0,30.0,1.0,2,True
AL-2002-house-15-R-HUMPHYRES-BOBBY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-16-D-THIGPEN-WILLIAMS-E,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-16-R-ACKER-JOE-D,2002,18.0,13.0,46.0,1.0,3,True
AL-2002-house-17-D-MILLICAN-MIKE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-17-R-WESTBROOKS-MIKE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-19-D-HALL-LAURA,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-house-20-D-MILLER-JEFF,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-20-R-SANDERFORD-HOWARD,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-21-D-HINSHAW-RANDY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-21-R-DUGAN-JERRY,2002,20.0,17.0,59.0,1.0,3,True
AL-2002-house-22-D-HALL-ALBERT,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-house-22-R-STAMM-DAVID-L,2002,17.0,15.0,36.0,1.0,2,True
AL-2002-house-23-D-ROBINSON-JOHN,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-24-D-HENDRIX-J-LUTHER,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-24-R-GREESON-TODD,2002,1.0,0.0,2.0,1.0,0,False
AL-2002-house-25-D-MILES-PAM,2002,6.0,6.0,6.0,1.0,0,False
AL-2002-house-25-R-GARNER-RAY,2002,4.0,4.0,4.0,1.0,0,False
AL-2002-house-26-D-MCDANIEL-FRANK,2002,15.0,10.0,30.0,2.0,3,True
AL-2002-house-26-R-PATTERSON-JEFFREY,2002,16.0,14.0,42.0,1.0,2,True
AL-2002-house-28-D-FORD-CRAIG,2002,1.0,0.0,2.0,1.0,0,False
AL-2002-house-28-R-ABEL-DAVID-C,2002,16.0,12.0,45.0,1.0,2,True
AL-2002-house-29-D-PAGE-JACK,2002,3.0,2.0,4.0,1.0,0,False
AL-2002-house-29-R-NORDGREN-BECKY,2002,18.0,14.0,47.0,1.0,3,True
AL-2002-house-30-R-GALLIHER-BLAINE,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-31-D-VENABLE-JACK-B,2002,3.0,2.0,4.0,1.0,0,False
AL-2002-house-31-R-SHAW-MICKEY-B,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-32-D-BOYD-BARBARA-BIGSBY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-32-R-LITTLE-BENJAMIN-L,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-33-D-CURTIS-CLARA,2002,16.0,14.0,45.0,1.0,2,True
AL-2002-house-33-R-JOHNSON-RON,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-34-R-THOMAS-ELWYN,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-35-D-HURST-STEVE,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-35-R-SIMS-LARRY-P,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-36-D-CHANDLER-WAYNE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-36-R-WOOD-RANDY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-37-D-LAIRD-RICHARD,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-37-R-CREED-WAYNE-J,2002,18.0,15.0,57.0,1.0,3,True
AL-2002-house-38-D-PATTERSON-ARTHUR-FRANK-JR,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-38-R-BRIDGES-DUWAYNE,2002,1.0,0.0,2.0,1.0,0,False
AL-2002-house-39-D-LINDSEY-RICHARD-J,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-40-D-FITE-LEA,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-40-R-BROOKS-PETE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-41-D-MCKINZIE-MACK,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-41-R-HILL-MIKE,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-42-D-MARTIN-JAMES-M-JIMMY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-42-R-CATON-ALLEN,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-43-R-MCCLURKIN-MARY-SUE,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-44-R-PAYNE-ARTHUR,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-45-R-MORTON-ALBERT,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-46-R-GAINES-MARK,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-47-R-HAWKINS-JOHN-H,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-48-R-CARNS-JIM,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-49-R-WARD-CAM,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-50-D-QUARLES-MARILYN,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-50-R-MCCLENDON-JIM,2002,14.0,12.0,39.0,2.0,2,True
AL-2002-house-51-R-BEASON-SCOTT,2002,1.0,0.0,2.0,1.0,0,False
AL-2002-house-52-D-ROGER-JOHN-W-JR,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-53-D-NEWTON-DEMETRIUS-C,2002,16.0,14.0,52.0,2.0,3,True
AL-2002-house-54-D-PERDUE-GEORGE,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-55-D-MAJOR-ERIC,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-56-D-DUNN-PRICILLA,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-57-D-COLEMAN-MERIKA,2002,15.0,14.0,45.0,1.0,2,True
AL-2002-house-58-D-ROBINSON-OLIVER,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-59-D-MOORE-MARY,2002,14.0,11.0,34.0,1.0,2,True
AL-2002-house-59-R-WASHINGTON-WILLIAM,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-60-D-COLEMAN-LINDA,2002,11.0,9.0,27.0,1.0,2,True
AL-2002-house-61-D-LAYSON-ALLEN,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-62-D-MERRILL-JOHN-H,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-62-R-ALLEN-GERALD,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-63-D-VANDERMEER-JEANETTE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-63-R-BENTLEY-ROBERT,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-64-D-WARREN-J-E-JIMMY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-64-R-ALBRITTON-GREG,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-65-D-DOLBARE-JEFF,2002,4.0,3.0,4.0,1.0,0,False
AL-2002-house-65-R-WILLIAMS-NICK,2002,19.0,17.0,50.0,1.0,2,True
AL-2002-house-66-D-WHITE-F-P-SKIPPY,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-67-D-SALAAM-Y,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-67-R-STORY-MARK-A,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-68-D-JACKSON-THOMAS-E,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-house-69-D-THOMAS-JAMES-L,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-70-D-MELTON-BRYANT,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-house-70-R-HILL-STEPHEN,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-71-D-BLACK-LUCIUS,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-house-72-D-SINGLETON-BOBBY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-73-R-GRIMES-DAVID,2002,20.0,18.0,51.0,1.0,3,True
AL-2002-house-74-D-OTT-RUTH-MITCHELL,2002,16.0,13.0,38.0,1.0,3,True
AL-2002-house-74-R-LOVE-JAY-JR,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-75-R-BREWBAKER-DICK-L,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-76-D-MCCLAMMY-THAD,2002,17.0,14.0,54.0,2.0,3,True
AL-2002-house-76-R-GRANT-TANNER,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-77-D-KNIGHT-JOHN,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-78-D-HOLMES-ALVIN,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-79-R-HUBBARD-MIKE,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-80-D-VANCE-LESLEY,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-81-D-GRAHAM-BETTY-CAROL,2002,3.0,3.0,3.0,1.0,0,False
AL-2002-house-81-R-PATTERSON-BENJIE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-82-D-FORD-JOHNNY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-83-D-BANDY-GEORGE-TOOTIE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-84-D-BEASLEY-BILLY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-85-D-BAKER-LOCY-SUNNY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-85-R-SMITH-GARY-L,2002,17.0,13.0,44.0,1.0,3,True
AL-2002-house-86-D-CAROTHERS-JOE,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-87-D-HUTTO-MICKEY-A,2002,20.0,16.0,58.0,1.0,3,True
AL-2002-house-87-R-BECK-WARREN-HARRIS,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-88-R-GIPSON-H-MAC,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-89-D-BOOTHE-ALAN,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-90-D-NEWTON-CHARLES,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-91-D-SPICER-TERRY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-91-R-HOWELL-WES,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-92-D-HAMMETT-SETH,2002,4.0,3.0,6.0,1.0,0,False
AL-2002-house-92-R-BROXTON-ROGER,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-house-93-R-CLOUSE-STEVE,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-94-R-FAUST-JOE-SR,2002,17.0,11.0,50.0,2.0,2,True
AL-2002-house-95-R-MCMILLAN-STEVE,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-96-R-DAVIS-RANDY,2002,19.0,17.0,52.0,2.0,2,True
AL-2002-house-97-D-KENNEDY-YVONNE,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-98-D-CLARK-BILL,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-99-D-BUSKEY-JAMES-E,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-house-100-R-GASTON-VICTOR,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-house-101-R-ISON-JAMIE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-102-D-JOHNSON-GARY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-house-102-R-TURNER-J-E,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-103-D-MITCHELL-JOSEPH-C,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-house-104-D-WEBSTER-DANIEL-J,2002,19.0,19.0,52.0,1.0,3,True
AL-2002-house-104-R-BARTON-JIM,2002,16.0,15.0,47.0,2.0,2,True
AL-2002-house-105-R-COLLIER-JACK-SPENCER,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-1-D-DENTON-BOBBY,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-senate-1-R-HANSON-QUINTON,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-2-D-BUTLER-TOM,2002,3.0,2.0,4.0,1.0,0,False
AL-2002-senate-2-R-ANDREWS-STEVE,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-3-D-ROBERTS-TOMMY-ED,2002,6.0,6.0,6.0,1.0,0,False
AL-2002-senate-3-R-SMITH-TERRY,2002,18.0,14.0,36.0,1.0,3,True
AL-2002-senate-4-D-LITTLE-ZEB,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-senate-4-R-HUNT-GUY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-5-D-DUTTON-JOHN-RANDALL,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-5-R-LEE-CURT,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-senate-6-D-BEDFORD-ROGER,2002,4.0,3.0,5.0,1.0,0,False
AL-2002-senate-6-R-FRAZIER-BETTY,2002,15.0,14.0,26.0,1.0,2,True
AL-2002-senate-7-D-ENFINGER-JEFF,2002,3.0,3.0,3.0,1.0,0,False
AL-2002-senate-7-R-PETERS-ELBERT,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-8-D-BARRON-LOWELL,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-senate-8-R-HAMMONDS-DAVID,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-9-D-MITCHEM-HINTON,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-senate-9-R-EDMONDS-DORIS,2002,18.0,15.0,52.0,1.0,2,True
AL-2002-senate-10-D-MEANS-LARRY,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-senate-10-R-WILLIAMS-DAVID-L,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-11-D-PREIUTT-JIM,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-senate-11-R-BRADFORD-RALPH-SR,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-12-D-GRAY-PRESTON-R-JR,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-12-R-MARSH-DEL,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-senate-13-D-DIAL-GERALD,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-senate-14-R-ERWIN-HENRY-E-HANK-JR,2002,20.0,16.0,46.0,2.0,3,True
AL-2002-senate-15-D-TURNER-JOHN,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-15-R-FRENCH-STEVE,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-senate-16-R-WAGGONER-J-T-JABO,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-senate-17-D-MOORE-CAROLINE-B,2002,14.0,11.0,39.0,1.0,3,True
AL-2002-senate-17-R-BIDDLE-JACK-III,2002,2.0,1.0,3.0,1.0,0,False
AL-2002-senate-18-D-SMITHERMAN-RODGER-M,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-senate-19-D-MCCLAIN-E-B,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-19-R-WALKER-CLIFF,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-20-D-ESCOTT-SUNDRA,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-senate-21-D-POOLE-PHIL,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-senate-21-R-TINGLE-JERRY,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-22-D-LINDSEY-PAT,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-22-R-DAY-SHELDON-A,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-23-D-SANDERS-HANK,2002,2.0,2.0,2.0,1.0,0,False
AL-2002-senate-23-R-MOTES-RICHARD,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-24-D-STEELE-CHARLES-JR,2002,2.0,1.0,2.0,1.0,0,False
AL-2002-senate-25-D-COX-HOBSON,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-25-R-DIXON-LARRY,2002,18.0,14.0,48.0,2.0,3,True
AL-2002-senate-26-D-ROSS-QUINTON-T,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-26-R-LOVE-BEVERLY-RAY,2002,21.0,16.0,56.0,1.0,3,True
AL-2002-senate-27-D-LITTLE-T-D-TED,2002,3.0,3.0,3.0,1.0,0,False
AL-2002-senate-27-R-WARD-KEITH-J,2002,23.0,18.0,55.0,1.0,3,True
AL-2002-senate-28-D-PENN-MYRON-C,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-29-R-SMITH-HARRI-ANNE,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-senate-30-D-MITCHELL-WALKING-WENDELL,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-31-D-HOLLEY-JIMMY-W,2002,1.0,0.0,2.0,1.0,0,False
AL-2002-senate-31-R-WHITE-GREGORY-B,2002,15.0,9.0,40.0,1.0,2,True
AL-2002-senate-32-R-BYRNE-BRADLEY,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-senate-33-D-FIGURES-VIVIAN-DAVIS,2002,1.0,1.0,1.0,1.0,0,False
AL-2002-senate-34-R-MYERS-HAP,2002,0.0,0.0,0.0,0.0,0,False
AL-2002-senate-35-D-TANNER-GARY,2002,20.0,17.0,54.0,1.0,3,True
AL-2002-senate-35-R-CALLAHAN-GEORGE-M,2002,17.0,11.0,45.0,2.0,2,True
AL-2006-house-4-D-SUE-MITCHELL,2006,20.0,16.0,51.0,1.0,2,True
AL-2006-house-4-R-MICKY-HAMMON,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-6-D-SUE-SCHMITZ,2006,3.0,3.0,3.0,1.0,0,False
AL-2006-house-6-R-JOHN-TONY-STILES,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-7-D-JOHN-JODY-LETSON,2006,20.0,15.0,53.0,2.0,2,True
AL-2006-house-7-R-MICHAEL-ROBINSON,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-8-D-BILL-J-DUKES,2006,2.0,1.0,2.0,1.0,0,False
AL-2006-house-9-D-RONALD-GRANTLAND,2006,17.0,13.0,41.0,2.0,2,True
AL-2006-house-9-R-SCOTT-STONE,2006,1.0,1.0,1.0,1.0,0,False
AL-2006-house-10-R-MIKE-BALL,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-11-D-JIM-BOYD,2006,1.0,1.0,1.0,1.0,0,False
AL-2006-house-11-R-JEREMY-H-ODEN,2006,3.0,3.0,3.0,1.0,0,False
AL-2006-house-12-D-NEAL-MORRISON,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-12-R-RHONDA-D-BRUNER,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-13-D-TOMMY-SHERER,2006,19.0,15.0,52.0,2.0,2,True
AL-2006-house-13-R-JAMES-BROOKS,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-14-D-KEN-GUIN,2006,2.0,2.0,3.0,1.0,0,False
AL-2006-house-15-R-PAT-MOORE,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-16-D-WILLIAM-E-THIGPEN-SR,2006,18.0,13.0,51.0,2.0,2,True
AL-2006-house-17-D-MIKE-MILLICAN,2006,2.0,2.0,3.0,1.0,0,False
AL-2006-house-17-R-BILLY-DIXON,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-19-D-LAURA-HALL,2006,2.0,1.0,2.0,1.0,0,False
AL-2006-house-20-R-HOWARD-SANDERFORD,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-21-D-RANDY-HINSHAW,2006,3.0,2.0,3.0,1.0,0,False
AL-2006-house-21-R-AL-WIGGINS,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-22-D-ALBERT-HALL,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-23-D-ROBINSON,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-25-R-MAC-MCCUTCHEON,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-26-D-FRANK-MCDANIEL,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-26-R-JEFF-STONE,2006,0.0,0.0,0.0,0.0,0,False
AL-2006-house-27-D-JEFF-MCLAUGHLIN,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-28-D-CRAIG-FORD,2006,19.0,16.0,62.0,2.0,2,True
AL-2006-house-28-R-CHRISTOPHER-P-WORD,2006,15.0,12.0,38.0,1.0,2,True
AL-2006-house-29-D-JOHN-G-JACK-PAGE-III,2006,2.0,1.0,3.0,1.0,0,False
AL-2006-house-29-R-CODY-ROBINSON,2006,12.0,9.0,28.0,1.0,1,False
AL-2006-house-30-R-BLAINE-GALLIHER,2006,2.0,2.0,3.0,1.0,0,False
AL-2006-house-31-R-BARRY-MASK,2006,1.0,1.0,1.0,1.0,0,False
AL-2006-house-32-D-BARBARA-BIGSBY-BOYD,2006,2.0,2.0,2.0,1.0,0,False
AL-2006-house-32-R-BEN-LITTLE,2006,18.0,17.0,40.0,1.0,2,True
