canonical_candidate_id,person_id,canonical_name,cycle,chamber,district,canonical_party,candidate_margin_overperformance,absolute_cmo,has_issue_evidence,manual_broad_search_logged,any_manual_search_logged,accepted_votesmart_identity,manual_identity_alias,legislative_source_checked_and_present,votesmart_questionnaire_checked_and_present,votesmart_rating_checked_and_present,votesmart_endorsement_checked_and_present,latest_manual_result,identity_status,final_research_status,exhaustion_basis,neutrality_imputed,prior_status,new_evidence_source_types,restated_at_utc
AL-1998-house-86-R-JEFFERS,ALPERSON-JEFFERS,Jeffers,1998,house,86,R,-40.17057987115564,40.17057987115564,False,True,True,True,True,False,False,False,False,searched_no_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-senate-7-R-CHERYL-BASWELL-GUTHRIE,ALPERSON-CHERYL-BASWELL-GUTHRIE,CHERYL BASWELL-GUTHRIE,2006,senate,7,R,-40.11597113492631,40.11597113492631,False,True,True,True,False,False,False,False,False,searched_no_safe_new_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-64-D-WARREN,ALPERSON-WARREN,Warren,1994,house,64,D,37.4275238723113,37.4275238723113,False,True,True,True,False,False,True,True,False,identity_still_unresolved_no_issue_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-64-R-BOWEN,ALPERSON-BOWEN,Bowen,1994,house,64,R,-37.4275238723113,37.4275238723113,False,True,True,True,False,False,True,False,False,identity_still_unresolved_no_issue_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-house-21-R-AL-WIGGINS,ALPERSON-AL-WIGGINS,AL WIGGINS,2006,house,21,R,-37.38779286742569,37.38779286742569,False,True,True,True,False,False,False,False,False,searched_no_directional_policy_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2018-house-39-R-GINNY-SHAVER,ALPERSON-GINNY-SHAVER,Ginny Shaver,2018,house,39,R,36.98525898460794,36.98525898460794,False,False,False,True,False,False,False,True,True,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-10-R-WILLIAMS-DAVID-L,ALPERSON-WILLIAMS-DAVID-L,"Williams, David L.",2002,senate,10,R,-36.27333354879622,36.27333354879622,False,True,True,True,True,False,False,False,False,searched_no_new_specific_ontology_position,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2018-house-78-D-KIRK-HATCHER,ALPERSON-KIRK-HATCHER,Kirk Hatcher,2018,house,78,D,36.20622208804983,36.20622208804983,False,False,False,True,False,False,False,True,False,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-house-17-R-BILLY-DIXON,ALPERSON-BILLY-DIXON,BILLY DIXON,2006,house,17,R,-36.173895426736166,36.173895426736166,False,True,True,True,False,False,False,False,False,searched_no_directional_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2022-house-94-R-GSL094RFID,ALPERSON-GSL094RFID,GSL094RFID,2022,house,94,R,36.09444731271864,36.09444731271864,False,False,False,True,False,False,False,False,False,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-house-1-R-MCNATT-WILLIAM-DALE,ALPERSON-MCNATT-WILLIAM-DALE,"McNatt, William Dale",2002,house,1,R,-36.07874998046197,36.07874998046197,False,True,True,True,True,False,False,False,False,searched_no_new_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2018-senate-4-R-GARLAN-GUDGER,ALPERSON-GARLAN-GUDGER,Garlan Gudger,2018,senate,4,R,35.76287107682211,35.76287107682211,False,False,False,True,False,False,False,True,True,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2018-house-9-R-SCOTT-STADTHAGEN,ALPERSON-SCOTT-STADTHAGEN,Scott Stadthagen,2018,house,9,R,35.121012113860616,35.121012113860616,False,False,False,True,False,False,False,True,True,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-11-R-BRADFORD-RALPH-SR,ALPERSON-BRADFORD-RALPH-SR,"Bradford, Ralph, Sr.",2002,senate,11,R,-35.0767456248471,35.0767456248471,False,True,True,True,False,False,False,False,False,searched_no_new_specific_ontology_position,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-2-R-ANDREWS-STEVE,ALPERSON-ANDREWS-STEVE,"Andrews, Steve",2002,senate,2,R,-35.04651037713444,35.04651037713444,False,True,True,True,True,False,False,False,False,searched_no_new_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-29-D-PAGE,ALPERSON-PAGE,Page,1994,house,29,D,34.516199108763544,34.516199108763544,False,True,True,True,True,False,False,True,True,identity_resolved_no_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-29-R-ESTES,ALPERSON-ESTES,Estes,1994,house,29,R,-34.516199108763544,34.516199108763544,False,True,True,False,False,False,False,False,False,identity_unresolved,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-33-D-JOHNSON,ALPERSON-JOHNSON,Johnson,1994,house,33,D,34.03973070791032,34.03973070791032,False,True,True,False,True,False,False,False,False,searched_no_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-33-R-HATTAWAY,ALPERSON-HATTAWAY,Hattaway,1994,house,33,R,-34.03973070791032,34.03973070791032,False,True,True,False,False,False,False,False,False,identity_unresolved,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-senate-4-R-HAROLD-SACHS,ALPERSON-HAROLD-SACHS,HAROLD SACHS,2006,senate,4,R,-33.583178365744075,33.583178365744075,False,True,True,True,False,False,False,False,False,searched_no_directional_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2014-house-50-R-JIM-HILL,ALPERSON-JIM-HILL,Jim Hill,2014,house,50,R,33.27393496723674,33.27393496723674,False,False,False,True,False,False,False,True,True,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-3-D-ROBERTS,ALPERSON-ROBERTS,Roberts,1994,senate,3,D,32.087554897762146,32.087554897762146,False,True,True,True,True,False,False,True,False,identity_resolved_no_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-3-R-GENTRY,ALPERSON-GENTRY,Gentry,1994,senate,3,R,-32.087554897762146,32.087554897762146,False,True,True,False,False,False,False,False,False,identity_unresolved,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-house-66-R-AUST,ALPERSON-AUST,Aust,1998,house,66,R,-32.0154449800388,32.0154449800388,False,True,True,True,False,False,False,False,False,searched_no_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-15-D-TURNER-JOHN,ALPERSON-TURNER-JOHN,"Turner, John",2002,senate,15,D,-31.94570289716272,31.94570289716272,False,False,False,False,False,False,False,False,False,,full_name_official_roster,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-7-R-PETERS-ELBERT,ALPERSON-PETERS-ELBERT,"Peters, Elbert",2002,senate,7,R,-31.73672064514649,31.73672064514649,False,True,True,True,True,False,False,True,False,searched_no_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-house-12-R-HASTIMGS,ALPERSON-HASTIMGS,Hastimgs,1998,house,12,R,-31.60457608814788,31.60457608814788,False,True,True,False,False,False,False,False,False,identity_still_unresolved_no_issue_evidence,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-house-102-D-JOHNSON-GARY,ALPERSON-JOHNSON-GARY,"Johnson, Gary",2002,house,102,D,-31.29495351062865,31.29495351062865,False,True,True,True,False,False,True,False,False,searched_no_new_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-senate-1-R-HARGETT,ALPERSON-HARGETT,Hargett,1998,senate,1,R,-31.0040286952911,31.0040286952911,False,True,True,True,False,False,False,False,False,searched_no_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1994,house,1,D,30.61401155339021,30.61401155339021,False,True,True,True,True,False,True,True,False,evidence_found,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-1-R-PHILLIPS,ALPERSON-PHILLIPS,Phillips,1994,house,1,R,-30.61401155339021,30.61401155339021,False,True,True,False,True,False,False,False,False,searched_no_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-house-7-R-MICHAEL-ROBINSON,ALPERSON-MICHAEL-ROBINSON,MICHAEL ROBINSON,2006,house,7,R,-30.28778088904165,30.28778088904165,False,True,True,True,False,False,False,False,False,searched_no_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-96-R-LONG,ALPERSON-LONG,Long,1994,house,96,R,-30.2185972097784,30.2185972097784,False,True,True,False,False,False,False,False,False,surname_identity_unresolved_no_evidence,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-house-65-R-OVERTON,ALPERSON-OVERTON,Overton,1998,house,65,R,-29.70098553082501,29.70098553082501,False,True,True,True,False,False,False,False,False,identity_unresolved,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-21-R-TINGLE-JERRY,ALPERSON-TINGLE-JERRY,"Tingle, Jerry",2002,senate,21,R,-29.555633734450183,29.555633734450183,False,True,True,False,False,False,False,False,False,searched_no_evidence,full_name_official_roster,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-1-R-HANSON-QUINTON,ALPERSON-HANSON-QUINTON,"Hanson, Quinton",2002,senate,1,R,-29.372873035654614,29.372873035654614,False,True,True,True,False,False,False,True,True,searched_no_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-house-35-R-SIMS-LARRY-P,ALPERSON-SIMS-LARRY-P,"Sims, Larry P.",2002,house,35,R,-28.89535781157253,28.89535781157253,False,True,True,True,False,False,False,False,False,searched_no_directional_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-80-D-VANCE,ALPERSON-VANCE,Vance,1994,house,80,D,28.35087718857293,28.35087718857293,False,True,True,True,True,False,False,True,True,identity_resolved_no_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-80-R-MCCRAINE,ALPERSON-MCCRAINE,Mccraine,1994,house,80,R,-28.35087718857293,28.35087718857293,False,True,True,False,True,False,False,False,False,identity_resolved_no_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-senate-27-R-TEEL,ALPERSON-TEEL,Teel,1998,senate,27,R,-28.00649812470265,28.00649812470265,False,True,True,True,False,False,False,False,False,searched_no_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2022-house-64-R-GSL064RGIV,ALPERSON-GSL064RGIV,GSL064RGIV,2022,house,64,R,27.225943414030283,27.225943414030283,False,False,False,True,False,False,False,False,True,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-senate-6-R-HARDY,ALPERSON-HARDY,Hardy,1998,senate,6,R,-27.156560858851616,27.156560858851616,False,True,True,True,False,False,False,False,False,identity_unresolved,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2014-house-3-R-FRED-JOLY,ALPERSON-FRED-JOLY,Fred Joly,2014,house,3,R,-27.09404108104708,27.09404108104708,False,True,True,True,False,False,False,False,False,searched_no_directional_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2022-house-2-R-GSL002RHAR,ALPERSON-GSL002RHAR,GSL002RHAR,2022,house,2,R,27.06574905403062,27.06574905403062,False,False,False,True,False,False,False,False,False,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-27-D-MURPHREE,ALPERSON-MURPHREE,Murphree,1994,house,27,D,26.943263049646248,26.943263049646248,False,True,True,True,True,False,True,True,True,identity_resolved_no_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-27-R-MARTIN,ALPERSON-MARTIN,Martin,1994,house,27,R,-26.943263049646248,26.943263049646248,False,True,True,False,True,False,False,False,False,identity_resolved_no_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-2-D-BUTLER,ALPERSON-BUTLER,Butler,1994,senate,2,D,26.941999139289702,26.941999139289702,False,True,True,True,True,False,False,True,True,identity_resolved_no_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-2-R-MANLEY,ALPERSON-MANLEY,Manley,1994,senate,2,R,-26.941999139289702,26.941999139289702,False,True,True,False,False,False,False,False,False,identity_unresolved,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2014-house-53-D-ANTHONY-DANIELS,ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,D,26.868041992363505,26.868041992363505,False,True,True,True,False,False,False,True,False,searched_broad_priorities_no_new_codable_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2014-house-53-R-CHRISTOPHER-HORN,ALPERSON-CHRISTOPHER-HORN,Christopher Horn,2014,house,53,R,-26.868041992363505,26.868041992363505,False,True,True,False,True,False,False,False,False,searched_no_contemporaneous_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-house-85-D-BAKER-LOCY-SUNNY,ALPERSON-BAKER-LOCY-SUNNY,"Baker, Locy ""Sunny""",2002,house,85,D,26.417747923566843,26.417747923566843,False,True,True,False,True,False,False,False,False,searched_no_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-house-3-R-BARNES-STEVEN-C,ALPERSON-BARNES-STEVEN-C,"Barnes, Steven C.",2002,house,3,R,-25.78560018457744,25.78560018457744,False,True,True,False,True,False,False,False,False,identity_resolved_no_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-house-33-D-CLARA-L-CURTIS,ALPERSON-CLARA-L-CURTIS,CLARA L. CURTIS,2006,house,33,D,-25.60986704847276,25.60986704847276,False,True,True,True,False,False,True,False,False,searched_no_directional_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-19-D-HALL,ALPERSON-HALL,Hall,1994,house,19,D,25.59519424795341,25.59519424795341,False,True,True,False,True,False,False,False,False,searched_no_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-19-R-ANDERSON,ALPERSON-ANDERSON,Anderson,1994,house,19,R,-25.59519424795341,25.59519424795341,False,True,True,False,False,False,False,False,False,not_a_candidate_roster_artifact,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-senate-8-R-DON-STOUT,ALPERSON-DON-STOUT,DON STOUT,2006,senate,8,R,-25.57722825967324,25.57722825967324,False,True,True,True,False,False,False,False,True,new_evidence_added,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-58-D-JOHNSON,ALPERSON-JOHNSON,Johnson,1994,house,58,D,24.87263191491114,24.87263191491114,False,True,True,False,True,False,False,False,False,searched_broad_motivation_no_codable_item_position,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-58-R-LELAND,ALPERSON-LELAND,Leland,1994,house,58,R,-24.87263191491114,24.87263191491114,False,True,True,False,False,False,False,False,False,canonical_slot_conflict,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-house-102-R-CHAD-FINCHER,ALPERSON-CHAD-FINCHER,CHAD FINCHER,2006,house,102,R,24.87027661485982,24.87027661485982,False,True,True,True,False,False,False,True,False,evidence_found,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-house-5-R-ANDREWS,ALPERSON-ANDREWS,Andrews,1998,house,5,R,-24.78244840625732,24.78244840625732,False,True,True,True,False,False,False,False,False,identity_unresolved,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-28-D-CLAY,ALPERSON-CLAY,Clay,1994,senate,28,D,24.60990880812224,24.60990880812224,False,True,True,False,True,False,False,False,False,identity_resolved_no_same_cycle_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-28-R-SETTLER,ALPERSON-SETTLER,Settler,1994,senate,28,R,-24.60990880812224,24.60990880812224,False,True,True,False,False,False,False,False,False,identity_unresolved,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2006-house-34-D-JEREMY-P-SHERER,ALPERSON-JEREMY-P-SHERER,JEREMY P. SHERER,2006,house,34,D,24.60211961514131,24.60211961514131,False,True,True,True,False,False,False,False,False,searched_no_directional_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-8-R-HAMMONDS-DAVID,ALPERSON-HAMMONDS-DAVID,"Hammonds, David",2002,senate,8,R,-24.497839624122065,24.497839624122065,False,True,True,True,False,False,False,False,False,searched_no_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2014-house-33-D-ANTHONY-ZACHERO,ALPERSON-ANTHONY-ZACHERO,Anthony Zachero,2014,house,33,D,-24.450952558244143,24.450952558244143,False,True,True,True,False,False,False,True,False,searched_no_directional_evidence,verified_votesmart_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-35-D-WINDOM,ALPERSON-WINDOM,Windom,1994,senate,35,D,24.13563051537391,24.13563051537391,False,True,True,False,True,False,False,False,False,identity_resolved_no_same_cycle_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-35-R-HEBERT,ALPERSON-HEBERT,Hebert,1994,senate,35,R,-24.13563051537391,24.13563051537391,False,True,True,False,False,False,False,False,False,identity_unresolved,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-9-D-MITCHEM,ALPERSON-MITCHEM,Mitchem,1994,senate,9,D,24.03163184721057,24.03163184721057,False,True,True,True,True,False,False,True,False,identity_resolved_no_contemporaneous_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-9-R-GOOD,ALPERSON-GOOD,Good,1994,senate,9,R,-24.03163184721057,24.03163184721057,False,True,True,False,False,False,False,False,False,surname_only_identity_unresolved_no_evidence,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2010-senate-25-D-DOUG-SMITTY-SMITH,ALPERSON-DOUG-SMITTY-SMITH,DOUG 'Smitty' SMITH,2010,senate,25,D,-23.690000694471188,23.690000694471188,False,True,True,False,False,False,False,False,False,searched_no_evidence,full_name_official_roster,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-85-D-BAKER,ALPERSON-BAKER,Baker,1994,house,85,D,23.59611107274018,23.59611107274018,False,True,True,True,True,False,False,True,True,searched_no_new_specific_ontology_position,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-85-R-RALEY,ALPERSON-RALEY,Raley,1994,house,85,R,-23.59611107274018,23.59611107274018,False,True,True,True,True,False,True,False,False,identity_resolved_but_no_issue_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-22-D-LINDSEY,ALPERSON-LINDSEY,Lindsey,1994,senate,22,D,23.571373594352423,23.571373594352423,False,True,True,False,True,False,False,False,False,identity_resolved_no_usable_same_cycle_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-senate-22-R-HUGHES,ALPERSON-HUGHES,Hughes,1994,senate,22,R,-23.571373594352423,23.571373594352423,False,True,True,False,True,False,False,False,False,identity_resolved_no_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-house-20-D-WILBURN,ALPERSON-WILBURN,Wilburn,1998,house,20,D,-23.550417941578143,23.550417941578143,False,True,True,True,True,False,False,False,False,searched_no_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-2002-senate-23-R-MOTES-RICHARD,ALPERSON-MOTES-RICHARD,"Motes, Richard",2002,senate,23,R,-23.169625948864248,23.169625948864248,False,False,False,False,False,False,False,False,False,,full_name_official_roster,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2022-house-23-R-GSL023RKIR,ALPERSON-GSL023RKIR,GSL023RKIR,2022,house,23,R,22.92150973362007,22.92150973362007,False,False,False,True,False,False,False,False,True,,verified_votesmart_identity,searched_no_recoverable_evidence,structured_votesmart_legislative_identity_source_sweep,False,searched_no_recoverable_evidence,,
AL-2014-house-24-D-BEDDINGFIELD,ALPERSON-BEDDINGFIELD,Beddingfield,2014,house,24,D,22.875350886332765,22.875350886332765,False,True,True,True,True,False,False,False,False,identity_resolved_no_detailed_directional_platform_found,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-53-R-BLAKE,ALPERSON-BLAKE,Blake,1994,house,53,R,22.799835041653424,22.799835041653424,False,True,True,False,False,False,False,False,False,searched_no_evidence,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1998-house-4-D-MANCUSO,ALPERSON-MANCUSO,Mancuso,1998,house,4,D,22.327383352302657,22.327383352302657,False,True,True,True,True,False,False,True,False,identity_resolved_no_contemporaneous_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-65-D-DOLBARE,ALPERSON-DOLBARE,Dolbare,1994,house,65,D,22.240556638800008,22.240556638800008,False,True,True,True,True,False,False,True,False,identity_resolved_no_usable_same_cycle_directional_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-65-R-WILKINS,ALPERSON-WILKINS,Wilkins,1994,house,65,R,-22.240556638800008,22.240556638800008,False,True,True,False,True,False,False,False,False,identity_resolved_followup,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-49-D-HOLLADAY,ALPERSON-HOLLADAY,Holladay,1994,house,49,D,22.06055732627388,22.06055732627388,False,True,True,False,False,False,False,False,False,identity_unresolved,surname_only_unresolved_after_source_sweep,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
AL-1994-house-49-R-THOMAS,ALPERSON-THOMAS,Thomas,1994,house,49,R,-22.06055732627388,22.06055732627388,False,True,True,False,True,False,False,False,False,searched_no_evidence,verified_manual_identity,searched_no_recoverable_evidence,manual_broad_search_plus_structured_source_sweep,False,searched_no_recoverable_evidence,,
