county_norm,precinct_norm,office,district,district_activity,office_activity,activity_share
CULLMAN,GARDEN CITY TOWN HALL,State House,12.0,242,297,0.8148148148148148
CULLMAN,GARDEN CITY TOWN HALL,State Senate,4.0,297,297,1.0
CULLMAN,GOLD RIDGE COMMUNITY CENTER,State House,11.0,531,531,1.0
CULLMAN,GOLD RIDGE COMMUNITY CENTER,State Senate,4.0,531,531,1.0
CULLMAN,GOOD HOPE CITY HALL,State House,12.0,670,670,1.0
CULLMAN,GOOD HOPE CITY HALL,State Senate,4.0,670,670,1.0
CULLMAN,GRANDVIEW COMMUNITY CENTER,State House,12.0,212,212,1.0
CULLMAN,GRANDVIEW COMMUNITY CENTER,State Senate,4.0,212,212,1.0
CULLMAN,HANCEVILLE CITY HALL,State House,11.0,323,636,0.5078616352201258
CULLMAN,HANCEVILLE CITY HALL,State House,12.0,313,636,0.4921383647798742
CULLMAN,HANCEVILLE CITY HALL,State Senate,4.0,636,636,1.0
CULLMAN,HANCEVILLE RECREATION CENTER,State House,11.0,409,409,1.0
CULLMAN,HANCEVILLE RECREATION CENTER,State Senate,4.0,409,409,1.0
CULLMAN,HOLLY POND FIRE DEPARTMENT,State House,11.0,861,861,1.0
CULLMAN,HOLLY POND FIRE DEPARTMENT,State Senate,4.0,861,861,1.0
CULLMAN,JONES CHAPEL FIRE DEPARTMENT,State House,9.0,123,506,0.24308300395256918
CULLMAN,JONES CHAPEL FIRE DEPARTMENT,State House,12.0,383,506,0.7569169960474308
CULLMAN,JONES CHAPEL FIRE DEPARTMENT,State Senate,4.0,506,506,1.0
CULLMAN,JOPPA FIRE DEPARTMENT,State House,11.0,283,283,1.0
CULLMAN,JOPPA FIRE DEPARTMENT,State Senate,4.0,283,283,1.0
CULLMAN,KELLEY COMMUNITY CENTER,State House,9.0,320,575,0.5565217391304348
CULLMAN,KELLEY COMMUNITY CENTER,State House,12.0,255,575,0.4434782608695652
CULLMAN,KELLEY COMMUNITY CENTER,State Senate,4.0,575,575,1.0
CULLMAN,LOGAN FIRE DEPARTMENT,State House,12.0,212,212,1.0
CULLMAN,LOGAN FIRE DEPARTMENT,State Senate,4.0,212,212,1.0
CULLMAN,MOODY TOWN UNION HILL CHURCH,State House,12.0,61,61,1.0
CULLMAN,MOODY TOWN UNION HILL CHURCH,State Senate,4.0,61,61,1.0
CULLMAN,NEW CANAAN SR CENTER,State House,11.0,341,341,1.0
CULLMAN,NEW CANAAN SR CENTER,State Senate,4.0,341,341,1.0
CULLMAN,PROVIDENCE FIRE DEPARTMENT,State House,11.0,451,451,1.0
CULLMAN,PROVIDENCE FIRE DEPARTMENT,State Senate,4.0,451,451,1.0
CULLMAN,PROVISIONAL,State House,9.0,2,19,0.10526315789473684
CULLMAN,PROVISIONAL,State House,11.0,5,19,0.2631578947368421
CULLMAN,PROVISIONAL,State House,12.0,12,19,0.631578947368421
CULLMAN,PROVISIONAL,State Senate,4.0,19,19,1.0
CULLMAN,SIMCOE COMMUNITY CENTER,State House,11.0,340,340,1.0
CULLMAN,SIMCOE COMMUNITY CENTER,State Senate,4.0,340,340,1.0
CULLMAN,STOUTS MOUNTAIN CHURCH,State House,12.0,117,117,1.0
CULLMAN,STOUTS MOUNTAIN CHURCH,State Senate,4.0,117,117,1.0
CULLMAN,TRIMBLE FIRE STATION,State House,12.0,319,319,1.0
CULLMAN,TRIMBLE FIRE STATION,State Senate,4.0,319,319,1.0
CULLMAN,VALLEY GROVE COMMUNITY CENTER,State House,12.0,491,491,1.0
CULLMAN,VALLEY GROVE COMMUNITY CENTER,State Senate,4.0,491,491,1.0
CULLMAN,VINEMONT FIRE DEPARTMENT,State House,9.0,775,793,0.9773013871374527
CULLMAN,VINEMONT FIRE DEPARTMENT,State House,12.0,18,793,0.02269861286254729
CULLMAN,VINEMONT FIRE DEPARTMENT,State Senate,4.0,793,793,1.0
CULLMAN,WALTER COMMUNITY CENTER,State House,11.0,318,318,1.0
CULLMAN,WALTER COMMUNITY CENTER,State Senate,4.0,318,318,1.0
CULLMAN,WELTI MOUNT ZION CHURCH,State House,12.0,210,210,1.0
CULLMAN,WELTI MOUNT ZION CHURCH,State Senate,4.0,210,210,1.0
CULLMAN,WEST POINT COMMUNITY CENTER,State House,9.0,668,685,0.9751824817518249
CULLMAN,WEST POINT COMMUNITY CENTER,State House,12.0,17,685,0.024817518248175182
CULLMAN,WEST POINT COMMUNITY CENTER,State Senate,4.0,685,685,1.0
CULLMAN,WHITE CITY COMMUNITY CENTER,State House,12.0,493,493,1.0
CULLMAN,WHITE CITY COMMUNITY CENTER,State Senate,4.0,493,493,1.0
DALE,ABSENTEE,State House,89.0,47,243,0.1934156378600823
DALE,ABSENTEE,State House,93.0,196,243,0.8065843621399177
DALE,ABSENTEE,State Senate,29.0,138,243,0.5679012345679012
DALE,ABSENTEE,State Senate,31.0,105,243,0.43209876543209874
DALE,ARGUTA VOTING HOUSE,State House,89.0,51,120,0.425
DALE,ARGUTA VOTING HOUSE,State House,93.0,69,120,0.575
DALE,ARGUTA VOTING HOUSE,State Senate,31.0,120,120,1.0
DALE,ARITON CITY HALL,State House,89.0,395,395,1.0
DALE,ARITON CITY HALL,State Senate,31.0,395,395,1.0
DALE,BERTHA VOTING HALL,State House,89.0,134,134,1.0
DALE,BERTHA VOTING HALL,State Senate,31.0,134,134,1.0
DALE,CLAYHATCHEE COMMUNITY HOUSE,State House,93.0,280,280,1.0
DALE,CLAYHATCHEE COMMUNITY HOUSE,State Senate,29.0,280,280,1.0
DALE,CLOPTON VOTING HALL,State House,89.0,103,103,1.0
DALE,CLOPTON VOTING HALL,State Senate,31.0,103,103,1.0
DALE,DALEVILLE CULTURAL AND CONV,State House,93.0,1071,1071,1.0
DALE,DALEVILLE CULTURAL AND CONV,State Senate,29.0,1071,1071,1.0
DALE,ECHO VOTING HALL,State House,93.0,532,532,1.0
DALE,ECHO VOTING HALL,State Senate,31.0,532,532,1.0
DALE,EWELL VOTING HALL,State House,93.0,673,673,1.0
DALE,EWELL VOTING HALL,State Senate,29.0,194,673,0.28826151560178304
DALE,EWELL VOTING HALL,State Senate,31.0,479,673,0.711738484398217
DALE,GRIMES COMMUNITY CENTER,State House,93.0,385,385,1.0
DALE,GRIMES COMMUNITY CENTER,State Senate,29.0,362,385,0.9402597402597402
DALE,GRIMES COMMUNITY CENTER,State Senate,31.0,23,385,0.05974025974025974
DALE,LEVEL PLAINS COMMUNITY CENTER,State House,89.0,0,854,0.0
DALE,LEVEL PLAINS COMMUNITY CENTER,State House,93.0,854,854,1.0
DALE,LEVEL PLAINS COMMUNITY CENTER,State Senate,29.0,854,854,1.0
DALE,MARLEY MILL FORESTRY,State House,89.0,395,628,0.6289808917197452
DALE,MARLEY MILL FORESTRY,State House,93.0,233,628,0.37101910828025475
DALE,MARLEY MILL FORESTRY,State Senate,29.0,25,628,0.03980891719745223
DALE,MARLEY MILL FORESTRY,State Senate,31.0,603,628,0.9601910828025477
DALE,MIDLAND CITY VOTING HALL,State House,93.0,466,466,1.0
DALE,MIDLAND CITY VOTING HALL,State Senate,29.0,466,466,1.0
DALE,NEWTON CITY HALL,State House,93.0,624,624,1.0
DALE,NEWTON CITY HALL,State Senate,29.0,624,624,1.0
DALE,OZARK CIVIC CENTER,State House,89.0,223,3084,0.07230869001297018
DALE,OZARK CIVIC CENTER,State House,93.0,2861,3084,0.9276913099870299
DALE,OZARK CIVIC CENTER,State Senate,29.0,2323,3084,0.753242542153048
DALE,OZARK CIVIC CENTER,State Senate,31.0,761,3084,0.24675745784695202
DALE,PINCKARD CITY HALL,State House,93.0,598,598,1.0
DALE,PINCKARD CITY HALL,State Senate,29.0,497,598,0.8311036789297659
DALE,PINCKARD CITY HALL,State Senate,31.0,101,598,0.1688963210702341
DALE,PROVISIONAL,State House,89.0,0,0,
DALE,PROVISIONAL,State House,93.0,0,0,
DALE,PROVISIONAL,State Senate,29.0,0,0,
DALE,PROVISIONAL,State Senate,31.0,0,0,
DALE,ROCKY HD COMMUNITY HOUSE,State House,89.0,404,404,1.0
DALE,ROCKY HD COMMUNITY HOUSE,State Senate,31.0,404,404,1.0
DALE,ROCKY HEAD FT RUCKER ELEMENTARY,State House,89.0,26,26,1.0
DALE,ROCKY HEAD FT RUCKER ELEMENTARY,State Senate,31.0,26,26,1.0
DALE,SKIPPERVILLE VOTING HALL,State House,89.0,164,350,0.4685714285714286
DALE,SKIPPERVILLE VOTING HALL,State House,93.0,186,350,0.5314285714285715
DALE,SKIPPERVILLE VOTING HALL,State Senate,31.0,350,350,1.0
DALE,SYLVAN GROVE VOTING HALL,State House,93.0,111,111,1.0
DALE,SYLVAN GROVE VOTING HALL,State Senate,31.0,111,111,1.0
DALLAS,ABSENTEE,State House,67.0,224,224,1.0
DALLAS,ABSENTEE,State Senate,23.0,201,201,1.0
DALLAS,BELOIT COMMUNITY CENTER,State House,67.0,89,89,1.0
DALLAS,BELOIT COMMUNITY CENTER,State Senate,23.0,88,88,1.0
DALLAS,BROAD STREET FIRE STATION,State House,67.0,393,393,1.0
DALLAS,BROAD STREET FIRE STATION,State Senate,23.0,395,395,1.0
DALLAS,CAHABA ROAD FIRE STATION,State House,67.0,537,537,1.0
DALLAS,CAHABA ROAD FIRE STATION,State Senate,23.0,495,495,1.0
DALLAS,CARLOWVILLE MINTER VOLUNTEER FIRE DEPARTMENT,State House,67.0,134,134,1.0
DALLAS,CARLOWVILLE MINTER VOLUNTEER FIRE DEPARTMENT,State Senate,23.0,129,129,1.0
DALLAS,CHRISTIAN OUTREACH ALLNCE,State House,67.0,312,312,1.0
DALLAS,CHRISTIAN OUTREACH ALLNCE,State Senate,23.0,296,296,1.0
DALLAS,DALLAS COUNTY COURTHOUSE,State House,67.0,142,142,1.0
DALLAS,DALLAS COUNTY COURTHOUSE,State Senate,23.0,117,117,1.0
DALLAS,EASTEND FIRE STATION,State House,67.0,427,427,1.0
DALLAS,EASTEND FIRE STATION,State Senate,23.0,425,425,1.0
DALLAS,GOOD HOPE CHURCH,State House,67.0,42,42,1.0
DALLAS,GOOD HOPE CHURCH,State Senate,23.0,33,33,1.0
DALLAS,GWC HOMES CENTER,State House,67.0,214,214,1.0
DALLAS,GWC HOMES CENTER,State Senate,23.0,214,214,1.0
DALLAS,MARION JCT BLACKBELT EXP,State House,67.0,193,193,1.0
DALLAS,MARION JCT BLACKBELT EXP,State Senate,23.0,186,186,1.0
DALLAS,MEMORIAL STADIUM,State House,67.0,222,222,1.0
DALLAS,MEMORIAL STADIUM,State Senate,23.0,176,176,1.0
DALLAS,MOUNT ZION CHURCH,State House,67.0,445,445,1.0
DALLAS,MOUNT ZION CHURCH,State Senate,23.0,420,420,1.0
DALLAS,NEW SAINT JOHNS MINISTRIES,State House,67.0,425,425,1.0
DALLAS,NEW SAINT JOHNS MINISTRIES,State Senate,23.0,426,426,1.0
DALLAS,OLD NATIONAL GUARD ARMORY,State House,67.0,301,301,1.0
DALLAS,OLD NATIONAL GUARD ARMORY,State Senate,23.0,245,245,1.0
DALLAS,ORRVILLE COMMUNITY CENTER,State House,67.0,562,562,1.0
DALLAS,ORRVILLE COMMUNITY CENTER,State Senate,23.0,553,553,1.0
DALLAS,PLANTERSVILLE VOLUNTEER FIRE DEPARTMENT,State House,67.0,119,119,1.0
DALLAS,PLANTERSVILLE VOLUNTEER FIRE DEPARTMENT,State Senate,23.0,107,107,1.0
DALLAS,PROVISIONAL,State House,67.0,11,11,1.0
DALLAS,PROVISIONAL,State Senate,23.0,12,12,1.0
DALLAS,QUEEN OF PEACE SCHOOL,State House,67.0,256,256,1.0
DALLAS,QUEEN OF PEACE SCHOOL,State Senate,23.0,245,245,1.0
DALLAS,RANGEDALE CENTER,State House,67.0,400,400,1.0
DALLAS,RANGEDALE CENTER,State Senate,23.0,399,399,1.0
DALLAS,SAFFORD COMMUNITY CENTER,State House,67.0,56,56,1.0
DALLAS,SAFFORD COMMUNITY CENTER,State Senate,23.0,54,54,1.0
DALLAS,SELMA MALL,State House,67.0,258,258,1.0
DALLAS,SELMA MALL,State Senate,23.0,256,256,1.0
DALLAS,SELMONT WATER WORKS,State House,67.0,202,202,1.0
DALLAS,SELMONT WATER WORKS,State Senate,23.0,202,202,1.0
DALLAS,SHILOH SCHOOL BUILDING,State House,67.0,268,268,1.0
DALLAS,SHILOH SCHOOL BUILDING,State Senate,23.0,266,266,1.0
DALLAS,SUMMERFIELD VOLUNTEER FIRE DEPARTMENT,State House,67.0,162,162,1.0
DALLAS,SUMMERFIELD VOLUNTEER FIRE DEPARTMENT,State Senate,23.0,130,130,1.0
DALLAS,TIPTON SCHOOL,State House,67.0,1112,1112,1.0
DALLAS,TIPTON SCHOOL,State Senate,23.0,1111,1111,1.0
DALLAS,TOTAL,State House,67.0,9505,9505,1.0
DALLAS,TOTAL,State Senate,23.0,8981,8981,1.0
DALLAS,TYLER COMMUNITY CENTER,State House,67.0,87,87,1.0
DALLAS,TYLER COMMUNITY CENTER,State Senate,23.0,77,77,1.0
DALLAS,UNION NEW NATL GRD ARMORY,State House,67.0,247,247,1.0
DALLAS,UNION NEW NATL GRD ARMORY,State Senate,23.0,213,213,1.0
DALLAS,UNION OLD NATL GRD ARMORY,State House,67.0,489,489,1.0
DALLAS,UNION OLD NATL GRD ARMORY,State Senate,23.0,410,410,1.0
DALLAS,VALLEY GRANDE COMMUNITY CENTER,State House,67.0,541,541,1.0
DALLAS,VALLEY GRANDE COMMUNITY CENTER,State Senate,23.0,466,466,1.0
DALLAS,WOODROW AVE FIRE STATION,State House,67.0,635,635,1.0
DALLAS,WOODROW AVE FIRE STATION,State Senate,23.0,634,634,1.0
DEKALB,ABSENTEE,State House,9.0,35,570,0.06140350877192982
DEKALB,ABSENTEE,State House,10.0,23,570,0.04035087719298246
DEKALB,ABSENTEE,State House,23.0,43,570,0.07543859649122807
DEKALB,ABSENTEE,State House,24.0,366,570,0.6421052631578947
DEKALB,ABSENTEE,State House,26.0,19,570,0.03333333333333333
DEKALB,ABSENTEE,State House,27.0,31,570,0.054385964912280704
DEKALB,ABSENTEE,State House,29.0,28,570,0.04912280701754386
DEKALB,ABSENTEE,State House,39.0,25,570,0.043859649122807015
DEKALB,ABSENTEE,State Senate,8.0,397,397,1.0
DEKALB,ADAMSBURG FIRE DEPARTMENT,State House,24.0,237,237,1.0
DEKALB,ADAMSBURG FIRE DEPARTMENT,State Senate,8.0,229,229,1.0
DEKALB,ANTIOCH BARRYS BBQ,State House,23.0,56,72,0.7777777777777778
DEKALB,ANTIOCH BARRYS BBQ,State House,24.0,16,72,0.2222222222222222
DEKALB,ANTIOCH BARRYS BBQ,State Senate,8.0,76,76,1.0
DEKALB,ARONEY FIRE HALL,State House,10.0,232,462,0.5021645021645021
DEKALB,ARONEY FIRE HALL,State House,29.0,230,462,0.49783549783549785
DEKALB,BLAKE COMMUNITY CENTER,State House,24.0,439,439,1.0
DEKALB,BLAKE COMMUNITY CENTER,State Senate,8.0,424,424,1.0
DEKALB,CARTERSVILLE FIRE HALL,State House,24.0,293,293,1.0
DEKALB,CARTERSVILLE FIRE HALL,State Senate,8.0,284,284,1.0
DEKALB,COLLINSVL NATL GD ARMORY,State House,10.0,136,512,0.265625
DEKALB,COLLINSVL NATL GD ARMORY,State House,24.0,1,512,0.001953125
DEKALB,COLLINSVL NATL GD ARMORY,State House,29.0,222,512,0.43359375
DEKALB,COLLINSVL NATL GD ARMORY,State House,39.0,153,512,0.298828125
DEKALB,COLLINSVL NATL GD ARMORY,State Senate,8.0,239,239,1.0
DEKALB,COPELAND BRG LIBERTY HILL,State House,10.0,105,282,0.3723404255319149
DEKALB,COPELAND BRG LIBERTY HILL,State House,24.0,72,282,0.2553191489361702
DEKALB,COPELAND BRG LIBERTY HILL,State House,29.0,105,282,0.3723404255319149
DEKALB,COPELAND BRG LIBERTY HILL,State Senate,8.0,65,65,1.0
DEKALB,DEKALB COUNTY SCHOOL COLISEUM 1,State House,24.0,855,855,1.0
DEKALB,DEKALB COUNTY SCHOOL COLISEUM 1,State Senate,8.0,835,835,1.0
DEKALB,DEKALB COUNTY SCHOOL COLISEUM 2,State House,24.0,965,965,1.0
DEKALB,DEKALB COUNTY SCHOOL COLISEUM 2,State Senate,8.0,930,930,1.0
DEKALB,DOGTOWN MASONIC LODGE,State House,39.0,384,384,1.0
DEKALB,DOGTOWN MASONIC LODGE,State Senate,8.0,387,387,1.0
DEKALB,EAST HIGHLAND F H 112,State House,24.0,82,82,1.0
DEKALB,EAST HIGHLAND F H 112,State Senate,8.0,81,81,1.0
DEKALB,EAST HIGHLAND F H 304,State House,24.0,266,266,1.0
DEKALB,EAST HIGHLAND F H 304,State Senate,8.0,254,254,1.0
DEKALB,FISCHER COMMUNITY CENTER 113,State House,24.0,77,77,1.0
DEKALB,FISCHER COMMUNITY CENTER 113,State Senate,8.0,77,77,1.0
DEKALB,FISCHER COMMUNITY CENTER 313,State House,24.0,222,222,1.0
DEKALB,FISCHER COMMUNITY CENTER 313,State Senate,8.0,209,209,1.0
DEKALB,FYFFE SENIOR CENTER,State House,23.0,2,368,0.005434782608695652
DEKALB,FYFFE SENIOR CENTER,State House,24.0,366,368,0.9945652173913043
DEKALB,FYFFE SENIOR CENTER,State Senate,8.0,365,365,1.0
DEKALB,GERALDINE FIRST BAPTIST,State House,9.0,392,800,0.49
DEKALB,GERALDINE FIRST BAPTIST,State House,26.0,344,800,0.43
DEKALB,GERALDINE FIRST BAPTIST,State House,27.0,64,800,0.08
DEKALB,GROVE OAK CLUB HOUSE,State House,9.0,241,566,0.42579505300353354
DEKALB,GROVE OAK CLUB HOUSE,State House,27.0,325,566,0.5742049469964664
DEKALB,HAMMONDVILLE FIRE STA,State House,24.0,255,255,1.0
DEKALB,HAMMONDVILLE FIRE STA,State Senate,8.0,252,252,1.0
DEKALB,HENAGAR RURITAN BUILDING,State House,24.0,592,592,1.0
DEKALB,HENAGAR RURITAN BUILDING,State Senate,8.0,582,582,1.0
DEKALB,HIGH POINT CHURCH,State House,24.0,311,311,1.0
DEKALB,HIGH POINT CHURCH,State Senate,8.0,308,308,1.0
DEKALB,IDER SENIOR CENTER,State House,24.0,654,654,1.0
DEKALB,IDER SENIOR CENTER,State Senate,8.0,644,644,1.0
DEKALB,KILPATRICK FIRE STN,State House,9.0,65,334,0.19461077844311378
DEKALB,KILPATRICK FIRE STN,State House,10.0,103,334,0.3083832335329341
DEKALB,KILPATRICK FIRE STN,State House,26.0,70,334,0.20958083832335328
DEKALB,KILPATRICK FIRE STN,State House,29.0,96,334,0.2874251497005988
DEKALB,LEBANON CHURCH,State House,24.0,17,99,0.1717171717171717
DEKALB,LEBANON CHURCH,State House,39.0,82,99,0.8282828282828283
DEKALB,LEBANON CHURCH,State Senate,8.0,100,100,1.0
DEKALB,MACEDONIA BAPTIST CHURCH,State House,9.0,58,124,0.46774193548387094
DEKALB,MACEDONIA BAPTIST CHURCH,State House,26.0,52,124,0.41935483870967744
DEKALB,MACEDONIA BAPTIST CHURCH,State House,29.0,14,124,0.11290322580645161
DEKALB,MCKESTES COMMUNITY CENTER,State House,9.0,175,502,0.34860557768924305
DEKALB,MCKESTES COMMUNITY CENTER,State House,24.0,278,502,0.5537848605577689
DEKALB,MCKESTES COMMUNITY CENTER,State House,26.0,49,502,0.09760956175298804
DEKALB,MCKESTES COMMUNITY CENTER,State House,39.0,0,502,0.0
DEKALB,MCKESTES COMMUNITY CENTER,State Senate,8.0,74,74,1.0
DEKALB,MENTONE TOWN HALL,State House,24.0,554,554,1.0
DEKALB,MENTONE TOWN HALL,State Senate,8.0,541,541,1.0
DEKALB,PAINTER LIBERTY BAPTIST CHURCH,State House,9.0,130,254,0.5118110236220472
DEKALB,PAINTER LIBERTY BAPTIST CHURCH,State House,26.0,124,254,0.4881889763779528
DEKALB,PAINTER LIBERTY BAPTIST CHURCH,State House,29.0,0,254,0.0
DEKALB,PAYNE GAP CHURCH,State House,24.0,193,193,1.0
DEKALB,PAYNE GAP CHURCH,State Senate,8.0,193,193,1.0
DEKALB,PEA RIDGE CHURCH,State House,24.0,144,144,1.0
DEKALB,PEA RIDGE CHURCH,State Senate,8.0,141,141,1.0
DEKALB,PINE RIDGE COMMUNITY CENTER 309,State House,24.0,68,80,0.85
DEKALB,PINE RIDGE COMMUNITY CENTER 309,State House,39.0,12,80,0.15
DEKALB,PINE RIDGE COMMUNITY CENTER 309,State Senate,8.0,80,80,1.0
DEKALB,PINE RIDGE COMMUNITY CENTER 410,State House,24.0,60,69,0.8695652173913043
DEKALB,PINE RIDGE COMMUNITY CENTER 410,State House,39.0,9,69,0.13043478260869565
DEKALB,PINE RIDGE COMMUNITY CENTER 410,State Senate,8.0,68,68,1.0
DEKALB,PLEASANT HILL COMMUNITY CENTER,State House,24.0,292,292,1.0
DEKALB,PLEASANT HILL COMMUNITY CENTER,State House,39.0,0,292,0.0
DEKALB,PLEASANT HILL COMMUNITY CENTER,State Senate,8.0,285,285,1.0
DEKALB,PORTERSVILLE BAPTIST CHURCH,State House,24.0,13,104,0.125
DEKALB,PORTERSVILLE BAPTIST CHURCH,State House,39.0,91,104,0.875
DEKALB,PORTERSVILLE BAPTIST CHURCH,State Senate,8.0,106,106,1.0
DEKALB,POWELL PARK PAVILLION,State House,23.0,215,288,0.7465277777777778
DEKALB,POWELL PARK PAVILLION,State House,24.0,73,288,0.2534722222222222
DEKALB,POWELL PARK PAVILLION,State Senate,8.0,295,295,1.0
DEKALB,PROVISIONAL,State House,9.0,2,53,0.03773584905660377
DEKALB,PROVISIONAL,State House,10.0,0,53,0.0
DEKALB,PROVISIONAL,State House,23.0,9,53,0.16981132075471697
DEKALB,PROVISIONAL,State House,24.0,30,53,0.5660377358490566
DEKALB,PROVISIONAL,State House,26.0,9,53,0.16981132075471697
DEKALB,PROVISIONAL,State House,27.0,0,53,0.0
DEKALB,PROVISIONAL,State House,29.0,0,53,0.0
DEKALB,PROVISIONAL,State House,39.0,3,53,0.05660377358490566
DEKALB,PROVISIONAL,State Senate,8.0,64,64,1.0
DEKALB,RODENTOWN COMMUNITY CENTER,State House,10.0,219,439,0.4988610478359909
DEKALB,RODENTOWN COMMUNITY CENTER,State House,29.0,220,439,0.5011389521640092
DEKALB,SAND MTN RESEARCH CENTER,State House,9.0,361,997,0.362086258776329
DEKALB,SAND MTN RESEARCH CENTER,State House,10.0,86,997,0.08625877632898696
DEKALB,SAND MTN RESEARCH CENTER,State House,24.0,3,997,0.003009027081243731
DEKALB,SAND MTN RESEARCH CENTER,State House,26.0,0,997,0.0
DEKALB,SAND MTN RESEARCH CENTER,State House,29.0,547,997,0.5486459378134403
DEKALB,SENIOR CITIZEN CENTER 1,State House,24.0,326,326,1.0
DEKALB,SENIOR CITIZEN CENTER 1,State Senate,8.0,317,317,1.0
DEKALB,SENIOR CITIZEN CENTER 2,State House,24.0,171,171,1.0
DEKALB,SENIOR CITIZEN CENTER 2,State Senate,8.0,164,164,1.0
DEKALB,SENIOR CITIZEN FIVE POINT,State House,24.0,308,308,1.0
DEKALB,SENIOR CITIZEN FIVE POINT,State Senate,8.0,299,299,1.0
DEKALB,SHADY GROVE BAPTIST CHURCH,State House,39.0,228,228,1.0
DEKALB,SHADY GROVE BAPTIST CHURCH,State Senate,8.0,219,219,1.0
DEKALB,SHILOH TOWN HALL,State House,24.0,145,145,1.0
DEKALB,SHILOH TOWN HALL,State Senate,8.0,143,143,1.0
DEKALB,SKIRUM COMMUNITY CENTER,State House,9.0,157,351,0.4472934472934473
DEKALB,SKIRUM COMMUNITY CENTER,State House,24.0,49,351,0.1396011396011396
DEKALB,SKIRUM COMMUNITY CENTER,State House,26.0,75,351,0.21367521367521367
DEKALB,SKIRUM COMMUNITY CENTER,State House,29.0,70,351,0.19943019943019943
DEKALB,SULPHUR SPRINGS COMMUNITY CENTER,State House,24.0,81,81,1.0
DEKALB,SULPHUR SPRINGS COMMUNITY CENTER,State Senate,8.0,76,76,1.0
DEKALB,SYLVANIA TOWN HALL,State House,24.0,705,705,1.0
DEKALB,SYLVANIA TOWN HALL,State Senate,8.0,689,689,1.0
DEKALB,TENBROECK COMMUNITY CENTER,State House,9.0,284,686,0.4139941690962099
DEKALB,TENBROECK COMMUNITY CENTER,State House,23.0,45,686,0.06559766763848396
DEKALB,TENBROECK COMMUNITY CENTER,State House,24.0,15,686,0.021865889212827987
DEKALB,TENBROECK COMMUNITY CENTER,State House,26.0,36,686,0.052478134110787174
DEKALB,TENBROECK COMMUNITY CENTER,State House,27.0,306,686,0.446064139941691
DEKALB,TOTAL,State House,9.0,2033,18761,0.10836309365172432
DEKALB,TOTAL,State House,10.0,904,18761,0.04818506476200629
DEKALB,TOTAL,State House,23.0,370,18761,0.019721763232237087
DEKALB,TOTAL,State House,24.0,11234,18761,0.5987953733809498
DEKALB,TOTAL,State House,26.0,813,18761,0.04333457704813176
DEKALB,TOTAL,State House,27.0,888,18761,0.04733223175736901
DEKALB,TOTAL,State House,29.0,1532,18761,0.0816587601940195
DEKALB,TOTAL,State House,39.0,987,18761,0.05260913597356218
DEKALB,TOTAL,State Senate,8.0,12045,12045,1.0
DEKALB,VALLEY HEAD TOWN HALL,State House,24.0,180,180,1.0
DEKALB,VALLEY HEAD TOWN HALL,State Senate,8.0,177,177,1.0
DEKALB,VFW HALL LOBBY 1,State House,24.0,215,215,1.0
DEKALB,VFW HALL LOBBY 1,State Senate,8.0,208,208,1.0
DEKALB,VFW HALL LOBBY 2,State House,24.0,327,327,1.0
DEKALB,VFW HALL LOBBY 2,State Senate,8.0,316,316,1.0
DEKALB,WHITON OLD SCHOOL BUILDING,State House,9.0,133,330,0.403030303030303
DEKALB,WHITON OLD SCHOOL BUILDING,State House,26.0,35,330,0.10606060606060606
DEKALB,WHITON OLD SCHOOL BUILDING,State House,27.0,162,330,0.4909090909090909
DEKALB,WILLS VALLEY RECREATION CENTER 1,State House,24.0,892,892,1.0
DEKALB,WILLS VALLEY RECREATION CENTER 1,State Senate,8.0,856,856,1.0
DEKALB,WILLS VALLEY RECREATION CENTER 2,State House,24.0,30,30,1.0
DEKALB,WILLS VALLEY RECREATION CENTER 2,State Senate,8.0,29,29,1.0
ELMORE,ABSENTEE,State House,31.0,196,246,0.7967479674796748
ELMORE,ABSENTEE,State House,75.0,21,246,0.08536585365853659
ELMORE,ABSENTEE,State House,88.0,29,246,0.11788617886178862
ELMORE,ABSENTEE,State Senate,25.0,171,302,0.5662251655629139
ELMORE,ABSENTEE,State Senate,30.0,131,302,0.4337748344370861
ELMORE,ASBURY KENT COMMUNITY CENTER,State House,31.0,435,435,1.0
ELMORE,ASBURY KENT COMMUNITY CENTER,State Senate,25.0,436,436,1.0
ELMORE,BLUE RIDGE BAPTIST,State House,31.0,3,556,0.00539568345323741
ELMORE,BLUE RIDGE BAPTIST,State House,75.0,553,556,0.9946043165467626
ELMORE,BLUE RIDGE BAPTIST,State Senate,25.0,566,566,1.0
ELMORE,BUYCK FIRE DEPARTMENT,State House,31.0,466,466,1.0
ELMORE,BUYCK FIRE DEPARTMENT,State Senate,30.0,542,542,1.0
ELMORE,CAINS CHAPEL LIFE CENTER,State House,31.0,823,840,0.9797619047619047
ELMORE,CAINS CHAPEL LIFE CENTER,State House,75.0,17,840,0.02023809523809524
ELMORE,CAINS CHAPEL LIFE CENTER,State Senate,30.0,929,929,1.0
ELMORE,COOSADA TOWN HALL,State House,75.0,48,262,0.183206106870229
ELMORE,COOSADA TOWN HALL,State House,88.0,214,262,0.816793893129771
ELMORE,COOSADA TOWN HALL,State Senate,30.0,323,323,1.0
ELMORE,CRENSHAW PARK,State House,75.0,102,102,1.0
ELMORE,CRENSHAW PARK,State Senate,30.0,158,158,1.0
