geographic_units,selected_units,selected_rate,district_validated,name_accepted_unvalidated,district_constrained_accepted,manual_overrides,unresolved,vest16_selected,vtd10_selected,one_to_one,multi_machine,composite_geometry
2178,1750,0.8035,1634,100,15,1,428,1569,181,1489,251,10
