result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note
1167,MONTGOMERY,104 WHITFIELD METHODIST 2,104 WHITFIELD METHODIST 2,WHITFIELD METHODIST,2014-General-Montgomery.xlsx,contest_rows,False,011010512,0512,5L Saint James United Methodist Church,SAINT JAMES UNITED METHODIST CHURCH,review,85.5,0.0,3,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,ALDERSGATE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1168,MONTGOMERY,105 ALDERSGATE METHODIST 1,105 ALDERSGATE METHODIST 1,ALDERSGATE METHODIST,2014-General-Montgomery.xlsx,contest_rows,False,011010512,0512,5L Saint James United Methodist Church,SAINT JAMES UNITED METHODIST CHURCH,review,85.5,0.0,3,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,ALDERSGATE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1169,MONTGOMERY,105 ALDERSGATE METHODIST 2,105 ALDERSGATE METHODIST 2,ALDERSGATE METHODIST,2014-General-Montgomery.xlsx,contest_rows,False,011010512,0512,5L Saint James United Methodist Church,SAINT JAMES UNITED METHODIST CHURCH,review,85.5,0.0,3,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,ALDERSGATE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1170,MONTGOMERY,105 ALDERSGATE METHODIST 3,105 ALDERSGATE METHODIST 3,ALDERSGATE METHODIST,2014-General-Montgomery.xlsx,contest_rows,False,011010512,0512,5L Saint James United Methodist Church,SAINT JAMES UNITED METHODIST CHURCH,review,85.5,0.0,3,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,ALDERSGATE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1178,MONTGOMERY,203 HAYNEVILLE ROAD COM CTR 1,203 HAYNEVILLE ROAD COM CENTER 1,HAYNEVILLE ROAD COM CENTER,2014-General-Montgomery.xlsx,contest_rows,False,011010207,0207,2G Hayneville Road Community Center Voting District,HAYNEVILLE ROAD COMMUNITY CENTER,review,89.66,4.16,1,PIKE ROAD VOLUNTEER FIRE PROTECTION AUTHORITY,85.5,BELL ROAD YMCA,85.5,False,True,low_or_ambiguous_score,,
1179,MONTGOMERY,203 HAYNEVILLE ROAD COM CTR 2,203 HAYNEVILLE ROAD COM CENTER 2,HAYNEVILLE ROAD COM CENTER,2014-General-Montgomery.xlsx,contest_rows,False,011010207,0207,2G Hayneville Road Community Center Voting District,HAYNEVILLE ROAD COMMUNITY CENTER,review,89.66,4.16,1,PIKE ROAD VOLUNTEER FIRE PROTECTION AUTHORITY,85.5,BELL ROAD YMCA,85.5,False,True,low_or_ambiguous_score,,
1180,MONTGOMERY,203 HAYNEVILLE ROAD COM CTR 3,203 HAYNEVILLE ROAD COM CENTER 3,HAYNEVILLE ROAD COM CENTER,2014-General-Montgomery.xlsx,contest_rows,False,011010207,0207,2G Hayneville Road Community Center Voting District,HAYNEVILLE ROAD COMMUNITY CENTER,review,89.66,4.16,1,PIKE ROAD VOLUNTEER FIRE PROTECTION AUTHORITY,85.5,BELL ROAD YMCA,85.5,False,True,low_or_ambiguous_score,,
1181,MONTGOMERY,204 FRESH ANNOINTING HOUSE 1,204 FRESH ANNOINTING HOUSE 1,FRESH ANNOINTING HOUSE,2014-General-Montgomery.xlsx,contest_rows,False,011010206,0206,2F Fire Station No. 14 Voting District,FIRE STATION NO 14,review,50.0,3.85,1,LAKEVIEW BAPTIST CHURCH VOTING CENTER,46.15,NORTH MONTGOMERY COMMUNITY CENTER,45.0,False,True,low_or_ambiguous_score,,
1182,MONTGOMERY,204 FRESH ANNOINTING HOUSE 2,204 FRESH ANNOINTING HOUSE 2,FRESH ANNOINTING HOUSE,2014-General-Montgomery.xlsx,contest_rows,False,011010206,0206,2F Fire Station No. 14 Voting District,FIRE STATION NO 14,review,50.0,3.85,1,LAKEVIEW BAPTIST CHURCH VOTING CENTER,46.15,NORTH MONTGOMERY COMMUNITY CENTER,45.0,False,True,low_or_ambiguous_score,,
1183,MONTGOMERY,204 FRESH ANNOINTING HOUSE 3,204 FRESH ANNOINTING HOUSE 3,FRESH ANNOINTING HOUSE,2014-General-Montgomery.xlsx,contest_rows,False,011010206,0206,2F Fire Station No. 14 Voting District,FIRE STATION NO 14,review,50.0,3.85,1,LAKEVIEW BAPTIST CHURCH VOTING CENTER,46.15,NORTH MONTGOMERY COMMUNITY CENTER,45.0,False,True,low_or_ambiguous_score,,
1190,MONTGOMERY,208 CATOMA ELEMENTARY SCHOOL 1,208 CATOMA ELEMENTARY SCHOOL 1,CATOMA ELEMENTARY SCHOOL,2014-General-Montgomery.xlsx,contest_rows,False,011010211,0211,2K Catoma School Voting District,CATOMA SCHOOL,review,85.5,5.5,1,HARRISON ELEMENTARY SCHOOL,80.0,WARES FERRY ROAD ELEMENTARY SCHOOL,78.78,False,True,low_or_ambiguous_score,,
1191,MONTGOMERY,208 CATOMA ELEMENTARY SCHOOL 2,208 CATOMA ELEMENTARY SCHOOL 2,CATOMA ELEMENTARY SCHOOL,2014-General-Montgomery.xlsx,contest_rows,False,011010211,0211,2K Catoma School Voting District,CATOMA SCHOOL,review,85.5,5.5,1,HARRISON ELEMENTARY SCHOOL,80.0,WARES FERRY ROAD ELEMENTARY SCHOOL,78.78,False,True,low_or_ambiguous_score,,
1196,MONTGOMERY,301 DALRAIDA CH OF CHRIST 1,301 DALRAIDA CHURCH OF CHRIST 1,DALRAIDA CHURCH OF CHRIST,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,2.17,1,STRATA CHURCH OF CHRIST,83.33,VAUGHN PARK CHURCH OF CHRIST,74.15,False,True,low_or_ambiguous_score,,
1197,MONTGOMERY,301 DALRAIDA CH OF CHRIST 2,301 DALRAIDA CHURCH OF CHRIST 2,DALRAIDA CHURCH OF CHRIST,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,2.17,1,STRATA CHURCH OF CHRIST,83.33,VAUGHN PARK CHURCH OF CHRIST,74.15,False,True,low_or_ambiguous_score,,
1198,MONTGOMERY,301 DALRAIDA CH OF CHRIST 3,301 DALRAIDA CHURCH OF CHRIST 3,DALRAIDA CHURCH OF CHRIST,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,2.17,1,STRATA CHURCH OF CHRIST,83.33,VAUGHN PARK CHURCH OF CHRIST,74.15,False,True,low_or_ambiguous_score,,
1201,MONTGOMERY,303 EASTMONT BAPTIST CHURCH 1,303 EASTMONT BAPTIST CHURCH 1,EASTMONT BAPTIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1202,MONTGOMERY,303 EASTMONT BAPTIST CHURCH 2,303 EASTMONT BAPTIST CHURCH 2,EASTMONT BAPTIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1203,MONTGOMERY,303 EASTMONT BAPTIST CHURCH 3,303 EASTMONT BAPTIST CHURCH 3,EASTMONT BAPTIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1204,MONTGOMERY,304 LAGOON PARK FIRE 1,304 LAGOON PARK FIRE 1,LAGOON PARK FIRE,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,90.0,4.5,1,HAMNER HALL FIRE STATION,85.5,PINTALA VOLUNTEER FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,
1205,MONTGOMERY,304 LAGOON PARK FIRE 2,304 LAGOON PARK FIRE 2,LAGOON PARK FIRE,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,90.0,4.5,1,HAMNER HALL FIRE STATION,85.5,PINTALA VOLUNTEER FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,
1206,MONTGOMERY,305 FRAZER METHODIST CHURCH 1,305 FRAZER METHODIST CHURCH 1,FRAZER METHODIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1207,MONTGOMERY,305 FRAZER METHODIST CHURCH 2,305 FRAZER METHODIST CHURCH 2,FRAZER METHODIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1208,MONTGOMERY,305 FRAZER METHODIST CHURCH 3,305 FRAZER METHODIST CHURCH 3,FRAZER METHODIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1209,MONTGOMERY,305 FRAZER METHODIST CHURCH 4,305 FRAZER METHODIST CHURCH 4,FRAZER METHODIST CHURCH 4,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,11.35,1,SAINT JAMES UNITED METHODIST CHURCH,74.15,ALDERSGATE UNITED METHODIST CHURCH,74.15,False,True,low_or_ambiguous_score,,
1210,MONTGOMERY,305 FRAZER METHODIST CHURCH 5,305 FRAZER METHODIST CHURCH 5,FRAZER METHODIST CHURCH 5,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,11.35,1,SAINT JAMES UNITED METHODIST CHURCH,74.15,ALDERSGATE UNITED METHODIST CHURCH,74.15,False,True,low_or_ambiguous_score,,
1213,MONTGOMERY,401 ST JAMES BAPTIST CHURCH 1,401 SAINT JAMES BAPTIST CHURCH 1,SAINT JAMES BAPTIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,7.77,1,SAINT JAMES UNITED METHODIST CHURCH,77.73,EASTDALE BAPTIST CHURCH,77.55,False,True,low_or_ambiguous_score,,
1214,MONTGOMERY,401 ST JAMES BAPTIST CHURCH 2,401 SAINT JAMES BAPTIST CHURCH 2,SAINT JAMES BAPTIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,7.77,1,SAINT JAMES UNITED METHODIST CHURCH,77.73,EASTDALE BAPTIST CHURCH,77.55,False,True,low_or_ambiguous_score,,
1219,MONTGOMERY,404 ASU ACADOME 1,404 ASU ACADOME 1,ASU ACADOME,2014-General-Montgomery.xlsx,contest_rows,False,011010409,0409,4I Union Academy Baptist Church Voting District,UNION ACADEMY BAPTIST CHURCH,review,57.27,8.18,1,HIGHLAND GARDENS COMMUNITY CENTER,49.09,SAINT PAUL AME CHURCH,49.09,False,True,low_or_ambiguous_score,,
1220,MONTGOMERY,404 ASU ACADOME 2,404 ASU ACADOME 2,ASU ACADOME,2014-General-Montgomery.xlsx,contest_rows,False,011010409,0409,4I Union Academy Baptist Church Voting District,UNION ACADEMY BAPTIST CHURCH,review,57.27,8.18,1,HIGHLAND GARDENS COMMUNITY CENTER,49.09,SAINT PAUL AME CHURCH,49.09,False,True,low_or_ambiguous_score,,
1231,MONTGOMERY,410 SHERIDAN HEIGHTS COM CTR 1,410 SHERIDAN HEIGHTS COM CENTER 1,SHERIDAN HEIGHTS COM CENTER,2014-General-Montgomery.xlsx,contest_rows,False,011010407,0407,4G King Hill Community Center Voting District,KING HILL COMMUNITY CENTER,review,60.38,0.38,3,HIGHLAND GARDENS COMMUNITY CENTER,60.0,HOUSTON HILLS COMMUNITY CENTER,59.65,False,True,low_or_ambiguous_score,,
1232,MONTGOMERY,410 SHERIDAN HEIGHTS COM CTR 2,410 SHERIDAN HEIGHTS COM CENTER 2,SHERIDAN HEIGHTS COM CENTER,2014-General-Montgomery.xlsx,contest_rows,False,011010407,0407,4G King Hill Community Center Voting District,KING HILL COMMUNITY CENTER,review,60.38,0.38,3,HIGHLAND GARDENS COMMUNITY CENTER,60.0,HOUSTON HILLS COMMUNITY CENTER,59.65,False,True,low_or_ambiguous_score,,
1235,MONTGOMERY,412 UNION CHAPEL AME 1,412 UNION CHAPEL AME 1,UNION CHAPEL AME,2014-General-Montgomery.xlsx,contest_rows,False,011010410,0410,4J Union Chapel AME Zion Church Voting District,UNION CHAPEL AME ZION CHURCH,review,90.0,4.5,1,UNION ACADEMY BAPTIST CHURCH,85.5,SAINT PAUL AME CHURCH,56.49,False,True,low_or_ambiguous_score,,
1236,MONTGOMERY,412 UNION CHAPEL AME 2,412 UNION CHAPEL AME 2,UNION CHAPEL AME,2014-General-Montgomery.xlsx,contest_rows,False,011010410,0410,4J Union Chapel AME Zion Church Voting District,UNION CHAPEL AME ZION CHURCH,review,90.0,4.5,1,UNION ACADEMY BAPTIST CHURCH,85.5,SAINT PAUL AME CHURCH,56.49,False,True,low_or_ambiguous_score,,
1237,MONTGOMERY,413 WARES FERRY ELEMENTARY 1,413 WARES FERRY ELEMENTARY 1,WARES FERRY ELEMENTARY,2014-General-Montgomery.xlsx,contest_rows,False,011010415,0415,4O Wares Ferry Road Elementary School,WARES FERRY ROAD ELEMENTARY SCHOOL,review,85.5,20.82,1,FLOWERS ELEMENTARY SCHOOL,64.68,FITZPATRICK ELEMENTARY SCHOOL,59.38,False,True,low_or_ambiguous_score,,
1238,MONTGOMERY,413 WARES FERRY ELEMENTARY 2,413 WARES FERRY ELEMENTARY 2,WARES FERRY ELEMENTARY,2014-General-Montgomery.xlsx,contest_rows,False,011010415,0415,4O Wares Ferry Road Elementary School,WARES FERRY ROAD ELEMENTARY SCHOOL,review,85.5,20.82,1,FLOWERS ELEMENTARY SCHOOL,64.68,FITZPATRICK ELEMENTARY SCHOOL,59.38,False,True,low_or_ambiguous_score,,
1239,MONTGOMERY,501 LANDMARK CH OF CHRIST 1,501 LANDMARK CHURCH OF CHRIST 1,LANDMARK CHURCH OF CHRIST,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,2.48,1,VAUGHN PARK CHURCH OF CHRIST,83.02,STRATA CHURCH OF CHRIST,79.17,False,True,low_or_ambiguous_score,,
1240,MONTGOMERY,501 LANDMARK CH OF CHRIST 2,501 LANDMARK CHURCH OF CHRIST 2,LANDMARK CHURCH OF CHRIST,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,2.48,1,VAUGHN PARK CHURCH OF CHRIST,83.02,STRATA CHURCH OF CHRIST,79.17,False,True,low_or_ambiguous_score,,
1241,MONTGOMERY,501 LANDMARK CH OF CHRIST 3,501 LANDMARK CHURCH OF CHRIST 3,LANDMARK CHURCH OF CHRIST,2014-General-Montgomery.xlsx,contest_rows,False,011010104,0104,1D Whitfield Memorial United Methodist Church,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,review,85.5,2.48,1,VAUGHN PARK CHURCH OF CHRIST,83.02,STRATA CHURCH OF CHRIST,79.17,False,True,low_or_ambiguous_score,,
1244,MONTGOMERY,503 LAPINE BAPTIST CHURCH 1,503 LAPINE BAPTIST CHURCH 1,LAPINE BAPTIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1245,MONTGOMERY,503 LAPINE BAPTIST CHURCH 2,503 LAPINE BAPTIST CHURCH 2,LAPINE BAPTIST CHURCH,2014-General-Montgomery.xlsx,contest_rows,False,011010511,0511,5K Lakeview Baptist Church Voting Center,LAKEVIEW BAPTIST CHURCH VOTING CENTER,review,85.5,0.0,3,SAINT JAMES UNITED METHODIST CHURCH,85.5,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1246,MONTGOMERY,504 RAMER PUBLIC LIBRARY 1,504 RAMER PUBLIC LIBRARY 1,RAMER PUBLIC LIBRARY,2014-General-Montgomery.xlsx,contest_rows,False,011010504,0504,5D Ramer Library Voting District,RAMER LIBRARY,review,85.5,7.26,1,COLISEUM BLVD PUBLIC LIBRARY,78.24,HAMNER HALL FIRE STATION,45.45,False,True,low_or_ambiguous_score,,
1247,MONTGOMERY,504 RAMER PUBLIC LIBRARY 2,504 RAMER PUBLIC LIBRARY 2,RAMER PUBLIC LIBRARY,2014-General-Montgomery.xlsx,contest_rows,False,011010504,0504,5D Ramer Library Voting District,RAMER LIBRARY,review,85.5,7.26,1,COLISEUM BLVD PUBLIC LIBRARY,78.24,HAMNER HALL FIRE STATION,45.45,False,True,low_or_ambiguous_score,,
1251,MONTGOMERY,506 DAVIS CROSSROADS VFD 1,506 DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT 1,DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,85.5,0.0,3,HAMNER HALL FIRE STATION,85.5,DAVIS CROSSROADS SUBSTATION,85.5,False,True,low_or_ambiguous_score,,
1252,MONTGOMERY,506 DAVIS CROSSROADS VFD 2,506 DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT 2,DAVIS CROSSROADS VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,85.5,0.0,3,HAMNER HALL FIRE STATION,85.5,DAVIS CROSSROADS SUBSTATION,85.5,False,True,low_or_ambiguous_score,,
1253,MONTGOMERY,507 DUBLIN SO MO VFD 1,507 DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT 1,DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,85.5,0.0,3,HAMNER HALL FIRE STATION,85.5,FIRE STATION NO 14,85.5,False,True,low_or_ambiguous_score,,
1254,MONTGOMERY,507 DUBLIN SO MO VFD 2,507 DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT 2,DUBLIN SO MO VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,85.5,0.0,3,HAMNER HALL FIRE STATION,85.5,FIRE STATION NO 14,85.5,False,True,low_or_ambiguous_score,,
1255,MONTGOMERY,508 PINE LEVEL SO MO VFD 1,508 PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT 1,PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,85.5,0.0,3,HAMNER HALL FIRE STATION,85.5,FIRE STATION NO 14,85.5,False,True,low_or_ambiguous_score,,
1256,MONTGOMERY,508 PINE LEVEL SO MO VFD 2,508 PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT 2,PINE LEVEL SO MO VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010304,0304,3D Lagoon Park Fire Station Voting District,LAGOON PARK FIRE STATION,review,85.5,0.0,3,HAMNER HALL FIRE STATION,85.5,FIRE STATION NO 14,85.5,False,True,low_or_ambiguous_score,,
1257,MONTGOMERY,509 PIKE ROAD VFD 1,509 PIKE ROAD VOLUNTEER FIRE DEPARTMENT 1,PIKE ROAD VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010513,0513,5M Bell Road YMCA Voting District,BELL ROAD YMCA,review,85.5,0.0,3,FIRE STATION NO 14,85.5,PINTALA VOLUNTEER FIRE DEPARTMENT,85.29,False,True,low_or_ambiguous_score,,
1258,MONTGOMERY,509 PIKE ROAD VFD 2,509 PIKE ROAD VOLUNTEER FIRE DEPARTMENT 2,PIKE ROAD VOLUNTEER FIRE DEPARTMENT,2014-General-Montgomery.xlsx,contest_rows,False,011010513,0513,5M Bell Road YMCA Voting District,BELL ROAD YMCA,review,85.5,0.0,3,FIRE STATION NO 14,85.5,PINTALA VOLUNTEER FIRE DEPARTMENT,85.29,False,True,low_or_ambiguous_score,,
1259,MONTGOMERY,510 G_ WASHINGTON SCHOOL 1,510 G WASHINGTON SCHOOL 1,G WASHINGTON SCHOOL,2014-General-Montgomery.xlsx,contest_rows,False,011010415,0415,4O Wares Ferry Road Elementary School,WARES FERRY ROAD ELEMENTARY SCHOOL,review,85.5,0.0,3,GEORGIA WASHINGTON JR HIGH SCHOOL,85.5,FITZPATRICK ELEMENTARY SCHOOL,85.5,False,True,low_or_ambiguous_score,,
1260,MONTGOMERY,510 G_ WASHINGTON SCHOOL 2,510 G WASHINGTON SCHOOL 2,G WASHINGTON SCHOOL,2014-General-Montgomery.xlsx,contest_rows,False,011010415,0415,4O Wares Ferry Road Elementary School,WARES FERRY ROAD ELEMENTARY SCHOOL,review,85.5,0.0,3,GEORGIA WASHINGTON JR HIGH SCHOOL,85.5,FITZPATRICK ELEMENTARY SCHOOL,85.5,False,True,low_or_ambiguous_score,,
1261,MONTGOMERY,510 G_ WASHINGTON SCHOOL 3,510 G WASHINGTON SCHOOL 3,G WASHINGTON SCHOOL,2014-General-Montgomery.xlsx,contest_rows,False,011010415,0415,4O Wares Ferry Road Elementary School,WARES FERRY ROAD ELEMENTARY SCHOOL,review,85.5,0.0,3,GEORGIA WASHINGTON JR HIGH SCHOOL,85.5,FITZPATRICK ELEMENTARY SCHOOL,85.5,False,True,low_or_ambiguous_score,,
1262,MONTGOMERY,511 ARROWHEAD COM CTR 1,511 ARROWHEAD COM CENTER 1,ARROWHEAD COM CENTER,2014-General-Montgomery.xlsx,contest_rows,False,011010302,0302,3B Highland Gardens Community Center Voting District,HIGHLAND GARDENS COMMUNITY CENTER,review,85.5,0.0,3,LAKEVIEW BAPTIST CHURCH VOTING CENTER,85.5,NORTH MONTGOMERY COMMUNITY CENTER,85.5,False,True,low_or_ambiguous_score,,
1263,MONTGOMERY,511 ARROWHEAD COM CTR 2,511 ARROWHEAD COM CENTER 2,ARROWHEAD COM CENTER,2014-General-Montgomery.xlsx,contest_rows,False,011010302,0302,3B Highland Gardens Community Center Voting District,HIGHLAND GARDENS COMMUNITY CENTER,review,85.5,0.0,3,LAKEVIEW BAPTIST CHURCH VOTING CENTER,85.5,NORTH MONTGOMERY COMMUNITY CENTER,85.5,False,True,low_or_ambiguous_score,,
1264,MONTGOMERY,512 ST JAMES METHODIST 1,512 SAINT JAMES METHODIST 1,SAINT JAMES METHODIST,2014-General-Montgomery.xlsx,contest_rows,False,011010512,0512,5L Saint James United Methodist Church,SAINT JAMES UNITED METHODIST CHURCH,review,85.5,0.0,3,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,ALDERSGATE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1265,MONTGOMERY,512 ST JAMES METHODIST 2,512 SAINT JAMES METHODIST 2,SAINT JAMES METHODIST,2014-General-Montgomery.xlsx,contest_rows,False,011010512,0512,5L Saint James United Methodist Church,SAINT JAMES UNITED METHODIST CHURCH,review,85.5,0.0,3,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,ALDERSGATE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1266,MONTGOMERY,512 ST JAMES METHODIST 3,512 SAINT JAMES METHODIST 3,SAINT JAMES METHODIST,2014-General-Montgomery.xlsx,contest_rows,False,011010512,0512,5L Saint James United Methodist Church,SAINT JAMES UNITED METHODIST CHURCH,review,85.5,0.0,3,WHITFIELD MEMORIAL UNITED METHODIST CHURCH,85.5,ALDERSGATE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
1270,MORGAN,AMER_ LEGION BLDG POST 15,AMER LEGION BUILDING POST 15,AMER LEGION BUILDING POST 15,2014-General-Morgan.xlsx,contest_rows,False,0110315-2,15-2,American Legion Bldg,AMERICAN LEGION BUILDING,review,76.92,0.0,2,AMERICAN LEGION BUILDING,76.92,DIST NO 3 SHOP BUILDING,52.16,False,True,low_or_ambiguous_score,,
1272,MORGAN,AUSTINVILLE BAPTIST,AUSTINVILLE BAPTIST,AUSTINVILLE BAPTIST,2014-General-Morgan.xlsx,contest_rows,False,011033-8,3-8,Austinville Elem School,AUSTINVILLE ELEMENTARY SCHOOL,review,85.5,31.76,1,DANVILLE VOLUNTEER FIRE STATION,53.74,LEBANON BAPTIST CHURCH,51.15,False,True,low_or_ambiguous_score,,
1273,MORGAN,AUSTINVILLE CHURCH OF CHRIST,AUSTINVILLE CHURCH OF CHRIST,AUSTINVILLE CHURCH OF CHRIST,2014-General-Morgan.xlsx,contest_rows,False,011033-13,3-13,Morgan Co Dept Of Human Resources,MORGAN COUNTY DEPARTMENT OF HUMAN RESOURCES,review,85.5,28.83,1,AUSTINVILLE ELEMENTARY SCHOOL,56.67,LEBANON BAPTIST CHURCH,53.2,False,True,low_or_ambiguous_score,,
