result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,openelections_unit_found,house_inferred_districts,senate_inferred_districts,house_inferred_district_count,senate_inferred_district_count,house_largest_activity_share,senate_largest_activity_share,house_spatial_districts,senate_spatial_districts,house_largest_spatial_share,senate_largest_spatial_share,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_unvalidated,accepted_conflict,recommended_vtd_geoid,recommended_vtd_name,recommended_score,recommended_margin,recommendation_method,constrained_candidate_count,vest16_vtd_geoid,vest16_vtd_name,vest16_match_method,vest16_match_score,vest16_score_margin,vest16_accepted_match,vest16_validated_match,vest16_accepted_conflict,vest16_district_validation,vest16_relationship_note,selected_geometry_source,selected_geoid,selected_name,selection_status,manual_override_reason,manual_override_evidence,relationship_class,distinct_result_names_for_geometry
641,JACKSON,MINKCREEK NEWHOPE METHODIST,MINKCREEK NEWHOPE METHODIST,MINKCREEK NEWHOPE METHODIST,2014-General-Jackson.xlsx,contest_rows,False,0107115,15,Mink Creek-Lakeview Store,MINK CREEK LAKEVIEW STORE,review,57.69,14.94,1,CHRISTAIN HOME,42.75,LIMROCK FIRE DEPARTMENT,40.0,False,True,low_or_ambiguous_score,,,True,23,8,1.0,1.0,1.0,1.0,23,8,1.000000000000001,0.9999999904354026,True,True,compatible,False,False,False,0107115,Mink Creek-Lakeview Store,57.69,14.94,district_constrained_review,19.0,01071000015,New Hope Church,review,54.0,9.0,False,False,False,compatible,,,,,unresolved,,,unresolved,
654,JACKSON,WOODVILLE BOB JONES COMMUNITY,WOODVILLE BOB JONES COMMUNITY,WOODVILLE BOB JONES COMMUNITY,2014-General-Jackson.xlsx,contest_rows,False,0107116,16,Woodville City Hall,WOODVILLE CITY HALL,review,85.5,32.17,1,LONG ISLAND COMMUNITY CENTER,53.33,BRIDGEPORT COMMUNITY CENTER,50.89,False,True,low_or_ambiguous_score,,,True,22,8,1.0,1.0,1.0,1.0,22,8,1.0000000000000004,0.9999999994318596,True,True,compatible,False,False,False,0107116,Woodville City Hall,85.5,35.21,district_constrained_review,18.0,01071000016,Woodville B Jones Ctr,review,79.25,21.89,False,False,False,compatible,,,,,unresolved,,,unresolved,
686,LAUDERDALE,WATERLOO SENIOR CITIZEN,WATERLOO SENIOR CITIZEN,WATERLOO SENIOR CITIZEN,2014-General-Lauderdale.xlsx,contest_rows,False,0107717,17,Waterloo Sr Citizens Bldg,WATERLOO SR CITIZENS BUILDING,review,73.08,6.41,1,ELGIN SENIOR CITIZENS CENTER,66.67,SAINT FLORIAN SENIOR CENTER,60.0,False,True,low_or_ambiguous_score,,,True,18,6,1.0,1.0,1.0,1.0,18,6,1.0,0.9999996096121084,True,True,compatible,False,False,False,0107717,Waterloo Sr Citizens Bldg,73.08,31.22,district_constrained_review,4.0,01077000017,Waterloo Sr Bldg,review,69.77,6.43,False,False,False,compatible,,,,,unresolved,,,unresolved,
691,LAWRENCE,CADDO FIRE  DEPT_,CADDO FIRE DEPARTMENT,CADDO FIRE DEPARTMENT,2014-General-Lawrence.xlsx,contest_rows,False,010791-4-1,1-4-1,Hillsboro Volunteer Fire Station,HILLSBORO VOLUNTEER FIRE STATION,review,85.5,0.0,2,SPEAKE VOLUNTEER FIRE DEPARTMENT,85.5,CADDO FIRE STATION,71.79,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,3,6,0.9999999999999984,0.9999999574265492,False,False,conflict,False,False,False,010794-28-1,Speake Vol Fire Dept,85.5,13.71,district_constrained_review,31.0,01079002801,Speake VFD,review,85.5,0.0,False,False,False,compatible,,,,,unresolved,,,unresolved,
692,LAWRENCE,CADDO SR_ CENTER,CADDO SR CENTER,CADDO SR CENTER,2014-General-Lawrence.xlsx,contest_rows,False,010791-6-1,1-6-1,Courtland-McCarley Center,COURTLAND MCCARLEY CENTER,review,85.5,0.0,3,SR CITIZENS CENTER N COURTLAND,85.5,CADDO SR CITIZEN CENTER,85.5,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,7,4,1.0000000000000004,0.9999999867042676,True,True,compatible,False,False,False,010791-6-1,Courtland-McCarley Center,85.5,0.0,district_constrained_review,31.0,01079003401,Caddo Senior Ctr,review,88.24,2.74,False,False,False,compatible,,,,,unresolved,,,unresolved,
694,LAWRENCE,DONALD BAPTIST CHURCH,DONALD BAPTIST CHURCH,DONALD BAPTIST CHURCH,2014-General-Lawrence.xlsx,contest_rows,False,010794-26-1,4-26-1,Freeman Tabernacle Bapt.Church,FREEMAN TABERNACLE BAPTIST CHURCH,review,85.5,12.85,1,DONALD CHURCH TOWN CREEK,72.65,DONALD CHURCH TOWN CREEK,72.65,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,7,4,0.9999999999999996,0.9999999999999996,True,True,compatible,False,False,False,010794-26-1,Freeman Tabernacle Bapt.Church,85.5,12.85,district_constrained_review,31.0,01079000701,Donald Baptist,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
695,LAWRENCE,FAIRFIELD CH 22-1 & 30-1,FAIRFIELD CHURCH 22 1 AND 30 1,FAIRFIELD CHURCH 22 1 AND 30 1,2014-General-Lawrence.xlsx,contest_rows,False,010793-22-1,3-22-1,Fairfield Church A,FAIRFIELD CHURCH A,review,87.43,1.93,3,PINEY GROVE CHURCH,85.5,LINDSAY HALL CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,7,4,1.0,1.0,True,True,compatible,False,False,False,010793-22-1,Fairfield Church A,87.43,1.93,district_constrained_review,31.0,01079002201,Fairfield Church,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
701,LAWRENCE,LANDERSVILLE METHOD 12-1,LANDERSVILLE METHOD 12 1,LANDERSVILLE METHOD 12 1,2014-General-Lawrence.xlsx,contest_rows,False,010792-12-1,2-12-1,Landersville Methodist Church,LANDERSVILLE METHODIST CHURCH,review,75.47,34.66,1,COURTLAND MCCARLEY CENTER,40.82,KITCHENS MILL MASONIC HALL A,38.46,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,7,4,0.9999999999999968,0.9999999999999968,True,True,compatible,False,False,False,010792-12-1,Landersville Methodist Church,75.47,34.66,district_constrained_review,31.0,01079001201,Landersville Church,review,73.55,30.07,False,False,False,compatible,,,,,unresolved,,,unresolved,
707,LAWRENCE,MT_ HOPE BAPT_ FELLOWSHIP,MOUNT HOPE BAPTIST FELLOWSHIP,MOUNT HOPE BAPTIST FELLOWSHIP,2014-General-Lawrence.xlsx,contest_rows,False,010793-21-1,3-21-1,Mt Moriah Fellowship Hall B,MOUNT MORIAH FELLOWSHIP HALL B,review,67.63,0.0,2,MOUNT MORIAH FELLOWSHIP HALL A,67.63,MOUNT HOPE FIRE STATION,57.69,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,7,4,1.0000000000000004,1.0000000000000004,True,True,compatible,False,False,False,010793-21-1,Mt Moriah Fellowship Hall B,67.63,0.0,district_constrained_review,31.0,01079000901,Mt Hope Baptist,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
713,LAWRENCE,PLEASANT GR 14 20 23 27-1,PLEASANT GR 14 20 23 27 1,PLEASANT GR 14 20 23 27 1,2014-General-Lawrence.xlsx,contest_rows,False,010793-20-1,3-20-1,Pleasant Grove Church B,PLEASANT GROVE CHURCH B,review,54.17,0.0,3,PLEASANT GROVE CHURCH C,54.17,PLEASANT GROVE CHURCH A,54.17,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,7,4,1.000000000000001,1.000000000000001,True,True,compatible,False,False,False,010793-20-1,Pleasant Grove Church B,54.17,0.0,district_constrained_review,31.0,01079001401,Pleasant Grove Church,review,52.41,9.66,False,False,False,compatible,,,,,unresolved,,,unresolved,
715,LAWRENCE,"RED BANK FIRE DEPT,",RED BANK FIRE DEPARTMENT,RED BANK FIRE DEPARTMENT,2014-General-Lawrence.xlsx,contest_rows,False,010791-3-1,1-3-1,Red Bank Fire Station,RED BANK FIRE STATION,review,75.56,2.48,1,SPEAKE VOLUNTEER FIRE DEPARTMENT,73.08,TOWN CREEK DEPOT,50.62,False,True,low_or_ambiguous_score,,,True,3,6,1.0,1.0,1.0,1.0,3,6,0.9999999999999996,0.9999999854411264,True,True,compatible,False,False,False,010791-3-1,Red Bank Fire Station,75.56,24.93,district_constrained_review,5.0,01079003301,Caddo Fire St,review,85.5,6.43,False,False,False,conflict,,,,,unresolved,,,unresolved,
718,LAWRENCE,WOLF SPRINGS BAPTIST,WOLF SPRINGS BAPTIST,WOLF SPRINGS BAPTIST,2014-General-Lawrence.xlsx,contest_rows,False,010794-26-1,4-26-1,Freeman Tabernacle Bapt.Church,FREEMAN TABERNACLE BAPTIST CHURCH,review,85.5,14.25,1,WOLF SPRINGS COMMUNITY CHURCH,71.25,FAITH BAPTIST CENTER,52.25,False,True,low_or_ambiguous_score,,,True,7,4,1.0,1.0,1.0,1.0,7,4,0.9999999999999996,0.9999999999999996,True,True,compatible,False,False,False,010794-26-1,Freeman Tabernacle Bapt.Church,85.5,14.25,district_constrained_review,31.0,01079001001,Wolf Springs Church,review,73.55,6.88,False,False,False,compatible,,,,,unresolved,,,unresolved,
720,LEE,BEAUREGARD SCHOOL GYM,BEAUREGARD SCHOOL GYM,BEAUREGARD SCHOOL GYM,2014-General-Lee.xlsx,contest_rows,False,010810070,0070,Beuaregard School,BEUAREGARD SCHOOL,review,84.21,30.16,1,OPELIKA A SCHOOL,54.05,GLENWOOD ELEMENTARY SCHOOL,52.55,False,True,low_or_ambiguous_score,,,True,38;79;82;83,27;28,4.0,2.0,0.5040946314831665,0.9763421292083712,38;79;82;83,27;28,0.4649172142594659,0.913792506929014,True,True,compatible,False,False,False,010810070,Beuaregard School,84.21,35.12,district_constrained_review,8.0,01081000015,Beauregard High,review,76.0,21.71,False,False,False,compatible,,,,,unresolved,,,unresolved,
728,LEE,EAMC HEALTH RESOURCE CENTER,EAMC HEALTH RESOURCE CENTER,EAMC HEALTH RESOURCE CENTER,2014-General-Lee.xlsx,contest_rows,False,010810120,0120,Smiths Station Sr. Center Voting District,SMITHS STATION SR CENTER,review,54.9,9.66,1,LEE COUNTY VOLUNTEER FIRE DEPARTMENT,45.24,LEE COUNTY SNACKS,42.75,False,True,low_or_ambiguous_score,,,True,38;79;82;83,13;27,4.0,2.0,0.4108322324966975,0.7846763540290621,38;80;83,13,0.6065320154431835,0.9999999967608278,True,True,compatible,False,False,False,010810120,Smiths Station Sr. Center Voting District,54.9,9.66,district_constrained_review,15.0,01081000005,EAMC Education Ctr,review,66.67,7.41,False,False,False,compatible,,,,,unresolved,,,unresolved,
737,LEE,PINE GROVE UNITED METHODIST,PINE GROVE UNITED METHODIST,PINE GROVE UNITED METHODIST,2014-General-Lee.xlsx,contest_rows,False,010810130,0130,Pine Grove United Meth Church Voting District,PINE GROVE UNITED METH CHURCH,review,78.57,39.37,1,LEE COUNTY VOLUNTEER FIRE DEPARTMENT,39.21,OPELIKA B,38.57,False,True,low_or_ambiguous_score,,,True,38,13,1.0,1.0,1.0,1.0,38,13,0.9999999999999992,0.9999999966919224,True,True,compatible,False,False,False,010810130,Pine Grove United Meth Church Voting District,78.57,39.37,district_constrained_review,8.0,01081000021,Pine Grove Church,review,85.5,41.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
756,LIMESTONE,FRIENDSHIP UNITED METHODIST,FRIENDSHIP UNITED METHODIST,FRIENDSHIP UNITED METHODIST,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,46.67,3.53,1,OWENS COMMUNITY BUILDING,43.14,LEGGTOWN STORE,40.91,False,True,low_or_ambiguous_score,,,True,5,1,1.0,1.0,1.0,1.0,2,1,0.9999999369339,0.999999972756308,False,True,conflict,False,False,False,010838,Owens Community Building,43.14,2.23,district_constrained_review,7.0,01083000104,Friendship UMC,review,85.5,34.44,False,False,False,compatible,,,,,unresolved,,,unresolved,
758,LIMESTONE,ISOMS CHAPEL UNITED METHODIST,ISOMS CHAPEL UNITED METHODIST,ISOMS CHAPEL UNITED METHODIST,2014-General-Limestone.xlsx,contest_rows,False,010832,2,Isom's UMC-Creekside Elem,ISOM S UMC CREEKSIDE ELEMENTARY,review,46.67,3.22,1,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,43.45,OWENS COMMUNITY BUILDING,41.51,False,True,low_or_ambiguous_score,,,True,5;6;25,2,3.0,1.0,0.522887323943662,1.0,5;6;25,1;2,0.3942123593612336,0.9510174113424515,True,True,compatible,False,False,False,010832,Isom's UMC-Creekside Elem,46.67,9.43,district_constrained_review,3.0,01083000201,Isom's Chapel UMC,review,85.5,35.1,False,False,False,compatible,,,,,unresolved,,,unresolved,
762,LIMESTONE,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,2014-General-Limestone.xlsx,contest_rows,False,010832,2,Isom's UMC-Creekside Elem,ISOM S UMC CREEKSIDE ELEMENTARY,review,43.64,1.97,2,ATHENS RECREATION CENTER,41.67,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,37.5,False,True,low_or_ambiguous_score,,,True,5;6,2,2.0,1.0,0.6406869220607662,1.0,5;6;25,1;2,0.3942123593612336,0.9510174113424515,True,True,compatible,False,False,False,010832,Isom's UMC-Creekside Elem,43.64,1.97,district_constrained_review,3.0,01083000302,Mays Memorial Baptist,review,72.65,29.47,False,False,False,compatible,,,,,unresolved,,,unresolved,
763,LIMESTONE,OWENS SENIOR CENTER,OWENS SENIOR CENTER,OWENS SENIOR CENTER,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,85.5,20.38,1,ATHENS RECREATION CENTER,65.12,LEGGTOWN STORE,51.82,False,True,low_or_ambiguous_score,,,True,4;5,1,2.0,1.0,0.7703030303030303,1.0,2,1,0.9999999369339,0.999999972756308,False,True,conflict,False,False,False,010831,Athens Recreation Center,65.12,13.3,district_constrained_review,7.0,01083000105,Athens Senior Ctr,review,87.18,22.06,False,False,False,compatible,,,,,unresolved,,,unresolved,
764,LIMESTONE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010837,7,Pleasant Grove FD,PLEASANT GROVE FIRE DEPARTMENT,review,90.0,4.5,1,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,85.5,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999992,0.9999999999999992,True,True,compatible,False,False,False,010837,Pleasant Grove FD,90.0,4.5,district_constrained_review,3.0,01083000701,Pleasant Grove FD,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
769,LIMESTONE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,85.5,0.0,3,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,PLEASANT GROVE FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,2;5,1,2.0,1.0,0.5970873786407767,1.0,5;6,1;2,0.561129047243204,0.5641414266160139,True,True,compatible,False,False,False,010833,Ardmore Town Hall-Johnson Elem--Oak Grove FD,85.5,0.0,district_constrained_review,10.0,01083000602,West Limestone FD,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
773,LOWNDES,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,2014-General-Lowndes.xlsx,contest_rows,False,010850071,0071,Burkville Volunteer Fire Dept.,BURKVILLE VOLUNTEER FIRE DEPARTMENT,review,87.69,36.63,1,HAYNEVILLE COURTHOUSE ANNEX,51.06,COMMUNITY CENTER,38.89,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999992,0.9999999921956758,True,True,compatible,False,False,False,010850071,Burkville Volunteer Fire Dept.,87.69,36.63,district_constrained_review,19.0,01085000071,Burkville VFD,review,87.69,34.03,False,False,False,compatible,,,,,unresolved,,,unresolved,
777,LOWNDES,LOWNDES CTY DEV OFC,LOWNDES COUNTY DEV OFC,LOWNDES COUNTY DEV OFC,2014-General-Lowndes.xlsx,contest_rows,False,010850021,0021,Lowndesboro CME Church Voting District,LOWNDESBORO CME CHURCH,review,56.14,0.0,2,LOWNDESBORO CME CHURCH,56.14,COMMUNITY CENTER,42.11,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999992,0.9999999919096982,True,True,compatible,False,False,False,010850021,Lowndesboro CME Church Voting District,56.14,0.0,district_constrained_review,19.0,01085000151,Lowndes City Dev Office,review,84.44,28.31,False,False,False,compatible,,,,,unresolved,,,unresolved,
785,MADISON,1ST BAPTIST CHURCH,FIRST BAPTIST CHURCH,FIRST BAPTIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108976,76,Meridianville 1st Bapt Church,MERIDIANVILLE FIRST BAPTIST CHURCH,review,90.0,4.29,1,HARVEST BAPTIST CHURCH,85.71,WEATHERLY HEIGHTS BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,21,7,1.0,1.0,1.0,1.0,19;21,1,0.6046630786888473,0.999999909173734,True,False,conflict,False,False,False,0108983,Church Of Christ Meridianville,85.5,7.26,district_constrained_review,21.0,01089000004,1st Baptist,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
788,MADISON,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108920,20,Aldersgate United Meth Church,ALDERSGATE UNITED METH CHURCH,review,78.57,7.87,1,TONEY UNITED METHODIST CHURCH,70.7,CHASE VALLEY UNITED METH,62.75,False,True,low_or_ambiguous_score,,,True,10;20,8;9,2.0,2.0,0.9791154791154792,0.9840881272949816,10;20,9,0.7445560504318405,0.999999972515975,True,True,compatible,False,False,False,0108920,Aldersgate United Meth Church,78.57,25.37,district_constrained_review,10.0,01089000020,Aldersgate UMC,review,85.5,33.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
805,MADISON,GRACE UNITED METHODIST,GRACE UNITED METHODIST,GRACE UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108965,65,Toney United Methodist Church,TONEY UNITED METHODIST CHURCH,review,80.0,6.09,1,GRACE UNITED METH CHURCH,73.91,TRINITY UNITED METH CHURCH,63.33,False,True,low_or_ambiguous_score,,,True,6;19,1;2,2.0,2.0,0.6154661016949152,0.9947019867549668,6,1;2,0.9999996924108184,0.8349494039383718,True,True,compatible,False,False,False,0108965,Toney United Methodist Church,80.0,6.09,district_constrained_review,23.0,01089000051,Grace UMC,review,85.5,36.61,False,False,False,compatible,,,,,unresolved,,,unresolved,
822,MADISON,MADISON MISSION 7 DAY ADV,MADISON MISSION 7 DAY ADV,MADISON MISSION 7 DAY ADV,2014-General-Madison.xlsx,contest_rows,False,0108963,63,Mad Mission 7th Day Advent Church,MAD MISSION 7TH DAY ADVENT CHURCH,review,72.41,15.27,1,MADISON CITY HALL,57.14,MADISON COUNTY NATURE TRAIL,53.85,False,True,low_or_ambiguous_score,,,True,10,2;3,1.0,2.0,1.0,0.6002304147465438,10,2;3,1.0,0.5075663839321538,True,True,compatible,False,False,False,0108963,Mad Mission 7th Day Advent Church,72.41,15.27,district_constrained_review,12.0,01089000089,Madison Baptist,review,85.5,3.45,False,False,False,compatible,,,,,unresolved,,,unresolved,
852,MADISON,TRINITY UNITED METHODIST,TRINITY UNITED METHODIST,TRINITY UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108917,17,Trinity United Meth Church,TRINITY UNITED METH CHURCH,review,76.0,0.0,2,TONEY UNITED METHODIST CHURCH,76.0,TRIANA CITY HALL,60.0,False,True,low_or_ambiguous_score,,,True,10;20;21;53,7,4.0,1.0,0.4041759880686055,1.0,20,7,0.9999999999999992,0.9999999999999992,True,True,compatible,False,False,False,0108917,Trinity United Meth Church,76.0,21.83,district_constrained_review,40.0,01089000017,Trinity UMC,review,85.5,25.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
864,MARENGO,DEMOPOLIS WESTSIDE SCHOOL,DEMOPOLIS WESTSIDE SCHOOL,DEMOPOLIS WESTSIDE SCHOOL,2014-General-Marengo.xlsx,contest_rows,False,010910201,0201,Westside School,WESTSIDE SCHOOL,review,90.0,7.84,1,DEMOPOLIS HIGH SCHOOL,82.16,HOBOKEN,49.09,False,True,low_or_ambiguous_score,,,True,71;72,24,2.0,1.0,0.9953216374269006,1.0,71,24,0.999999836585533,0.9999999999999992,True,True,compatible,False,False,False,010910201,Westside School,90.0,7.84,district_constrained_review,7.0,01091000102,Demopolis National Guard,review,57.14,0.55,False,False,False,compatible,,,,,unresolved,,,unresolved,
897,MARION,PEARCES MILL PEA RIDGE FD,PEARCES MILL PEA RIDGE FIRE DEPARTMENT,PEARCES MILL PEA RIDGE FIRE DEPARTMENT,2014-General-Marion.xlsx,contest_rows,False,0109311,11,Pea Ridge Fire Station,PEA RIDGE FIRE STATION,review,85.5,0.0,2,BYRD FIRE DEPARTMENT,85.5,SHOTTSVILLE FIRE DEPARTMENT,67.86,False,True,low_or_ambiguous_score,,,True,17,4;6,1.0,2.0,1.0,0.5491803278688525,17,4,0.9999999999999998,0.999999997948061,True,True,compatible,False,False,False,0109311,Pea Ridge Fire Station,85.5,0.0,district_constrained_review,21.0,01093000011,Pearces Mill Pea Ridge,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
901,MARION,SHILOH COMMUNITY BUILDING,SHILOH COMMUNITY BUILDING,SHILOH COMMUNITY BUILDING,2014-General-Marion.xlsx,contest_rows,False,010931S,1S,Hamilton Neighborhood Facilities Bldg,HAMILTON NEIGHBORHOOD FACILITIES BUILDING,review,85.5,4.07,1,CRAFT COMMUNITY BUILDING,81.43,WIGINTON COMMUNITY BUILDING,80.77,False,True,low_or_ambiguous_score,,,True,17,6,1.0,1.0,1.0,1.0,17,6,0.9999999999999986,0.999999985375113,True,True,compatible,False,False,False,010931S,Hamilton Neighborhood Facilities Bldg,85.5,7.55,district_constrained_review,12.0,01093000019,Wiginton Comm Bldg,review,80.77,2.82,False,False,False,conflict,,,,,unresolved,,,unresolved,
911,MARSHALL,ASBURY FIRE,ASBURY FIRE,ASBURY FIRE,2014-General-Marshall.xlsx,contest_rows,False,0109518-3,18-3,Asbury Fire Dept,ASBURY FIRE DEPARTMENT,review,90.0,4.5,1,RUTH FIRE DEPARTMENT,85.5,NIXON CHAPEL FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,26;27,9,2.0,1.0,0.5297029702970297,1.0,26,9,1.0000000000000029,1.0000000000000029,True,True,compatible,False,False,False,0109518-3,Asbury Fire Dept,90.0,4.5,district_constrained_review,50.0,01095000018,Asbury Fire Dept,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
918,MARSHALL,DOUGLAS TOWN HALL,DOUGLAS TOWN HALL,DOUGLAS TOWN HALL,2014-General-Marshall.xlsx,contest_rows,False,0109522-1,22-1,Douglas City Hall,DOUGLAS CITY HALL,review,82.35,0.0,3,DOUGLAS CITY HALL,82.35,DOUGLAS CITY HALL,82.35,False,True,low_or_ambiguous_score,,,True,34,9,1.0,1.0,1.0,1.0,34,9,0.9999999999999998,0.9999999999999998,True,True,compatible,False,False,False,0109522-1,Douglas City Hall,82.35,0.0,district_constrained_review,19.0,010950022-1,Douglas City Hall,review,82.35,26.1,False,False,False,compatible,,,,,unresolved,,,unresolved,
932,MARSHALL,SIMS COMMUNITY CENTER,SIMS COMMUNITY CENTER,SIMS COMMUNITY CENTER,2014-General-Marshall.xlsx,contest_rows,False,0109528-1,28-1,Lattiwood Comm Center,LATTIWOOD COMMUNITY CENTER,review,82.16,0.0,3,UNION GROVE COMMUNITY CENTER,82.16,ARAB COMMUNITY CENTER,82.16,False,True,low_or_ambiguous_score,,,True,11;27,9,2.0,1.0,0.5574229691876751,1.0,34,9,1.0000000000000009,1.0000000000000009,False,True,conflict,False,False,False,0109527-2,Union Grove Comm Center,82.16,0.0,district_constrained_review,29.0,01095000012,Midway Comm Ctr,review,82.16,0.0,False,False,False,compatible,,,,,unresolved,,,unresolved,
934,MARSHALL,UNION GROVE MASONIC HALL,UNION GROVE MASONIC HALL,UNION GROVE MASONIC HALL,2014-General-Marshall.xlsx,contest_rows,False,0109530-1,30-1,Grant City Hall,GRANT CITY HALL,review,85.5,0.0,2,GRANT CITY HALL,85.5,UNION GROVE COMMUNITY CENTER,61.54,False,True,low_or_ambiguous_score,,,True,27,9,1.0,1.0,1.0,1.0,27,9,0.9999999999999992,0.9999999999999992,True,True,compatible,False,False,False,0109530-1,Grant City Hall,85.5,0.0,district_constrained_review,26.0,01095000002,Pleasant Grove VFD,review,85.5,0.0,False,False,False,compatible,,,,,unresolved,,,unresolved,
976,MOBILE,CREOLA SENIOR CITIZENS #1,CREOLA SENIOR CITIZENS 1,CREOLA SENIOR CITIZENS,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,61.54,0.74,2,OLD CITRONELLE SENIOR CENTER,60.8,FIGURES RECREATION CENTER,48.51,False,True,low_or_ambiguous_score,,,True,96;98;102,34,3.0,1.0,0.6476190476190476,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,010973,Old Citronelle Senior Center,60.8,12.97,district_constrained_review,21.0,01097000009,Creola Sr Citizens Ctr,review,77.03,15.49,False,False,False,compatible,,,,,unresolved,,,unresolved,
977,MOBILE,CREOLA SENIOR CITIZENS #2,CREOLA SENIOR CITIZENS 2,CREOLA SENIOR CITIZENS,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,61.54,0.74,2,OLD CITRONELLE SENIOR CENTER,60.8,FIGURES RECREATION CENTER,48.51,False,True,low_or_ambiguous_score,,,True,96;98;102,34,3.0,1.0,0.6642066420664207,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,010973,Old Citronelle Senior Center,60.8,12.97,district_constrained_review,21.0,01097000009,Creola Sr Citizens Ctr,review,77.03,15.49,False,False,False,compatible,,,,,unresolved,,,unresolved,
