result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note
11,SUMTER,GAINESVILLE COMMUNITY CENTER,GAINESVILLE COMMUNITY CENTER,GAINESVILLE COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,0111910,10,Epes Community Center,EPES COMMUNITY CENTER,review,82.16,3.73,1,PANOLA COMMUNITY CENTER,78.43,BELLAMY COMMUNITY CENTER,76.92,False,True,low_or_ambiguous_score,,
12,SUMTER,GEIGER TOWN HALL,GEIGER TOWN HALL,GEIGER TOWN HALL,2012General-PrecinctLevel.zip,normalized_2012,False,0111912,12,Geiger City Hall,GEIGER CITY HALL,review,81.25,21.79,1,GAINESVILLE CITY HALL,59.46,EMELLE CITY HALL,56.25,False,True,low_or_ambiguous_score,,
13,SUMTER,PANOLA TRAILER,PANOLA TRAILER,PANOLA TRAILER,2012General-PrecinctLevel.zip,normalized_2012,False,0111913,13,Panola Community Center,PANOLA COMMUNITY CENTER,review,85.5,22.17,1,BOYD VOTING TRAILER,63.33,COATOPA FIRE DEPARTMENT,43.2,False,True,low_or_ambiguous_score,,
14,SUMTER,ABSENTEE,ABSENTEE,ABSENTEE,2012General-PrecinctLevel.zip,normalized_2012,True,,,,,non_geographic,,,0,,,,,False,False,,,
15,SUMTER,PROVISIONAL,PROVISIONAL,PROVISIONAL,2012General-PrecinctLevel.zip,normalized_2012,True,,,,,non_geographic,,,0,,,,,False,False,,,
16,TALLADEGA,EASTABOGA COMMUNITY CENTER,EASTABOGA COMMUNITY CENTER,EASTABOGA COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,011212,2,Eastaboga Comm Center/Old Lincoln High Gym,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,review,90.0,4.5,1,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,85.5,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,False,True,low_or_ambiguous_score,,
17,TALLADEGA,LINCOLN OLD HIGH SCHOOL GYM,LINCOLN OLD HIGH SCHOOL GYM,LINCOLN OLD HIGH SCHOOL GYM,2012General-PrecinctLevel.zip,normalized_2012,False,011212,2,Eastaboga Comm Center/Old Lincoln High Gym,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,review,85.5,0.0,3,MABRA KINGSTON BAPTIST TALLA COUNTY CENTRAL HIGH,85.5,OLD MUMFORD HIGH,85.5,False,True,low_or_ambiguous_score,,
18,TALLADEGA,ANTIOCH BAPTIST CHURCH,ANTIOCH BAPTIST CHURCH,ANTIOCH BAPTIST CHURCH,2012General-PrecinctLevel.zip,normalized_2012,False,0112110,10,Lay Lake Vol Fire-St. Andrew's Church,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,review,85.5,0.0,3,BETHEL BAPTIST,85.5,MABRA KINGSTON BAPTIST TALLA COUNTY CENTRAL HIGH,85.5,False,True,low_or_ambiguous_score,,
19,TALLADEGA,IRONATON VOL. FIRE DEPARTMENT,IRONATON VOLUNTEER FIRE DEPARTMENT,IRONATON VOLUNTEER FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,011214,4,Ironaton Vol Fire Dept,IRONATON VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,BETHEL BAPTIST,85.5,MABRA KINGSTON BAPTIST TALLA COUNTY CENTRAL HIGH,85.5,True,False,,1,
20,TALLADEGA,BRECON RECREATION CENTER,BRECON RECREATION CENTER,BRECON RECREATION CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,0112112,12,Limbaugh Comm Center-Bon Air- Oak Grove,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,review,85.5,0.0,3,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,85.5,False,True,low_or_ambiguous_score,,
21,TALLADEGA,SPRING STREET COMM. CENTER,SPRING STREET COMMUNITY CENTER,SPRING STREET COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,011215,5,Talladega National Guard Armory-Spring St Comm Center-Bemiston,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,review,85.5,0.0,2,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,85.5,CRAIG SMITH COMMUNITY CENTER,79.31,False,True,low_or_ambiguous_score,,
22,TALLADEGA,BEMISTON RECREATION CENTER,BEMISTON RECREATION CENTER,BEMISTON RECREATION CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,0112112,12,Limbaugh Comm Center-Bon Air- Oak Grove,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,review,85.5,0.0,3,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,85.5,False,True,low_or_ambiguous_score,,
23,TALLADEGA,B. N. MABRA CENTER,B N MABRA CENTER,B N MABRA CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,0112112,12,Limbaugh Comm Center-Bon Air- Oak Grove,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,review,85.5,0.0,3,CRAIG SMITH COMMUNITY CENTER,85.5,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,False,True,low_or_ambiguous_score,,
24,TALLADEGA,KINGSTON BAPTIST CHURCH,KINGSTON BAPTIST CHURCH,KINGSTON BAPTIST CHURCH,2012General-PrecinctLevel.zip,normalized_2012,False,0112110,10,Lay Lake Vol Fire-St. Andrew's Church,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,review,85.5,0.0,3,BETHEL BAPTIST,85.5,MABRA KINGSTON BAPTIST TALLA COUNTY CENTRAL HIGH,85.5,False,True,low_or_ambiguous_score,,
25,TALLADEGA,TALLADEGA CO. CENTRAL HS,TALLADEGA COUNTY CENTRAL HS,TALLADEGA COUNTY CENTRAL HS,2012General-PrecinctLevel.zip,normalized_2012,False,011215,5,Talladega National Guard Armory-Spring St Comm Center-Bemiston,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,review,85.5,0.0,2,MABRA KINGSTON BAPTIST TALLA COUNTY CENTRAL HIGH,85.5,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,60.0,False,True,low_or_ambiguous_score,,
26,TALLADEGA,BETHEL BAPTIST CHURCH,BETHEL BAPTIST CHURCH,BETHEL BAPTIST CHURCH,2012General-PrecinctLevel.zip,normalized_2012,False,011218,8,Bethel Bapt,BETHEL BAPTIST,review,90.0,4.5,1,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,85.5,MABRA KINGSTON BAPTIST TALLA COUNTY CENTRAL HIGH,85.5,False,True,low_or_ambiguous_score,,
27,TALLADEGA,WINTERBORO VOL. FIRE,WINTERBORO VOLUNTEER FIRE,WINTERBORO VOLUNTEER FIRE,2012General-PrecinctLevel.zip,normalized_2012,False,011219,9,Winterboro Vol Fire-Gable's Corner Vol Fire,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,review,90.0,4.5,1,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,85.5,IRONATON VOLUNTEER FIRE DEPARTMENT,68.21,False,True,low_or_ambiguous_score,,
28,TALLADEGA,BERNEYS STATION VFD,BERNEYS STATION VOLUNTEER FIRE DEPARTMENT,BERNEYS STATION VOLUNTEER FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,011214,4,Ironaton Vol Fire Dept,IRONATON VOLUNTEER FIRE DEPARTMENT,review,85.33,26.69,1,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,58.64,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,55.23,False,True,low_or_ambiguous_score,,
29,TALLADEGA,LAY LAKE VOL. FIRE DEPARTMENT,LAY LAKE VOLUNTEER FIRE DEPARTMENT,LAY LAKE VOLUNTEER FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,011219,9,Winterboro Vol Fire-Gable's Corner Vol Fire,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,review,85.5,4.99,1,IRONATON VOLUNTEER FIRE DEPARTMENT,80.51,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,76.67,False,True,low_or_ambiguous_score,,
30,TALLADEGA,ST. ANDREWS METHODIST CHURCH,SAINT ANDREWS METHODIST CHURCH,SAINT ANDREWS METHODIST CHURCH,2012General-PrecinctLevel.zip,normalized_2012,False,0112110,10,Lay Lake Vol Fire-St. Andrew's Church,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,review,85.5,0.0,2,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,CRAIG SMITH COMMUNITY CENTER,44.83,False,True,low_or_ambiguous_score,,
31,TALLADEGA,J. CRAIG SMITH COMM. CTR,J CRAIG SMITH COMMUNITY CENTER,J CRAIG SMITH COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,0112111,11,Craig Smith Comm Center,CRAIG SMITH COMMUNITY CENTER,fuzzy_high,96.55,11.05,1,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,85.5,True,False,,1,
32,TALLADEGA,R. S. LIMBAUGH COMM. CTR,R S LIMBAUGH COMMUNITY CENTER,R S LIMBAUGH COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,0112112,12,Limbaugh Comm Center-Bon Air- Oak Grove,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,review,87.96,2.46,1,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,85.5,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,85.5,False,True,low_or_ambiguous_score,,
33,TALLADEGA,BON AIR CITY HALL,BON AIR CITY HALL,BON AIR CITY HALL,2012General-PrecinctLevel.zip,normalized_2012,False,0112112,12,Limbaugh Comm Center-Bon Air- Oak Grove,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,review,85.5,0.0,2,RENFROE FIRE HALL STEMLEY FIRE HALL,85.5,WALDO CITY HALL,71.25,False,True,low_or_ambiguous_score,,
34,TALLADEGA,OAK GROVE CITY HALL,OAK GROVE CITY HALL,OAK GROVE CITY HALL,2012General-PrecinctLevel.zip,normalized_2012,False,0112112,12,Limbaugh Comm Center-Bon Air- Oak Grove,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,review,85.5,0.0,2,RENFROE FIRE HALL STEMLEY FIRE HALL,85.5,WALDO CITY HALL,71.25,False,True,low_or_ambiguous_score,,
35,TALLADEGA,SYCAMORE NUTRITION CENTER,SYCAMORE NUTRITION CENTER,SYCAMORE NUTRITION CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,0112113,13,Sycamore Nutrition,SYCAMORE NUTRITION,fuzzy_high,95.0,9.5,1,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,85.5,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,True,False,,1,
36,TALLADEGA,WALDO CITY HALL,WALDO CITY HALL,WALDO CITY HALL,2012General-PrecinctLevel.zip,normalized_2012,False,0112114,14,Waldo City Hall,WALDO CITY HALL,exact_normalized,100.0,100.0,1,LIMBAUGH COMMUNITY CENTER BON AIR OAK GROVE,85.5,TALLADEGA NATIONAL GUARD ARMORY SPRING SAINT COMMUNITY CENTER BEMISTON,85.5,True,False,,1,
37,TALLADEGA,FAYETTEVILLE FIRE DEPARTMENT,FAYETTEVILLE FIRE DEPARTMENT,FAYETTEVILLE FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,0112110,10,Lay Lake Vol Fire-St. Andrew's Church,LAY LAKE VOLUNTEER FIRE SAINT ANDREW S CHURCH,review,85.5,0.0,2,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,85.5,IRONATON VOLUNTEER FIRE DEPARTMENT,67.74,False,True,low_or_ambiguous_score,,
38,TALLADEGA,COUNTY LINE VOL FIRE DEPT.,COUNTY LINE VOLUNTEER FIRE DEPARTMENT,COUNTY LINE VOLUNTEER FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,0112115,15,Fayettville -Co Line,FAYETTVILLE COUNTY LINE,review,85.5,0.99,2,IRONATON VOLUNTEER FIRE DEPARTMENT,84.51,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,61.69,False,True,low_or_ambiguous_score,,
39,TALLADEGA,STEMLEY VOL. FIRE DEPARTMENT,STEMLEY VOLUNTEER FIRE DEPARTMENT,STEMLEY VOLUNTEER FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,011219,9,Winterboro Vol Fire-Gable's Corner Vol Fire,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,review,85.5,3.6,1,IRONATON VOLUNTEER FIRE DEPARTMENT,81.9,RENFROE FIRE HALL STEMLEY FIRE HALL,62.24,False,True,low_or_ambiguous_score,,
40,TALLADEGA,RENFROE VOL. FIRE DEPARTMENT,RENFROE VOLUNTEER FIRE DEPARTMENT,RENFROE VOLUNTEER FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,011214,4,Ironaton Vol Fire Dept,IRONATON VOLUNTEER FIRE DEPARTMENT,review,86.57,1.07,2,WINTERBORO VOLUNTEER FIRE GABLE S CORNER VOLUNTEER FIRE,85.5,RENFROE FIRE HALL STEMLEY FIRE HALL,61.62,False,True,low_or_ambiguous_score,,
41,TALLADEGA,MUNFORD OLD HIGH SCHOOL GYM,MUNFORD OLD HIGH SCHOOL GYM,MUNFORD OLD HIGH SCHOOL GYM,2012General-PrecinctLevel.zip,normalized_2012,False,011212,2,Eastaboga Comm Center/Old Lincoln High Gym,EASTABOGA COMMUNITY CENTER OLD LINCOLN HIGH GYM,review,85.5,0.0,3,MABRA KINGSTON BAPTIST TALLA COUNTY CENTRAL HIGH,85.5,OLD MUMFORD HIGH,85.5,False,True,low_or_ambiguous_score,,
42,TALLADEGA,ABSENTEE,ABSENTEE,ABSENTEE,2012General-PrecinctLevel.zip,normalized_2012,True,,,,,non_geographic,,,0,,,,,False,False,,,
43,TALLADEGA,PROVISIONAL,PROVISIONAL,PROVISIONAL,2012General-PrecinctLevel.zip,normalized_2012,True,,,,,non_geographic,,,0,,,,,False,False,,,
44,TALLAPOOSA,A/C HOUSING AUTHORITY,A C HOUSING AUTHORITY,A C HOUSING AUTHORITY,2012General-PrecinctLevel.zip,normalized_2012,False,01123101,101,Alex City Housing Authority Y&A Service,ALEX CITY HOUSING AUTHORITY Y AND A SERVICE,review,85.5,36.61,1,EAGLE CREEK VOTING HOUSE,48.89,CHURCHHILL VOTING HOUSE,47.5,False,True,low_or_ambiguous_score,,
45,TALLAPOOSA,COOPER COMMUNITY CENTER,COOPER COMMUNITY CENTER,COOPER COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,01123302,302,Cooper Community Center 302,COOPER COMMUNITY CENTER 302,review,95.0,0.0,3,COOPER COMMUNITY CENTER 102,95.0,COOPER COMMUNITY CENTER 103,95.0,False,True,low_or_ambiguous_score,,
46,TALLAPOOSA,MONCRIEF,MONCRIEF,MONCRIEF,2012General-PrecinctLevel.zip,normalized_2012,False,01123601,601,Eagle Creek Voting House,EAGLE CREEK VOTING HOUSE,review,46.64,1.64,3,MOUNT LOVELY BAPTIST CHURCH 1502,45.0,DADEVILLE NATIONAL GUARD ARMORY,45.0,False,True,low_or_ambiguous_score,,
47,TALLAPOOSA,OURTOWN V.F.D.,OURTOWN V F D,OURTOWN V F D,2012General-PrecinctLevel.zip,normalized_2012,False,01123201,201,Ourtown VFD,OURTOWN VOLUNTEER FIRE DEPARTMENT,review,85.5,30.72,1,REELTOWN VOLUNTEER FIRE DEPARTMENT,54.78,BUTTSTON VOLUNTEER FIRE DEPARTMENT,46.96,False,True,low_or_ambiguous_score,,
48,TALLAPOOSA,ALEX CITY NATIONAL GUARD,ALEX CITY NATIONAL GUARD,ALEX CITY NATIONAL GUARD,2012General-PrecinctLevel.zip,normalized_2012,False,01123101,101,Alex City Housing Authority Y&A Service,ALEX CITY HOUSING AUTHORITY Y AND A SERVICE,review,85.5,7.07,1,ALEX CITY NATL GUARD ARMORY,78.43,DADEVILLE NATIONAL GUARD ARMORY,70.0,False,True,low_or_ambiguous_score,,
49,TALLAPOOSA,ALEX CITY FIRE LAKE HILL,ALEX CITY FIRE LAKE HILL,ALEX CITY FIRE LAKE HILL,2012General-PrecinctLevel.zip,normalized_2012,False,01123303,303,Hackneyville Volunteer Fire Department,HACKNEYVILLE VOLUNTEER FIRE DEPARTMENT,review,85.5,0.0,3,JACKSON S GAP VOLUNTEER FIRE DEPARTMENT,85.5,NEW PACES POINT VOLUNTEER FIRE DEPARTMENT 901,85.5,False,True,low_or_ambiguous_score,,
50,TALLAPOOSA,HILLABEE BAPTIST CHURCH,HILLABEE BAPTIST CHURCH,HILLABEE BAPTIST CHURCH,2012General-PrecinctLevel.zip,normalized_2012,False,01123301,301,Hillabee Baptist Church,HILLABEE BAPTIST CHURCH,exact_normalized,100.0,100.0,1,JACKSON S GAP VOLUNTEER FIRE DEPARTMENT,85.5,NEW PACES POINT VOLUNTEER FIRE DEPARTMENT 901,85.5,True,False,,1,
51,TALLAPOOSA,HACKNEYVILLE COMMUNITY CENTER,HACKNEYVILLE COMMUNITY CENTER,HACKNEYVILLE COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,011231701,1701,Daviston Community Center,DAVISTON COMMUNITY CENTER,review,74.15,0.46,2,WALL STREET COMMUNITY CENTER,73.68,COOPER COMMUNITY CENTER 302,70.7,False,True,low_or_ambiguous_score,,
52,TALLAPOOSA,COWPENS VOTING HOUSE,COWPENS VOTING HOUSE,COWPENS VOTING HOUSE,2012General-PrecinctLevel.zip,normalized_2012,False,01123401,401,Cowpens Voting House,COWPENS VOTING HOUSE,exact_normalized,100.0,100.0,1,WALL STREET COMMUNITY CENTER,73.68,COOPER COMMUNITY CENTER 302,70.7,True,False,,1,
53,TALLAPOOSA,NEW SITE TOWN HALL,NEW SITE TOWN HALL,NEW SITE TOWN HALL,2012General-PrecinctLevel.zip,normalized_2012,False,01123501,501,New Site Town Hall,NEW SITE TOWN HALL,exact_normalized,100.0,100.0,1,WALL STREET COMMUNITY CENTER,73.68,COOPER COMMUNITY CENTER 302,70.7,True,False,,1,
54,TALLAPOOSA,EAGLE CREEK VOTING HOUSE,EAGLE CREEK VOTING HOUSE,EAGLE CREEK VOTING HOUSE,2012General-PrecinctLevel.zip,normalized_2012,False,01123601,601,Eagle Creek Voting House,EAGLE CREEK VOTING HOUSE,exact_normalized,100.0,100.0,1,WALL STREET COMMUNITY CENTER,73.68,COOPER COMMUNITY CENTER 302,70.7,True,False,,1,
55,TALLAPOOSA,DADEVILLE RECREATION CENTER,DADEVILLE RECREATION CENTER,DADEVILLE RECREATION CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,011231204,1204,Wall Street Community Center,WALL STREET COMMUNITY CENTER,review,61.82,2.85,1,DADEVILLE NATIONAL GUARD ARMORY,58.97,DAVISTON COMMUNITY CENTER,57.69,False,True,low_or_ambiguous_score,,
56,TALLAPOOSA,MANOY VOTING HOUSE,MANOY VOTING HOUSE,MANOY VOTING HOUSE,2012General-PrecinctLevel.zip,normalized_2012,False,01123801,801,Manoy Voting House,MANOY VOTING HOUSE,exact_normalized,100.0,100.0,1,DADEVILLE NATIONAL GUARD ARMORY,58.97,DAVISTON COMMUNITY CENTER,57.69,True,False,,1,
57,TALLAPOOSA,NEW PACES PT. V.F.D.,NEW PACES PT V F D,NEW PACES PT V F D,2012General-PrecinctLevel.zip,normalized_2012,False,01123901,901,New Paces Point Vol. Fire Dept 901,NEW PACES POINT VOLUNTEER FIRE DEPARTMENT 901,review,85.5,0.0,2,NEW PACES POINT VOLUNTEER FIRE 902,85.5,NEW SITE TOWN HALL,44.44,False,True,low_or_ambiguous_score,,
58,TALLAPOOSA,UNION COMMUNITY BUILDING,UNION COMMUNITY BUILDING,UNION COMMUNITY BUILDING,2012General-PrecinctLevel.zip,normalized_2012,False,011231001,1001,Union Community Building,UNION COMMUNITY BUILDING,exact_normalized,100.0,100.0,1,NEW PACES POINT VOLUNTEER FIRE 902,85.5,NEW SITE TOWN HALL,44.44,True,False,,1,
59,TALLAPOOSA,SARDIS COMMUNITY BUILDING,SARDIS COMMUNITY BUILDING,SARDIS COMMUNITY BUILDING,2012General-PrecinctLevel.zip,normalized_2012,False,011231101,1101,Sardis Community Bldg,SARDIS COMMUNITY BUILDING,exact_normalized,100.0,100.0,1,NEW PACES POINT VOLUNTEER FIRE 902,85.5,NEW SITE TOWN HALL,44.44,True,False,,1,
60,TALLAPOOSA,REELTOWN FIRE DEPARTMENT,REELTOWN FIRE DEPARTMENT,REELTOWN FIRE DEPARTMENT,2012General-PrecinctLevel.zip,normalized_2012,False,011231201,1201,Reeltown Vol Fire Department,REELTOWN VOLUNTEER FIRE DEPARTMENT,fuzzy_high,95.0,9.5,1,HACKNEYVILLE VOLUNTEER FIRE DEPARTMENT,85.5,JACKSON S GAP VOLUNTEER FIRE DEPARTMENT,85.5,True,False,,1,
61,TALLAPOOSA,TALLASSEE CITY HALL,TALLASSEE CITY HALL,TALLASSEE CITY HALL,2012General-PrecinctLevel.zip,normalized_2012,False,01123203,203,Alex City Fire Station Lakehill,ALEX CITY FIRE STATION LAKEHILL,review,85.5,0.0,2,ALEX CITY HOUSING AUTHORITY Y AND A SERVICE,85.5,TALLASSEE COMMUNITY LIBRARY,69.57,False,True,low_or_ambiguous_score,,
62,TALLAPOOSA,WALL STREET COMMUNITY CENTER,WALL STREET COMMUNITY CENTER,WALL STREET COMMUNITY CENTER,2012General-PrecinctLevel.zip,normalized_2012,False,011231204,1204,Wall Street Community Center,WALL STREET COMMUNITY CENTER,exact_normalized,100.0,100.0,1,ALEX CITY HOUSING AUTHORITY Y AND A SERVICE,85.5,TALLASSEE COMMUNITY LIBRARY,69.57,True,False,,1,
63,TALLAPOOSA,CHURCHHILL VOTING HOUSE,CHURCHHILL VOTING HOUSE,CHURCHHILL VOTING HOUSE,2012General-PrecinctLevel.zip,normalized_2012,False,011231301,1301,Churchhill Voting House,CHURCHHILL VOTING HOUSE,exact_normalized,100.0,100.0,1,ALEX CITY HOUSING AUTHORITY Y AND A SERVICE,85.5,TALLASSEE COMMUNITY LIBRARY,69.57,True,False,,1,
64,TALLAPOOSA,MARYS CROSS RDS. VOTING HOUSE,MARYS CROSS RDS VOTING HOUSE,MARYS CROSS RDS VOTING HOUSE,2012General-PrecinctLevel.zip,normalized_2012,False,011231401,1401,Mary's Cross Road Voting House,MARY S CROSS ROAD VOTING HOUSE,review,93.1,7.6,1,MANOY VOTING HOUSE,85.5,COWPENS VOTING HOUSE,71.25,False,True,low_or_ambiguous_score,,
