result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,house_inferred_districts,senate_inferred_districts,house_spatial_districts,senate_spatial_districts,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_conflict
1466,SAINT CLAIR,FRIENDSHIP VFD,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,01115000005,000005,Friendship VFD,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,CELEBRATIONS,51.61,NEW LONDON VOLUNTEER FIRE DEPARTMENT,43.78,True,False,,1,,30;50,11;17,30;50,11;17,True,True,compatible,True,False
1467,SAINT CLAIR,GALLANT VFD,GALLANT VOLUNTEER FIRE DEPARTMENT,GALLANT VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,01115000028,000028,Gallant VFD,GALLANT VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,CELEBRATIONS,51.61,NEW LONDON VOLUNTEER FIRE DEPARTMENT,43.78,True,False,,1,,30,10,30,10;17,True,True,compatible,True,False
1468,SAINT CLAIR,GUM SPRINGS CHURCH,GUM SPRINGS CHURCH,GUM SPRINGS CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,01115000022,000022,Gum Springs Church,GUM SPRINGS CHURCH,exact_normalized,100.0,100.0,1,CELEBRATIONS,51.61,NEW LONDON VOLUNTEER FIRE DEPARTMENT,43.78,True,False,,1,,30,10,30,10,True,True,compatible,True,False
1469,SAINT CLAIR,MOODY CIVIC CENTER,MOODY CIVIC CENTER,MOODY CIVIC CENTER,2014-General-St. Clair.xlsx,contest_rows,False,01115000002,000002,Shoal Creek Comm Ctr,SHOAL CREEK COMMUNITY CENTER,review,85.5,0.0,2,CHANDLER MOUNT COMMUNITY CENTER,85.5,PELL CITY CIVIC CENTER,76.0,False,True,low_or_ambiguous_score,,,50,11,30,10;17,False,False,conflict,False,False
1470,SAINT CLAIR,NEW HOPE BAPTIST,NEW HOPE BAPTIST,NEW HOPE BAPTIST,2014-General-St. Clair.xlsx,contest_rows,False,01115000013,000013,New London VFD,NEW LONDON VOLUNTEER FIRE DEPARTMENT,review,85.5,19.41,1,NEW HOPE CHURCH,66.09,CELEBRATIONS,50.0,False,True,low_or_ambiguous_score,,,36,11,50,11,False,True,conflict,False,False
1471,SAINT CLAIR,NEW LONDON VFD,NEW LONDON VOLUNTEER FIRE DEPARTMENT,NEW LONDON VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,01115000013,000013,New London VFD,NEW LONDON VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,NEW HOPE CHURCH,66.09,CELEBRATIONS,50.0,True,False,,1,,50,11,50,11,True,True,compatible,True,False
1472,SAINT CLAIR,NORTH VALLEY CHURCH,NORTH VALLEY CHURCH,NORTH VALLEY CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,01115000025,000025,North Valley Church,NORTH VALLEY CHURCH,exact_normalized,100.0,100.0,1,NEW HOPE CHURCH,66.09,CELEBRATIONS,50.0,True,False,,1,,50,11,50,11,True,True,compatible,True,False
1473,SAINT CLAIR,ODENVILLE CIVIC CENTER,ODENVILLE CIVIC CENTER,ODENVILLE CIVIC CENTER,2014-General-St. Clair.xlsx,contest_rows,False,01115000003,000003,Odenville Civic Ctr,ODENVILLE CIVIC CENTER,exact_normalized,100.0,100.0,1,NEW HOPE CHURCH,66.09,CELEBRATIONS,50.0,True,False,,1,,50,11,50,11,True,True,compatible,True,False
1474,SAINT CLAIR,OLDHAM CHAPEL CHURCH,OLDHAM CHAPEL CHURCH,OLDHAM CHAPEL CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,01115000024,000024,New Hope Church,NEW HOPE CHURCH,review,62.86,1.32,2,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,False,True,low_or_ambiguous_score,,,30,10,36;50,11,False,False,conflict,False,False
1475,SAINT CLAIR,PELL CITY CIVIC CENTER,PELL CITY CIVIC CENTER,PELL CITY CIVIC CENTER,2014-General-St. Clair.xlsx,contest_rows,False,01115000019,000019,Pell City Civic Ctr,PELL CITY CIVIC CENTER,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,36,11,36,11,True,True,compatible,True,False
1476,SAINT CLAIR,PELL CITY COMMUNITY CENTER,PELL CITY COMMUNITY CENTER,PELL CITY COMMUNITY CENTER,2014-General-St. Clair.xlsx,contest_rows,False,01115000015,000015,Pell City Comm Ctr,PELL CITY COMMUNITY CENTER,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30;36,11,30;36,11,True,True,compatible,True,False
1477,SAINT CLAIR,PINEDALE VFD,PINEDALE VOLUNTEER FIRE DEPARTMENT,PINEDALE VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,01115000018,000018,Pinedale VFD,PINEDALE VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30,17,30,17,True,True,compatible,True,False
1478,SAINT CLAIR,POPLAR SPRINGS CHURCH,POPLAR SPRINGS CHURCH,POPLAR SPRINGS CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,01115000011,000011,Poplar Springs Church,POPLAR SPRINGS CHURCH,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30,10;17,30,10;17,True,True,compatible,True,False
1479,SAINT CLAIR,PRESCOTT COMMUNITY CENTER,PRESCOTT COMMUNITY CENTER,PRESCOTT COMMUNITY CENTER,2014-General-St. Clair.xlsx,contest_rows,False,01115000023,000023,Prescott Comm Ctr,PRESCOTT COMMUNITY CENTER,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,50,11,50,11,True,True,compatible,True,False
1480,SAINT CLAIR,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-St. Clair.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,30;36;50,10;11;17,,,False,False,conflict,False,False
1481,SAINT CLAIR,RAGLAND TOWN HALL,RAGLAND TOWN HALL,RAGLAND TOWN HALL,2014-General-St. Clair.xlsx,contest_rows,False,01115000009,000009,Ragland Town Hall,RAGLAND TOWN HALL,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30,10;17,30,10;17,True,True,compatible,True,False
1482,SAINT CLAIR,RIVERSIDE TOWN HALL,RIVERSIDE TOWN HALL,RIVERSIDE TOWN HALL,2014-General-St. Clair.xlsx,contest_rows,False,01115000020,000020,Riverside Town Hall,RIVERSIDE TOWN HALL,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30;36,11,30;36,11,True,True,compatible,True,False
1483,SAINT CLAIR,SHOAL CREEK COMMUNITY CENTER,SHOAL CREEK COMMUNITY CENTER,SHOAL CREEK COMMUNITY CENTER,2014-General-St. Clair.xlsx,contest_rows,False,01115000002,000002,Shoal Creek Comm Ctr,SHOAL CREEK COMMUNITY CENTER,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30,10,30,10;17,True,True,compatible,True,False
1484,SAINT CLAIR,SLATE UNION CHURCH,SLATE UNION CHURCH,SLATE UNION CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,01115000029,000029,Slate Union Church,SLATE UNION CHURCH,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30,10;17,30,10;17,True,True,compatible,True,False
1485,SAINT CLAIR,STEELE COMM_ CENTER,STEELE COMMUNITY CENTER,STEELE COMMUNITY CENTER,2014-General-St. Clair.xlsx,contest_rows,False,01115000006,000006,Steele Comm Ctr,STEELE COMMUNITY CENTER,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30,10,30,10;17,True,True,compatible,True,False
1486,SAINT CLAIR,WATTSVILLE VFD,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,01115000010,000010,Wattsville VFD,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,30;50,11;17,30;36;50,11;17,True,True,compatible,True,False
1487,SAINT CLAIR,WHITES CHAPEL TOWN HALL,WHITES CHAPEL TOWN HALL,WHITES CHAPEL TOWN HALL,2014-General-St. Clair.xlsx,contest_rows,False,01115000026,000026,Whites Chapel Town Hall,WHITES CHAPEL TOWN HALL,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,50,11,50,11,True,True,compatible,True,False
1488,SAINT CLAIR,WOLF CREEK VFD,WOLF CREEK VOLUNTEER FIRE DEPARTMENT,WOLF CREEK VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,01115000014,000014,Wolf Creek VFD,WOLF CREEK VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,36;50,11,36;50,11,True,True,compatible,True,False
1489,SUMTER,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Sumter.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,71;72,24,,,False,False,conflict,False,False
1490,SUMTER,BELLAMY COMMUNITY CENTER,BELLAMY COMMUNITY CENTER,BELLAMY COMMUNITY CENTER,2014-General-Sumter.xlsx,contest_rows,False,01119000005,000005,Bellamy Comm Ctr,BELLAMY COMMUNITY CENTER,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1491,SUMTER,BOYD TRAILER,BOYD TRAILER,BOYD TRAILER,2014-General-Sumter.xlsx,contest_rows,False,01119000008,000008,Boyd Trailer,BOYD TRAILER,exact_normalized,100.0,100.0,1,NORTH VALLEY CHURCH,61.54,POPLAR SPRINGS CHURCH,58.54,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1492,SUMTER,COATOPA BEL FIRE DEPARTMENT,COATOPA BEL FIRE DEPARTMENT,COATOPA BEL FIRE DEPARTMENT,2014-General-Sumter.xlsx,contest_rows,False,01119000006,000006,Coatopa Fire Dept,COATOPA FIRE DEPARTMENT,fuzzy_high,95.0,53.96,1,EMELLE TOWN HALL,41.04,BELLAMY COMMUNITY CENTER,40.98,True,False,,1,,71;72,24,71;72,24,True,True,compatible,True,False
1493,SUMTER,CUBA COMMUNITY CENTER,CUBA COMMUNITY CENTER,CUBA COMMUNITY CENTER,2014-General-Sumter.xlsx,contest_rows,False,01119000003,000003,Cuba Comm Ctr,CUBA COMMUNITY CENTER,exact_normalized,100.0,100.0,1,EMELLE TOWN HALL,41.04,BELLAMY COMMUNITY CENTER,40.98,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1494,SUMTER,EMELLE SUMT_ TOWN HALL,EMELLE SUMT TOWN HALL,EMELLE SUMT TOWN HALL,2014-General-Sumter.xlsx,contest_rows,False,01119000009,000009,Emelle Town Hall,EMELLE TOWN HALL,fuzzy_high,95.0,46.35,1,GEIGER CITY HALL,48.65,YORK SUMTER RESCUE,43.85,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1495,SUMTER,EPES COMMUNITY CENTER,EPES COMMUNITY CENTER,EPES COMMUNITY CENTER,2014-General-Sumter.xlsx,contest_rows,False,01119000010,000010,Epes Comm Ctr,EPES COMMUNITY CENTER,exact_normalized,100.0,100.0,1,GEIGER CITY HALL,48.65,YORK SUMTER RESCUE,43.85,True,False,,1,,71;72,24,71,24,True,True,compatible,True,False
1496,SUMTER,GAINESVILLE COMMUNITY CENTER,GAINESVILLE COMMUNITY CENTER,GAINESVILLE COMMUNITY CENTER,2014-General-Sumter.xlsx,contest_rows,False,01119000011,000011,Gainesville Comm Ctr,GAINESVILLE COMMUNITY CENTER,exact_normalized,100.0,100.0,1,GEIGER CITY HALL,48.65,YORK SUMTER RESCUE,43.85,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1497,SUMTER,GEIGER TOWN HALL,GEIGER TOWN HALL,GEIGER TOWN HALL,2014-General-Sumter.xlsx,contest_rows,False,01119000012,000012,Geiger City Hall,GEIGER CITY HALL,review,81.25,6.25,1,EMELLE TOWN HALL,75.0,LIVINGSTON CIVIC CENTER,38.97,False,True,low_or_ambiguous_score,,,71,24,71,24,True,True,compatible,False,False
1498,SUMTER,LIVINGSTON CIVIC CENTER,LIVINGSTON CIVIC CENTER,LIVINGSTON CIVIC CENTER,2014-General-Sumter.xlsx,contest_rows,False,01119000007,000007,Livingston Civic Ctr,LIVINGSTON CIVIC CENTER,exact_normalized,100.0,100.0,1,EMELLE TOWN HALL,75.0,LIVINGSTON CIVIC CENTER,38.97,True,False,,1,,71;72,24,71;72,24,True,True,compatible,True,False
1499,SUMTER,PANOLA TRAILER,PANOLA TRAILER,PANOLA TRAILER,2014-General-Sumter.xlsx,contest_rows,False,01119000013,000013,Panola Trailer,PANOLA TRAILER,exact_normalized,100.0,100.0,1,EMELLE TOWN HALL,75.0,LIVINGSTON CIVIC CENTER,38.97,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1500,SUMTER,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Sumter.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,71;72,24,,,False,False,conflict,False,False
1501,SUMTER,WARD COMMUNITY CENTER,WARD COMMUNITY CENTER,WARD COMMUNITY CENTER,2014-General-Sumter.xlsx,contest_rows,False,01119000002,000002,Ward Comm Ctr,WARD COMMUNITY CENTER,exact_normalized,100.0,100.0,1,EMELLE TOWN HALL,75.0,LIVINGSTON CIVIC CENTER,38.97,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1502,SUMTER,WHITFIELD TRAILER,WHITFIELD TRAILER,WHITFIELD TRAILER,2014-General-Sumter.xlsx,contest_rows,False,01119000001,000001,Whitfield Trailer,WHITFIELD TRAILER,exact_normalized,100.0,100.0,1,EMELLE TOWN HALL,75.0,LIVINGSTON CIVIC CENTER,38.97,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1503,SUMTER,YORK SUMTER RESCUE,YORK SUMTER RESCUE,YORK SUMTER RESCUE,2014-General-Sumter.xlsx,contest_rows,False,01119000004,000004,York Sumter Rescue,YORK SUMTER RESCUE,exact_normalized,100.0,100.0,1,EMELLE TOWN HALL,75.0,LIVINGSTON CIVIC CENTER,38.97,True,False,,1,,71,24,71,24,True,True,compatible,True,False
1504,TALLADEGA,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Talladega.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,32;33;35;36,11;12;15;17,,,False,False,conflict,False,False
1505,TALLADEGA,ANTIOCH BAPTIST CHURCH,ANTIOCH BAPTIST CHURCH,ANTIOCH BAPTIST CHURCH,2014-General-Talladega.xlsx,contest_rows,False,01121000003,000003,Antioch Baptist,ANTIOCH BAPTIST,fuzzy_high,95.0,9.5,1,BETHEL BAPTIST,85.5,KINGSTON BAPTIST,57.89,True,False,,1,,35,12,35,12,True,True,compatible,True,False
1506,TALLADEGA,B_ N_ MABRA CENTER,B N MABRA CENTER,B N MABRA CENTER,2014-General-Talladega.xlsx,contest_rows,False,011210007-1,0007-1,Mabra Center,MABRA CENTER,fuzzy_high,95.0,9.5,1,LIMBAUGH COMMUNITY CENTER,85.5,EASTABOGA COMMUNITY CENTER,85.5,True,False,,1,,32;35,11;15,32;35,11;15,True,True,compatible,True,False
1507,TALLADEGA,BEMISTON RECREATION CENTER,BEMISTON RECREATION CENTER,BEMISTON RECREATION CENTER,2014-General-Talladega.xlsx,contest_rows,False,011210005-3,0005-3,Bemiston Rec Ctr,BEMISTON RECREATION CENTER,exact_normalized,100.0,100.0,1,LIMBAUGH COMMUNITY CENTER,85.5,EASTABOGA COMMUNITY CENTER,85.5,True,False,,1,,35,11,35,11,True,True,compatible,True,False
1508,TALLADEGA,BERNEYS STATION VFD,BERNEYS STATION VOLUNTEER FIRE DEPARTMENT,BERNEYS STATION VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,011210009-2,0009-2,Berneys Station VFD,BERNEYS STATION VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,LIMBAUGH COMMUNITY CENTER,85.5,EASTABOGA COMMUNITY CENTER,85.5,True,False,,1,,32;33;35,15,32;33;35,15,True,True,compatible,True,False
1509,TALLADEGA,BETHEL BAPTIST CHURCH,BETHEL BAPTIST CHURCH,BETHEL BAPTIST CHURCH,2014-General-Talladega.xlsx,contest_rows,False,01121000008,000008,Bethel Baptist,BETHEL BAPTIST,fuzzy_medium,90.0,29.55,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,32;33,15,32;33,15,True,True,compatible,True,False
1510,TALLADEGA,BON AIR CITY HALL,BON AIR CITY HALL,BON AIR CITY HALL,2014-General-Talladega.xlsx,contest_rows,False,011210012-2,0012-2,Bon Air City Hall,BON AIR CITY HALL,exact_normalized,100.0,100.0,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,32;33,15,32;33,15,True,True,compatible,True,False
1511,TALLADEGA,BRECON REC_ CENTER,BRECON RECREATION CENTER,BRECON RECREATION CENTER,2014-General-Talladega.xlsx,contest_rows,False,011210005-1,0005-1,Brecon Rec Ctr,BRECON RECREATION CENTER,exact_normalized,100.0,100.0,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,32;35,11,32;35,11,True,True,compatible,True,False
1512,TALLADEGA,COUNTY LINE VOL FIRE DEPT,COUNTY LINE VOLUNTEER FIRE DEPARTMENT,COUNTY LINE VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,011210015-2,0015-2,County Line VFD,COUNTY LINE VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,33,11,33,11,True,True,compatible,True,False
1513,TALLADEGA,EASTABOGA COMMUNITY CENTER,EASTABOGA COMMUNITY CENTER,EASTABOGA COMMUNITY CENTER,2014-General-Talladega.xlsx,contest_rows,False,011210002-1,0002-1,Eastaboga Comm Ctr,EASTABOGA COMMUNITY CENTER,exact_normalized,100.0,100.0,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,32;33;35,11;12;17,32;33;35,11;12;17,True,True,compatible,True,False
1514,TALLADEGA,FAYETTEVILLE VFD,FAYETTEVILLE VOLUNTEER FIRE DEPARTMENT,FAYETTEVILLE VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,011210015-1,0015-1,Fayetteville VFD,FAYETTEVILLE VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,33,11,33,11,True,True,compatible,True,False
1515,TALLADEGA,IRONATON VOL_ FIRE DEPARTMENT,IRONATON VOLUNTEER FIRE DEPARTMENT,IRONATON VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,01121000004,000004,Ironaton VFD,IRONATON VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,35,11;12,35,11;12,True,True,compatible,True,False
1516,TALLADEGA,J_ CRAIG SMITH COMM_ CENTER,J CRAIG SMITH COMMUNITY CENTER,J CRAIG SMITH COMMUNITY CENTER,2014-General-Talladega.xlsx,contest_rows,False,01121000011,000011,J Craig Smith Comm Ctr,J CRAIG SMITH COMMUNITY CENTER,exact_normalized,100.0,100.0,1,ANTIOCH BAPTIST,60.45,KINGSTON BAPTIST,57.83,True,False,,1,,33,11,33,11,True,True,compatible,True,False
1517,TALLADEGA,KINGSTON BAPTIST CHURCH,KINGSTON BAPTIST CHURCH,KINGSTON BAPTIST CHURCH,2014-General-Talladega.xlsx,contest_rows,False,011210007-2,0007-2,Kingston Baptist,KINGSTON BAPTIST,fuzzy_high,95.0,9.5,1,BETHEL BAPTIST,85.5,ANTIOCH BAPTIST,85.5,True,False,,1,,32,15,32,15,True,True,compatible,True,False
1518,TALLADEGA,LAY LAKE VOL_ FIRE DEPARTMENT,LAY LAKE VOLUNTEER FIRE DEPARTMENT,LAY LAKE VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,011210010-1,0010-1,Lay Lake VFD,LAY LAKE VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,BETHEL BAPTIST,85.5,ANTIOCH BAPTIST,85.5,True,False,,1,,33,11,33,11,True,True,compatible,True,False
1519,TALLADEGA,LINCOLN OLD HIGH SCHOOL GYM,LINCOLN OLD HIGH SCHOOL GYM,LINCOLN OLD HIGH SCHOOL GYM,2014-General-Talladega.xlsx,contest_rows,False,011210002-2,0002-2,Lincoln Old High,LINCOLN OLD HIGH,review,90.0,4.5,1,MUNFORD OLD HIGH,85.5,WALDO CITY HALL,42.0,False,True,low_or_ambiguous_score,,,32;33;36,11;17,32;33;36,11;17,True,True,compatible,False,False
1520,TALLADEGA,MUNFORD OLD HIGH SCHOOL GYM,MUNFORD OLD HIGH SCHOOL GYM,MUNFORD OLD HIGH SCHOOL GYM,2014-General-Talladega.xlsx,contest_rows,False,01121000018,000018,Munford Old High,MUNFORD OLD HIGH,review,90.0,4.5,1,LINCOLN OLD HIGH,85.5,WALDO CITY HALL,42.0,False,True,low_or_ambiguous_score,,,32;35,12,32;35,12,True,True,compatible,False,False
1521,TALLADEGA,OAK GROVE CITY HALL,OAK GROVE CITY HALL,OAK GROVE CITY HALL,2014-General-Talladega.xlsx,contest_rows,False,011210012-3,0012-3,Oak Grove City Hall,OAK GROVE CITY HALL,exact_normalized,100.0,100.0,1,LINCOLN OLD HIGH,85.5,WALDO CITY HALL,42.0,True,False,,1,,32;33,11;15,32;33,11;15,True,True,compatible,True,False
1522,TALLADEGA,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Talladega.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,32;33,11;15,,,False,False,conflict,False,False
1523,TALLADEGA,R_ S_ LIMBAUGH COMM_ CENTER,R S LIMBAUGH COMMUNITY CENTER,R S LIMBAUGH COMMUNITY CENTER,2014-General-Talladega.xlsx,contest_rows,False,011210012-1,0012-1,Limbaugh Comm Ctr,LIMBAUGH COMMUNITY CENTER,fuzzy_high,95.0,9.5,1,MABRA CENTER,85.5,J CRAIG SMITH COMMUNITY CENTER,74.58,True,False,,1,,32;33,11;15,32;33,11;15,True,True,compatible,True,False
1524,TALLADEGA,RENFROE VOL_ FIRE DEPARTMENT,RENFROE VOLUNTEER FIRE DEPARTMENT,RENFROE VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,011210017-2,0017-2,Renfroe VFD,RENFROE VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,MABRA CENTER,85.5,J CRAIG SMITH COMMUNITY CENTER,74.58,True,False,,1,,32;33,11,32;33,11,True,True,compatible,True,False
1525,TALLADEGA,SPRING STREET COMMUNITY CENTER,SPRING STREET COMMUNITY CENTER,SPRING STREET COMMUNITY CENTER,2014-General-Talladega.xlsx,contest_rows,False,011210005-2,0005-2,Spring St Comm Ctr,SPRING SAINT COMMUNITY CENTER,review,88.14,2.64,1,SYCAMORE NUTR CENTER,85.5,MABRA CENTER,85.5,False,True,low_or_ambiguous_score,,,32;35,11;15,35,11;15,True,True,compatible,False,False
1526,TALLADEGA,ST_ ANDREWS METHODIST CHURCH,SAINT ANDREWS METHODIST CHURCH,SAINT ANDREWS METHODIST CHURCH,2014-General-Talladega.xlsx,contest_rows,False,011210010-2,0010-2,St Andrews Methodist,SAINT ANDREWS METHODIST,fuzzy_high,95.0,47.12,1,KINGSTON BAPTIST,47.88,SPRING SAINT COMMUNITY CENTER,44.07,True,False,,1,,33,11,33,11,True,True,compatible,True,False
1527,TALLADEGA,STEMLEY VOL_ FIRE DEPARTMENT,STEMLEY VOLUNTEER FIRE DEPARTMENT,STEMLEY VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,011210017-1,0017-1,Stemley VFD,STEMLEY VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,KINGSTON BAPTIST,47.88,SPRING SAINT COMMUNITY CENTER,44.07,True,False,,1,,32;33,11,32;33,11,True,True,compatible,True,False
1528,TALLADEGA,SYCAMORE NUTRITION CENTER,SYCAMORE NUTRITION CENTER,SYCAMORE NUTRITION CENTER,2014-General-Talladega.xlsx,contest_rows,False,01121000013,000013,Sycamore Nutr Ctr,SYCAMORE NUTR CENTER,review,88.89,3.39,1,MABRA CENTER,85.5,BRECON RECREATION CENTER,65.31,False,True,low_or_ambiguous_score,,,33;35,11,33;35,11,True,True,compatible,False,False
1529,TALLADEGA,TALLADEGA CO_ CENTRAL HS,TALLADEGA COUNTY CENTRAL HS,TALLADEGA COUNTY CENTRAL HS,2014-General-Talladega.xlsx,contest_rows,False,011210007-3,0007-3,Talladega Central High,TALLADEGA CENTRAL HIGH,review,82.82,18.29,1,EASTABOGA COMMUNITY CENTER,64.53,LIMBAUGH COMMUNITY CENTER,61.54,False,True,low_or_ambiguous_score,,,32,15,32,15,True,True,compatible,False,False
1530,TALLADEGA,WALDO CITY HALL,WALDO CITY HALL,WALDO CITY HALL,2014-General-Talladega.xlsx,contest_rows,False,01121000014,000014,Waldo City Hall,WALDO CITY HALL,exact_normalized,100.0,100.0,1,EASTABOGA COMMUNITY CENTER,64.53,LIMBAUGH COMMUNITY CENTER,61.54,True,False,,1,,32;35,11;12,32;35,11;12,True,True,compatible,True,False
1531,TALLADEGA,WINTERBORO VFD,WINTERBORO VOLUNTEER FIRE DEPARTMENT,WINTERBORO VOLUNTEER FIRE DEPARTMENT,2014-General-Talladega.xlsx,contest_rows,False,011210009-1,0009-1,Winterboro VFD,WINTERBORO VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,EASTABOGA COMMUNITY CENTER,64.53,LIMBAUGH COMMUNITY CENTER,61.54,True,False,,1,,32;33;35,11;15,32;33,11;15,True,True,compatible,True,False
