model_run_id,war_outcome_id,state_code,cycle,chamber,district,lag_context_available,raw_gap,fitted_structural_expected_gap,war,war_party,bootstrap_draws,expected_gap_bootstrap_mean,expected_gap_se,expected_gap_p05,expected_gap_p95,war_p05,war_p95,war_interval_width,war_interval_excludes_zero,war_party_draw_agreement_share,war_party_stable_all_draws
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-ACD1B6CFAC5B892FA85C,AL,2018,lower,2,True,1.0131030311206857,0.7328098302060795,0.2802932009146062,D,400,0.6450082739561113,1.2144111597788223,-1.221725886489038,2.77707380071647,-1.7639707695957845,2.2348289176097236,3.998799687205508,False,0.635,False
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-2FA078E1F83959C3BEEF,AL,2018,lower,3,True,13.871703158844564,1.1427106850341744,12.72899247381039,D,400,1.1221219189343474,1.1904251941442945,-0.6926813289609222,3.1509216941967866,10.720781464647779,14.564384487805487,3.8436030231577085,True,1.0,True
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-95F32D69686B6CFA1219,AL,2018,lower,4,True,-4.249050499408568,4.147963966011896,-8.397014465420465,R,400,4.04299205835061,1.2115133083500902,2.146303367508172,6.017514090398793,-10.266564589807361,-6.39535386691674,3.8712107228906207,True,1.0,True
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-442DED690B460960AF9A,AL,2018,lower,5,True,-3.4944827980876028,-0.9021052475919856,-2.592377550495617,R,400,-0.9821276075565386,1.2213057163276577,-2.8612704566802725,1.1663533586627453,-4.660836156750348,-0.6332123414073303,4.027623815343017,True,0.9925,False
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-3283E57DCE691AE7F22C,AL,2018,lower,7,True,13.406375673864773,11.45113482739473,1.9552408464700424,D,400,11.28278968247643,1.6557876048440374,8.812674629561485,14.053535961633258,-0.6471602877684859,4.5937010443032875,5.240861332071773,False,0.895,False
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-9531E1503E2C6D7A510D,AL,2018,lower,8,True,0.6386637711439107,-3.548145505361286,4.186809276505197,D,400,-3.540638479192951,1.1687360119177552,-5.36127575070793,-1.4402800270204446,2.0789437981643553,5.99993952185184,3.920995723687485,True,1.0,True
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-BD8DA90B4FBA11E11797,AL,2018,lower,10,True,-5.951019711359823,-5.29255256943692,-0.6584671419229036,R,400,-5.269010079139383,1.3112178820525058,-7.284714914223534,-2.91578116681039,-3.035238544549433,1.3336952028637112,4.368933747413145,False,0.685,False
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-E3A778403481AD2D7F37,AL,2018,lower,15,True,2.601298866097764,2.251217920598327,0.3500809454994371,D,400,2.4876108841784346,2.3374307318392225,-1.2092628910620136,6.517028021980806,-3.9157291558830423,3.8105617571597774,7.72629091304282,False,0.5425,False
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-60189DA3A69756B017A3,AL,2018,lower,18,True,8.067229304927409,7.371486164265237,0.6957431406621719,D,400,7.241672208477071,1.3036959546736162,5.29661256425056,9.415180116094074,-1.3479508111666654,2.770616740676849,4.1185675518435145,False,0.74,False
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,WAROUT-E5EEA5BF5CCE7852679B,AL,2018,lower,20,True,1.3153311919943391,-3.268537671354823,4.583868863349162,D,400,-3.2873243865839443,1.1827856499188882,-5.0937018245058505,-1.1360856076945895,2.4514167996889284,6.40903301650019,3.957616216811261,True,1.0,True
