model_run_id,group_type,group,n,median_expected_gap_se,mean_expected_gap_se,median_war_interval_width,share_war_interval_excludes_zero,share_war_party_stable_all_draws,mean_war_party_draw_agreement
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,all,all,3660,0.758901160012992,0.9937381194501783,2.4659705287570395,0.7918032786885246,0.6303278688524591,0.9485587431693989
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,cycle,2018,1025,1.1012762406928467,1.186265683039139,3.6193124458581387,0.8009756097560976,0.64,0.9505243902439023
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,cycle,2019,144,2.364166781962653,2.52817686206096,7.616444145873409,0.7847222222222222,0.6527777777777778,0.9469618055555556
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,cycle,2020,870,0.6744252178538617,0.794021928582159,2.1946641815845513,0.8091954022988506,0.6540229885057471,0.9536264367816093
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,cycle,2022,761,0.565401498195213,0.7014627393146784,1.8688471309378691,0.7647831800262812,0.5873850197109067,0.9414684625492773
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,cycle,2023,90,3.4832528973057872,3.3197039876385905,11.466993406078345,0.7444444444444445,0.6222222222222222,0.9361111111111111
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,cycle,2024,770,0.6182815551687613,0.6931378474848507,2.0193245316020256,0.7935064935064935,0.6298701298701299,0.9489772727272728
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,AL,97,1.3437110050343921,1.611273558449624,4.384973418133079,0.6597938144329897,0.4845360824742268,0.9011597938144331
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,AR,195,1.0915266495144424,1.1057480498817487,3.54137255065504,0.8153846153846154,0.6256410256410256,0.956923076923077
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,FL,400,0.4605503551723258,0.4919537624518215,1.4934100889048052,0.785,0.65,0.9432250000000001
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,GA,429,0.6452554527090533,0.7064878424907304,2.113993629024465,0.7668997668997669,0.6153846153846154,0.9409965034965035
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,KY,266,1.477508552006924,1.4821918755713255,4.777369037683096,0.8383458646616542,0.6578947368421053,0.9601033834586465
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,LA,36,2.7751069335106573,2.698878676484501,8.74650835477694,0.6666666666666666,0.4722222222222222,0.9066666666666667
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,MO,412,0.6581764736402282,0.7345379471776236,2.168450125408223,0.8422330097087378,0.6941747572815534,0.9631856796116505
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,MS,56,2.389383890834835,2.5640935987777023,7.861217636833933,0.6964285714285714,0.48214285714285715,0.9182589285714287
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,NC,530,0.7040484845722177,0.8335632668212016,2.298884922283497,0.8132075471698114,0.6641509433962264,0.950132075471698
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,OK,204,1.2615759844484637,1.2627041951158808,4.225594985454872,0.7941176470588235,0.6617647058823529,0.9551715686274511
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,SC,236,0.7701830990799514,0.8918416453151531,2.540984453259987,0.788135593220339,0.597457627118644,0.9500741525423728
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,TN,246,0.7514178386604643,0.7981068457668634,2.4152271577160715,0.7967479674796748,0.573170731707317,0.9564837398373984
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,TX,411,0.6446453872179009,0.7284421487750367,2.112812728852499,0.7469586374695864,0.5693430656934306,0.939087591240876
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,state_code,VA,142,2.805261534927503,2.9724081206990007,9.140613584252023,0.823943661971831,0.7464788732394366,0.9616197183098593
