state,year,chamber,district,dem_votes,rep_votes,dem_margin
GA,2016,senate,19,,43329.0,
GA,2016,senate,20,,60774.0,
GA,2016,senate,21,,78154.0,
GA,2016,senate,22,52532.0,,
GA,2016,senate,23,,52831.0,
GA,2016,senate,24,25988.0,56883.0,-37.28083406740597
GA,2016,senate,25,,60036.0,
GA,2016,senate,26,47812.0,,
GA,2016,senate,27,20153.0,73417.0,-56.92422785080688
GA,2016,senate,28,,68100.0,
GA,2016,senate,29,26282.0,47258.0,-28.52325265161817
GA,2016,senate,30,,58574.0,
GA,2016,senate,31,,60268.0,
GA,2016,senate,32,,78117.0,
GA,2016,senate,33,52902.0,,
GA,2016,senate,34,53434.0,,
GA,2016,senate,35,66099.0,,
GA,2016,senate,36,66698.0,,
GA,2016,senate,37,,70588.0,
GA,2016,senate,38,59542.0,,
GA,2016,senate,39,67041.0,,
GA,2016,senate,40,32785.0,42050.0,-12.380570588628316
GA,2016,senate,41,52579.0,,
GA,2016,senate,42,62146.0,18687.0,53.76393304714659
GA,2016,senate,43,50436.0,21175.0,40.86104090153747
GA,2016,senate,44,66050.0,,
GA,2016,senate,45,,64059.0,
GA,2016,senate,46,,62565.0,
GA,2016,senate,47,,57837.0,
GA,2016,senate,48,,51546.0,
GA,2016,senate,49,,59242.0,
GA,2016,senate,50,,61180.0,
GA,2016,senate,51,,70737.0,
GA,2016,senate,52,,52820.0,
GA,2016,senate,53,,55148.0,
GA,2016,senate,54,,46908.0,
GA,2016,senate,55,61907.0,17686.0,55.55890593393892
GA,2016,senate,56,32969.0,49202.0,-19.755144759099927
MO,2000,house,1,11857.0,,
MO,2000,house,2,6206.0,7587.0,-10.012325092438193
MO,2000,house,3,,11873.0,
MO,2000,house,4,3495.0,9331.0,-45.5013254327148
MO,2000,house,5,,12308.0,
MO,2000,house,6,11473.0,,
MO,2000,house,7,4248.0,9595.0,-38.6260203713068
MO,2000,house,8,7820.0,6368.0,10.23400056385678
MO,2000,house,9,9564.0,5562.0,26.457754859182863
MO,2000,house,10,7807.0,5455.0,17.734881616649073
MO,2000,house,11,10054.0,6622.0,20.58047493403694
MO,2000,house,12,13819.0,,
MO,2000,house,13,,16992.0,
MO,2000,house,14,9263.0,18624.0,-33.56761214903001
MO,2000,house,15,7482.0,7379.0,0.6930892941255635
MO,2000,house,16,7565.0,9837.0,-13.055970578094472
MO,2000,house,17,5581.0,5140.0,4.113422255386625
MO,2000,house,18,5728.0,7674.0,-14.520220862557828
MO,2000,house,19,,11793.0,
MO,2000,house,20,6839.0,7774.0,-6.398412372544994
MO,2000,house,21,11824.0,,
MO,2000,house,22,6648.0,6055.0,4.6681886168621585
MO,2000,house,23,15327.0,,
MO,2000,house,24,11595.0,6649.0,27.110282832712123
MO,2000,house,25,8577.0,,
MO,2000,house,26,10874.0,,
MO,2000,house,27,7932.0,,
MO,2000,house,28,4925.0,10801.0,-37.3648734579677
MO,2000,house,29,8483.0,4781.0,27.910132689987936
MO,2000,house,30,9654.0,9405.0,1.3064693845427358
MO,2000,house,31,8241.0,,
MO,2000,house,32,,12976.0,
MO,2000,house,33,8408.0,6017.0,16.575389948006933
MO,2000,house,34,5602.0,10314.0,-29.60542849962302
MO,2000,house,35,8385.0,13443.0,-23.172072567344696
MO,2000,house,36,8273.0,,
MO,2000,house,37,7826.0,692.0,83.75205447288096
MO,2000,house,38,7816.0,,
MO,2000,house,39,10254.0,4304.0,40.870998763566426
MO,2000,house,40,5753.0,,
MO,2000,house,41,7672.0,,
MO,2000,house,42,8393.0,,
MO,2000,house,43,10563.0,,
MO,2000,house,44,8374.0,3062.0,46.449807625043725
MO,2000,house,45,8002.0,5022.0,22.880835380835382
MO,2000,house,46,9834.0,,
MO,2000,house,47,7448.0,12531.0,-25.441713799489463
MO,2000,house,48,9973.0,,
MO,2000,house,49,10826.0,,
MO,2000,house,50,9704.0,,
MO,2000,house,51,8733.0,,
MO,2000,house,52,,12273.0,
MO,2000,house,53,8545.0,4244.0,33.63046367972476
MO,2000,house,54,7302.0,11450.0,-22.120307167235495
MO,2000,house,55,7151.0,13033.0,-29.141894569956403
MO,2000,house,56,,16751.0,
MO,2000,house,57,7703.0,,
MO,2000,house,58,5718.0,,
MO,2000,house,59,5866.0,1042.0,69.8320787492762
MO,2000,house,60,9384.0,,
MO,2000,house,61,9012.0,,
MO,2000,house,62,8515.0,,
MO,2000,house,63,6317.0,,
MO,2000,house,64,8979.0,,
MO,2000,house,65,8425.0,3092.0,46.30546149170791
MO,2000,house,66,7705.0,,
MO,2000,house,67,7700.0,,
MO,2000,house,68,8541.0,5374.0,22.759611929572404
MO,2000,house,69,9071.0,,
MO,2000,house,70,7992.0,,
MO,2000,house,71,9038.0,,
MO,2000,house,72,11124.0,,
MO,2000,house,73,9912.0,1860.0,68.39959225280326
MO,2000,house,74,12317.0,,
MO,2000,house,75,9354.0,,
MO,2000,house,76,10490.0,,
MO,2000,house,77,9664.0,3640.0,45.27961515333734
MO,2000,house,78,6597.0,6967.0,-2.727808905927455
MO,2000,house,79,7549.0,,
MO,2000,house,80,8098.0,3776.0,36.398854640390766
MO,2000,house,81,9258.0,,
MO,2000,house,82,,10194.0,
MO,2000,house,83,10161.0,5053.0,33.57433942421454
MO,2000,house,84,8713.0,4716.0,29.763943703924344
MO,2000,house,85,9390.0,5088.0,29.714048901782014
MO,2000,house,86,,11748.0,
MO,2000,house,87,,12621.0,
MO,2000,house,88,,13238.0,
MO,2000,house,89,,20431.0,
MO,2000,house,90,7997.0,7450.0,3.5411406745646405
MO,2000,house,91,7909.0,9339.0,-8.290816326530612
MO,2000,house,92,,11041.0,
MO,2000,house,93,,12810.0,
MO,2000,house,94,,10401.0,
MO,2000,house,95,,12409.0,
MO,2000,house,96,9084.0,3143.0,48.58918786292631
MO,2000,house,97,6771.0,10669.0,-22.35091743119266
MO,2000,house,98,7847.0,6606.0,8.586452639590396
MO,2000,house,99,6757.0,9821.0,-18.48232597418265
MO,2000,house,100,11297.0,6140.0,29.57504157825314
MO,2000,house,101,8871.0,6168.0,17.973269499301814
MO,2000,house,102,8626.0,4457.0,31.865780019873117
MO,2000,house,103,8786.0,5523.0,22.803829757495283
MO,2000,house,104,11248.0,,
MO,2000,house,105,9219.0,4193.0,37.47390396659708
MO,2000,house,106,5576.0,7412.0,-14.136125654450261
MO,2000,house,107,9754.0,,
MO,2000,house,108,6067.0,1478.0,60.821736249171636
MO,2000,house,109,4724.0,11177.0,-40.582353311112506
MO,2000,house,110,8619.0,4361.0,32.804314329738055
MO,2000,house,111,4836.0,9608.0,-33.03793962891166
MO,2000,house,112,,11957.0,
MO,2000,house,113,12224.0,,
MO,2000,house,114,5838.0,11680.0,-33.34855577120676
MO,2000,house,115,,12126.0,
MO,2000,house,116,7437.0,9178.0,-10.478483298224496
MO,2000,house,117,,12015.0,
MO,2000,house,118,,11035.0,
MO,2000,house,119,,13384.0,
MO,2000,house,120,6404.0,8327.0,-13.05410359106646
MO,2000,house,121,5863.0,4653.0,11.506276150627615
MO,2000,house,122,11479.0,,
MO,2000,house,123,,13378.0,
MO,2000,house,124,8109.0,9335.0,-7.028204540243063
MO,2000,house,125,6522.0,8006.0,-10.214757709251101
MO,2000,house,126,,11358.0,
MO,2000,house,127,4372.0,9058.0,-34.89203276247208
MO,2000,house,128,,10883.0,
MO,2000,house,129,4013.0,9018.0,-38.408410712915355
MO,2000,house,130,3405.0,9384.0,-46.75111423879897
MO,2000,house,131,,10155.0,
MO,2000,house,132,,10686.0,
MO,2000,house,133,,11851.0,
MO,2000,house,134,5905.0,13558.0,-39.3207624723835
MO,2000,house,135,6415.0,15329.0,-40.99521707137601
MO,2000,house,136,7114.0,7950.0,-5.549654806160382
MO,2000,house,137,3654.0,4821.0,-13.769911504424778
MO,2000,house,138,6849.0,4621.0,19.42458587619878
MO,2000,house,139,6640.0,9238.0,-16.362262249653607
MO,2000,house,140,4781.0,10753.0,-38.44470194412257
MO,2000,house,141,,14622.0,
MO,2000,house,142,13199.0,8621.0,20.980751604032996
MO,2000,house,143,,14225.0,
MO,2000,house,144,,11089.0,
MO,2000,house,145,4049.0,10350.0,-43.75998333217584
MO,2000,house,146,3733.0,11038.0,-49.455013201543565
MO,2000,house,147,8109.0,,
MO,2000,house,148,6625.0,3375.0,32.5
MO,2000,house,149,6744.0,7134.0,-2.8102031993082575
MO,2000,house,150,7149.0,6804.0,2.4725865405289187
MO,2000,house,151,3540.0,10397.0,-49.19997129941881
MO,2000,house,152,9746.0,,
MO,2000,house,153,10350.0,,
MO,2000,house,154,,8157.0,
MO,2000,house,155,5448.0,8221.0,-20.28678030580145
MO,2000,house,156,6119.0,8281.0,-15.01388888888889
MO,2000,house,157,,13811.0,
MO,2000,house,158,5128.0,7073.0,-15.941316285550364
MO,2000,house,159,6120.0,7548.0,-10.447761194029852
MO,2000,house,160,4955.0,7481.0,-20.311997426825346
MO,2000,house,161,4594.0,6184.0,-14.752273149007237
MO,2000,house,162,7574.0,,
MO,2000,house,163,7746.0,,
MO,2000,senate,1,28588.0,49828.0,-27.086308916547644
MO,2000,senate,3,36728.0,17354.0,35.823379312895234
MO,2000,senate,5,32522.0,3296.0,81.59584566419119
MO,2000,senate,7,,54435.0,
MO,2000,senate,9,45855.0,,
MO,2000,senate,11,35519.0,,
MO,2000,senate,13,46129.0,,
MO,2000,senate,15,34045.0,49823.0,-18.812896456336148
MO,2000,senate,17,47870.0,29766.0,23.31907877788655
MO,2000,senate,19,41426.0,29152.0,17.390688316472556
MO,2000,senate,21,53593.0,,
MO,2000,senate,23,38642.0,45838.0,-8.517992424242424
MO,2000,senate,25,26107.0,29708.0,-6.451670697841082
MO,2000,senate,27,,49441.0,
MO,2000,senate,29,,67577.0,
MO,2000,senate,31,38697.0,35443.0,4.388993795521985
MO,2000,senate,33,24862.0,40668.0,-24.120250267053258
MO,2002,house,1,5632.0,7106.0,-11.57167530224525
MO,2002,house,2,3574.0,7388.0,-34.792920999817554
MO,2002,house,3,7276.0,5891.0,10.518721045036834
MO,2002,house,4,5617.0,6341.0,-6.054524167921057
MO,2002,house,5,5766.0,6046.0,-2.3704707077548255
MO,2002,house,6,6485.0,5462.0,8.562819117770152
MO,2002,house,7,,7948.0,
MO,2002,house,8,5104.0,7019.0,-15.796420028045864
MO,2002,house,9,7527.0,4949.0,20.66367425456877
MO,2002,house,10,5447.0,4951.0,4.7701481054048855
MO,2002,house,11,7297.0,4839.0,20.253790375741595
MO,2002,house,12,,9629.0,
MO,2002,house,13,4852.0,9310.0,-31.478604716847904
MO,2002,house,14,5072.0,7382.0,-18.54825758792356
MO,2002,house,15,6275.0,5517.0,6.4280868385345995
MO,2002,house,16,,9290.0,
MO,2002,house,17,5962.0,6027.0,-0.5421636500125114
MO,2002,house,18,,8706.0,
MO,2002,house,19,,8768.0,
MO,2002,house,20,3429.0,6869.0,-33.404544571761505
MO,2002,house,21,5316.0,6779.0,-12.095907399751963
MO,2002,house,22,5636.0,5694.0,-0.5119152691968226
MO,2002,house,23,8807.0,4591.0,31.467383191521122
MO,2002,house,24,7563.0,6470.0,7.788783581557757
MO,2002,house,25,4983.0,3882.0,12.419627749576987
MO,2002,house,26,9147.0,,
MO,2002,house,27,5432.0,3941.0,15.90739357729649
MO,2002,house,28,4396.0,7738.0,-27.542442722927312
MO,2002,house,29,7838.0,3773.0,35.009904400999055
MO,2002,house,30,6298.0,6437.0,-1.0914801727522576
MO,2002,house,31,5756.0,3340.0,26.561125769569042
MO,2002,house,32,4730.0,7255.0,-21.068001668752608
MO,2002,house,33,7177.0,5001.0,17.868287075053374
MO,2002,house,34,5109.0,5959.0,-7.679797614745212
MO,2002,house,35,5734.0,7058.0,-10.350218886804253
MO,2002,house,36,8265.0,,
MO,2002,house,37,6030.0,,
MO,2002,house,38,5306.0,4785.0,5.163016549400456
MO,2002,house,39,8050.0,,
MO,2002,house,40,3448.0,,
MO,2002,house,41,5299.0,,
MO,2002,house,42,7536.0,,
MO,2002,house,43,8191.0,,
MO,2002,house,44,8680.0,,
MO,2002,house,45,7869.0,3194.0,42.257977040585736
MO,2002,house,46,7023.0,4411.0,22.844149029211124
MO,2002,house,47,5384.0,6259.0,-7.515245211715194
MO,2002,house,48,6537.0,6120.0,3.2946195780990757
MO,2002,house,49,6941.0,5516.0,11.439351368708357
MO,2002,house,50,7177.0,1361.0,68.11899742328414
MO,2002,house,51,5128.0,2482.0,34.7700394218134
MO,2002,house,52,7075.0,6713.0,2.625471424427038
MO,2002,house,53,5927.0,3785.0,22.055189456342667
MO,2002,house,54,5238.0,7287.0,-16.35928143712575
MO,2002,house,55,4955.0,6068.0,-10.097069763222354
MO,2002,house,56,4876.0,8769.0,-28.530597288384023
MO,2002,house,57,8179.0,,
MO,2002,house,58,6774.0,880.0,77.0054873268879
MO,2002,house,59,5197.0,,
MO,2002,house,60,8827.0,,
MO,2002,house,61,8082.0,,
MO,2002,house,62,3516.0,7259.0,-34.73781902552204
MO,2002,house,63,6282.0,1369.0,64.21382825774408
MO,2002,house,64,7661.0,,
MO,2002,house,65,8575.0,4513.0,31.036063569682153
MO,2002,house,66,6426.0,4377.0,18.966953623993334
MO,2002,house,67,6441.0,,
MO,2002,house,68,3979.0,6147.0,-21.410231088287578
MO,2002,house,69,7326.0,,
MO,2002,house,70,8221.0,,
MO,2002,house,71,7871.0,,
MO,2002,house,72,10128.0,,
MO,2002,house,73,8702.0,4728.0,29.590469099032017
MO,2002,house,74,10366.0,,
MO,2002,house,75,7651.0,5114.0,19.874657265961613
MO,2002,house,76,6889.0,3873.0,28.02453075636499
MO,2002,house,77,6679.0,2709.0,42.28802726885385
MO,2002,house,78,6043.0,5976.0,0.5574507030534986
MO,2002,house,79,7160.0,5521.0,12.924848198091633
MO,2002,house,80,9141.0,,
MO,2002,house,81,9000.0,,
MO,2002,house,82,7799.0,7175.0,4.167223186857219
MO,2002,house,83,9764.0,,
MO,2002,house,84,3122.0,10918.0,-55.527065527065524
MO,2002,house,85,6591.0,7180.0,-4.277104059254956
MO,2002,house,86,4607.0,10990.0,-40.924536769891645
MO,2002,house,87,5732.0,11578.0,-33.772385904101675
MO,2002,house,88,4457.0,9674.0,-36.918830939070126
MO,2002,house,89,3537.0,9458.0,-45.56367833782224
MO,2002,house,90,4953.0,3668.0,14.90546340331748
MO,2002,house,91,6981.0,9463.0,-15.093651179761615
MO,2002,house,92,4934.0,9124.0,-29.805093185374876
MO,2002,house,93,5495.0,7922.0,-18.088991577848997
MO,2002,house,94,,12005.0,
MO,2002,house,95,7113.0,9286.0,-13.250807976096104
MO,2002,house,96,6504.0,4982.0,13.250914156364269
MO,2002,house,97,5760.0,8004.0,-16.303400174367916
MO,2002,house,98,5272.0,6141.0,-7.614124244282835
MO,2002,house,99,4160.0,8441.0,-33.973494167129594
MO,2002,house,100,7236.0,7083.0,1.0685103708359522
MO,2002,house,101,5686.0,4797.0,8.480396832967662
MO,2002,house,102,7581.0,,
MO,2002,house,103,7186.0,4186.0,26.38058389025677
MO,2002,house,104,8363.0,,
MO,2002,house,105,8047.0,,
MO,2002,house,106,3708.0,5643.0,-20.692974013474494
MO,2002,house,107,6528.0,2708.0,41.359896058899956
MO,2002,house,108,7655.0,,
MO,2002,house,109,5145.0,8442.0,-24.26584234930448
MO,2002,house,110,5974.0,4783.0,11.071860184066189
MO,2002,house,111,4134.0,6768.0,-24.160704457897634
MO,2002,house,112,5109.0,7365.0,-18.085618085618087
MO,2002,house,113,5844.0,6327.0,-3.9684495932955386
MO,2002,house,114,3662.0,10717.0,-49.06460810904792
MO,2002,house,115,2909.0,8671.0,-49.758203799654574
MO,2002,house,116,4838.0,8042.0,-24.875776397515526
MO,2002,house,117,2389.0,8776.0,-57.205553067622034
MO,2002,house,118,4046.0,6584.0,-23.8758231420508
MO,2002,house,119,4606.0,8382.0,-29.07299045272559
MO,2002,house,120,,9815.0,
MO,2002,house,121,3301.0,4984.0,-20.31382015691008
MO,2002,house,122,7319.0,4480.0,24.061361132299346
MO,2002,house,123,5528.0,6013.0,-4.202408803396586
MO,2002,house,124,4943.0,8165.0,-24.580408910588954
MO,2002,house,125,6023.0,6413.0,-3.136056609842393
MO,2002,house,126,3920.0,7904.0,-33.69418132611637
MO,2002,house,127,2620.0,7364.0,-47.51602564102564
MO,2002,house,128,,8019.0,
MO,2002,house,129,2385.0,6137.0,-44.027223656418684
MO,2002,house,130,,7583.0,
MO,2002,house,131,,7568.0,
MO,2002,house,132,3896.0,6720.0,-26.60135644310475
MO,2002,house,133,2860.0,7992.0,-47.290821968300776
MO,2002,house,134,3808.0,9156.0,-41.25269978401728
MO,2002,house,135,3944.0,11139.0,-47.70271166213618
MO,2002,house,136,,8739.0,
MO,2002,house,137,2408.0,4081.0,-25.782092772384036
MO,2002,house,138,5120.0,5237.0,-1.1296707540793667
MO,2002,house,139,4860.0,8018.0,-24.52244137288399
MO,2002,house,140,4322.0,7685.0,-28.008661614058465
MO,2002,house,141,4032.0,7895.0,-32.388697912299826
MO,2002,house,142,4578.0,7752.0,-25.742092457420924
MO,2002,house,143,,8660.0,
MO,2002,house,144,3223.0,8350.0,-44.30139116910049
MO,2002,house,145,3316.0,8399.0,-43.38881775501494
MO,2002,house,146,3219.0,8058.0,-42.91034849694068
MO,2002,house,147,7065.0,,
MO,2002,house,148,6297.0,,
MO,2002,house,149,4267.0,6731.0,-22.404073467903256
MO,2002,house,150,6092.0,4836.0,11.493411420204978
MO,2002,house,151,,8156.0,
MO,2002,house,152,6248.0,4650.0,14.663240961644338
MO,2002,house,153,4395.0,6979.0,-22.71848074556005
MO,2002,house,154,2267.0,5998.0,-45.14216575922565
MO,2002,house,155,4594.0,8868.0,-31.748625761402465
MO,2002,house,156,,8190.0,
MO,2002,house,157,3733.0,8035.0,-36.55676410605031
MO,2002,house,158,,8103.0,
MO,2002,house,159,,8933.0,
MO,2002,house,160,4910.0,5362.0,-4.400311526479751
MO,2002,house,161,3788.0,6223.0,-24.32324443112576
MO,2002,house,162,5498.0,,
MO,2002,house,163,4010.0,4206.0,-2.385589094449854
MO,2002,senate,2,24694.0,35523.0,-17.983293754255442
MO,2002,senate,4,41580.0,,
MO,2002,senate,6,24839.0,35244.0,-17.317710500474345
MO,2002,senate,8,23289.0,36393.0,-21.956368754398312
MO,2002,senate,10,38731.0,,
MO,2002,senate,12,,41721.0,
MO,2002,senate,14,39766.0,,
MO,2002,senate,16,14728.0,36288.0,-42.26125137211855
MO,2002,senate,18,23890.0,29853.0,-11.095398470498484
MO,2002,senate,20,27721.0,36586.0,-13.785435489138042
MO,2002,senate,22,28854.0,19254.0,19.955101022698926
MO,2002,senate,24,33799.0,30559.0,5.034339165294136
MO,2002,senate,26,17952.0,42057.0,-40.16897465380193
MO,2002,senate,28,18703.0,37543.0,-33.49571525086228
MO,2002,senate,30,24419.0,25915.0,-2.972146064290539
MO,2002,senate,32,,36993.0,
MO,2002,senate,34,22855.0,27334.0,-8.924266273486221
MO,2004,house,1,6640.0,9296.0,-16.666666666666668
MO,2004,house,2,5610.0,9872.0,-27.528743056452655
MO,2004,house,3,10573.0,5514.0,31.447752843911232
MO,2004,house,4,,13742.0,
MO,2004,house,5,7322.0,8887.0,-9.655129866123758
MO,2004,house,6,12935.0,,
MO,2004,house,7,4140.0,11233.0,-46.13933519807455
MO,2004,house,8,7809.0,8361.0,-3.4137291280148423
MO,2004,house,9,9654.0,7105.0,15.209738051196371
MO,2004,house,10,7398.0,7239.0,1.0862881738061079
MO,2004,house,11,10951.0,6036.0,28.933890622240536
MO,2004,house,12,,12756.0,
MO,2004,house,13,8770.0,15946.0,-29.033824243405082
MO,2004,house,14,,14432.0,
MO,2004,house,15,8427.0,8703.0,-1.6112084063047285
MO,2004,house,16,8311.0,9775.0,-8.094658852150834
MO,2004,house,17,8027.0,10510.0,-13.39483195770621
MO,2004,house,18,,10882.0,
MO,2004,house,19,8178.0,12340.0,-20.284628131396822
MO,2004,house,20,5901.0,9066.0,-21.14652234916817
MO,2004,house,21,6465.0,9934.0,-21.15372888590768
MO,2004,house,22,6817.0,8071.0,-8.422890918860828
MO,2004,house,23,13955.0,5649.0,42.36890430524383
MO,2004,house,24,9343.0,11734.0,-11.34411918204678
MO,2004,house,25,10811.0,5529.0,32.325581395348834
MO,2004,house,26,9622.0,5330.0,28.705189941144997
MO,2004,house,27,10594.0,,
MO,2004,house,28,,13682.0,
MO,2004,house,29,9192.0,7206.0,12.111233077204536
MO,2004,house,30,9584.0,10236.0,-3.289606458123108
MO,2004,house,31,9451.0,4338.0,37.08028138371166
MO,2004,house,32,9509.0,9733.0,-1.164120153830163
MO,2004,house,33,8491.0,9024.0,-3.043105909220668
MO,2004,house,34,7552.0,9774.0,-12.824656585478472
MO,2004,house,35,9464.0,12605.0,-14.232634011509356
MO,2004,house,36,7593.0,8049.0,-2.915228231683928
MO,2004,house,37,11025.0,,
MO,2004,house,38,8919.0,8348.0,3.3068859674523656
MO,2004,house,39,14346.0,,
MO,2004,house,40,6296.0,,
MO,2004,house,41,10078.0,,
MO,2004,house,42,12852.0,,
MO,2004,house,43,13653.0,,
MO,2004,house,44,14547.0,,
MO,2004,house,45,11705.0,4560.0,43.92868121733784
MO,2004,house,46,11498.0,6683.0,26.483691766129475
MO,2004,house,47,,16011.0,
MO,2004,house,48,8787.0,9851.0,-5.708767035089602
MO,2004,house,49,12902.0,,
MO,2004,house,50,12526.0,,
MO,2004,house,51,8411.0,3853.0,37.16568819308545
MO,2004,house,52,10301.0,9627.0,3.382175832998796
MO,2004,house,53,9879.0,,
MO,2004,house,54,,15995.0,
MO,2004,house,55,6789.0,11583.0,-26.094056172436318
MO,2004,house,56,,17293.0,
MO,2004,house,57,12973.0,,
MO,2004,house,58,11945.0,,
MO,2004,house,59,9035.0,,
MO,2004,house,60,13486.0,,
MO,2004,house,61,13190.0,,
MO,2004,house,62,5661.0,11594.0,-34.38423645320197
MO,2004,house,63,11001.0,1916.0,70.33366880854688
MO,2004,house,64,11738.0,2878.0,60.61850027367269
MO,2004,house,65,11630.0,5215.0,38.082517067379044
MO,2004,house,66,9959.0,4690.0,35.96832548296812
MO,2004,house,67,10299.0,,
MO,2004,house,68,,11271.0,
MO,2004,house,69,12511.0,,
MO,2004,house,70,13808.0,,
MO,2004,house,71,13382.0,,
MO,2004,house,72,15497.0,,
MO,2004,house,73,13102.0,5948.0,37.55380577427822
MO,2004,house,74,15401.0,,
MO,2004,house,75,12522.0,,
MO,2004,house,76,9972.0,5292.0,30.660377358490567
MO,2004,house,77,11359.0,,
MO,2004,house,78,10938.0,4793.0,39.06299663085627
MO,2004,house,79,10325.0,7159.0,18.10798444291924
MO,2004,house,80,14418.0,,
MO,2004,house,81,14438.0,,
MO,2004,house,82,11207.0,8358.0,14.561717352415027
MO,2004,house,83,13631.0,,
MO,2004,house,84,,16743.0,
MO,2004,house,85,8767.0,9047.0,-1.5717974626698104
MO,2004,house,86,,15884.0,
MO,2004,house,87,8131.0,13020.0,-23.114746347690417
MO,2004,house,88,,14777.0,
MO,2004,house,89,,15380.0,
MO,2004,house,90,7743.0,6650.0,7.593969290627388
MO,2004,house,91,,14379.0,
MO,2004,house,92,,14177.0,
MO,2004,house,93,7549.0,11187.0,-19.41716481639624
MO,2004,house,94,9567.0,11206.0,-7.890049583594089
MO,2004,house,95,,16048.0,
MO,2004,house,96,9168.0,5795.0,22.542270934972933
MO,2004,house,97,7623.0,11143.0,-18.757327080890974
MO,2004,house,98,5924.0,9816.0,-24.726810673443456
MO,2004,house,99,,14277.0,
MO,2004,house,100,11051.0,8389.0,13.693415637860083
MO,2004,house,101,8868.0,6920.0,12.33848492525969
MO,2004,house,102,8178.0,7902.0,1.7164179104477613
MO,2004,house,103,9827.0,6504.0,20.347804788439166
MO,2004,house,104,10425.0,4546.0,39.26925389085565
MO,2004,house,105,11115.0,,
MO,2004,house,106,6562.0,7847.0,-8.918037337775
MO,2004,house,107,7354.0,6417.0,6.804153656234115
MO,2004,house,108,11052.0,,
MO,2004,house,109,,14968.0,
MO,2004,house,110,10073.0,4451.0,38.70834480859268
MO,2004,house,111,,11837.0,
MO,2004,house,112,4101.0,11937.0,-48.85895997007108
MO,2004,house,113,5005.0,10700.0,-36.262336835402735
MO,2004,house,114,5841.0,12521.0,-36.37947935954689
MO,2004,house,115,,13099.0,
MO,2004,house,116,,13930.0,
MO,2004,house,117,,12157.0,
MO,2004,house,118,,12453.0,
MO,2004,house,119,,13889.0,
MO,2004,house,120,4919.0,11952.0,-41.68691838065319
MO,2004,house,121,,10112.0,
MO,2004,house,122,7442.0,10029.0,-14.80739511189972
MO,2004,house,123,6693.0,11269.0,-25.47600489923171
MO,2004,house,124,6833.0,12027.0,-27.539766702014845
MO,2004,house,125,7300.0,8433.0,-7.201423758977945
MO,2004,house,126,4336.0,12133.0,-47.3434938369057
MO,2004,house,127,,12439.0,
MO,2004,house,128,,12146.0,
MO,2004,house,129,,10942.0,
MO,2004,house,130,4345.0,9787.0,-38.50834984432494
MO,2004,house,131,3724.0,9954.0,-45.54759467758444
MO,2004,house,132,,12687.0,
MO,2004,house,133,3197.0,11471.0,-56.408508317425685
MO,2004,house,134,5491.0,13911.0,-43.3975878775384
MO,2004,house,135,6887.0,13982.0,-33.99779577363554
MO,2004,house,136,,14113.0,
MO,2004,house,137,4810.0,5768.0,-9.056532425789374
MO,2004,house,138,8565.0,7528.0,6.44379543901075
MO,2004,house,139,5755.0,12434.0,-36.71999560173732
MO,2004,house,140,,12740.0,
MO,2004,house,141,4538.0,13596.0,-49.9503694717106
MO,2004,house,142,,15177.0,
MO,2004,house,143,4710.0,11094.0,-40.394836750189825
MO,2004,house,144,,13390.0,
MO,2004,house,145,,13956.0,
MO,2004,house,146,4016.0,11243.0,-47.362212464774885
MO,2004,house,147,4751.0,7216.0,-20.598312024734685
MO,2004,house,148,4144.0,7029.0,-25.821176049404816
MO,2004,house,149,6736.0,8583.0,-12.056922775638096
MO,2004,house,150,8532.0,5626.0,20.52549795168809
MO,2004,house,151,6113.0,8805.0,-18.04531438530634
MO,2004,house,152,9933.0,5228.0,31.033572983312446
MO,2004,house,153,5210.0,9444.0,-28.89313498021018
MO,2004,house,154,,11292.0,
MO,2004,house,155,5638.0,12622.0,-38.24753559693319
MO,2004,house,156,5383.0,10031.0,-30.154405086285195
MO,2004,house,157,,14880.0,
MO,2004,house,158,,11809.0,
MO,2004,house,159,6978.0,8518.0,-9.938048528652555
MO,2004,house,160,4811.0,10679.0,-37.88250484183344
MO,2004,house,161,4603.0,9298.0,-33.774548593626356
MO,2004,house,162,7919.0,3706.0,36.240860215053765
MO,2004,house,163,5497.0,6930.0,-11.5313430433733
MO,2004,senate,1,43195.0,42705.0,0.570430733410943
MO,2004,senate,3,33348.0,34767.0,-2.0832415767452104
MO,2004,senate,5,47561.0,,
MO,2004,senate,7,35033.0,54252.0,-21.52545220361763
MO,2004,senate,9,56781.0,,
MO,2004,senate,11,47517.0,27257.0,27.094979538342205
MO,2004,senate,13,62808.0,14734.0,61.99736916767687
MO,2004,senate,15,43647.0,48876.0,-5.6515677182970725
MO,2004,senate,17,39443.0,44179.0,-5.663581354189089
MO,2004,senate,19,43955.0,39691.0,5.097673528919494
MO,2004,senate,21,35438.0,38454.0,-4.081632653061225
MO,2004,senate,23,33492.0,46180.0,-15.925293704187167
MO,2004,senate,25,28131.0,37575.0,-14.373116610355218
MO,2004,senate,27,23446.0,48417.0,-34.748062285181526
MO,2004,senate,29,22629.0,51209.0,-38.70635716026978
MO,2004,senate,31,28565.0,50328.0,-27.585463856108905
MO,2004,senate,33,26868.0,49396.0,-29.53949438791566
MO,2006,house,1,5847.0,6959.0,-8.683429642355145
MO,2006,house,2,5825.0,5674.0,1.3131576658839899
