model_run_id,candidate_effect_id,candidate_war,component_id,component_candidates,component_races,quality_identification,candidate_war_se,intrinsic_war,intrinsic_war_se,appearances,first_cycle,last_cycle,states,parties,identity_status,canonical_name,candidate_war_low,candidate_war_high,war_reliability,war_status,selected_penalty
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-ADLINE-C-CLARKE,-1.7812290201189023,COMP-00001,2,1,pair_differential_only,4.576800691394028,-2.7812290201189023,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Adline C. Clarke,-10.751758375251196,7.189300335013392,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-STEPHEN-MCNAIR,1.7812290201189023,COMP-00001,2,1,pair_differential_only,4.576800691394028,2.7812290201189023,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Stephen McNair,-7.189300335013392,10.751758375251196,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-ALLI-SUMMERFORD,2.7648204394659985,COMP-00002,2,1,pair_differential_only,4.576800691394028,3.7648204394659985,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Alli Summerford,-6.205708915666296,11.735349794598292,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-JIM-CARNS,-2.7648204394659985,COMP-00002,2,1,pair_differential_only,4.576800691394028,-3.7648204394659985,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Jim Carns,-11.735349794598292,6.205708915666296,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-AMBER-SELMAN-LYNN,0.38693219732614753,COMP-00003,2,1,pair_differential_only,4.576800691394028,1.3869321973261475,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Amber Selman-Lynn,-8.583597157806146,9.357461552458442,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-HARRY-SHIVER,-0.38693219732614753,COMP-00003,2,1,pair_differential_only,4.576800691394028,-1.3869321973261475,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Harry Shiver,-9.357461552458442,8.583597157806146,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-AMY-WASYLUKA,-1.5883621928722358,COMP-00004,2,1,pair_differential_only,4.576800691394028,-1.5883621928722358,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Amy Wasyluka,-10.55889154800453,7.382167162260059,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-TOM-BUTLER,1.5883621928722358,COMP-00004,2,1,pair_differential_only,4.576800691394028,1.5883621928722358,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Tom Butler,-7.382167162260059,10.55889154800453,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-ARLENE-CUNNINGHAM-EASLEY,-1.201126307250534,COMP-00005,2,1,pair_differential_only,4.576800691394028,-0.2011263072505341,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Arlene Cunningham Easley,-10.171655662382829,7.76940304788176,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-MARGIE-WILCOX,1.201126307250534,COMP-00005,2,1,pair_differential_only,4.576800691394028,0.2011263072505341,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Margie Wilcox,-7.76940304788176,10.171655662382829,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-BARBARA-BIGSBY-BOYD,2.3254028102642175,COMP-00006,2,1,pair_differential_only,4.576800691394028,1.3254028102642175,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Barbara Bigsby Boyd,-6.645126544868077,11.295932165396511,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-JAMES-ALLEN-LLOYD,-2.3254028102642175,COMP-00006,2,1,pair_differential_only,4.576800691394028,-1.3254028102642175,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,James Allen Lloyd,-11.295932165396511,6.645126544868077,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-BILL-JONES,-0.874863193801745,COMP-00007,2,1,pair_differential_only,4.576800691394028,-0.874863193801745,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Bill Jones,-9.84539254893404,8.095666161330549,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-WES-KITCHENS,0.874863193801745,COMP-00007,2,1,pair_differential_only,4.576800691394028,0.874863193801745,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Wes Kitchens,-8.095666161330549,9.84539254893404,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-BILLY-JACKSON,-0.3843098766726657,COMP-00008,2,1,pair_differential_only,4.576800691394028,0.6156901233273342,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Billy Jackson,-9.35483923180496,8.586219478459629,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-TERRI-COLLINS,0.3843098766726657,COMP-00008,2,1,pair_differential_only,4.576800691394028,-0.6156901233273342,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Terri Collins,-8.586219478459629,9.35483923180496,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-BRIAN-D-WILLIAMS,-1.7620253997498367,COMP-00009,2,1,pair_differential_only,4.576800691394028,-0.7620253997498369,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Brian D Williams,-10.73255475488213,7.208503955382458,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-DANNY-F-CRAWFORD,1.7620253997498367,COMP-00009,2,1,pair_differential_only,4.576800691394028,0.7620253997498369,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Danny F. Crawford,-7.208503955382458,10.73255475488213,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-BRIAN-MCGEE,-1.061403284729748,COMP-00010,2,1,pair_differential_only,4.576800691394028,-1.061403284729748,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Brian McGee,-10.031932639862042,7.909126070402547,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-DEBBIE-HAMBY-WOOD,1.061403284729748,COMP-00010,2,1,pair_differential_only,4.576800691394028,1.061403284729748,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Debbie Hamby Wood,-7.909126070402547,10.031932639862042,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-ARNOLD-G-MOONEY,0.08534551337086427,COMP-00011,2,1,pair_differential_only,4.576800691394028,-0.9146544866291357,4.424646585709248,1,2018,2018,AL,R,state_scoped_normalized_full_name,Arnold G. Mooney II,-8.88518384176143,9.055874868503158,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-CARIN-MAYO,-0.08534551337086427,COMP-00011,2,1,pair_differential_only,4.576800691394028,0.9146544866291357,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Carin Mayo,-9.055874868503158,8.88518384176143,0.5,uncertain,1.0
WAR-POST2016-3E87657081BBBCB16754,AL-NAME-CARL-CARTER,-1.5613765509522608,COMP-00012,2,1,pair_differential_only,4.576800691394028,-0.5613765509522608,4.424646585709248,1,2018,2018,AL,D,state_scoped_normalized_full_name,Carl Carter,-10.531905906084555,7.409152804180033,0.5,uncertain,1.0
