model_run_id,penalty,evaluation_cycle,scope,races,cycles,mae,zero_baseline_mae,rmse,bias
WAR-POST2016-3E87657081BBBCB16754,3.0,2019,all,142,1,16.263784022407012,16.263784022407012,21.300712279987398,-2.0015288331270428e-16
WAR-POST2016-3E87657081BBBCB16754,3.0,2020,all,870,1,4.967452539724131,5.148646448058986,7.416556219337064,0.005982575674257805
WAR-POST2016-3E87657081BBBCB16754,3.0,2020,seen_candidate,426,1,4.838506925827914,5.208550823131491,7.481206727958481,-0.39619491087577424
WAR-POST2016-3E87657081BBBCB16754,3.0,2022,all,761,1,3.22499174588572,3.3780106038472257,5.080760236937307,-0.01559686626300519
WAR-POST2016-3E87657081BBBCB16754,3.0,2022,seen_candidate,346,1,3.2308817925904765,3.5674348298988736,4.76631597215397,-0.044515744164427634
WAR-POST2016-3E87657081BBBCB16754,3.0,2023,all,90,1,18.31398898453758,19.087316007635927,23.6161801051685,0.08314017585349237
WAR-POST2016-3E87657081BBBCB16754,3.0,2023,seen_candidate,28,1,18.233331339925236,20.719025342741354,23.11003904032674,-12.307869459063598
WAR-POST2016-3E87657081BBBCB16754,3.0,2024,all,770,1,3.676761910470719,4.0302754277718575,5.2465789853723415,0.022158895882749326
WAR-POST2016-3E87657081BBBCB16754,3.0,2024,seen_candidate,439,1,3.5836924928327867,4.203750370559158,4.924418597948661,-0.13275402067180178
WAR-POST2016-3E87657081BBBCB16754,10.0,all,all,2633,5,5.244917388176542,5.385725913631757,8.946193443663958,0.0023036451225167814
WAR-POST2016-3E87657081BBBCB16754,10.0,all,seen_candidate,1239,4,4.44552492053888,4.744757242995362,7.227152259920643,-0.48337040605494375
WAR-POST2016-3E87657081BBBCB16754,10.0,2019,all,142,1,16.263784022407012,16.263784022407012,21.300712279987398,-2.0015288331270428e-16
WAR-POST2016-3E87657081BBBCB16754,10.0,2020,all,870,1,5.034122229947106,5.148646448058986,7.559057400125728,0.0024927398642740177
WAR-POST2016-3E87657081BBBCB16754,10.0,2020,seen_candidate,426,1,4.974663335438214,5.208550823131491,7.767027112683348,-0.4033220403468678
WAR-POST2016-3E87657081BBBCB16754,10.0,2022,all,761,1,3.2665431505307394,3.3780106038472257,5.14427180557648,-0.004937411600569722
WAR-POST2016-3E87657081BBBCB16754,10.0,2022,seen_candidate,346,1,3.322270864656546,3.5674348298988736,4.9138670901701875,-0.021071105441556593
WAR-POST2016-3E87657081BBBCB16754,10.0,2023,all,90,1,18.73227446651203,19.087316007635927,24.170773534761196,0.0346417399389547
WAR-POST2016-3E87657081BBBCB16754,10.0,2023,seen_candidate,28,1,19.57782038912884,20.719025342741354,24.884934534686668,-12.463757288788896
WAR-POST2016-3E87657081BBBCB16754,10.0,2024,all,770,1,3.829843860120884,4.0302754277718575,5.567983406529657,0.005891464362592046
WAR-POST2016-3E87657081BBBCB16754,10.0,2024,seen_candidate,439,1,3.8521961402829628,4.203750370559158,5.508764716745115,-0.16128687322424162
WAR-POST2016-3E87657081BBBCB16754,30.0,all,all,2633,5,5.3214547435633985,5.385725913631757,9.070403040601256,-0.00044811653630853673
WAR-POST2016-3E87657081BBBCB16754,30.0,all,seen_candidate,1239,4,4.60817452242233,4.744757242995362,7.54899683446047,-0.48921817719916266
WAR-POST2016-3E87657081BBBCB16754,30.0,2019,all,142,1,16.263784022407012,16.263784022407012,21.300712279987398,-2.0015288331270428e-16
WAR-POST2016-3E87657081BBBCB16754,30.0,2020,all,870,1,5.0948478575661635,5.148646448058986,7.687522177436264,0.0009347774491026871
WAR-POST2016-3E87657081BBBCB16754,30.0,2020,seen_candidate,426,1,5.098680462265868,5.208550823131491,8.020396926785201,-0.40650379457503455
WAR-POST2016-3E87657081BBBCB16754,30.0,2022,all,761,1,3.3213956540132785,3.3780106038472257,5.262230072868479,-0.0015005608811190477
WAR-POST2016-3E87657081BBBCB16754,30.0,2022,seen_candidate,346,1,3.442914665668721,3.5674348298988736,5.181308007596696,-0.013512020477678088
WAR-POST2016-3E87657081BBBCB16754,30.0,2023,all,90,1,18.953169705035016,19.087316007635927,24.438693123678902,0.012990652477107803
WAR-POST2016-3E87657081BBBCB16754,30.0,2023,seen_candidate,28,1,20.28784079866701,20.719025342741354,25.712273069694735,-12.533350069916262
WAR-POST2016-3E87657081BBBCB16754,30.0,2024,all,770,1,3.9429194888062513,4.0302754277718575,5.805708157393873,-0.002623868978218158
WAR-POST2016-3E87657081BBBCB16754,30.0,2024,seen_candidate,439,1,4.050529247544314,4.203750370559158,5.923591053647639,-0.1762226515213348
WAR-POST2016-3E87657081BBBCB16754,100.0,all,all,2633,5,5.36345386396585,5.385725913631757,9.133189465955065,-0.0017926750439146697
WAR-POST2016-3E87657081BBBCB16754,100.0,all,seen_candidate,1239,4,4.697426890476932,4.744757242995362,7.7081912814997215,-0.4920754996773926
WAR-POST2016-3E87657081BBBCB16754,100.0,2019,all,142,1,16.263784022407012,16.263784022407012,21.300712279987398,-2.0015288331270428e-16
WAR-POST2016-3E87657081BBBCB16754,100.0,2020,all,870,1,5.1303551003857075,5.148646448058986,7.751450534884826,0.0002932635134439204
WAR-POST2016-3E87657081BBBCB16754,100.0,2020,seen_candidate,426,1,5.171195253939585,5.208550823131491,8.1450872874943,-0.4078139286689857
WAR-POST2016-3E87657081BBBCB16754,100.0,2022,all,761,1,3.3562473606340713,3.3780106038472257,5.330032969565354,-0.0004174492058490637
WAR-POST2016-3E87657081BBBCB16754,100.0,2022,seen_candidate,346,1,3.519568274739308,3.5674348298988736,5.331561402645282,-0.011129800868196914
WAR-POST2016-3E87657081BBBCB16754,100.0,2023,all,90,1,19.045230893094466,19.087316007635927,24.552518846554527,0.004075498816347276
WAR-POST2016-3E87657081BBBCB16754,100.0,2023,seen_candidate,28,1,20.583751760286653,20.719025342741354,26.05849808605851,-12.562005920968701
WAR-POST2016-3E87657081BBBCB16754,100.0,2024,all,770,1,4.001211342186611,4.0302754277718575,5.927710260364422,-0.006525154149537346
WAR-POST2016-3E87657081BBBCB16754,100.0,2024,seen_candidate,439,1,4.152772361673873,4.203750370559158,6.131864759296173,-0.1830654523913024
