year,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner,votesmart_candidate_id,match_method,pct_dimensions_scored,pct_policies_scored,pct_response_items_scored,abortion_position,criminal_justice_position,economic_ideology,education_position,environment_position,government_reform_position,guns_position,healthcare_position,labor_position,social_ideology,immigration_position,pct_available,pct_composite_ideology,cycle_x,raw_overperformance,legislative_dem_margin,core_index_margin,war_eligible,candidate_margin_overperformance,ideology_v3_issue_count,ideology_v3_scored_issue_count,ideology_v3_evidence_records,ideology_v3_source_type_count,ideology_v3_max_conflict_ratio,ideology_v3_environment_resources,ideology_v3_institutional_reform,ideology_v3_labor_capital,ideology_v3_market_government_direction,ideology_v3_material_support,ideology_v3_order_justice,ideology_v3_social_liberty_equality,ideology_v3_available,ideology_v3_scored_family_count,ideology_v3_model_eligible,cycle_y,contest_status,expected_cmo_total_oof,candidate_cmo_total_oof,next_year,next_incumbent,next_winner,next_raw_overperformance,next_contest_status,next_candidate_cmo_total_oof,next_expected_cmo_total_oof,next_chamber,next_district,consecutive_next_cycle,next_unopposed,next_contested,raw_change,residual_cmo_change
2006,house,29,D,5271.0,"JOHN G. ""JACK"" PAGE, III",alabama_sos,ALPERSON-JOHN-G-JACK-PAGE-III,AL-2006-house-29-D-JOHN-G-JACK-PAGE-III,0,1,5693.0,same_race_party,,,,,,,,,,,,,,,False,,2006,16.997928680657594,19.456090651558075,2.4581619709004805,True,16.997928680657594,2.0,1.0,3.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,30.38609836868879,-13.388169688031194,2010.0,1.0,0.0,11.27827732535106,contested_two_party,-11.003529683819105,22.28180700917017,house,29.0,True,False,True,-5.719651355306533,2.3846400042120894
2006,house,7,D,8470.0,"JOHN ""JODY"" LETSON",alabama_sos,ALPERSON-JOHN-JODY-LETSON,AL-2006-house-7-D-JOHN-JODY-LETSON,0,1,15202.0,same_race_party,9.0,57.0,58.0,1.0,0.55,0.075,-0.2,0.0,,-1.0,-0.3333333333333333,-1.0,0.0,,True,-0.1009259259259259,2006,30.28778088904165,35.85692517443259,5.56914428539094,True,30.28778088904165,20.0,15.0,53.0,2.0,0.825,,,,,0.5,,0.1428571428571428,True,2,True,2006,contested_two_party,31.456849144919424,-1.1690682558777752,2010.0,1.0,0.0,13.316318093088674,contested_two_party,-9.394364431865862,22.71068252495453,house,7.0,True,False,True,-16.971462795952974,-8.225296175988086
2006,house,80,D,1436.0,LESLEY VANCE,alabama_sos,ALPERSON-LESLEY-VANCE,AL-2006-house-80-D-LESLEY-VANCE,0,1,5718.0,same_race_party,,,,,,,,,,,,,,,False,,2006,27.69539638687727,1.340860973888497,-26.35453541298877,True,27.69539638687727,12.0,11.0,44.0,2.0,0.65,,,,,,,-1.0,True,1,False,2006,contested_two_party,33.39364242181026,-5.698246034932993,2010.0,1.0,1.0,13.913823001579916,contested_two_party,-9.766865798151384,23.6806887997313,house,80.0,True,False,True,-13.781573385297355,-4.068619763218392
2006,senate,20,D,21661.0,LINDA COLEMAN,alabama_sos,ALPERSON-LINDA-COLEMAN,AL-2006-senate-20-D-LINDA-COLEMAN,0,1,27684.0,same_race_party,,,,,,,,,,,,,,,False,,2006,13.184993621059265,59.29548463009266,46.1104910090334,True,13.184993621059265,1.0,1.0,1.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,3.010123670749921,10.174869950309343,2010.0,1.0,1.0,90.25850166915028,unopposed_democrat,,,senate,20.0,True,True,False,77.07350804809101,
2006,house,17,D,8168.0,MIKE MILLICAN,alabama_sos,ALPERSON-MIKE-MILLICAN,AL-2006-house-17-D-MIKE-MILLICAN,0,1,,,,,,,,,,,,,,,,,False,,2006,36.173895426736166,28.12549019607843,-8.048405230657735,True,36.173895426736166,2.0,2.0,3.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,35.16181197839525,1.012083448340917,2010.0,1.0,1.0,137.56222477366788,unopposed_democrat,,,house,17.0,True,True,False,101.38832934693171,
2010,house,98,D,6767.0,"NAPOLEON BRACY, JR.",alabama_sos,ALPERSON-NAPOLEON-BRACY-JR,AL-2010-house-98-D-NAPOLEON-BRACY-JR,0,1,121495.0,same_race_party,,,,,,,,,,,,,,,False,,2010,22.63433857287517,35.48903794173591,12.854699368860745,True,22.63433857287517,,,,,,,,,,,,,False,0,False,2010,contested_two_party,8.14142221106371,14.49291636181146,2014.0,1.0,1.0,42.31014175136587,contested_two_party,11.207137809347271,31.1030039420186,house,98.0,True,False,True,19.6758031784907,-3.2857785524641887
2006,house,58,D,7178.0,OLIVER ROBINSON,alabama_sos,ALPERSON-OLIVER-ROBINSON,AL-2006-house-58-D-OLIVER-ROBINSON,0,1,16003.0,same_race_party,,,,,,,,,,,,,,,False,,2006,10.021921728134489,53.80329976430255,43.781378036168064,True,10.021921728134489,11.0,10.0,40.0,2.0,0.65,,,,,,,-1.0,True,1,False,2006,contested_two_party,24.484745053198047,-14.462823325063558,2010.0,1.0,1.0,90.92493090999972,unopposed_democrat,,,house,58.0,True,True,False,80.90300918186523,
2006,senate,21,D,22017.0,PHIL POOLE,alabama_sos,ALPERSON-PHIL-POOLE,AL-2006-senate-21-D-PHIL-POOLE,0,1,5613.0,same_race_party,,,,,,,,,,,,,,,False,,2006,50.9780649067346,38.85595358224016,-12.12211132449444,True,50.9780649067346,7.0,5.0,19.0,2.0,1.0,,,,,,,0.6,True,1,False,2006,contested_two_party,32.64091919279237,18.337145713942235,2010.0,1.0,0.0,14.61761074308892,contested_two_party,-5.983458110587138,20.601068853676058,senate,21.0,True,False,True,-36.360454163645684,-24.32060382452937
2006,house,21,D,6063.0,RANDY HINSHAW,alabama_sos,ALPERSON-RANDY-HINSHAW,AL-2006-house-21-D-RANDY-HINSHAW,0,1,5661.0,same_race_party,,,,,,,,,,,,,,,False,,2006,37.38779286742569,22.18863361547763,-15.19915925194806,True,37.38779286742569,12.0,10.0,39.0,2.0,0.65,,,,,,,-1.0,True,1,False,2006,contested_two_party,29.08494871427885,8.30284415314684,2010.0,1.0,0.0,20.07859927037868,contested_two_party,-0.9944365238007932,21.073035794179475,house,21.0,True,False,True,-17.309193597047006,-9.297280676947633
2006,house,37,D,7752.0,RICHARD LAIRD,alabama_sos,ALPERSON-RICHARD-LAIRD,AL-2006-house-37-D-RICHARD-LAIRD,0,1,5673.0,same_race_party,,,,,,,,,,,,,,,False,,2006,49.85053568742521,37.66648907831646,-12.184046609108744,True,49.85053568742521,2.0,1.0,3.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,17.847339515926798,32.00319617149841,2010.0,1.0,1.0,28.12814818576083,contested_two_party,6.141529375633553,21.986618810127275,house,37.0,True,False,True,-21.72238750166438,-25.861666795864856
2006,senate,18,D,21212.0,RODGER M. SMITHERMAN,alabama_sos,ALPERSON-RODGER-M-SMITHERMAN,AL-2006-senate-18-D-RODGER-M-SMITHERMAN,0,1,5617.0,same_race_party,,,,,,,,,,,,,,,False,,2006,12.962451328141114,61.46146527117031,48.4990139430292,True,12.962451328141114,3.0,3.0,3.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,15.952093013756132,-2.989641685615018,2010.0,1.0,1.0,81.49892664539018,unopposed_democrat,,,senate,18.0,True,True,False,68.53647531724907,
2006,house,35,D,7572.0,STEVE HURST,alabama_sos,ALPERSON-STEVE-HURST,AL-2006-house-35-D-STEVE-HURST,0,1,15975.0,same_race_party,,,,,,,,,,,,,,,False,,2006,62.696053369372535,41.03184950642578,-21.66420386294676,True,62.696053369372535,13.0,11.0,43.0,2.0,0.65,,,,,,,-1.0,True,1,False,2006,contested_two_party,34.7812029498884,27.91485041948414,2010.0,1.0,1.0,22.399116110774617,contested_two_party,0.8400559032718284,21.55906020750279,house,35.0,True,False,True,-40.29693725859792,-27.07479451621231
2006,senate,27,D,16012.0,T. D. (TED) LITTLE,alabama_sos,ALPERSON-T-D-TED-LITTLE,AL-2006-senate-27-D-T-D-TED-LITTLE,0,1,5608.0,same_race_party,7.0,52.0,53.0,0.0,0.5555555555555556,0.2105263157894736,-0.25,-0.1666666666666666,,,-0.375,,0.2,,True,0.0249164578111946,2006,40.81119973151618,20.699532639831148,-20.11166709168504,True,40.81119973151618,17.0,15.0,50.0,2.0,1.0,,,,,0.5,,0.1111111111111111,True,2,True,2006,contested_two_party,30.224949786540897,10.586249944975286,2010.0,1.0,0.0,2.48903474914416,contested_two_party,-17.706094332884753,20.19512908202892,senate,27.0,True,False,True,-38.32216498237202,-28.29234427786004
2006,house,91,D,6787.0,TERRY SPICER,alabama_sos,ALPERSON-TERRY-SPICER,AL-2006-house-91-D-TERRY-SPICER,0,1,15991.0,same_race_party,,,,,,,,,,,,,,,False,,2006,40.61251472824456,2.8645043952712945,-37.74801033297326,True,40.61251472824456,12.0,11.0,38.0,2.0,0.65,,,,,,,-1.0,True,1,False,2006,contested_two_party,34.40386535004708,6.208649378197485,2010.0,1.0,0.0,-0.1725474955067234,contested_two_party,-20.790465565783272,20.61791807027655,house,91.0,True,False,True,-40.78506222375128,-26.999114943980757
2006,senate,2,D,13231.0,TOM BUTLER,alabama_sos,ALPERSON-TOM-BUTLER,AL-2006-senate-2-D-TOM-BUTLER,0,1,5594.0,same_race_party,,,,,,,,,,,,,,,False,,2006,47.16340237151266,17.026357686184326,-30.13704468532833,True,47.16340237151266,8.0,7.0,27.0,2.0,1.0,,,,,,,0.3675213675213675,True,1,False,2006,contested_two_party,26.53746336232564,20.62593900918702,2010.0,1.0,0.0,14.024709119676109,contested_two_party,-4.411698198951948,18.436407318628056,senate,2.0,True,False,True,-33.13869325183655,-25.037637208138968
2006,house,13,D,7298.0,TOMMY SHERER,alabama_sos,ALPERSON-TOMMY-SHERER,AL-2006-house-13-D-TOMMY-SHERER,0,1,27480.0,same_race_party,9.0,55.0,57.0,1.0,0.5555555555555556,0.1578947368421052,-0.4375,0.0,,-1.0,-0.3333333333333333,-1.0,0.1428571428571428,,True,-0.1016139886753922,2006,43.33443619057589,39.00952380952381,-4.324912381052083,True,43.33443619057589,19.0,15.0,52.0,2.0,0.75,,,,,0.5833333333333334,,-0.4,True,2,True,2006,contested_two_party,37.7216760160936,5.612760174482297,2010.0,1.0,0.0,3.022208176084799,contested_two_party,-18.373339683189663,21.395547859274465,house,13.0,True,False,True,-40.3122280144911,-23.98609985767196
2006,senate,33,D,19029.0,VIVIAN DAVIS FIGURES,alabama_sos,ALPERSON-VIVIAN-DAVIS-FIGURES,AL-2006-senate-33-D-VIVIAN-DAVIS-FIGURES,0,1,15216.0,same_race_party,,,,,,,,,,,,,,,False,,2006,9.8043163550345,42.95158321751869,33.14726686248419,True,9.8043163550345,2.0,2.0,2.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,22.95345963517613,-13.149143280141631,2010.0,1.0,1.0,33.76688937104305,contested_two_party,11.75474863210377,22.01214073893928,senate,33.0,True,False,True,23.962573016008548,24.9038919122454
2006,senate,30,D,18907.0,"""WALKING"" WENDELL MITCHELL",alabama_sos,ALPERSON-WALKING-WENDELL-MITCHELL,AL-2006-senate-30-D-WALKING-WENDELL-MITCHELL,0,1,5610.0,same_race_party,,,,,,,,,,,,,,,False,,2006,46.18393229442541,20.969960651332418,-25.213971643092982,True,46.18393229442541,4.0,3.0,4.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,34.95903665744816,11.224895636977251,2010.0,1.0,0.0,1.7752428818012935,contested_two_party,-19.01297429009989,20.788217171901188,senate,30.0,True,False,True,-44.40868941262412,-30.237869927077142
2006,senate,4,D,23389.0,ZEB LITTLE,alabama_sos,ALPERSON-ZEB-LITTLE,AL-2006-senate-4-D-ZEB-LITTLE,0,1,15938.0,same_race_party,,,,,,,,,,,,,,,False,,2006,33.583178365744075,19.82990496195917,-13.753273403784906,True,33.583178365744075,3.0,2.0,4.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,32.12643161525418,1.4567467504898983,2010.0,1.0,0.0,19.718092030060163,contested_two_party,-1.9258037819546097,21.64389581201477,senate,4.0,True,False,True,-13.865086335683912,-3.382550532444508
