winner,candidates,raw_mean,raw_median,residual_cmo_mean,residual_cmo_median
0,228,-4.000882254855896,-3.8286956977824183,-6.953510227483128,-6.404497375278545
1,182,26.07798780018196,24.827540160584228,7.558728161349575,5.980557282924712
