cycle,chamber,acs_plan_population_correlation,acs_plan_population_ratio_median,acs_plan_population_ratio_min,acs_plan_population_ratio_max
2022,house,0.7809444631146707,0.999063577135343,0.9204282529132136,1.0979351505077006
2022,senate,0.9433416300661687,1.0012043301759135,0.9615155434766811,1.0305676546117504
