chamber,district,voted_all,reg_all,voted_gender_male,reg_gender_male,voted_gender_female,reg_gender_female,voted_gender_unknown,reg_gender_unknown,voted_age_18_19,reg_age_18_19,voted_age_20_24,reg_age_20_24,voted_age_25_29,reg_age_25_29,voted_age_30_34,reg_age_30_34,voted_age_35_44,reg_age_35_44,voted_age_45_54,reg_age_45_54,voted_age_55_64,reg_age_55_64,voted_age_65_74,reg_age_65_74,voted_age_75_84,reg_age_75_84,voted_age_85over,reg_age_85over,voted_party_democratic,reg_party_democratic,voted_party_republican,reg_party_republican,voted_party_ind_npp,reg_party_ind_npp,voted_party_others,reg_party_others,voted_eur,reg_eur,voted_hisp,reg_hisp,voted_aa,reg_aa,voted_esa,reg_esa,voted_oth,reg_oth,voted_unk,reg_unk,voted_self_afam,reg_self_afam,voted_eur_party_democratic,reg_eur_party_democratic,voted_eur_party_republican,reg_eur_party_republican,voted_eur_party_ind_npp,reg_eur_party_ind_npp,voted_eur_party_others,reg_eur_party_others,voted_hisp_party_democratic,reg_hisp_party_democratic,voted_hisp_party_republican,reg_hisp_party_republican,voted_hisp_party_ind_npp,reg_hisp_party_ind_npp,voted_hisp_party_others,reg_hisp_party_others,voted_aa_party_democratic,reg_aa_party_democratic,voted_aa_party_republican,reg_aa_party_republican,voted_aa_party_ind_npp,reg_aa_party_ind_npp,voted_aa_party_others,reg_aa_party_others,voted_esa_party_democratic,reg_esa_party_democratic,voted_esa_party_republican,reg_esa_party_republican,voted_esa_party_ind_npp,reg_esa_party_ind_npp,voted_esa_party_others,reg_esa_party_others,voted_oth_party_democratic,reg_oth_party_democratic,voted_oth_party_republican,reg_oth_party_republican,voted_oth_party_ind_npp,reg_oth_party_ind_npp,voted_oth_party_others,reg_oth_party_others,voted_unk_party_democratic,reg_unk_party_democratic,voted_unk_party_republican,reg_unk_party_republican,voted_unk_party_ind_npp,reg_unk_party_ind_npp,voted_unk_party_others,reg_unk_party_others,voted_self_afam_party_democratic,reg_self_afam_party_democratic,voted_self_afam_party_republican,reg_self_afam_party_republican,voted_self_afam_party_ind_npp,reg_self_afam_party_ind_npp,voted_self_afam_party_others,reg_self_afam_party_others,l2_general_turnout_rate,cycle,status
house,103,14951,30610,5856,13340,9095,17269,0,248,92,250,743,2065,973,3064,1080,3202,2060,5463,2222,4836,2820,4629,2982,4189,1544,2159,434,734,9319,20951,5355,8822,277,837,0,0,5659,9732,277,717,8202,18477,145,400,84,218,584,1313,8130,18280,827,1403,4629,7808,203,521,0,0,199,618,78,99,0,0,0,0,8015,18210,187,267,0,0,0,0,104,338,41,62,0,0,0,0,47,167,37,50,0,1,0,0,127,215,383,536,74,315,0,0,7957,18034,173,246,0,0,0,0,0.4884351519111402,2026,experimental_L2_derived_not_forecast_promoted
house,104,21431,36018,9195,16378,12232,19634,4,107,147,251,1086,2311,1397,3357,1370,3144,2994,5799,3153,5447,3730,5535,4117,5396,2718,3554,715,1185,7551,13959,13200,20231,680,1828,0,0,13672,21766,572,1136,5259,9568,299,712,201,439,1428,2498,5219,9478,1588,2501,11626,18122,458,1143,0,0,370,885,200,247,2,4,0,0,5049,9297,209,270,1,1,0,0,212,580,85,129,2,3,0,0,126,337,75,101,0,1,0,0,206,359,1005,1362,217,676,0,0,5018,9218,201,260,0,0,0,0,0.5950080515297906,2026,experimental_L2_derived_not_forecast_promoted
house,105,20728,34598,9508,16483,11220,18110,0,446,173,304,1057,2199,1120,2639,1194,2705,2845,5537,3191,5429,4123,6175,4255,5775,2239,2974,531,853,3613,7597,16123,24512,992,2489,0,0,16015,25347,389,859,2066,4228,299,883,131,242,1828,3480,2059,4207,1009,1674,14400,22206,606,1467,0,0,200,625,189,233,0,1,0,0,1979,4105,87,120,0,3,0,0,204,750,95,132,0,1,0,0,63,158,68,83,0,1,0,0,158,285,1284,1738,386,1016,0,0,1975,4087,84,117,0,3,0,0,0.5991097751315105,2026,experimental_L2_derived_not_forecast_promoted
senate,1,70549,109055,32536,51520,38013,57533,0,1201,631,1027,3902,7562,4481,9311,4754,9193,9954,16979,10583,15883,13458,18477,13113,16989,7712,10282,1959,3325,12376,22203,45010,57146,13163,29706,0,0,58465,87900,1320,2680,5072,9630,414,783,501,809,4777,8452,5046,9548,5792,9108,40518,51426,12155,27366,0,0,865,2092,452,583,3,5,0,0,4717,9141,350,481,5,8,0,0,230,551,184,230,0,2,0,0,221,472,279,336,1,1,0,0,551,839,3227,4090,999,2324,0,0,4693,9064,348,476,5,8,0,0,0.6469121085690707,2026,experimental_L2_derived_not_forecast_promoted
senate,2,74727,115795,34348,55406,40371,60375,8,673,692,1120,4988,9892,6467,13440,6069,11632,12087,20305,11896,17174,14104,18436,11279,14170,5568,7126,1568,2469,30192,52443,40315,55318,4220,8034,0,0,44248,62981,2796,4885,19815,35549,1593,2960,980,1793,5295,8286,19479,34772,6592,8977,34589,48199,3067,5805,0,0,1952,3890,838,987,6,8,0,0,18958,34477,845,1050,12,22,0,0,1114,2375,469,571,10,14,0,0,615,1339,362,449,3,5,0,0,961,1385,3212,4062,1122,2180,0,0,18664,33758,803,992,12,22,0,0,0.645338745196252,2026,experimental_L2_derived_not_forecast_promoted
senate,3,69058,107582,31575,50717,37479,56859,4,2123,615,957,3764,7813,4357,9285,4495,9088,10223,17546,11213,16776,13551,18455,12031,15561,6903,9014,1901,3066,17243,31292,41732,52906,10083,23384,0,0,51157,75804,2264,4811,9706,17722,783,1404,603,1100,4545,8858,9592,17507,4984,7525,37114,47116,9059,21163,0,0,1664,4067,591,724,9,20,0,0,9216,17059,470,616,20,47,0,0,507,1060,276,342,0,2,0,0,335,766,268,330,0,4,0,0,537,815,3013,3778,995,2148,0,0,9116,16865,456,595,20,47,0,0,0.6419103567511294,2026,experimental_L2_derived_not_forecast_promoted
senate,4,66813,101987,31252,48812,35559,53172,2,2237,626,961,3794,7306,4009,8180,4153,7996,8992,15282,10414,15605,12841,17593,12258,15726,7678,9918,2041,3392,4652,9340,57716,80871,4445,11776,0,0,59874,89945,1114,2458,630,1578,327,559,335,540,4533,9141,626,1567,2997,5000,53164,75116,3713,9829,0,0,668,1912,445,544,1,2,0,0,516,1406,113,167,1,5,0,0,135,333,190,222,2,4,0,0,123,269,211,265,1,6,0,0,213,420,3593,4557,727,1930,0,0,513,1396,112,166,1,5,0,0,0.6551129065469128,2026,experimental_L2_derived_not_forecast_promoted
senate,5,64402,97917,29977,46409,34421,51502,4,2722,615,907,3753,6834,3896,7819,4006,7580,8961,14911,10339,15519,12004,16683,11894,15348,7070,9242,1859,3043,6740,13054,52127,69773,5535,15090,0,0,55232,82032,663,1412,3535,6834,301,497,269,463,4402,9395,3517,6789,3009,5065,47368,63704,4855,13263,0,0,357,1022,305,388,1,2,0,0,2927,5989,608,845,0,0,0,0,93,250,207,246,1,1,0,0,93,259,175,202,1,2,0,0,261,469,3464,4388,677,1822,0,0,2917,5955,600,834,0,0,0,0,0.6577203141436114,2026,experimental_L2_derived_not_forecast_promoted
senate,6,64113,101823,29186,47452,34923,54364,4,2265,561,883,3508,7078,4064,8543,4064,8211,8721,15618,9721,15172,12638,17743,11815,15657,7064,9553,1951,3329,13490,25311,39693,49325,10930,27187,0,0,50160,76819,1498,3609,7480,13725,323,559,559,925,4093,8444,7417,13553,4559,7505,35522,44188,10079,25126,0,0,1109,3115,389,494,0,0,0,0,7086,13211,393,509,1,5,0,0,164,372,159,187,0,0,0,0,213,518,343,402,3,5,0,0,359,590,2887,3545,847,2051,0,0,7036,13054,380,494,1,5,0,0,0.6296514539936949,2026,experimental_L2_derived_not_forecast_promoted
senate,7,75273,117551,34251,55305,41018,62234,4,891,595,1007,3501,7470,4861,10242,5449,10661,11977,20143,11303,17277,14147,19399,12847,16824,7802,10105,2787,4391,24392,43598,48074,68273,2807,5680,0,0,51878,74946,2105,4053,13833,27408,1005,1707,842,1393,5610,8923,13642,26963,7477,10074,42631,61293,1770,3579,0,0,1406,3184,694,860,5,9,0,0,13393,26816,437,584,3,8,0,0,590,1179,410,516,5,12,0,0,468,928,372,462,2,3,0,0,1058,1417,3530,4558,1022,2069,0,0,13222,26401,417,554,3,8,0,0,0.6403433403373855,2026,experimental_L2_derived_not_forecast_promoted
senate,8,70600,110148,32805,52518,37795,57626,0,1900,1032,1573,4833,9284,4204,8915,4364,8675,9911,16637,11145,16906,13530,18787,12631,16691,7268,9735,1673,2914,13117,23010,48206,63733,9277,23405,0,0,56823,86744,1605,3510,6285,10709,374,718,697,1127,4816,9236,6204,10533,5079,7929,43469,57738,8275,21077,0,0,1117,2907,487,601,1,2,0,0,5935,10282,348,423,2,4,0,0,205,499,169,219,0,0,0,0,280,617,417,508,0,2,0,0,501,776,3316,4244,999,2320,0,0,5860,10113,342,416,2,4,0,0,0.6409558049170208,2026,experimental_L2_derived_not_forecast_promoted
senate,9,63080,101033,29382,48145,33697,52884,1,1701,579,967,3464,7408,3977,8492,4267,8576,8960,15825,9327,14716,12210,17127,11451,15270,6814,9144,2025,3449,9749,19739,44690,59506,8641,21788,0,0,52873,80661,2298,5912,2104,5167,644,1105,540,880,4621,9005,2072,5089,4880,7414,40305,53908,7688,19339,0,0,1751,5216,543,685,4,11,0,0,1965,4959,139,207,0,1,0,0,410,817,233,287,1,1,0,0,245,542,294,335,1,3,0,0,498,791,3176,4084,947,2433,0,0,1937,4885,135,203,0,1,0,0,0.6243504597507745,2026,experimental_L2_derived_not_forecast_promoted
senate,10,65118,106121,29666,49769,35451,56345,1,1710,568,966,3623,7552,3860,8631,3741,8185,8177,15246,10241,16402,12552,18125,12530,16856,7873,10737,1948,3390,10428,21485,43889,57309,10801,27327,0,0,53281,82383,1236,3352,5760,12399,375,688,406,751,4060,8251,5718,12257,3955,6617,39350,50694,9976,25072,0,0,878,2866,356,483,2,3,0,0,4947,10636,772,1659,41,104,0,0,168,410,203,266,4,12,0,0,174,437,231,312,1,2,0,0,306,519,2977,3895,777,2134,0,0,4913,10511,765,1644,40,102,0,0,0.6136203013541146,2026,experimental_L2_derived_not_forecast_promoted
senate,11,66192,110070,29171,51188,37019,58873,2,1717,526,934,3532,7467,3995,9208,4128,9193,9913,18429,10602,17236,12801,18756,12155,16549,6776,9309,1760,2957,14937,29574,48796,74562,2459,5934,0,0,49452,77969,946,1969,11269,22487,326,634,263,512,3936,8207,11201,22289,2948,4870,44861,69184,1643,3915,0,0,628,1589,318,379,0,1,0,0,10758,21783,504,690,7,14,0,0,175,453,151,181,0,0,0,0,126,333,136,176,1,3,0,0,302,546,2826,3952,808,2001,0,0,10705,21606,489,670,7,13,0,0,0.6013627691469066,2026,experimental_L2_derived_not_forecast_promoted
senate,12,62601,103387,27698,47669,34899,55696,4,2095,549,884,3538,7374,3592,8851,3603,8471,8401,16189,9725,16065,11909,17019,12281,16088,7141,9399,1854,3017,15692,31050,44595,66361,2314,5976,0,0,45671,70612,1161,2489,11588,23307,364,786,313,613,3504,7653,11468,22997,3375,5438,40642,60920,1654,4254,0,0,730,1957,429,524,2,8,0,0,10904,22110,661,1141,23,56,0,0,187,567,174,216,3,3,0,0,157,422,155,189,1,2,0,0,339,556,2534,3371,631,1653,0,0,10801,21824,644,1118,23,55,0,0,0.6055016588159053,2026,experimental_L2_derived_not_forecast_promoted
senate,13,66387,110821,29803,51819,36580,58990,4,1900,595,998,3594,7419,3886,9196,4141,9218,9252,17601,10858,17544,13313,19419,12205,16660,6857,9595,1681,3080,15633,33173,48287,71755,2467,5893,0,0,47898,74241,1194,2528,12660,26566,368,765,293,493,3974,8116,12540,26282,2632,4835,43665,65523,1601,3883,0,0,793,2015,400,508,1,5,0,0,11538,24932,1113,1602,9,32,0,0,222,581,146,180,0,4,0,0,146,298,147,193,0,2,0,0,302,512,2816,3749,856,1967,0,0,11446,24689,1085,1562,9,31,0,0,0.5990471120094567,2026,experimental_L2_derived_not_forecast_promoted
senate,14,63141,95594,27927,44278,35213,51312,1,1391,716,1112,4142,7721,4224,8493,4325,8049,10096,16263,11485,16515,11660,15642,9699,12406,5540,7272,1248,2102,15246,26103,45551,64505,2344,4986,0,0,46781,68083,1831,3969,9549,15834,458,918,367,700,4155,7477,9500,15736,3833,5603,41405,59131,1543,3349,0,0,1388,3422,442,543,1,4,0,0,9018,15141,522,668,9,25,0,0,275,685,181,230,2,3,0,0,223,511,143,188,1,1,0,0,509,741,2858,3745,788,1604,0,0,8977,15055,514,657,9,24,0,0,0.6605121660355252,2026,experimental_L2_derived_not_forecast_promoted
senate,15,75008,105736,33944,49456,41062,56278,2,1769,822,1169,4271,8114,5085,9553,4821,8510,11780,17171,12690,16724,13601,17057,12316,14911,7643,9430,1969,3069,16061,24382,56243,76416,2704,4938,0,0,58553,80596,1597,2807,6720,10258,959,1813,831,1444,6348,10585,6682,10187,6534,8663,50359,68910,1660,3023,0,0,1035,2115,562,691,0,1,0,0,6339,9793,375,456,6,9,0,0,647,1420,312,393,0,0,0,0,470,979,361,461,0,4,0,0,1036,1412,4274,5505,1038,1901,0,0,6305,9729,371,449,6,9,0,0,0.7093894227131724,2026,experimental_L2_derived_not_forecast_promoted
senate,16,71173,101771,31717,46874,39455,54893,1,871,714,1058,4119,7650,4690,9191,5088,8993,11805,17510,11876,16006,11434,14539,11427,13787,7594,9377,2414,3625,19700,31499,49079,65739,2394,4533,0,0,53165,71880,1596,2796,7611,13220,1531,2911,1168,2485,6102,9346,7543,13061,8026,10314,43705,58891,1434,2675,0,0,1150,2246,445,547,1,3,0,0,7270,12785,336,428,5,7,0,0,1192,2445,339,466,0,0,0,0,833,2023,334,458,1,4,0,0,1229,1686,3920,4949,953,1844,0,0,7208,12639,330,415,5,7,0,0,0.6993446070098555,2026,experimental_L2_derived_not_forecast_promoted
senate,17,70703,101432,32294,47886,38409,53545,0,1406,776,1289,4187,7323,4318,7905,4494,7831,10632,16366,11569,16087,13145,17054,12436,15360,7254,9234,1884,2965,11234,18246,57033,78272,2436,4914,0,0,57649,80927,1410,3007,6157,9518,424,752,396,624,4667,8009,6132,9471,3595,5180,52408,72398,1646,3349,0,0,981,2476,427,527,2,4,0,0,5876,9146,280,366,1,6,0,0,234,524,190,228,0,0,0,0,183,363,212,260,1,1,0,0,365,557,3516,4493,786,1554,0,0,5853,9104,278,363,1,4,0,0,0.6970482687909141,2026,experimental_L2_derived_not_forecast_promoted
senate,18,52021,93164,20887,41969,31132,51186,2,1589,367,719,2610,5781,4509,9988,4826,10660,8869,17738,7430,13345,8053,12839,9042,12871,4780,6676,1526,2529,37028,68089,13019,21164,1974,3911,0,0,20227,30976,841,1841,27490,54378,559,1147,430,921,2474,5481,27181,53699,7316,9300,11433,19001,1478,2675,0,0,731,1691,110,150,0,0,0,0,27131,53867,359,503,0,8,0,0,466,1022,93,125,0,0,0,0,345,800,84,119,1,2,0,0,1039,1409,940,1266,495,1226,0,0,26834,53205,347,486,0,8,0,0,0.5583809196685415,2026,experimental_L2_derived_not_forecast_promoted
senate,19,58218,95986,23053,42474,35160,53501,5,2174,464,974,3176,6857,3375,7943,3704,8198,7989,15609,9209,14691,10870,15331,11612,15343,6152,8182,1663,2839,38434,65877,18880,28081,904,2028,0,0,19232,29563,593,1569,36291,61426,164,351,185,402,1753,4838,35919,60722,1721,2789,16910,25462,601,1312,0,0,472,1413,120,151,1,5,0,0,35797,60763,489,645,5,18,0,0,114,282,50,69,0,0,0,0,125,313,60,89,0,0,0,0,205,317,1251,1665,297,693,0,0,35482,60130,432,574,5,18,0,0,0.6065259517012898,2026,experimental_L2_derived_not_forecast_promoted
senate,20,52811,91752,19764,39357,33046,52391,1,1610,416,911,2706,6535,3614,8635,3896,8998,7885,15993,8194,13740,9633,14061,10044,13562,5004,6879,1417,2423,40733,71674,11348,18365,730,1713,0,0,12530,20714,851,2258,37848,65948,163,371,184,403,1235,3664,37490,65244,2353,3558,9690,16079,487,1077,0,0,723,2085,124,167,4,6,0,0,37139,64976,703,965,6,7,0,0,117,302,46,69,0,0,0,0,120,322,62,79,2,2,0,0,281,431,723,1006,231,621,0,0,36815,64322,669,915,6,7,0,0,0.5755841834510419,2026,experimental_L2_derived_not_forecast_promoted
senate,21,52466,87695,23082,40563,29382,47123,2,1777,591,946,4139,7628,3713,9678,3382,8529,7759,14809,8240,12779,9058,12564,8830,11482,5278,6880,1469,2360,15719,30431,34080,50379,2667,6885,0,0,36778,56930,870,1985,10849,21972,431,792,300,703,3238,7081,10758,21745,3722,5582,31042,46365,2014,4983,0,0,606,1611,247,320,17,54,0,0,10503,21447,337,494,9,31,0,0,279,597,145,173,7,22,0,0,183,533,112,154,5,16,0,0,426,661,2197,2873,615,1779,0,0,10428,21250,323,473,7,22,0,0,0.5982781230400821,2026,experimental_L2_derived_not_forecast_promoted
senate,22,61578,103233,27552,48168,34026,55063,0,2600,469,928,3090,7015,3466,8366,3658,8233,8039,15400,9347,15714,11800,17509,12183,16457,7487,10141,2036,3444,11678,25223,47420,71655,2480,6355,0,0,46935,73985,1036,2265,7857,17611,282,526,1095,1954,4373,9490,7815,17503,2774,4782,42604,65187,1557,4016,0,0,598,1660,424,556,14,49,0,0,7451,17049,399,547,7,15,0,0,113,316,165,201,4,9,0,0,404,866,636,887,55,201,0,0,338,550,3192,4277,843,2065,0,0,7419,16959,392,535,4,9,0,0,0.596495306733312,2026,experimental_L2_derived_not_forecast_promoted
senate,23,63527,106264,26945,49379,36576,56874,6,3344,469,932,3044,7209,3304,8677,3311,8176,7671,15784,9874,16631,12711,18026,13409,17477,7514,9795,2207,3490,37764,68833,24820,35103,943,2328,0,0,28055,40160,285,601,32853,61888,157,326,211,414,1966,6208,32696,61536,4676,6374,22760,32336,619,1450,0,0,105,295,143,188,37,118,0,0,32442,61238,396,604,15,46,0,0,66,173,62,86,29,67,0,0,60,171,129,173,22,70,0,0,415,582,1330,1716,221,577,0,0,32338,60979,354,549,4,8,0,0,0.5978224045772792,2026,experimental_L2_derived_not_forecast_promoted
senate,24,58393,100092,23997,45337,34393,54745,3,2766,524,926,3301,7143,3518,9241,3565,9290,7909,16533,9164,15551,10833,15361,11688,15165,6125,8040,1763,2792,38167,69532,18993,27598,1233,2962,0,0,23791,34505,432,957,31740,60652,243,453,196,461,1991,5820,31557,60161,5806,7438,17117,25133,868,1934,0,0,272,706,137,171,23,80,0,0,31316,60022,412,579,12,51,0,0,149,318,84,105,10,30,0,0,111,319,76,102,9,40,0,0,513,729,1167,1508,311,827,0,0,31171,59607,378,530,8,24,0,0,0.5833932781840706,2026,experimental_L2_derived_not_forecast_promoted
senate,25,70752,104640,30873,47910,39877,56720,2,1197,628,1060,3860,7543,3847,8357,3999,8049,9991,16407,11643,16521,13632,17664,13162,16110,7840,9702,2142,3191,24015,40463,44929,60114,1808,4063,0,0,44449,61223,1097,1965,19768,32858,903,2075,456,805,4079,6901,19587,32487,3137,4697,40233,54170,1079,2356,0,0,468,988,510,661,119,316,0,0,19169,32048,577,745,22,65,0,0,598,1636,280,374,25,65,0,0,209,459,231,291,16,55,0,0,434,635,3098,3873,547,1206,0,0,19028,31748,547,703,12,36,0,0,0.6761467889908257,2026,experimental_L2_derived_not_forecast_promoted
senate,26,52142,97110,19575,41640,32566,55459,1,908,447,986,2815,7263,3087,9486,3384,9559,7678,17411,8157,14587,9697,14482,10009,13622,5314,7068,1544,2576,39559,77621,12106,18178,477,1311,0,0,13179,20343,612,1612,36606,72125,235,573,175,359,1335,2995,36278,71336,2490,3626,10396,15935,293,782,0,0,486,1448,125,163,1,1,0,0,36014,71361,583,746,9,18,0,0,145,449,89,123,1,1,0,0,118,288,57,71,0,0,0,0,306,449,856,1140,173,509,0,0,35714,70609,555,709,9,18,0,0,0.5369374935639996,2026,experimental_L2_derived_not_forecast_promoted
senate,27,62302,101779,27901,48252,34399,53511,2,1215,792,1166,5511,9755,4626,11354,3769,9149,8819,16672,9457,14778,10742,14741,10480,13323,6397,8060,1699,2704,17383,33922,40770,58885,4149,8972,0,0,44707,67657,1109,2394,10993,22474,827,1936,466,874,4200,7643,10871,22186,4583,6996,36924,53885,3200,6776,0,0,802,1998,306,391,1,5,0,0,10503,21708,478,739,12,27,0,0,593,1644,232,290,2,2,0,0,306,676,159,193,1,5,0,0,596,900,2671,3387,933,2157,0,0,10404,21461,455,699,12,26,0,0,0.6121302036765934,2026,experimental_L2_derived_not_forecast_promoted
senate,28,53756,102097,22524,46201,31224,55874,8,2410,464,890,2515,6683,2699,8562,2947,9026,6828,16942,8199,15620,10589,16520,11191,15490,6584,9186,1737,3121,28608,62188,23847,36194,1301,3715,0,0,24538,38565,867,2327,25835,56956,179,383,205,411,2132,5843,25560,56161,2421,3941,21445,32811,672,1813,0,0,494,1482,248,383,125,462,0,0,25293,55959,513,822,29,175,0,0,66,175,96,128,17,80,0,0,80,203,113,148,12,60,0,0,254,428,1432,1902,446,1125,0,0,25079,55402,475,749,6,10,0,0,0.5265188986943788,2026,experimental_L2_derived_not_forecast_promoted
senate,29,61559,101620,27654,47101,33905,54517,0,1599,484,888,2957,6944,3148,8045,3356,7767,8269,16000,9725,15767,11827,16871,12144,16052,7512,9837,2133,3409,10042,22411,48916,71764,2601,7445,0,0,47330,72356,1564,3442,7675,17794,478,958,413,738,4099,7929,7590,17525,2332,4056,43693,64723,1305,3577,0,0,342,838,803,1161,419,1443,0,0,6981,16787,676,899,18,108,0,0,92,177,276,410,110,371,0,0,54,124,285,371,74,243,0,0,241,429,3183,4200,675,1703,0,0,6942,16686,643,823,5,16,0,0,0.6057764219641802,2026,experimental_L2_derived_not_forecast_promoted
senate,30,60307,93547,26593,43221,33710,50316,4,1637,545,916,3340,6923,3460,7699,3740,7850,8883,15375,9882,14716,11805,15946,10797,13620,6198,7924,1649,2539,14202,26131,43668,61306,2437,6110,0,0,43245,62942,984,2020,11817,21969,340,671,267,487,3654,7085,11731,21785,2377,3768,39432,55720,1436,3454,0,0,271,674,467,647,246,699,0,0,11214,21052,570,821,33,96,0,0,56,138,189,249,95,284,0,0,48,108,169,241,50,138,0,0,236,391,2841,3628,577,1439,0,0,11170,20953,542,780,19,52,0,0,0.6446705933915572,2026,experimental_L2_derived_not_forecast_promoted
senate,31,55976,92932,25242,43412,30733,49515,1,1908,523,873,3237,6900,3051,7776,3154,7589,7834,15023,8923,14360,10397,14940,10426,13796,6548,8613,1879,3030,10642,23465,42903,62578,2431,6889,0,0,41922,63835,1264,3075,8491,19025,427,868,363,641,3509,7391,8422,18823,2019,3557,38518,56719,1385,3559,0,0,293,783,618,928,353,1364,0,0,7943,18232,527,709,21,84,0,0,100,301,263,357,64,210,0,0,78,194,250,324,35,123,0,0,209,398,2727,3541,573,1549,0,0,7901,18115,507,663,14,45,0,0,0.602332888563681,2026,experimental_L2_derived_not_forecast_promoted
senate,32,82190,126801,37068,59143,45120,67654,2,1103,648,1161,3349,7858,3525,8742,3929,8579,10100,17985,12268,18737,15644,21572,17872,22593,11895,15027,2936,4486,12699,22753,66152,96211,3339,7837,0,0,67138,100320,2204,4246,3850,8426,579,1072,776,1246,7643,12590,3823,8365,6147,8622,59278,87284,1713,4414,0,0,1350,3208,847,1030,7,8,0,0,3616,8104,229,308,5,14,0,0,307,745,270,325,2,2,0,0,379,756,397,489,0,1,0,0,900,1318,5131,6775,1612,3398,0,0,3594,8053,224,298,5,14,0,0,0.6481810080362143,2026,experimental_L2_derived_not_forecast_promoted
senate,33,54356,100669,21735,45191,32614,55459,7,1046,378,851,2404,6258,3087,8759,3474,9132,8073,17940,8555,16232,9920,15590,10901,15050,5840,7908,1717,2877,34996,70070,18375,28137,985,2462,0,0,19763,31005,741,1581,31161,63433,300,649,274,531,2117,4497,30932,62874,3116,4557,16008,25000,639,1448,0,0,504,1276,235,301,2,4,0,0,30602,62673,559,757,0,3,0,0,191,506,108,142,1,1,0,0,169,401,105,129,0,1,0,0,414,657,1360,1808,343,1005,0,0,30399,62154,533,717,0,3,0,0,0.5399477495554739,2026,experimental_L2_derived_not_forecast_promoted
senate,34,59908,97933,26150,44917,33756,53010,2,1090,525,950,3660,7347,4066,9247,3969,8683,8974,16622,9677,15653,10748,15294,10332,13390,6113,7907,1843,2804,17196,32687,40346,59684,2366,5562,0,0,40700,62898,1185,2390,12842,23820,500,1057,714,1493,3967,7359,12733,23549,3019,5118,36005,53945,1676,3835,0,0,725,1826,460,564,0,0,0,0,12364,23211,473,604,5,5,0,0,284,771,216,286,0,0,0,0,395,1064,316,423,3,6,0,0,409,697,2876,3862,682,1716,0,0,12285,22982,444,563,4,4,0,0,0.6117243421522878,2026,experimental_L2_derived_not_forecast_promoted
senate,35,60447,99661,26801,46313,33641,53335,5,606,499,846,3211,6653,3627,8414,3667,8181,8686,16413,9513,15809,11394,16585,11513,15254,6704,8796,1629,2658,16549,31446,41583,62477,2315,5738,0,0,41854,65388,1505,3061,11000,20204,938,2398,560,1148,4590,8055,10932,20043,3598,5752,36811,56161,1445,3475,0,0,907,2324,594,729,4,8,0,0,10530,19592,468,605,2,7,0,0,643,1991,293,403,2,4,0,0,320,846,238,297,2,5,0,0,551,941,3179,4282,860,2239,0,0,10476,19448,455,590,1,5,0,0,0.6065261235588646,2026,experimental_L2_derived_not_forecast_promoted
