chamber,district,voted_all,reg_all,voted_gender_male,reg_gender_male,voted_gender_female,reg_gender_female,voted_gender_unknown,reg_gender_unknown,voted_age_18_19,reg_age_18_19,voted_age_20_24,reg_age_20_24,voted_age_25_29,reg_age_25_29,voted_age_30_34,reg_age_30_34,voted_age_35_44,reg_age_35_44,voted_age_45_54,reg_age_45_54,voted_age_55_64,reg_age_55_64,voted_age_65_74,reg_age_65_74,voted_age_75_84,reg_age_75_84,voted_age_85over,reg_age_85over,voted_party_democratic,reg_party_democratic,voted_party_republican,reg_party_republican,voted_party_ind_npp,reg_party_ind_npp,voted_party_others,reg_party_others,voted_eur,reg_eur,voted_hisp,reg_hisp,voted_aa,reg_aa,voted_esa,reg_esa,voted_oth,reg_oth,voted_unk,reg_unk,voted_self_afam,reg_self_afam,voted_eur_party_democratic,reg_eur_party_democratic,voted_eur_party_republican,reg_eur_party_republican,voted_eur_party_ind_npp,reg_eur_party_ind_npp,voted_eur_party_others,reg_eur_party_others,voted_hisp_party_democratic,reg_hisp_party_democratic,voted_hisp_party_republican,reg_hisp_party_republican,voted_hisp_party_ind_npp,reg_hisp_party_ind_npp,voted_hisp_party_others,reg_hisp_party_others,voted_aa_party_democratic,reg_aa_party_democratic,voted_aa_party_republican,reg_aa_party_republican,voted_aa_party_ind_npp,reg_aa_party_ind_npp,voted_aa_party_others,reg_aa_party_others,voted_esa_party_democratic,reg_esa_party_democratic,voted_esa_party_republican,reg_esa_party_republican,voted_esa_party_ind_npp,reg_esa_party_ind_npp,voted_esa_party_others,reg_esa_party_others,voted_oth_party_democratic,reg_oth_party_democratic,voted_oth_party_republican,reg_oth_party_republican,voted_oth_party_ind_npp,reg_oth_party_ind_npp,voted_oth_party_others,reg_oth_party_others,voted_unk_party_democratic,reg_unk_party_democratic,voted_unk_party_republican,reg_unk_party_republican,voted_unk_party_ind_npp,reg_unk_party_ind_npp,voted_unk_party_others,reg_unk_party_others,voted_self_afam_party_democratic,reg_self_afam_party_democratic,voted_self_afam_party_republican,reg_self_afam_party_republican,voted_self_afam_party_ind_npp,reg_self_afam_party_ind_npp,voted_self_afam_party_others,reg_self_afam_party_others,l2_general_turnout_rate,cycle,status
house,59,15522,28950,5771,12465,9751,16485,0,762,119,289,756,2010,938,2638,1047,2725,2145,4966,2320,4271,2959,4589,3214,4470,1608,2253,416,736,12986,24345,2415,4258,121,347,0,0,2527,4628,260,822,12447,22923,37,74,43,103,208,1162,12308,22647,389,679,2058,3746,80,203,0,0,239,787,21,34,0,1,0,0,12255,22660,192,263,0,0,0,0,28,61,9,13,0,0,0,0,31,88,12,15,0,0,0,0,44,70,123,187,41,143,0,0,12127,22398,181,249,0,0,0,0,0.5361658031088082,2026,experimental_L2_derived_not_forecast_promoted
house,60,18752,31738,7167,13936,11584,17798,1,1098,150,278,892,1968,1129,2618,1186,2793,2549,5141,2831,4755,3342,4941,3929,5301,2123,2894,620,1045,14184,24130,4347,6978,221,630,0,0,4543,7574,164,420,13593,22864,39,116,53,120,360,1738,13458,22622,530,854,3852,6296,161,424,0,0,141,387,23,31,0,2,0,0,13410,22607,182,254,1,3,0,0,24,96,15,20,0,0,0,0,28,90,24,29,1,1,0,0,51,96,251,348,58,200,0,0,13292,22388,165,231,1,3,0,0,0.5908374818829164,2026,experimental_L2_derived_not_forecast_promoted
house,61,20933,30955,9311,14338,11621,16614,1,418,201,300,1278,2202,1424,2581,1432,2590,3385,5389,3393,4913,3616,4905,3472,4396,2167,2780,561,887,4883,8564,15247,20884,803,1507,0,0,15752,22025,288,569,3474,6274,144,240,86,187,1189,2075,3461,6242,1163,1692,14016,19320,573,1013,0,0,181,401,93,121,14,47,0,0,3316,6032,155,231,3,11,0,0,71,139,68,85,5,16,0,0,37,120,48,58,1,9,0,0,115,180,867,1069,207,411,0,0,3307,6010,152,227,2,5,0,0,0.676239702794379,2026,experimental_L2_derived_not_forecast_promoted
house,62,19864,31754,8883,14912,10981,16841,0,703,176,317,1337,2539,1384,3055,1351,2888,3071,5405,3369,5097,3636,5046,3404,4474,1736,2295,400,633,5520,10427,13537,19442,807,1885,0,0,14025,20897,272,641,4283,8155,82,145,70,147,1132,2471,4258,8080,959,1490,12498,18100,568,1307,0,0,201,556,71,85,0,0,0,0,4168,8005,115,148,0,2,0,0,51,109,30,35,1,1,0,0,36,103,34,44,0,0,0,0,105,164,789,1030,238,575,0,0,4146,7933,112,145,0,2,0,0,0.6255589846948416,2026,experimental_L2_derived_not_forecast_promoted
house,63,13298,24811,5885,11385,7412,13421,1,404,252,353,1634,2818,988,3741,741,2855,1832,4201,1990,3110,2001,2656,2038,2578,1355,1767,465,719,4012,8191,8210,13280,1076,3340,0,0,9710,16868,298,699,1877,4485,213,409,146,357,1054,2392,1852,4408,1525,2261,7318,12074,867,2533,0,0,211,585,86,113,1,1,0,0,1829,4411,47,69,1,5,0,0,161,349,51,59,1,1,0,0,102,290,41,64,3,3,0,0,184,295,667,901,203,797,0,0,1806,4337,45,66,1,5,0,0,0.535971947926323,2026,experimental_L2_derived_not_forecast_promoted
house,64,21727,35981,9794,16743,11932,19237,1,425,207,357,1006,2464,1219,3002,1318,2857,2969,5586,3445,5638,4206,6157,4217,5587,2557,3364,582,963,3124,6874,17616,26560,987,2547,0,0,17492,27507,623,1406,1325,3414,131,265,202,342,1954,3471,1320,3397,1135,1773,15813,24182,544,1552,0,0,411,1149,211,256,1,1,0,0,1254,3302,68,104,3,8,0,0,61,178,70,87,0,0,0,0,103,210,99,132,0,0,0,0,160,262,1355,1799,439,986,0,0,1249,3286,68,103,3,8,0,0,0.6038464745282233,2026,experimental_L2_derived_not_forecast_promoted
house,65,23270,36262,10470,17140,12799,19119,1,1097,191,351,1296,2586,1247,2849,1270,2724,2824,5221,3524,5546,4623,6305,4580,5817,2880,3618,835,1235,6787,12669,15821,21881,662,1712,0,0,15723,22496,139,294,5751,10884,62,105,414,781,1181,2796,5716,10819,1107,1778,14203,19738,413,980,0,0,22,61,88,140,29,93,0,0,5480,10531,266,340,5,13,0,0,6,12,47,65,9,28,0,0,69,124,291,453,54,204,0,0,103,163,926,1145,152,394,0,0,5466,10500,250,319,0,0,0,0,0.6417186034967735,2026,experimental_L2_derived_not_forecast_promoted
house,66,22069,37880,9838,17657,12231,20221,0,994,158,333,1023,2402,1092,2865,1238,2905,2808,5431,3294,5620,4246,6433,4590,6373,2805,4010,813,1496,4468,9946,16805,25862,796,2072,0,0,16730,26778,353,733,2970,7049,97,170,479,806,1440,3336,2953,7001,995,1702,15197,23683,538,1393,0,0,204,536,149,196,0,1,0,0,2883,6915,85,130,2,4,0,0,42,104,55,66,0,0,0,0,221,488,257,315,1,3,0,0,123,201,1062,1472,255,671,0,0,2867,6870,84,127,2,4,0,0,0.5826029567053854,2026,experimental_L2_derived_not_forecast_promoted
house,67,18655,33211,7540,15294,11113,17915,2,1094,119,270,864,2192,933,2707,965,2598,2271,5170,2828,5230,3748,5541,4059,5456,2191,2939,673,1085,15120,27364,3380,5431,155,416,0,0,5590,8324,45,129,12463,23837,40,101,32,100,485,1812,12413,23705,2440,3086,3043,4954,107,284,0,0,35,116,9,12,1,1,0,0,12386,23711,74,123,3,3,0,0,31,89,9,12,0,0,0,0,22,83,10,17,0,0,0,0,206,279,235,313,44,128,0,0,12342,23590,68,112,3,3,0,0,0.5617114811357683,2026,experimental_L2_derived_not_forecast_promoted
house,68,23374,38016,10011,17600,13360,20412,3,1097,196,357,1183,2695,1312,3246,1295,3123,2715,5449,3697,5935,4648,6418,4801,6060,2782,3554,740,1162,12596,22744,10355,14202,423,1070,0,0,11118,15617,125,229,11211,20769,50,106,109,208,761,2180,11159,20659,1373,1971,9465,13000,280,646,0,0,25,56,77,98,23,75,0,0,11043,20475,159,264,9,30,0,0,7,27,27,37,16,42,0,0,16,38,75,107,18,63,0,0,132,177,552,696,77,214,0,0,11011,20408,147,247,1,4,0,0,0.6148463804713805,2026,experimental_L2_derived_not_forecast_promoted
house,69,22821,36986,9694,17175,13126,19805,1,874,170,294,1146,2556,1206,2942,1234,2899,2964,5736,3589,5727,4605,6483,4636,5933,2586,3296,680,1089,12661,22046,9628,13669,532,1271,0,0,10194,14670,202,448,11379,20293,68,100,75,136,903,2207,11323,20180,1280,1685,8623,12338,291,647,0,0,48,117,93,138,61,193,0,0,11197,20019,167,231,15,43,0,0,11,23,34,41,23,36,0,0,14,35,48,70,13,31,0,0,111,167,663,851,129,321,0,0,11160,19949,156,215,7,16,0,0,0.6170172497701834,2026,experimental_L2_derived_not_forecast_promoted
house,70,14090,28589,5585,12820,8502,15765,3,397,127,255,1020,2423,1206,3720,1072,3384,2024,5215,2080,4026,2360,3606,2529,3500,1329,1844,343,611,9331,19825,4242,7330,517,1434,0,0,5274,9430,201,536,7860,17138,91,201,97,243,567,1434,7782,16927,1163,1777,3705,6607,406,1046,0,0,160,485,41,50,0,1,0,0,7738,16956,117,165,5,17,0,0,69,173,21,26,1,2,0,0,75,217,22,26,0,0,0,0,126,217,336,456,105,368,0,0,7675,16763,102,148,5,16,0,0,0.49284689915701846,2026,experimental_L2_derived_not_forecast_promoted
house,71,19251,32522,7851,14634,11399,17885,1,1230,156,280,940,2090,1001,2604,1130,2818,2542,5145,2898,5020,3701,5314,4078,5328,2132,2817,671,1084,12904,23014,5959,8617,388,891,0,0,8235,11416,163,331,10085,19599,65,116,64,129,639,2158,10028,19472,2589,3064,5401,7860,245,492,0,0,90,191,55,73,18,67,0,0,9948,19369,130,199,7,31,0,0,28,53,28,33,9,30,0,0,28,59,27,33,9,37,0,0,221,278,318,419,100,234,0,0,9906,19283,118,179,4,10,0,0,0.5919377652050919,2026,experimental_L2_derived_not_forecast_promoted
house,72,22003,35888,9149,16310,12854,19574,0,1105,203,355,1230,2535,1271,3023,1325,3101,3100,5928,3658,5838,4105,5711,4244,5477,2209,2860,656,1037,13366,23620,8216,11386,421,882,0,0,9094,12736,134,272,11806,21399,106,183,48,117,815,2282,11736,21222,1460,1903,7350,10258,284,575,0,0,85,213,49,59,0,0,0,0,11594,21090,208,295,4,14,0,0,66,134,40,49,0,0,0,0,25,84,22,32,1,1,0,0,136,196,547,693,132,292,0,0,11537,20933,196,276,3,13,0,0,0.6131018724921979,2026,experimental_L2_derived_not_forecast_promoted
house,73,22510,34194,9769,15680,12740,18513,1,362,247,388,1399,2691,1512,2952,1562,2893,3652,5956,3907,5697,4213,5637,3600,4588,1999,2657,414,722,6375,10748,15374,21973,761,1473,0,0,15915,23191,890,1972,3705,5843,209,462,192,402,1599,2685,3687,5802,1678,2409,13783,19898,454,884,0,0,710,1742,179,228,1,2,0,0,3501,5597,200,241,4,5,0,0,141,369,68,92,0,1,0,0,126,310,66,92,0,0,0,0,219,321,1078,1422,302,581,0,0,3485,5558,198,239,4,5,0,0,0.6583026261917295,2026,experimental_L2_derived_not_forecast_promoted
house,74,18793,31626,7238,13448,11555,18175,0,94,137,283,970,2295,1139,2913,1164,2824,2691,5399,2866,4688,3531,4865,3643,4734,2035,2640,614,964,11949,21494,6617,9555,227,577,0,0,7009,10371,273,596,10592,19147,121,282,83,159,715,1162,10498,18927,1104,1579,5768,8454,137,338,0,0,204,504,68,91,1,1,0,0,10387,18877,200,260,5,10,0,0,66,204,54,77,1,1,0,0,45,116,38,43,0,0,0,0,143,214,489,630,83,227,0,0,10304,18673,189,244,5,10,0,0,0.5942262695250743,2026,experimental_L2_derived_not_forecast_promoted
house,75,25011,34951,11153,16269,13857,18677,1,389,258,398,1475,2696,1277,2580,1267,2309,3851,5780,4582,6076,4833,6017,4311,5140,2528,3058,628,887,8541,13158,15875,20556,595,1237,0,0,15675,20725,472,784,6613,9752,533,1219,184,364,1534,2491,6555,9645,1246,1749,14126,18356,303,620,0,0,205,376,219,285,48,123,0,0,6420,9504,187,224,6,24,0,0,392,1024,129,168,12,27,0,0,101,244,71,89,12,31,0,0,177,261,1143,1434,214,412,0,0,6376,9422,176,211,3,12,0,0,0.7156018425796115,2026,experimental_L2_derived_not_forecast_promoted
house,76,17327,29578,6430,12484,10896,17091,1,147,143,310,971,2224,1033,2851,1035,2716,2507,5107,2920,4690,3295,4571,3225,4153,1738,2202,457,738,13235,23801,3939,5413,153,364,0,0,4010,5725,214,512,12458,22180,155,394,118,198,372,713,12324,21929,581,858,3334,4648,95,219,0,0,161,446,53,66,0,0,0,0,12223,21889,230,281,5,10,0,0,110,339,45,55,0,0,0,0,78,150,40,48,0,0,0,0,82,119,237,315,53,135,0,0,12101,21653,218,266,5,10,0,0,0.5858070187301373,2026,experimental_L2_derived_not_forecast_promoted
house,77,14955,30771,5928,13635,9027,17132,0,295,169,365,907,2464,812,3111,973,3266,2205,5733,2291,4468,2656,4213,2873,4119,1569,2140,495,861,10500,23791,4262,6463,193,517,0,0,5035,7734,188,470,9068,21505,65,126,54,113,545,1114,8997,21265,1234,1722,3678,5692,123,320,0,0,132,405,56,65,0,0,0,0,8901,21277,165,226,2,2,0,0,42,95,23,31,0,0,0,0,41,92,13,21,0,0,0,0,150,200,327,428,68,195,0,0,8835,21044,160,219,2,2,0,0,0.4860095544506191,2026,experimental_L2_derived_not_forecast_promoted
house,78,16468,29043,6192,12412,10275,16627,1,412,125,263,793,1988,1062,2944,1138,2883,2417,5029,2563,4279,3066,4464,2929,3927,1786,2325,586,925,11557,21491,4749,7059,162,493,0,0,4786,7442,218,559,10796,19751,149,423,70,147,449,1129,10689,19506,565,914,4110,6224,111,304,0,0,157,483,61,76,0,0,0,0,10602,19497,190,243,4,11,0,0,113,364,36,59,0,0,0,0,39,105,30,38,1,4,0,0,81,128,322,419,46,174,0,0,10504,19263,181,232,4,11,0,0,0.5670213132252178,2026,experimental_L2_derived_not_forecast_promoted
house,79,19520,31443,8748,14798,10772,16639,0,154,314,422,2316,3743,1652,4180,1197,2937,3076,5509,3155,4695,2973,3866,2511,3073,1780,2144,544,841,5052,9610,12827,18304,1641,3529,0,0,14791,22247,390,787,2139,4482,472,1163,236,433,1492,2479,2116,4408,1924,2835,11576,16711,1291,2701,0,0,288,650,102,134,0,3,0,0,2029,4326,109,154,1,2,0,0,360,1021,110,140,2,2,0,0,174,354,62,78,0,1,0,0,277,424,868,1087,347,820,0,0,2007,4257,108,150,1,1,0,0,0.6208059027446491,2026,experimental_L2_derived_not_forecast_promoted
house,80,19140,34990,8277,15918,10862,19071,1,256,174,309,1051,2410,1115,3083,1232,3221,2979,6200,3285,5575,3811,5823,3284,4699,1727,2651,481,1001,6027,12474,12224,20343,889,2173,0,0,12906,22360,632,1476,4178,8631,127,258,111,222,1186,2298,4131,8524,1254,2219,11132,18795,520,1346,0,0,482,1275,150,201,0,0,0,0,4012,8398,166,233,0,0,0,0,82,198,45,58,0,2,0,0,65,164,46,58,0,0,0,0,132,220,685,998,369,825,0,0,3973,8305,158,219,0,0,0,0,0.5470134324092598,2026,experimental_L2_derived_not_forecast_promoted
house,81,22845,34925,10270,16486,12575,18439,0,787,207,359,1126,2313,1108,2585,1146,2485,2839,4961,3465,5327,4624,6228,4740,5929,2844,3580,741,1133,5268,10459,16976,23021,601,1445,0,0,16942,23786,258,554,4062,8244,132,272,106,193,1345,2663,4037,8187,985,1559,15570,21238,387,989,0,0,162,430,96,124,0,0,0,0,3884,7959,177,278,1,7,0,0,67,194,65,78,0,0,0,0,52,127,54,63,0,3,0,0,118,190,1014,1240,213,446,0,0,3864,7911,172,269,1,7,0,0,0.6541159627773802,2026,experimental_L2_derived_not_forecast_promoted
house,82,14892,30408,6254,14263,8636,16133,2,761,265,402,1764,3330,1305,4074,932,3480,1853,5614,1913,3898,2456,3619,2571,3399,1433,1922,398,654,9273,19923,4265,7486,1354,2999,0,0,5714,10394,189,569,8215,17931,101,254,71,166,602,1843,8141,17672,882,1387,3705,6702,1127,2305,0,0,128,446,42,57,19,66,0,0,8036,17590,161,255,18,86,0,0,78,217,22,29,1,8,0,0,40,123,28,32,3,11,0,0,109,160,307,411,186,523,0,0,7985,17426,152,240,4,6,0,0,0.4897395422257301,2026,experimental_L2_derived_not_forecast_promoted
house,83,17795,34263,7246,15195,10549,19063,0,369,158,296,896,2287,1099,3162,1169,3292,2657,6143,2864,5335,3335,5416,3323,4778,1838,2641,454,884,9883,21185,7378,11792,534,1286,0,0,7761,12806,390,946,8724,18855,123,307,83,145,714,1568,8612,18587,832,1399,6579,10589,350,818,0,0,306,835,83,109,1,2,0,0,8498,18406,222,438,4,11,0,0,90,265,33,42,0,0,0,0,53,106,30,38,0,1,0,0,104,174,431,576,179,454,0,0,8401,18164,207,413,4,10,0,0,0.5193649125879228,2026,experimental_L2_derived_not_forecast_promoted
house,84,18816,32272,8037,14990,10774,17272,5,897,141,297,866,2134,928,2477,966,2475,2294,4938,2864,4906,3814,5560,4069,5323,2303,3126,571,1015,10473,19725,8002,11646,341,901,0,0,8553,12691,312,800,9156,17462,64,120,60,124,671,1962,9060,17239,1072,1516,7290,10668,191,507,0,0,219,634,79,102,14,64,0,0,9020,17249,133,200,3,13,0,0,35,79,26,32,3,9,0,0,36,89,24,30,0,5,0,0,91,158,450,614,130,303,0,0,8935,17053,122,183,3,3,0,0,0.5830441249380268,2026,experimental_L2_derived_not_forecast_promoted
house,85,17715,33236,7675,15218,10038,18014,2,654,150,261,795,2203,881,2709,942,2756,2274,5252,2775,5285,3396,5392,3611,5135,2293,3181,596,1041,5979,15184,11119,16280,617,1772,0,0,10838,16565,290,692,5442,14133,90,185,87,162,968,2149,5375,13917,607,1146,9937,14663,294,756,0,0,54,115,134,224,102,353,0,0,5230,13757,196,283,16,93,0,0,9,19,62,85,19,81,0,0,8,21,67,89,12,52,0,0,71,126,723,936,174,437,0,0,5196,13671,176,238,3,8,0,0,0.5330063786255868,2026,experimental_L2_derived_not_forecast_promoted
house,86,20202,33491,8987,15457,11215,18033,0,468,132,254,928,2179,1060,2643,1123,2582,2642,5239,3178,5207,3971,5711,3979,5235,2528,3337,661,1092,3455,7663,15869,23346,878,2482,0,0,15642,23876,399,846,2732,6370,119,241,105,203,1205,2422,2709,6292,783,1344,14386,21289,473,1243,0,0,53,92,225,318,121,436,0,0,2529,6064,195,264,8,42,0,0,14,22,66,100,39,119,0,0,9,21,73,99,23,83,0,0,67,120,924,1276,214,559,0,0,2521,6039,184,243,4,10,0,0,0.6032068316861247,2026,experimental_L2_derived_not_forecast_promoted
house,87,22432,34855,10334,16413,12098,18441,0,600,212,363,1154,2449,1137,2630,1253,2514,3189,5451,3614,5496,4160,5788,4266,5507,2679,3440,766,1198,2349,5111,19247,27577,836,2167,0,0,18488,27629,514,1080,1476,3219,168,314,170,283,1616,2929,1470,3193,720,1296,17310,25085,458,1248,0,0,173,530,257,351,84,199,0,0,1296,2979,178,233,2,7,0,0,42,89,98,136,28,89,0,0,24,72,127,153,19,58,0,0,94,145,1277,1619,245,566,0,0,1292,2963,177,227,1,3,0,0,0.6435805479845073,2026,experimental_L2_derived_not_forecast_promoted
house,88,21643,32761,9339,14861,12302,17895,2,286,199,326,1256,2556,1334,2848,1420,2882,3511,5776,3684,5222,4126,5400,3540,4361,1989,2510,581,872,5466,9354,15134,20861,1043,2546,0,0,15123,21589,452,848,4392,7679,190,396,127,230,1359,2300,4359,7606,1034,1578,13552,18782,537,1229,0,0,92,148,218,304,142,396,0,0,4198,7410,179,227,15,42,0,0,26,36,90,124,74,236,0,0,13,25,80,112,34,93,0,0,103,157,1015,1312,241,550,0,0,4184,7380,165,208,10,18,0,0,0.6606330698086139,2026,experimental_L2_derived_not_forecast_promoted
house,89,17080,29916,7519,13920,9561,15994,0,690,151,258,1216,2510,1092,2913,1086,2828,2365,5067,2616,4426,3153,4586,3026,4055,1844,2401,531,858,5349,11640,10923,16103,808,2173,0,0,11069,17146,285,856,4543,9957,132,279,100,192,951,2174,4512,9866,662,1147,9854,14725,553,1274,0,0,118,347,105,168,62,341,0,0,4410,9767,131,179,2,11,0,0,54,161,64,77,14,41,0,0,37,93,58,75,5,24,0,0,68,125,711,879,172,482,0,0,4383,9692,127,166,2,8,0,0,0.570931942773098,2026,experimental_L2_derived_not_forecast_promoted
house,90,20853,33737,9252,15789,11601,17946,0,993,141,263,995,2198,1080,2555,1130,2509,2641,4999,3192,5186,4033,5740,4368,5728,2565,3399,706,1145,6362,12550,14038,20009,453,1178,0,0,13968,20613,188,366,5522,10994,84,152,85,128,1006,2475,5479,10910,774,1291,12880,18514,314,808,0,0,103,244,81,102,4,20,0,0,5339,10746,181,244,2,4,0,0,40,94,43,55,1,3,0,0,28,55,55,67,2,6,0,0,78,120,798,1027,130,337,0,0,5311,10678,166,228,2,4,0,0,0.6181047514598216,2026,experimental_L2_derived_not_forecast_promoted
house,91,18714,31290,8513,14611,10200,16676,1,307,186,326,950,2153,945,2561,952,2457,2755,5263,3301,5245,3475,5022,3410,4481,2098,2796,639,978,3395,7307,14330,20958,989,3025,0,0,13647,20759,808,1979,2704,5993,183,383,187,304,1185,2176,2669,5891,722,1249,12555,18501,370,1009,0,0,100,209,399,625,309,1145,0,0,2463,5641,233,308,8,44,0,0,16,35,118,180,49,168,0,0,20,30,140,182,27,92,0,0,74,143,885,1162,226,567,0,0,2451,5609,217,276,1,6,0,0,0.5980824544582933,2026,experimental_L2_derived_not_forecast_promoted
house,92,20215,32983,9180,15481,11035,17502,0,1008,168,280,1021,2272,1025,2456,1079,2426,2693,4905,3053,4959,3796,5538,4111,5487,2573,3449,695,1201,2481,5782,17041,25268,693,1933,0,0,16626,25760,220,450,1778,4173,121,236,77,158,1393,3214,1771,4144,669,1256,15480,23195,477,1309,0,0,101,292,114,142,5,16,0,0,1578,3886,189,256,11,31,0,0,37,128,81,99,3,9,0,0,26,83,51,71,0,4,0,0,70,137,1126,1505,197,564,0,0,1571,3860,189,253,11,31,0,0,0.6128914895552254,2026,experimental_L2_derived_not_forecast_promoted
house,93,18778,32410,8337,14926,10441,17484,0,555,149,279,893,2259,906,2627,970,2545,2406,5084,2876,4887,3699,5323,3784,5158,2369,3113,724,1126,3758,8738,14190,21149,830,2523,0,0,13604,21179,562,1245,3050,7403,166,345,132,236,1264,2557,3008,7273,773,1337,12472,18792,359,1050,0,0,93,170,291,445,178,630,0,0,2765,6988,281,369,4,46,0,0,29,49,103,163,34,133,0,0,18,31,83,113,31,92,0,0,80,163,960,1267,224,572,0,0,2744,6939,264,332,0,2,0,0,0.5793890774452329,2026,experimental_L2_derived_not_forecast_promoted
house,94,27954,41514,12598,19208,15356,22306,0,205,216,380,1180,2688,1083,2675,1188,2516,3381,5655,4136,6053,5120,6941,6108,7476,4445,5473,1086,1635,4112,6914,22861,32388,981,2212,0,0,23147,33409,719,1237,1051,2335,206,327,250,354,2581,4057,1044,2316,2175,2925,20485,29274,487,1210,0,0,411,886,305,348,3,3,0,0,998,2256,53,73,0,6,0,0,102,200,104,127,0,0,0,0,118,194,132,159,0,1,0,0,308,453,1782,2407,491,992,0,0,991,2239,53,71,0,6,0,0,0.6733632027749675,2026,experimental_L2_derived_not_forecast_promoted
house,95,28768,44797,13083,21048,15685,23747,0,527,182,338,1032,2451,1077,2758,1200,2776,3014,5666,3978,6402,5862,8188,7066,9025,4337,5589,1017,1590,3437,6265,24052,35482,1279,3050,0,0,24421,37053,684,1496,458,1299,170,334,281,471,2754,4669,454,1288,2082,2912,21719,32477,620,1664,0,0,421,1162,261,331,2,3,0,0,426,1249,31,48,1,2,0,0,90,242,78,90,2,2,0,0,126,283,155,188,0,0,0,0,292,417,1808,2348,654,1379,0,0,423,1240,30,46,1,2,0,0,0.642185860660312,2026,experimental_L2_derived_not_forecast_promoted
house,96,26613,41160,12045,19431,14567,21728,1,438,274,486,1254,2860,1435,3341,1696,3425,4255,7207,4683,6801,4806,6445,4540,5769,2880,3623,779,1180,5284,9345,20211,29302,1118,2513,0,0,20566,30729,877,1567,2281,4391,257,463,269,446,2363,4001,2262,4355,1964,2858,17967,26403,635,1468,0,0,571,1181,302,382,4,4,0,0,2133,4201,146,188,2,2,0,0,145,335,111,127,1,1,0,0,156,306,113,140,0,0,0,0,315,464,1572,2062,476,1038,0,0,2120,4174,140,179,2,2,0,0,0.6465743440233236,2026,experimental_L2_derived_not_forecast_promoted
house,97,17455,33309,7194,15203,10259,18102,2,573,94,217,733,1882,1202,3067,1221,3117,2667,5973,2598,5276,3128,5259,3353,4870,1917,2688,540,933,10281,21342,6680,10776,494,1191,0,0,7852,12773,227,481,8349,18279,97,198,103,210,827,1937,8285,18103,1595,2288,5916,9727,341,758,0,0,161,391,66,88,0,2,0,0,8203,18060,146,216,0,3,0,0,59,149,38,49,0,0,0,0,63,160,40,49,0,1,0,0,200,294,474,647,153,427,0,0,8147,17896,138,204,0,3,0,0,0.5240325437569425,2026,experimental_L2_derived_not_forecast_promoted
house,98,21368,36381,8761,16518,12605,19853,2,494,170,345,1159,2425,1152,2920,1254,2985,3081,6207,3367,5847,3753,5618,4293,5688,2447,3157,691,1164,11193,21512,9706,13824,469,1045,0,0,9533,14170,166,318,10552,20146,78,147,145,226,894,1858,10505,20021,565,1016,8646,12461,322,693,0,0,81,224,85,94,0,0,0,0,10360,19900,188,242,4,4,0,0,37,95,41,52,0,0,0,0,72,134,71,89,2,3,0,0,78,143,675,886,141,345,0,0,10316,19780,185,237,4,4,0,0,0.5873395453670872,2026,experimental_L2_derived_not_forecast_promoted
house,99,20084,34495,7955,15217,12127,19272,2,230,155,339,1111,2479,1240,3168,1292,3094,2986,5923,3297,5540,3603,5273,3796,5029,1945,2636,658,997,12860,22915,6779,10474,445,1106,0,0,7136,11501,275,576,11863,20874,78,196,90,202,642,1370,11769,20671,899,1445,5910,9320,327,736,0,0,186,469,89,107,0,0,0,0,11582,20537,281,337,0,0,0,0,55,156,23,40,0,0,0,0,54,153,35,48,1,1,0,0,84,155,441,622,117,369,0,0,11501,20350,268,321,0,0,0,0,0.5822293085954486,2026,experimental_L2_derived_not_forecast_promoted
house,100,22592,35234,10015,16383,12575,18848,2,61,229,362,1323,2622,1387,2944,1327,2738,3505,6117,3964,6070,4307,5868,3862,4926,2192,2804,495,776,6327,11306,15466,22198,799,1730,0,0,15348,22841,667,1291,4249,7066,380,906,295,642,1653,2546,4224,7015,1213,1923,13651,19840,484,1078,0,0,416,980,249,308,2,3,0,0,4058,6828,189,234,2,4,0,0,251,737,129,169,0,0,0,0,172,487,121,152,2,3,0,0,217,351,1127,1495,309,642,0,0,4035,6780,188,233,1,2,0,0,0.641198842027587,2026,experimental_L2_derived_not_forecast_promoted
house,101,18617,30605,7945,13715,10671,16888,1,205,150,271,1133,2328,1376,3162,1278,2858,2822,5231,2798,4584,3040,4280,3088,4019,2134,2680,797,1179,5132,10253,12741,18600,744,1752,0,0,13012,19775,485,945,3273,6755,231,470,181,420,1435,2443,3241,6683,1259,1987,11195,16549,558,1239,0,0,289,693,196,252,0,0,0,0,3152,6592,121,163,0,0,0,0,133,353,98,117,0,0,0,0,110,320,71,100,0,0,0,0,189,308,1060,1419,186,513,0,0,3126,6528,115,155,0,0,0,0,0.6082992975004085,2026,experimental_L2_derived_not_forecast_promoted
house,102,21046,34343,9562,16231,11483,18111,1,671,178,325,1170,2434,1275,2845,1299,2845,2887,5449,3264,5360,4177,6007,3997,5250,2217,2913,582,905,3682,7408,16428,24660,936,2275,0,0,16377,25743,265,567,2553,5022,94,167,321,608,1436,2906,2526,4956,832,1489,14904,22678,641,1576,0,0,142,421,123,146,0,0,0,0,2416,4842,136,179,1,1,0,0,37,93,57,74,0,0,0,0,168,408,153,198,0,2,0,0,87,155,1055,1385,294,696,0,0,2401,4795,124,160,1,1,0,0,0.6128177503421367,2026,experimental_L2_derived_not_forecast_promoted
