model_run_id,war_outcome_id,state_code,cycle,chamber,district,lag_context_available,lag_context_status,raw_gap,war,war_party,headline_expected_gap,headline_zero_fill_lag_component,lag_available_fit_rows,expected_gap_no_lag_spec,war_no_lag_spec,diff_no_lag_spec,war_party_no_lag_spec,sign_change_no_lag_spec,expected_gap_lag_available_fit,war_lag_available_fit,diff_lag_available_fit,war_party_lag_available_fit,sign_change_lag_available_fit,expected_gap_missing_excluded_fit,war_missing_excluded_fit,diff_missing_excluded_fit,war_party_missing_excluded_fit,sign_change_missing_excluded_fit
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-ACD1B6CFAC5B892FA85C,AL,2018,lower,2,True,validated_prior_with_nonpresidential_current_ticket,1.0830087080344342,0.2776225250919406,D,0.8053861829424935,-7.201874855321682,347,3.2419736608963197,-2.1589649528618855,-2.436587477953826,R,1.0,-1.3198964255423185,2.402905133576753,2.125282608484812,D,0.0,-1.3198964255423185,2.402905133576753,2.125282608484812,D,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-2FA078E1F83959C3BEEF,AL,2018,lower,3,True,validated_prior_with_nonpresidential_current_ticket,13.819762168806324,12.660862778487996,D,1.158899390318327,-3.05087442870225,347,0.7350103901941604,13.084751778612164,0.4238890001241682,D,0.0,2.1391887386366664,11.680573430169659,-0.9802893483183368,D,0.0,2.1391887386366664,11.680573430169659,-0.9802893483183368,D,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-95F32D69686B6CFA1219,AL,2018,lower,4,True,validated_prior_with_nonpresidential_current_ticket,-3.6913084074275986,-8.04870966257071,R,4.357401255143111,-6.1228680299957805,347,6.188471365092644,-9.879779772520243,-1.8310701099495326,R,0.0,1.7569075737088873,-5.448215981136486,2.600493681434224,R,0.0,1.7569075737088873,-5.448215981136486,2.600493681434224,R,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-442DED690B460960AF9A,AL,2018,lower,5,True,validated_prior_with_nonpresidential_current_ticket,-3.5149949349600433,-2.6709950493822374,R,-0.8439998855778059,-6.639174074346882,347,1.2697387097739075,-4.784733644733951,-2.1137385953517134,R,0.0,-1.7920318837352043,-1.722963051224839,0.9480319981573984,R,0.0,-1.7920318837352043,-1.722963051224839,0.9480319981573984,R,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-3283E57DCE691AE7F22C,AL,2018,lower,7,True,validated_prior_with_nonpresidential_current_ticket,13.433939927354842,1.9773517161540184,D,11.456588211200824,-8.55911403045221,347,14.76917960436004,-1.3352396770051982,-3.3125913931592166,R,1.0,3.1761741243202968,10.257765803034545,8.280414086880526,D,0.0,3.1761741243202968,10.257765803034545,8.280414086880526,D,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-9531E1503E2C6D7A510D,AL,2018,lower,8,True,validated_prior_with_nonpresidential_current_ticket,0.564706033707914,4.088044953365184,D,-3.52333891965727,-3.9422381584034905,347,-3.435116730339257,3.999822764047171,-0.08822218931801329,D,0.0,-1.1277308332080735,1.6924368669159875,-2.3956080864491964,D,0.0,-1.1277308332080735,1.6924368669159875,-2.3956080864491964,D,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-BD8DA90B4FBA11E11797,AL,2018,lower,10,True,validated_prior_with_nonpresidential_current_ticket,-6.320690718970019,-1.029513425726334,R,-5.291177293243686,-1.891662328665124,347,-6.629933440166699,0.3092427211966795,1.3387561469230136,D,1.0,-1.5085942074610472,-4.812096511508972,-3.7825830857826386,R,0.0,-1.5085942074610472,-4.812096511508972,-3.7825830857826386,R,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-E3A778403481AD2D7F37,AL,2018,lower,15,True,validated_prior_with_nonpresidential_current_ticket,2.003440180326969,0.1011574058153206,D,1.902282774511648,-2.205527306812879,347,-0.2227346568026659,2.226174837129635,2.125017431314314,D,0.0,5.222035810950221,-3.218595630623252,-3.3197530364385726,R,1.0,5.222035810950221,-3.218595630623252,-3.3197530364385726,R,1.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-60189DA3A69756B017A3,AL,2018,lower,18,True,validated_prior_with_nonpresidential_current_ticket,8.21590512767191,0.7727491312516293,D,7.44315599642028,-7.319988003737777,347,10.01477874494605,-1.7988736172741397,-2.571622748525769,R,1.0,2.411512261267392,5.804392866404518,5.031643735152889,D,0.0,2.411512261267392,5.804392866404518,5.031643735152889,D,0.0
WAR-POST2016-V3-530FBD4238CC483E557C,WAROUT-E5EEA5BF5CCE7852679B,AL,2018,lower,20,True,validated_prior_with_nonpresidential_current_ticket,1.514107974838904,4.680232406065789,D,-3.166124431226885,-4.642311479592676,347,-2.523149151200444,4.037257126039348,-0.642975280026441,D,0.0,-1.474714899624333,2.988822874463237,-1.6914095316025524,D,0.0,-1.474714899624333,2.988822874463237,-1.6914095316025524,D,0.0
