model_run_id,group_type,group,n,median_expected_gap_se,mean_expected_gap_se,median_war_interval_width,share_war_interval_excludes_zero,share_war_party_stable_all_draws,mean_war_party_draw_agreement
WAR-POST2016-V3-530FBD4238CC483E557C,all,all,3660,0.7591473763707144,0.9927584678131011,2.4669437128979035,0.7923497267759563,0.6303278688524591,0.9483729508196721
WAR-POST2016-V3-530FBD4238CC483E557C,cycle,2018,1025,1.0983983742191712,1.184674489666444,3.6046948975242668,0.8019512195121952,0.6380487804878049,0.9502634146341463
WAR-POST2016-V3-530FBD4238CC483E557C,cycle,2019,144,2.364166781962653,2.52817686206096,7.616444145873409,0.7847222222222222,0.6527777777777778,0.9469618055555556
WAR-POST2016-V3-530FBD4238CC483E557C,cycle,2020,870,0.6744252178538617,0.794021928582159,2.1946641815845513,0.8091954022988506,0.6540229885057471,0.9536264367816093
WAR-POST2016-V3-530FBD4238CC483E557C,cycle,2022,761,0.5645760458927297,0.6988943401232326,1.8644099019345077,0.7660972404730617,0.5900131406044679,0.9409264126149802
WAR-POST2016-V3-530FBD4238CC483E557C,cycle,2023,90,3.4832528973057872,3.3197039876385905,11.466993406078345,0.7444444444444445,0.6222222222222222,0.9361111111111111
WAR-POST2016-V3-530FBD4238CC483E557C,cycle,2024,770,0.6182815551687613,0.6931378474848507,2.0193245316020256,0.7935064935064935,0.6298701298701299,0.9489772727272728
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,AL,97,1.2948478386237436,1.5727499213074363,4.237649582608556,0.6701030927835051,0.4948453608247423,0.8998453608247422
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,AR,195,1.0915266495144424,1.1074222197636707,3.54137255065504,0.8153846153846154,0.6256410256410256,0.9575769230769232
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,FL,400,0.46028068683081447,0.4918026733440945,1.4931485282451828,0.7825,0.65,0.9430687499999999
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,GA,429,0.6432802698422394,0.7061156207112923,2.0823193317074553,0.7668997668997669,0.6153846153846154,0.9399242424242423
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,KY,266,1.4777118889017338,1.48221558839916,4.777369037683096,0.8383458646616542,0.6578947368421053,0.9601033834586465
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,LA,36,2.7751069335106573,2.698878676484501,8.74650835477694,0.6666666666666666,0.4722222222222222,0.9066666666666667
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,MO,412,0.6581826852476593,0.734384903490601,2.168450125408223,0.8422330097087378,0.6941747572815534,0.9631492718446601
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,MS,56,2.389383890834835,2.5640935987777023,7.861217636833933,0.6964285714285714,0.48214285714285715,0.9182589285714287
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,NC,530,0.7040484845722177,0.8333493102977614,2.298884922283497,0.8132075471698114,0.6641509433962264,0.9499952830188678
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,OK,204,1.2615759844484637,1.2627883692743433,4.2236688774597155,0.7941176470588235,0.6617647058823529,0.9552450980392158
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,SC,236,0.7701830990799514,0.8918801490180034,2.540984453259987,0.788135593220339,0.597457627118644,0.9500741525423728
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,TN,246,0.7481041374526802,0.7981153604655253,2.4080653685007327,0.7967479674796748,0.573170731707317,0.9565752032520325
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,TX,411,0.6446453872179009,0.728896440251405,2.112812728852499,0.7518248175182481,0.5669099756690997,0.9388260340632603
WAR-POST2016-V3-530FBD4238CC483E557C,state_code,VA,142,2.805261534927503,2.9724081206990007,9.140613584252023,0.823943661971831,0.7464788732394366,0.9616197183098593
